COD_ZONA,VIAGENS_ATRAIDAS_POR_MOTIVO,QTD
163,Assuntos Pessoais,8254.708061886755
163,Refeição,718.5042768190144
164,Trabalho Indústria,2468.1272177176998
164,Trabalho Comércio,4320.104518056634
164,Trabalho Serviços,7265.464500437065
164,Educação,5167.932186008472
164,Compras,1454.3112903040421
164,Saúde,629.2153143547544
164,Lazer,2684.393521407855
164,Procurar Emprego,175.27603150538667
164,Assuntos Pessoais,1299.9704466262042
164,Refeição,270.42304726511134
165,Trabalho Indústria,351.4942958284262
165,Trabalho Comércio,10457.470031977697
165,Trabalho Serviços,11809.030915421166
165,Educação,4755.291803287673
165,Compras,3876.685734911093
165,Saúde,181.06351367130287
165,Lazer,1756.9291569712877
165,Procurar Emprego,351.90339333183414
165,Assuntos Pessoais,2205.740537547703
165,Refeição,1816.008767325863
166,Trabalho Indústria,4940.616499799828
166,Trabalho Comércio,12091.952040503382
166,Trabalho Serviços,39632.357464090695
166,Educação,38012.49540334259
166,Compras,2594.723795845952
166,Saúde,9996.126791686012
166,Lazer,4117.038475355509
166,Procurar Emprego,1384.0805740907329
166,Assuntos Pessoais,4140.364276864194
166,Refeição,2417.75207917631
167,Trabalho Indústria,6133.264654751015
167,Trabalho Comércio,20839.695431809716
167,Trabalho Serviços,39691.79449055391
167,Educação,18382.481535146693
167,Compras,4677.202765477622
167,Saúde,9899.041402919378
167,Lazer,8531.298278482045
167,Procurar Emprego,465.173845917273
167,Assuntos Pessoais,5415.34655686594
167,Refeição,4099.034386859467
168,Trabalho Indústria,1865.0725958363873
168,Trabalho Comércio,4861.356490708543
168,Trabalho Serviços,31189.300754667343
168,Educação,18380.91208643554
168,Compras,1407.442459085609
168,Saúde,4538.412263375485
168,Lazer,2848.6122991146954
168,Procurar Emprego,2900.7306552443756
168,Assuntos Pessoais,3816.4797062127354
168,Refeição,2270.7799933816736
169,Trabalho Indústria,5130.623045523916
169,Trabalho Comércio,4111.072974707237
169,Trabalho Serviços,22443.889795276715
169,Educação,45104.53916192836
169,Compras,2528.777479502625
169,Saúde,2719.9541302602606
169,Lazer,1073.1280664260514
169,Procurar Emprego,0
169,Assuntos Pessoais,2327.425303721881
169,Refeição,1836.8735878848336
170,Trabalho Indústria,6604.587533607004
170,Trabalho Comércio,4710.846489193021
170,Trabalho Serviços,25727.140842200097
170,Educação,26337.086954871516
170,Compras,5970.677153440354
170,Saúde,8838.076788144373
170,Lazer,4594.493931387089
170,Procurar Emprego,840.4422797349631
170,Assuntos Pessoais,12446.005424121495
170,Refeição,1235.3511105440293
171,Trabalho Indústria,2942.138067388416
171,Trabalho Comércio,8196.60087535407
171,Trabalho Serviços,20743.736612613146
171,Educação,24981.50376880904
171,Compras,7868.1470916893
171,Saúde,5249.654715126739
171,Lazer,4484.222289251744
171,Procurar Emprego,0
171,Assuntos Pessoais,6537.9017103161505
171,Refeição,158.17783294056068
172,Trabalho Indústria,1973.14711506311
172,Trabalho Comércio,7078.413526396971
172,Trabalho Serviços,9185.548224722515
172,Educação,20280.39935470407
172,Compras,6420.326725105063
172,Saúde,2113.029534447848
172,Lazer,2315.4186394548487
172,Procurar Emprego,0
172,Assuntos Pessoais,2381.6078559083253
172,Refeição,228.2369457014531
173,Trabalho Indústria,4028.05165371982
173,Trabalho Comércio,3706.992005497884
173,Trabalho Serviços,13317.903747002581
173,Educação,17636.95169595134
173,Compras,2104.069807273892
173,Saúde,658.784373093537
173,Lazer,964.0983366465417
173,Procurar Emprego,271.76032025957846
173,Assuntos Pessoais,2146.9205267613706
173,Refeição,281.1655195207597
174,Trabalho Indústria,4222.377418087624
174,Trabalho Comércio,5067.329717723094
174,Trabalho Serviços,19901.650226273996
174,Educação,45545.84161035397
174,Compras,2447.961766979502
174,Saúde,963.2970588415697
174,Lazer,5134.86552312651
174,Procurar Emprego,0
174,Assuntos Pessoais,2755.6832806567954
174,Refeição,0
175,Trabalho Indústria,8844.853897678055
175,Trabalho Comércio,3250.901711131634
175,Trabalho Serviços,7570.419347604956
175,Educação,19869.30832672026
175,Compras,6155.255391110183
175,Saúde,2988.683715873424
175,Lazer,6048.703409775294
175,Procurar Emprego,229.7546461295434
175,Assuntos Pessoais,5192.07631374348
175,Refeição,0
176,Trabalho Indústria,2164.1667500596345
176,Trabalho Comércio,3761.351107709902
176,Trabalho Serviços,14355.900384500625
176,Educação,25413.45789381865
176,Compras,1791.8502814720014
176,Saúde,7207.198677373468
176,Lazer,1097.5700025515903
176,Procurar Emprego,0
176,Assuntos Pessoais,2470.1294781811475
176,Refeição,241.35045646455652
177,Trabalho Indústria,1743.5407305466615
177,Trabalho Comércio,2132.9798442375736
177,Trabalho Serviços,2406.697832993394
177,Educação,3776.01821315682
177,Compras,753.0934111985196
177,Saúde,590.6666841121696
177,Lazer,526.0482523830909
177,Procurar Emprego,47.53312634812058
177,Assuntos Pessoais,1955.3598502343598
177,Refeição,0
178,Trabalho Indústria,0
178,Trabalho Comércio,0
178,Trabalho Serviços,1230.8214434919305
178,Educação,2717.7308676550783
178,Compras,0
178,Saúde,0
178,Lazer,0
178,Procurar Emprego,0
178,Assuntos Pessoais,0
178,Refeição,0
179,Trabalho Indústria,0
179,Trabalho Comércio,0
179,Trabalho Serviços,0
179,Educação,0
179,Compras,0
179,Saúde,0
179,Lazer,0
179,Procurar Emprego,0
179,Assuntos Pessoais,0
179,Refeição,0
180,Trabalho Indústria,7902.373764111071
180,Trabalho Comércio,8611.246703396915
180,Trabalho Serviços,27076.53495689206
180,Educação,55282.568208381534
180,Compras,5060.916976202724
180,Saúde,6133.638564587029
180,Lazer,6446.4628711143905
180,Procurar Emprego,0
180,Assuntos Pessoais,3155.110269053282
180,Refeição,94.62785468939626
181,Trabalho Indústria,1580.54533884053
181,Trabalho Comércio,5853.10485462623
181,Trabalho Serviços,20858.267040404593
181,Educação,35985.68025320597
181,Compras,2117.822621575743
181,Saúde,8464.325344694575
181,Lazer,2222.3774304738677
181,Procurar Emprego,79.60802095609263
181,Assuntos Pessoais,5275.6353177414985
181,Refeição,104.67172055956668
182,Trabalho Indústria,4060.9446549324857
182,Trabalho Comércio,8888.840441865776
182,Trabalho Serviços,16323.568618974401
182,Educação,21695.199758316296
182,Compras,3997.6631137182662
182,Saúde,1305.3793488691115
182,Lazer,1156.959770244653
182,Procurar Emprego,229.7546461295434
182,Assuntos Pessoais,6607.293682660924
182,Refeição,1188.5110888333973
183,Trabalho Indústria,4177.450550377044
183,Trabalho Comércio,2765.4644934332973
183,Trabalho Serviços,14964.271111456217
183,Educação,30138.15241328112
183,Compras,2395.7253269001985
183,Saúde,1047.4585749623889
183,Lazer,5375.371449692582
183,Procurar Emprego,0
183,Assuntos Pessoais,6843.504642867393
183,Refeição,0
184,Trabalho Indústria,4745.213264635134
184,Trabalho Comércio,5067.652314409327
184,Trabalho Serviços,7597.919134333151
184,Educação,15670.523492147675
184,Compras,1945.797534137689
184,Saúde,983.6669181275333
184,Lazer,3909.396046058324
184,Procurar Emprego,0
184,Assuntos Pessoais,2477.829327371553
184,Refeição,514.1779693960309
185,Trabalho Indústria,1153.1549102308438
185,Trabalho Comércio,3196.3499385648756
185,Trabalho Serviços,8827.873946702812
185,Educação,13992.705372715403
185,Compras,917.0768089236749
185,Saúde,759.261899647604
185,Lazer,0
185,Procurar Emprego,319.2953647876027
185,Assuntos Pessoais,726.2853358177558
185,Refeição,0
186,Trabalho Indústria,717.0689191292114
186,Trabalho Comércio,1059.848102494377
186,Trabalho Serviços,4358.8086565453395
186,Educação,6975.179872999724
186,Compras,1097.6483920113428
186,Saúde,35.137165540386555
186,Lazer,1944.6937552127101
186,Procurar Emprego,176.98776098718028
186,Assuntos Pessoais,1019.9129910084059
186,Refeição,0
187,Trabalho Indústria,6837.806514523962
187,Trabalho Comércio,6704.441456561053
187,Trabalho Serviços,12653.4269547765
187,Educação,27827.28869332936
187,Compras,2495.302612238996
187,Saúde,2885.7111175031273
187,Lazer,978.3703497758559
187,Procurar Emprego,141.22132364146765
187,Assuntos Pessoais,2629.646370521749
187,Refeição,0
188,Trabalho Indústria,2566.7166873061756
188,Trabalho Comércio,1964.1014386217385
188,Trabalho Serviços,11717.619452832727
188,Educação,45663.823711021934
188,Compras,2330.0147149897466
188,Saúde,1589.5531718685916
188,Lazer,6938.783033112583
188,Procurar Emprego,0
188,Assuntos Pessoais,4070.6875671267544
188,Refeição,318.3657591007294
189,Trabalho Indústria,4110.5267946687245
189,Trabalho Comércio,2322.84161153992
189,Trabalho Serviços,20134.62737899078
189,Educação,36021.26778997906
189,Compras,4269.422197675976
189,Saúde,4833.618645737662
189,Lazer,3312.4460613204574
189,Procurar Emprego,1117.0263218884163
189,Assuntos Pessoais,15463.066628760811
189,Refeição,366.27321950378905
190,Trabalho Indústria,5334.0983106027825
190,Trabalho Comércio,6314.1964857137
190,Trabalho Serviços,21768.10094552485
190,Educação,26690.10473845454
190,Compras,3019.9145166841954
190,Saúde,4985.4292347558485
190,Lazer,4328.242108657635
190,Procurar Emprego,1374.702521565113
190,Assuntos Pessoais,9241.183823650133
190,Refeição,610.5537817352362
191,Trabalho Indústria,1495.7489762815514
191,Trabalho Comércio,3615.312352564555
191,Trabalho Serviços,6601.9730683296375
191,Educação,2241.6623820861146
191,Compras,1852.0947110931318
191,Saúde,280.38785082639015
191,Lazer,3785.7680322759466
191,Procurar Emprego,1263.5400421327508
191,Assuntos Pessoais,7238.890824733064
191,Refeição,0
192,Trabalho Indústria,1208.2342933410855
192,Trabalho Comércio,4423.677684964927
192,Trabalho Serviços,12121.516731166952
192,Educação,24407.87249011165
192,Compras,3059.9064767959217
192,Saúde,1442.594907382793
192,Lazer,2921.482992350251
192,Procurar Emprego,0
192,Assuntos Pessoais,1591.2980797289758
192,Refeição,379.98651794016234
193,Trabalho Indústria,1165.7382758113527
193,Trabalho Comércio,1488.6099336152279
193,Trabalho Serviços,12319.724371536784
193,Educação,13598.816306285094
193,Compras,3778.6100948538556
193,Saúde,2692.9504571784078
193,Lazer,0
193,Procurar Emprego,0
193,Assuntos Pessoais,2130.742303780358
193,Refeição,79.948305504799265
194,Trabalho Indústria,884.1822999454073
194,Trabalho Comércio,5183.682483988695
194,Trabalho Serviços,5811.929459959813
194,Educação,18293.24050345645
194,Compras,1622.649194217281
194,Saúde,451.3417505881224
194,Lazer,0
194,Procurar Emprego,425.2629681819588
194,Assuntos Pessoais,1015.8439864228599
194,Refeição,629.9734803249326
195,Trabalho Indústria,1744.7012865678341
195,Trabalho Comércio,3211.4488063643503
195,Trabalho Serviços,13290.09064546543
195,Educação,21945.414482745353
195,Compras,597.633145406913
195,Saúde,2156.529879017288
195,Lazer,633.9317779049111
195,Procurar Emprego,316.96588895245554
195,Assuntos Pessoais,3719.465053083746
195,Refeição,659.1869348109726
196,Trabalho Indústria,3188.746925753624
196,Trabalho Comércio,4792.787564850217
196,Trabalho Serviços,15379.552128337273
196,Educação,19206.863907536193
196,Compras,204.9245356158005
196,Saúde,1741.3207070503124
196,Lazer,1529.1589789420489
196,Procurar Emprego,638.5907295752054
196,Assuntos Pessoais,3968.2873595478345
196,Refeição,0
197,Trabalho Indústria,1867.354989708669
197,Trabalho Comércio,4242.0250176549425
197,Trabalho Serviços,13823.573980360768
197,Educação,21817.75998392979
197,Compras,2784.477317286829
197,Saúde,622.9896411243444
197,Lazer,1096.3245816257986
197,Procurar Emprego,0
197,Assuntos Pessoais,3203.9583079857025
197,Refeição,351.26698386901234
198,Trabalho Indústria,2185.5194472899443
198,Trabalho Comércio,11281.289555680658
198,Trabalho Serviços,32096.434950062976
198,Educação,26587.51143145687
198,Compras,9253.10313627686
198,Saúde,6146.498501787314
198,Lazer,1946.6247147487663
198,Procurar Emprego,0
198,Assuntos Pessoais,10879.57551081067
198,Refeição,1422.9402841957522
199,Trabalho Indústria,29701.457523125435
199,Trabalho Comércio,11633.581531513319
199,Trabalho Serviços,36559.84016792612
199,Educação,64186.46846342083
199,Compras,3909.134044198332
199,Saúde,5127.999636827441
199,Lazer,6023.13819514892
199,Procurar Emprego,1531.0373740738682
199,Assuntos Pessoais,4673.38741376953
199,Refeição,225.2295228251778
200,Trabalho Indústria,3596.9768990172392
200,Trabalho Comércio,4088.259297199537
200,Trabalho Serviços,10532.502488042675
200,Educação,19660.792432634214
200,Compras,2832.1696512580265
200,Saúde,2190.706190487119
200,Lazer,2808.263867204417
200,Procurar Emprego,460.65278157690426
200,Assuntos Pessoais,6511.300899389671
200,Refeição,0
201,Trabalho Indústria,9196.309545986083
201,Trabalho Comércio,10556.67075809838
201,Trabalho Serviços,24055.983691089226
201,Educação,63238.207225898754
201,Compras,7678.328824302238
201,Saúde,2411.999156202682
201,Lazer,14213.548298214064
201,Procurar Emprego,424.3363409455107
201,Assuntos Pessoais,8467.976517331877
201,Refeição,632.6061350609233
202,Trabalho Indústria,3896.1362040098584
202,Trabalho Comércio,8910.707711362069
202,Trabalho Serviços,31809.69626706983
202,Educação,35821.69359671378
202,Compras,119.7414204388597
202,Saúde,3643.9973074915006
202,Lazer,4166.277744550004
202,Procurar Emprego,546.3953254672028
202,Assuntos Pessoais,5351.250905209407
202,Refeição,0
203,Trabalho Indústria,4385.222190656291
203,Trabalho Comércio,4174.523688532243
203,Trabalho Serviços,17690.61737888207
203,Educação,33378.14267786348
203,Compras,1955.2857926884785
203,Saúde,1503.1841649655162
203,Lazer,1464.2713748731383
203,Procurar Emprego,0
203,Assuntos Pessoais,5427.6191684683345
203,Refeição,0
204,Trabalho Indústria,11998.136201671905
204,Trabalho Comércio,11004.109993301925
204,Trabalho Serviços,36042.452867318905
204,Educação,69964.78631832158
204,Compras,11279.533582192276
204,Saúde,7153.282285635364
204,Lazer,9716.006266382034
204,Procurar Emprego,2949.448368233438
204,Assuntos Pessoais,6527.226731168454
204,Refeição,486.52320633279294
205,Trabalho Indústria,11072.667512340497
205,Trabalho Comércio,14213.581058703629
205,Trabalho Serviços,29269.5977986324
205,Educação,66434.11252377399
205,Compras,7113.56339411172
205,Saúde,3853.183225361063
205,Lazer,6841.008047215251
205,Procurar Emprego,2089.7122448385708
205,Assuntos Pessoais,4547.636599327133
205,Refeição,696.5412695330982
206,Trabalho Indústria,5198.166569810839
206,Trabalho Comércio,8075.840107425288
206,Trabalho Serviços,19362.171663138488
206,Educação,46334.51471526497
206,Compras,5040.465974439401
206,Saúde,4542.388004449835
206,Lazer,2429.6856426866634
206,Procurar Emprego,0
206,Assuntos Pessoais,10070.515167851818
206,Refeição,0
207,Trabalho Indústria,18348.33940965149
207,Trabalho Comércio,10797.106340660157
207,Trabalho Serviços,21731.739691152798
207,Educação,55146.55699791133
207,Compras,7199.41024173538
207,Saúde,7769.317568606749
207,Lazer,3717.079936091701
207,Procurar Emprego,108.8684319421708
207,Assuntos Pessoais,5404.215730595989
207,Refeição,0
208,Trabalho Indústria,10061.750644113663
208,Trabalho Comércio,11291.769038501692
208,Trabalho Serviços,32197.67036208519
208,Educação,27310.037614651115
208,Compras,4910.6067860869325
208,Saúde,2454.3635739167767
208,Lazer,5005.634702265803
208,Procurar Emprego,108.8684319421708
208,Assuntos Pessoais,6432.135010780879
208,Refeição,718.7670102262188
209,Trabalho Indústria,6815.675340810527
209,Trabalho Comércio,8966.317456919127
209,Trabalho Serviços,18002.770259309753
209,Educação,30743.83142339983
209,Compras,2937.2066719963686
209,Saúde,3242.7095046963927
209,Lazer,4726.615676442009
209,Procurar Emprego,0
209,Assuntos Pessoais,4841.584007618001
209,Refeição,465.8717576358572
210,Trabalho Indústria,4453.331667454763
210,Trabalho Comércio,8174.016764076031
210,Trabalho Serviços,28486.581579945116
210,Educação,36119.652403684646
210,Compras,1886.5352255447754
210,Saúde,2015.881010196097
210,Lazer,6147.96061772524
210,Procurar Emprego,488.5125952170973
210,Assuntos Pessoais,4380.027969548257
210,Refeição,2478.5098651742246
211,Trabalho Indústria,10254.974089396326
211,Trabalho Comércio,14927.169684743129
211,Trabalho Serviços,24984.931281819547
211,Educação,32676.65637114516
211,Compras,6014.443674468418
211,Saúde,3755.310376398305
211,Lazer,4087.112642505329
211,Procurar Emprego,518.8553129684229
211,Assuntos Pessoais,13274.94279210307
211,Refeição,872.3477773306682
212,Trabalho Indústria,4250.812519903482
212,Trabalho Comércio,3092.8459508120613
212,Trabalho Serviços,17750.804527202527
212,Educação,21420.61942586679
212,Compras,3810.6732798140533
212,Saúde,1306.6327925550268
212,Lazer,878.3618735916382
212,Procurar Emprego,0
212,Assuntos Pessoais,1921.8195200198088
212,Refeição,0
213,Trabalho Indústria,11918.209499990859
213,Trabalho Comércio,11617.876890561807
213,Trabalho Serviços,17597.943549973457
213,Educação,23000.958585300024
213,Compras,8536.60539323232
213,Saúde,2937.6725890678877
213,Lazer,3230.0110701115664
213,Procurar Emprego,0
213,Assuntos Pessoais,5522.352921836418
213,Refeição,1641.4496191308417
214,Trabalho Indústria,4141.216904407494
214,Trabalho Comércio,3428.350358006572
214,Trabalho Serviços,12706.721446326153
214,Educação,23178.1592403623
214,Compras,1177.9797907035675
214,Saúde,458.4135941142903
214,Lazer,2340.1260659188747
214,Procurar Emprego,0
214,Assuntos Pessoais,4964.091191319106
214,Refeição,52.95928469704016
215,Trabalho Indústria,1200.4072967695245
215,Trabalho Comércio,5927.652825265008
215,Trabalho Serviços,24420.041470222845
215,Educação,27773.214369977824
215,Compras,1881.9638174990234
215,Saúde,4880.481009117953
215,Lazer,3796.7498074530463
215,Procurar Emprego,0
215,Assuntos Pessoais,4370.322246547202
215,Refeição,134.55059319136703
216,Trabalho Indústria,6341.143218234747
216,Trabalho Comércio,2549.7652385979522
216,Trabalho Serviços,18527.91584337849
216,Educação,23360.095796562473
216,Compras,6757.845391567666
216,Saúde,2536.2462440892255
216,Lazer,2864.2664578857944
216,Procurar Emprego,0
216,Assuntos Pessoais,7081.159010418565
216,Refeição,124.09933124723935
217,Trabalho Indústria,3374.4985416291406
217,Trabalho Comércio,3269.8168029245285
217,Trabalho Serviços,13917.725842480975
217,Educação,28130.403849992985
217,Compras,2469.997006636774
217,Saúde,4604.749572017714
217,Lazer,3149.811223317799
217,Procurar Emprego,0
217,Assuntos Pessoais,5077.167640882082
217,Refeição,456.5385838305332
218,Trabalho Indústria,6958.234016282444
218,Trabalho Comércio,10693.029367554253
218,Trabalho Serviços,39325.28722456047
218,Educação,50960.07786275009
218,Compras,2607.8427054542035
218,Saúde,6036.37453451396
218,Lazer,9111.916375306972
218,Procurar Emprego,639.0220935520491
218,Assuntos Pessoais,6903.732768079333
218,Refeição,2153.2372987125095
219,Trabalho Indústria,12665.633741864585
219,Trabalho Comércio,11990.335628708412
219,Trabalho Serviços,17388.888962555175
219,Educação,33018.61575174333
219,Compras,2997.4259878377297
219,Saúde,3738.553156751147
219,Lazer,3218.0860723780056
219,Procurar Emprego,297.78678777699
219,Assuntos Pessoais,7361.882889096178
219,Refeição,0
220,Trabalho Indústria,2493.580270431108
220,Trabalho Comércio,3507.0353291777174
220,Trabalho Serviços,13801.78188331296
220,Educação,19763.023597635674
220,Compras,3544.8767064828894
220,Saúde,2538.939032092064
220,Lazer,9740.298080970904
220,Procurar Emprego,63.31073008283066
220,Assuntos Pessoais,7701.500952568056
220,Refeição,0
221,Trabalho Indústria,4526.15177749342
221,Trabalho Comércio,15047.947004553618
221,Trabalho Serviços,24271.74741498436
221,Educação,27217.05306132424
221,Compras,1740.500407419627
221,Saúde,1913.7779669757097
221,Lazer,4096.841598342671
221,Procurar Emprego,1583.0338235935383
221,Assuntos Pessoais,9787.319049993619
221,Refeição,0
222,Trabalho Indústria,5085.741733285641
222,Trabalho Comércio,6602.092812646066
222,Trabalho Serviços,21995.21149898622
222,Educação,21281.34821942148
222,Compras,4213.760335634906
222,Saúde,5503.949176921763
222,Lazer,9961.03074026235
222,Procurar Emprego,262.20212231067296
222,Assuntos Pessoais,3711.214493347215
222,Refeição,190.13083171734743
223,Trabalho Indústria,8039.552641615232
223,Trabalho Comércio,2570.7427070077874
223,Trabalho Serviços,11345.646455548194
223,Educação,11219.098014615698
223,Compras,3310.881821842398
223,Saúde,1014.2587327605253
223,Lazer,1321.8922538184493
223,Procurar Emprego,0
223,Assuntos Pessoais,2240.1659761975493
223,Refeição,0
224,Trabalho Indústria,500.1304937669447
224,Trabalho Comércio,61.61427448576313
224,Trabalho Serviços,2049.951825226851
224,Educação,7868.698805834651
224,Compras,0
224,Saúde,0
224,Lazer,2202.6658090991305
224,Procurar Emprego,0
224,Assuntos Pessoais,0
224,Refeição,0
225,Trabalho Indústria,5534.395162843059
225,Trabalho Comércio,3153.7483485722064
225,Trabalho Serviços,11227.261803221005
225,Educação,21516.83312488645
225,Compras,3595.3230590351977
225,Saúde,2048.337089592149
225,Lazer,1578.805769943173
225,Procurar Emprego,171.53848301888047
225,Assuntos Pessoais,3389.002596461007
225,Refeição,0
226,Trabalho Indústria,5865.62457118717
226,Trabalho Comércio,10131.767611675697
226,Trabalho Serviços,37008.15881040472
226,Educação,82171.45820352167
226,Compras,7938.698843956943
226,Saúde,5835.928718893034
226,Lazer,14446.845267916191
226,Procurar Emprego,0
226,Assuntos Pessoais,11381.320049583532
226,Refeição,618.4662882451208
227,Trabalho Indústria,5763.490720253975
227,Trabalho Comércio,9830.110289794371
227,Trabalho Serviços,25186.979675521045
227,Educação,31669.324881693363
227,Compras,10645.772074251581
227,Saúde,1291.3866031052432
227,Lazer,1478.3186530737094
227,Procurar Emprego,0
227,Assuntos Pessoais,5282.549225902384
227,Refeição,0
228,Trabalho Indústria,1787.3922643842302
228,Trabalho Comércio,2526.9145422585243
228,Trabalho Serviços,14241.821248729188
228,Educação,24721.529318941193
228,Compras,3469.18538473735
228,Saúde,4702.053233516605
228,Lazer,5450.730208421588
228,Procurar Emprego,686.5967805189745
228,Assuntos Pessoais,2932.251335260181
228,Refeição,0
229,Trabalho Indústria,12147.715394041896
229,Trabalho Comércio,14551.486758082821
229,Trabalho Serviços,54136.50891561057
229,Educação,108440.99652790821
229,Compras,16159.586643101245
229,Saúde,9381.826759277277
229,Lazer,12142.676023122774
229,Procurar Emprego,0
229,Assuntos Pessoais,18888.322140346183
229,Refeição,419.48062941365475
230,Trabalho Indústria,4021.033495862509
230,Trabalho Comércio,12224.292807604927
230,Trabalho Serviços,22780.44496270786
230,Educação,61551.081294771764
230,Compras,2358.4687687682904
230,Saúde,1415.0069072666151
230,Lazer,7670.312496005256
230,Procurar Emprego,1025.5696342187848
230,Assuntos Pessoais,5260.495326641027
230,Refeição,844.2070567759832
231,Trabalho Indústria,3118.5492602953336
231,Trabalho Comércio,4560.209940022372
231,Trabalho Serviços,10199.286189814386
231,Educação,23356.84933101021
231,Compras,4600.0349494378315
231,Saúde,493.7866683804974
231,Lazer,660.8300881331943
231,Procurar Emprego,161.93164107704894
231,Assuntos Pessoais,2322.9386374077794
231,Refeição,0
232,Trabalho Indústria,4744.277742952588
232,Trabalho Comércio,4490.931333334656
232,Trabalho Serviços,16809.31299557006
232,Educação,34953.89678036846
232,Compras,3738.2504231129665
232,Saúde,2395.8559697022333
232,Lazer,1655.4963078722672
232,Procurar Emprego,211.7842922007511
232,Assuntos Pessoais,6002.149849316003
232,Refeição,0
233,Trabalho Indústria,8070.4851834419405
233,Trabalho Comércio,12483.139283988125
233,Trabalho Serviços,13180.820965027327
233,Educação,44608.800765875225
233,Compras,4525.706818942526
233,Saúde,4703.766746423337
233,Lazer,3182.743032402068
233,Procurar Emprego,0
233,Assuntos Pessoais,3788.6036351801145
233,Refeição,0
234,Trabalho Indústria,6983.76433047203
234,Trabalho Comércio,8127.062079172908
234,Trabalho Serviços,29098.35132141821
234,Educação,45352.67492381111
234,Compras,3549.944633146524
234,Saúde,7641.511765501053
234,Lazer,847.6793573376657
234,Procurar Emprego,465.2174864166967
234,Assuntos Pessoais,2650.275059859173
234,Refeição,646.4876383322537
235,Trabalho Indústria,9056.667092053693
235,Trabalho Comércio,14863.008715966107
235,Trabalho Serviços,24424.720741039484
235,Educação,36827.11335572075
235,Compras,5990.000790538838
235,Saúde,2104.1553405351715
235,Lazer,2016.2061022728867
235,Procurar Emprego,0
235,Assuntos Pessoais,5554.432800617152
235,Refeição,263.28454634595886
236,Trabalho Indústria,4003.99188629347
236,Trabalho Comércio,2263.5836371563096
236,Trabalho Serviços,13434.930426321027
236,Educação,11275.377258449465
236,Compras,1884.1745755259299
236,Saúde,2962.153414026092
236,Lazer,734.8381948648755
236,Procurar Emprego,47.127745300461775
236,Assuntos Pessoais,3267.64816857151
236,Refeição,2594.956836386098
237,Trabalho Indústria,2895.8737724378643
237,Trabalho Comércio,6075.304815469579
237,Trabalho Serviços,15035.470231597106
237,Educação,4523.860788511307
237,Compras,6660.288729605896
237,Saúde,1560.0723247045642
237,Lazer,2856.7585479035415
237,Procurar Emprego,229.76887387189245
237,Assuntos Pessoais,6091.893092738452
237,Refeição,1374.432370861867
238,Trabalho Indústria,1549.3072201682749
238,Trabalho Comércio,3250.1363483268865
238,Trabalho Serviços,17377.714843862206
238,Educação,9556.407588099906
238,Compras,1962.495740237303
238,Saúde,1878.7473676068314
238,Lazer,3728.3905335563595
238,Procurar Emprego,0
238,Assuntos Pessoais,3970.830699722452
238,Refeição,475.1256978295289
239,Trabalho Indústria,4416.748051697357
239,Trabalho Comércio,7114.3550407206
239,Trabalho Serviços,21145.359742438788
239,Educação,26973.082509502692
239,Compras,4043.4891993575425
239,Saúde,9956.101674650974
239,Lazer,3045.3912913329887
239,Procurar Emprego,0
239,Assuntos Pessoais,3319.0868954642146
239,Refeição,1193.8514055825458
240,Trabalho Indústria,1631.7728697544649
240,Trabalho Comércio,4658.8291104769905
240,Trabalho Serviços,19395.821651398703
240,Educação,15220.576898649419
240,Compras,2408.5873892666164
240,Saúde,3356.1439993223744
240,Lazer,3888.798511762756
240,Procurar Emprego,0
240,Assuntos Pessoais,3836.9978516326833
240,Refeição,1793.7460604553414
241,Trabalho Indústria,6465.566505643793
241,Trabalho Comércio,2998.397458246536
241,Trabalho Serviços,9018.461540856539
241,Educação,6814.92182811516
241,Compras,898.096002971499
241,Saúde,1078.7636179608041
241,Lazer,564.8859400996714
241,Procurar Emprego,120.58186918979641
241,Assuntos Pessoais,982.1879221190617
241,Refeição,625.9335294204932
242,Trabalho Indústria,12029.713752719921
242,Trabalho Comércio,3523.7162525743174
242,Trabalho Serviços,13204.683653957816
242,Educação,13023.212555527065
242,Compras,1094.595000131887
242,Saúde,5265.548820643647
242,Lazer,2377.8421824458633
242,Procurar Emprego,0
242,Assuntos Pessoais,1156.7306770227929
242,Refeição,386.8469941548045
243,Trabalho Indústria,5490.867572001748
243,Trabalho Comércio,10332.03549583372
243,Trabalho Serviços,21586.223971881063
243,Educação,43199.138304965265
243,Compras,2724.428564961075
243,Saúde,1071.9438967074511
243,Lazer,3809.1283360006055
243,Procurar Emprego,0
243,Assuntos Pessoais,4845.228115086328
243,Refeição,589.7838727245987
244,Trabalho Indústria,8386.664401120177
244,Trabalho Comércio,7274.395781854556
244,Trabalho Serviços,19492.345376144112
244,Educação,41311.612457950985
244,Compras,4146.010066685299
244,Saúde,10200.71720551085
244,Lazer,9380.295032089536
244,Procurar Emprego,0
244,Assuntos Pessoais,7975.763511128069
244,Refeição,2145.628126375009
245,Trabalho Indústria,5464.429417245234
245,Trabalho Comércio,2591.5006709478694
245,Trabalho Serviços,11177.929240779195
245,Educação,8139.353113661433
245,Compras,2517.086569669339
245,Saúde,1464.3735353853785
245,Lazer,254.70039165489746
245,Procurar Emprego,127.12131362503952
245,Assuntos Pessoais,1264.2205812955933
245,Refeição,127.12131362503952
246,Trabalho Indústria,2627.0659620103165
246,Trabalho Comércio,5433.649577334076
246,Trabalho Serviços,10864.266909471862
246,Educação,23768.99517548928
