COD_ZONA,VINCULO_EMPREGATICIO,QTD
104,Dono de,224.02066778644993
104,Trabalhador,61.327471268040874
104,...10,3744.82076466935
105,Assalariado...2,3818.8488658070964
105,Assalariado...3,0
105,Funcionário,457.68584090354801
105,...5,1240.9038731474266
105,...6,775.58025599800112
105,Profissional,843.94979255172291
105,Dono de,460.92450045976989
105,Trabalhador,88.200147264367715
105,...10,7686.09327613193
106,Assalariado...2,1049.591502614147
106,Assalariado...3,29.075417839179234
106,Funcionário,0
106,...5,463.22403282279402
106,...6,0
106,Profissional,0
106,Dono de,181.80710222297807
106,Trabalhador,0
106,...10,1723.6980554991
107,Assalariado...2,4233.8367007557981
107,Assalariado...3,0
107,Funcionário,786.82059489726441
107,...5,803.30321897031126
107,...6,524.5470632648429
107,Profissional,874.24510544140492
107,Dono de,437.1225527207024
107,Trabalhador,417.73514117617117
107,...10,8077.6103772265
108,Assalariado...2,832.06581706678276
108,Assalariado...3,90.165252804195745
108,Funcionário,20.394370050000003
108,...5,703.3897918360135
108,...6,20.394370050000003
108,Profissional,12.75141565
108,Dono de,107.29053170139856
108,Trabalhador,0
108,...10,1786.45154915839
109,Assalariado...2,27614.392479303438
109,Assalariado...3,2334.7217043412747
109,Funcionário,1145.2794586061532
109,...5,12661.796453078641
109,...6,1287.4545255806374
109,Profissional,0
109,Dono de,5566.8011776289004
109,Trabalhador,417.43728785999934
109,...10,51027.883086399
110,Assalariado...2,10778.836600461686
110,Assalariado...3,1482.4708929081078
110,Funcionário,1023.705650583543
110,...5,9140.9064639957141
110,...6,622.79257633409338
110,Profissional,342.48081546766946
110,Dono de,989.71606210704726
110,Trabalhador,0
110,...10,24380.9090618579
111,Assalariado...2,13482.339304764015
111,Assalariado...3,1097.0984706003744
111,Funcionário,0
111,...5,5593.8472292983106
111,...6,2394.1975086343532
111,Profissional,847.80165670940164
111,Dono de,375.34735829268271
111,Trabalhador,0
111,...10,23790.6315282991
112,Assalariado...2,7509.6575715249173
112,Assalariado...3,1000.4826099447741
112,Funcionário,0
112,...5,5704.3971063851259
112,...6,147.30249343999998
112,Profissional,0
112,Dono de,352.08060412121205
112,Trabalhador,0
112,...10,14713.920385416
113,Assalariado...2,6537.008024459712
113,Assalariado...3,403.42531462249127
113,Funcionário,0
113,...5,2681.3373859387689
113,...6,1063.5371652475051
113,Profissional,584.20549521162991
113,Dono de,371.8954896125245
113,Trabalhador,0
113,...10,11641.4088750926
114,Assalariado...2,0
114,Assalariado...3,0
114,Funcionário,0
114,...5,0
114,...6,0
114,Profissional,0
114,Dono de,0
114,Trabalhador,0
114,...10,0
115,Assalariado...2,6072.2984964054895
115,Assalariado...3,1112.1900132962969
115,Funcionário,376.86406255555613
115,...5,8554.3746384454171
115,...6,290.1482352222227
115,Profissional,0
115,Dono de,376.86406255555613
115,Trabalhador,0
115,...10,16782.7395084805
116,Assalariado...2,42566.060851167967
116,Assalariado...3,4040.9794516950128
116,Funcionário,1765.4394961051607
116,...5,19422.079533984343
116,...6,0
116,Profissional,0
116,Dono de,1498.9940693542951
116,Trabalhador,0
116,...10,69293.5534023068
117,Assalariado...2,11875.811127776476
117,Assalariado...3,0
117,Funcionário,273.04912313725509
117,...5,8557.8327226862784
117,...6,0
117,Profissional,0
117,Dono de,2602.6252172549034
117,Trabalhador,0
117,...10,23309.3181908549
118,Assalariado...2,3919.9886215865513
118,Assalariado...3,630.10558044327115
118,Funcionário,241.47035744977453
118,...5,2418.2288826438994
118,...6,913.15331544615685
118,Profissional,0
118,Dono de,44.225420588235288
118,Trabalhador,0
118,...10,8167.17217815789
119,Assalariado...2,21881.869066693172
119,Assalariado...3,2373.9384708636362
119,Funcionário,368.01180068181787
119,...5,8149.5981749374996
119,...6,368.01180068181787
119,Profissional,0
119,Dono de,409.10021539772691
119,Trabalhador,0
119,...10,33550.5295292557
120,Assalariado...2,0
120,Assalariado...3,0
120,Funcionário,0
120,...5,0
120,...6,0
120,Profissional,0
120,Dono de,0
120,Trabalhador,0
120,...10,0
121,Assalariado...2,16101.976565667337
121,Assalariado...3,3300.3709887904438
121,Funcionário,358.71855050000005
121,...5,12352.748504521738
121,...6,1076.1556515000002
121,Profissional,0
121,Dono de,946.90894405813947
121,Trabalhador,0
121,...10,34136.8792050377
122,Assalariado...2,8725.3433665221983
122,Assalariado...3,1516.5165566892181
122,Funcionário,0
122,...5,7957.4835324027472
122,...6,0
122,Profissional,343.15744472727272
122,Dono de,1250.8259314164909
122,Trabalhador,0
122,...10,19793.3268317579
123,Assalariado...2,12444.620267166651
123,Assalariado...3,0
123,Funcionário,1049.1631010666654
123,...5,9938.6381514666555
123,...6,524.58155053333269
123,Profissional,0
123,Dono de,0
123,Trabalhador,0
123,...10,23957.0030702333
124,Assalariado...2,18002.075299043812
124,Assalariado...3,2152.7636317268048
124,Funcionário,2758.4135581572177
124,...5,8949.5194802731985
124,...6,0
124,Profissional,0
124,Dono de,894.83250845360851
124,Trabalhador,480.21497500000021
124,...10,33237.8194526546
125,Assalariado...2,12409.46639094996
125,Assalariado...3,1683.856824716928
125,Funcionário,179.12788181249999
125,...5,8231.6170230285261
125,...6,0
125,Profissional,0
125,Dono de,1673.1242174338558
125,Trabalhador,0
125,...10,24177.1923379418
126,Assalariado...2,8226.6270846130337
126,Assalariado...3,961.8564325225459
126,Funcionário,870.03071355437623
126,...5,5369.9988565569092
126,...6,165.77785356923061
126,Profissional,0
126,Dono de,72.42595
126,Trabalhador,0
126,...10,15666.7168908161
127,Assalariado...2,11901.792989501035
127,Assalariado...3,1596.4848794285717
127,Funcionário,2139.0230996687374
127,...5,3966.3624279585924
127,...6,917.09239769151134
127,Profissional,1806.4754850020704
127,Dono de,1399.043550906832
127,Trabalhador,0
127,...10,23726.2748301573
128,Assalariado...2,482.26796362439393
128,Assalariado...3,75.774794062601288
128,Funcionário,77.91264373232606
128,...5,79.830022440367145
128,...6,97.970145923367596
128,Profissional,120.10773863896399
128,Dono de,25.184774366972533
128,Trabalhador,0
128,...10,959.048082788992
129,Assalariado...2,1060.6433411129569
129,Assalariado...3,99.268183558508667
129,Funcionário,315.26074605943148
129,...5,577.36670444075287
129,...6,62.334558888888914
129,Profissional,71.023366653746763
129,Dono de,102.19064609819122
129,Trabalhador,0
129,...10,2288.08754681248
130,Assalariado...2,755.0402399227803
130,Assalariado...3,8.2682117142857248
130,Funcionário,79.155213513513516
130,...5,514.19132922007736
130,...6,0
130,Profissional,12.314929714285729
130,Dono de,0
130,Trabalhador,0
130,...10,1368.96992408494
131,Assalariado...2,277.0834769999999
131,Assalariado...3,0
131,Funcionário,28.665576000000001
131,...5,169.83262799999997
131,...6,9.5551919999999999
131,Profissional,0
131,Dono de,32.893601999999987
131,Trabalhador,0
131,...10,518.030475
132,Assalariado...2,0
132,Assalariado...3,0
132,Funcionário,0
132,...5,0
132,...6,0
132,Profissional,0
132,Dono de,0
132,Trabalhador,0
132,...10,0
133,Assalariado...2,8573.587474575761
133,Assalariado...3,859.11212400000034
133,Funcionário,1422.5574325757582
133,...5,3106.784101909092
133,...6,743.17345000000023
133,Profissional,1943.0321333333338
133,Dono de,1743.7730722424244
133,Trabalhador,0
133,...10,18392.0197886364
134,Assalariado...2,5127.5156751666655
134,Assalariado...3,864.38532243749967
134,Funcionário,2233.9668543333328
134,...5,4165.904217437499
134,...6,185.92573549999992
134,Profissional,579.11828868749967
134,Dono de,1475.5447496666661
134,Trabalhador,183.57097143749991
134,...10,14815.9318146667
135,Assalariado...2,10692.088057743747
135,Assalariado...3,218.72610550632925
135,Funcionário,824.32644241209641
135,...5,3415.9011348534477
135,...6,0
135,Profissional,1862.4818529404022
135,Dono de,1809.9742989451483
135,Trabalhador,0
135,...10,18823.4978924012
136,Assalariado...2,7839.8658913939298
136,Assalariado...3,360.22948512878781
136,Funcionário,1537.8189434318178
136,...5,4246.5244498560587
136,...6,522.23625724999988
136,Profissional,137.5936621818181
136,Dono de,1563.34056775
136,Trabalhador,0
136,...10,16207.6092569924
137,Assalariado...2,11410.047102897877
137,Assalariado...3,1180.840507540601
137,Funcionário,2284.5188429659393
137,...5,11197.14236598859
137,...6,0
137,Profissional,0
137,Dono de,1007.3752895260754
137,Trabalhador,0
137,...10,27079.9241089191
138,Assalariado...2,2695.9074056467939
138,Assalariado...3,277.24183351923068
138,Funcionário,0
138,...5,629.70913602884605
138,...6,21.425110933333343
138,Profissional,0
138,Dono de,198.69978489487181
138,Trabalhador,0
138,...10,3822.98327102308
139,Assalariado...2,8000.0434367911894
139,Assalariado...3,0
139,Funcionário,0
139,...5,2445.9089637630887
139,...6,231.50562747826095
139,Profissional,231.50562747826095
139,Dono de,393.21165827417934
139,Trabalhador,231.50562747826095
139,...10,11533.6809412632
140,Assalariado...2,11716.953158992306
140,Assalariado...3,2494.7291575846143
140,Funcionário,1533.0360808384607
140,...5,7367.7677741769203
140,...6,134.48088341538454
140,Profissional,134.48088341538454
140,Dono de,436.86212067692264
140,Trabalhador,318.55716552307655
140,...10,24136.8672246231
141,Assalariado...2,17378.261897628025
141,Assalariado...3,2504.1420319999975
141,Funcionário,3233.9335672272723
141,...5,7409.5216261469668
141,...6,0
141,Profissional,376.55854149999999
141,Dono de,1350.7368697659081
141,Trabalhador,0
141,...10,32253.1545342682
142,Assalariado...2,13832.339307340157
142,Assalariado...3,5220.9576182263854
142,Funcionário,946.95445568420803
142,...5,10999.248105666509
142,...6,1068.1440990867777
142,Profissional,0
142,Dono de,2020.0477068889677
142,Trabalhador,0
142,...10,34087.691292893
143,Assalariado...2,0
143,Assalariado...3,0
143,Funcionário,0
143,...5,0
143,...6,0
143,Profissional,0
143,Dono de,0
143,Trabalhador,0
143,...10,0
144,Assalariado...2,26185.300921229464
144,Assalariado...3,1354.9331161312184
144,Funcionário,3567.9698535501202
144,...5,14261.085110549941
144,...6,2331.5764148966055
144,Profissional,1454.5651170566052
144,Dono de,0
144,Trabalhador,0
144,...10,49155.4305334139
145,Assalariado...2,1201.9404408522007
145,Assalariado...3,74.780313993710649
145,Funcionário,242.35537744339609
145,...5,652.17599062264105
145,...6,115.02882797169806
145,Profissional,32.257389471698076
145,Dono de,96.702010333333305
145,Trabalhador,0
145,...10,2415.24035068868
146,Assalariado...2,0
146,Assalariado...3,0
146,Funcionário,0
146,...5,0
146,...6,0
146,Profissional,0
146,Dono de,0
146,Trabalhador,0
146,...10,0
147,Assalariado...2,9881.6233556619809
147,Assalariado...3,1617.3928578300001
147,Funcionário,66.557895972222227
147,...5,5548.1775539058845
147,...6,141.18322175000003
147,Profissional,175.20099400000001
147,Dono de,141.18322175000003
147,Trabalhador,0
147,...10,17571.3191008701
148,Assalariado...2,3835.7254272175451
148,Assalariado...3,786.05896243973189
148,Funcionário,380.37883031249982
148,...5,3620.4340000769216
148,...6,167.36605
148,Profissional,930.85793093749942
148,Dono de,657.49472076923064
148,Trabalhador,0
148,...10,10378.3159217534
149,Assalariado...2,0
149,Assalariado...3,0
149,Funcionário,0
149,...5,0
149,...6,0
149,Profissional,0
149,Dono de,0
149,Trabalhador,0
149,...10,0
150,Assalariado...2,10369.329669574912
150,Assalariado...3,2403.3774547426283
150,Funcionário,881.90883576828151
150,...5,7272.8160346984478
150,...6,0
150,Profissional,405.67628869100059
150,Dono de,959.96587599418899
150,Trabalhador,277.14479365159423
150,...10,22570.2189531211
151,Assalariado...2,25994.920000595994
151,Assalariado...3,1491.8677174545446
151,Funcionário,0
151,...5,17656.687053264559
151,...6,135.98387366666663
151,Profissional,0
151,Dono de,2217.4959300008591
151,Trabalhador,0
151,...10,47496.9545749826
152,Assalariado...2,8002.4181877058863
152,Assalariado...3,0
152,Funcionário,892.20869895652197
152,...5,5850.9630580515031
152,...6,605.06490679411786
152,Profissional,910.54040258823568
152,Dono de,330.60615758823548
152,Trabalhador,0
152,...10,16591.8014116845
153,Assalariado...2,2344.9696536314491
153,Assalariado...3,133.8860747878787
153,Funcionário,2175.7254105909087
153,...5,1860.3573690434059
153,...6,0
153,Profissional,804.72115539066317
153,Dono de,636.03921093120357
153,Trabalhador,0
153,...10,7955.69887437551
154,Assalariado...2,13697.770188132632
154,Assalariado...3,1061.4205071752097
154,Funcionário,199.08582255160911
154,...5,6577.9805811479673
154,...6,0
154,Profissional,398.17164510321822
154,Dono de,530.71025358760483
154,Trabalhador,0
154,...10,22465.1389976982
155,Assalariado...2,5338.9183318599962
155,Assalariado...3,1193.8129269184428
155,Funcionário,255.63762203773567
155,...5,3292.080631203864
155,...6,0
155,Profissional,0
155,Dono de,866.04014104003625
155,Trabalhador,246.39337630188663
155,...10,11192.883029362
156,Assalariado...2,8930.4499280902
156,Assalariado...3,1452.289312517647
156,Funcionário,836.44277216470618
156,...5,5413.4096277960798
156,...6,522.14087837647071
156,Profissional,0
156,Dono de,491.09856134117666
156,Trabalhador,0
156,...10,17645.8310802863
157,Assalariado...2,3875.1950792350858
157,Assalariado...3,437.48949806666644
157,Funcionário,271.10102833333315
157,...5,3360.4746103463549
157,...6,281.17616221052617
157,Profissional,135.55051416666657
157,Dono de,314.33782153846147
157,Trabalhador,0
157,...10,8675.3247138971
158,Assalariado...2,8512.4346027389493
158,Assalariado...3,914.12967704081575
158,Funcionário,3822.5608395000027
158,...5,1828.2593540816315
158,...6,0
158,Profissional,934.07762887500064
158,Dono de,0
158,Trabalhador,0
158,...10,16011.4621022364
159,Assalariado...2,9087.4851790502198
159,Assalariado...3,815.14754253947274
159,Funcionário,1388.2303773684191
159,...5,13973.695517893306
159,...6,815.14754253947274
159,Profissional,0
159,Dono de,1633.9496553684191
159,Trabalhador,0
159,...10,27713.6558147593
160,Assalariado...2,10350.02086727564
160,Assalariado...3,358.90132896666671
160,Funcionário,1181.1055983525644
160,...5,5630.6796983820514
160,...6,136.89443533333335
160,Profissional,885.4359162051278
160,Dono de,0
160,Trabalhador,0
160,...10,18543.0378445154
161,Assalariado...2,13004.189349019705
161,Assalariado...3,2010.2670313931822
161,Funcionário,621.91223835227288
161,...5,6591.7498562537885
161,...6,0
161,Profissional,383.53880000000009
161,Dono de,997.82463587121231
161,Trabalhador,0
161,...10,23609.4819108902
162,Assalariado...2,3537.3150192260882
162,Assalariado...3,888.46300973806888
162,Funcionário,469.61929308576362
162,...5,2498.6842474821015
162,...6,208.27767667924545
162,Profissional,54.291509999999988
162,Dono de,741.01984237392844
162,Trabalhador,0
162,...10,8397.67059858519
163,Assalariado...2,12303.614979097512
163,Assalariado...3,2466.4141652776862
163,Funcionário,1603.2616295606674
163,...5,4183.005379789789
163,...6,758.40091142767278
163,Profissional,420.73900933265429
163,Dono de,968.77041609399998
163,Trabalhador,0
163,...10,22704.20649058
164,Assalariado...2,1478.2356594166672
164,Assalariado...3,199.59423354761913
164,Funcionário,96.486320595238112
164,...5,1167.3737562142865
164,...6,25.127415000000035
164,Profissional,48.243160297619056
164,Dono de,175.56506669047633
164,Trabalhador,0
164,...10,3190.62561176191
165,Assalariado...2,616.05696844700492
165,Assalariado...3,54.912422193548402
165,Funcionário,28.115509258064524
165,...5,654.16338768970854
165,...6,0
165,Profissional,0
165,Dono de,73.661742658986185
165,Trabalhador,109.8248443870968
165,...10,1536.73487463441
166,Assalariado...2,7587.4669628059346
166,Assalariado...3,1720.6173593270544
166,Funcionário,1022.6794741204336
166,...5,3598.7262717442918
166,...6,1374.789854141552
166,Profissional,1582.2733621900682
166,Dono de,759.82110591210039
166,Trabalhador,0
166,...10,17646.3743902414
167,Assalariado...2,4296.8456585094918
167,Assalariado...3,715.29735194620218
167,Funcionário,139.11977184810107
167,...5,1941.2355177373406
167,...6,0
167,Profissional,891.43035638923948
167,Dono de,696.63435118987252
167,Trabalhador,0
167,...10,8680.56300762025
168,Assalariado...2,7244.7504217142905
168,Assalariado...3,1012.4683020519487
168,Funcionário,533.69693883116906
168,...5,2679.1502813506509
168,...6,88.917164
168,Profissional,626.87425454545451
168,Dono de,180.21456483116901
168,Trabalhador,0
168,...10,12366.0719273247
169,Assalariado...2,7180.7022028483625
169,Assalariado...3,349.75757648881768
169,Funcionário,596.09211268947865
169,...5,2903.818635232717
169,...6,253.15499982073536
169,Profissional,394.56717643871275
169,Dono de,1056.612657894736
169,Trabalhador,0
169,...10,12734.7053614136
170,Assalariado...2,8639.1827419182573
170,Assalariado...3,1230.0072887408953
170,Funcionário,1159.1127662245979
170,...5,1849.4979749999984
170,...6,125.77248981818192
170,Profissional,645.88428981818129
170,Dono de,644.71388095238012
170,Trabalhador,0
170,...10,14294.1714324725
171,Assalariado...2,9410.4362636915557
171,Assalariado...3,454.993235263158
171,Funcionário,3229.1696482382727
171,...5,6737.6358462702829
171,...6,0
171,Profissional,218.29420720588254
171,Dono de,436.58841441176509
171,Trabalhador,0
171,...10,20487.1176150809
172,Assalariado...2,5004.2834218823928
172,Assalariado...3,0
172,Funcionário,1124.5037898845201
172,...5,3730.4646271359838
172,...6,0
172,Profissional,106.96730435135125
172,Dono de,0
172,Trabalhador,0
172,...10,9966.21914325425
173,Assalariado...2,6240.9626216126371
173,Assalariado...3,959.76801067170265
173,Funcionário,733.3138488894225
173,...5,4400.2012190760061
173,...6,239.83109193749982
173,Profissional,0
173,Dono de,13.820573076923077
173,Trabalhador,0
173,...10,12587.8973652642
174,Assalariado...2,13095.409737075213
174,Assalariado...3,781.93212459064307
174,Funcionário,1300.6609752192981
174,...5,6701.9535035861209
174,...6,616.90192163636311
174,Profissional,970.82058176315809
174,Dono de,643.81339285087699
174,Trabalhador,0
174,...10,24111.4922367217
175,Assalariado...2,5516.5530570920619
175,Assalariado...3,1176.5984674888889
175,Funcionário,218.35619588888898
175,...5,5649.2803601015858
175,...6,0
175,Profissional,0
175,Dono de,1546.6507414730156
175,Trabalhador,268.20589274285703
175,...10,14375.6447147873
176,Assalariado...2,6221.2296006946563
176,Assalariado...3,347.32201712727249
176,Funcionário,1196.6610028727268
176,...5,8802.7066677306593
176,...6,491.14750291176472
176,Profissional,601.13006050909075
176,Dono de,399.70876450909071
176,Trabalhador,4367.1501941454517
176,...10,22427.0558105007
177,Assalariado...2,2272.3545492350868
177,Assalariado...3,254.69110183273867
177,Funcionário,40.299166
177,...5,1367.119365690975
177,...6,83.597034648648773
177,Profissional,0
177,Dono de,355.64013145946001
177,Trabalhador,0
177,...10,4373.70134886691
178,Assalariado...2,0
178,Assalariado...3,0
178,Funcionário,0
178,...5,0
178,...6,0
178,Profissional,0
178,Dono de,0
178,Trabalhador,0
178,...10,0
179,Assalariado...2,0
179,Assalariado...3,0
179,Funcionário,0
179,...5,0
179,...6,0
179,Profissional,0
179,Dono de,0
179,Trabalhador,0
179,...10,0
180,Assalariado...2,19687.755260288806
180,Assalariado...3,1647.0550939433199
180,Funcionário,843.00361578542538
180,...5,8778.3735979653648
180,...6,481.98065777777771
180,Profissional,913.79960803418828
180,Dono de,1919.3487482726052
180,Trabalhador,0
180,...10,34271.3165820675
181,Assalariado...2,12500.364858299943
181,Assalariado...3,394.57459003278649
181,Funcionário,335.75536270129828
181,...5,4967.4795004283378
181,...6,731.55697191330557
181,Profissional,0
181,Dono de,786.21073293953509
181,Trabalhador,79.526807999999974
181,...10,19795.4688243152
182,Assalariado...2,6631.0571901480753
182,Assalariado...3,1270.2893993322732
182,Funcionário,1270.2893993322732
182,...5,6340.3612276442782
182,...6,0
182,Profissional,579.67556501136596
182,Dono de,2226.4921143963807
182,Trabalhador,0
182,...10,18318.1648958646
183,Assalariado...2,10186.88542081947
183,Assalariado...3,296.28201239999993
183,Funcionário,1727.0087629090899
183,...5,5902.0107435662303
183,...6,0
183,Profissional,0
183,Dono de,789.16099090909051
183,Trabalhador,0
183,...10,18901.3479306039
184,Assalariado...2,5358.431755268145
184,Assalariado...3,971.98106183766242
184,Funcionário,325.70984579679157
184,...5,2790.2069086485881
184,...6,0
184,Profissional,0
184,Dono de,470.79671092857143
184,Trabalhador,0
184,...10,9917.12628247976
185,Assalariado...2,5339.3416498467586
185,Assalariado...3,295.94728810810795
185,Funcionário,206.4245044545454
185,...5,3182.6685171694312
185,...6,0
185,Profissional,0
185,Dono de,144.92912926530599
185,Trabalhador,0
185,...10,9169.31108884415
186,Assalariado...2,3250.4051534403316
186,Assalariado...3,579.37588671808487
186,Funcionário,0
186,...5,1099.5883991289966
186,...6,133.1071514643572
186,Profissional,157.76269326863593
186,Dono de,0
186,Trabalhador,0
186,...10,5220.23928402041
187,Assalariado...2,11572.031581313471
187,Assalariado...3,1553.9289186791907
187,Funcionário,676.20645513665511
187,...5,6034.9305047051193
187,...6,185.89257274358962
187,Profissional,0
187,Dono de,1573.3972460005778
187,Trabalhador,0
187,...10,21596.3872785786
188,Assalariado...2,4343.928526921336
188,Assalariado...3,564.00505781716834
188,Funcionário,1703.8928987469167
188,...5,3082.4864327458017
188,...6,0
188,Profissional,258.24830604477592
188,Dono de,897.220238960232
188,Trabalhador,0
188,...10,10849.7814612362
189,Assalariado...2,11231.903527014356
189,Assalariado...3,527.82138422564935
189,Funcionário,2000.4829435719487
189,...5,4362.619128694515
189,...6,0
189,Profissional,0
189,Dono de,0
189,Trabalhador,0
189,...10,18122.8269835065
190,Assalariado...2,11246.947412965726
190,Assalariado...3,223.65663145833344
190,Funcionário,826.45150288717537
190,...5,2434.7430057764223
190,...6,304.5970410551077
190,Profissional,92.272136411764691
190,Dono de,214.89191959677433
190,Trabalhador,0
190,...10,15343.5596501513
191,Assalariado...2,0
191,Assalariado...3,0
191,Funcionário,0
191,...5,0
191,...6,0
191,Profissional,0
191,Dono de,0
191,Trabalhador,0
191,...10,0
192,Assalariado...2,8391.2975932009431
192,Assalariado...3,259.72739018918918
192,Funcionário,1026.3971917297297
192,...5,5190.4860545710926
192,...6,243.94234695652199
192,Profissional,0
192,Dono de,748.41836918918921
192,Trabalhador,0
192,...10,15860.2689458367
193,Assalariado...2,4966.5263093056165
193,Assalariado...3,462.43745598311637
193,Funcionário,607.87321935005491
193,...5,2562.3400433277243
193,...6,0
193,Profissional,0
193,Dono de,133.01432901818166
193,Trabalhador,0
193,...10,8732.19135698469
194,Assalariado...2,3431.4619658941569
194,Assalariado...3,530.51597375471692
194,Funcionário,152.79456499999998
194,...5,2823.5300270812249
194,...6,0
194,Profissional,106.37739092682931
194,Dono de,483.11058150943393
194,Trabalhador,0
194,...10,7527.79050416636
195,Assalariado...2,9126.4258884962237
195,Assalariado...3,791.99625073058451
195,Funcionário,937.01151523436442
195,...5,3961.0276983783524
195,...6,0
195,Profissional,188.7803172666666
195,Dono de,0
195,Trabalhador,0
195,...10,15005.2416701062
196,Assalariado...2,7775.1000129644926
196,Assalariado...3,1474.1376536320777
196,Funcionário,775.97981683277919
196,...5,6206.855011278215
196,...6,0
196,Profissional,0
196,Dono de,913.19707395116632
196,Trabalhador,525.86616042452908
196,...10,17671.1357290833
197,Assalariado...2,7425.4597207435854
197,Assalariado...3,723.31843446474363
197,Funcionário,865.14468026923089
197,...5,1936.0271464230766
197,...6,0
197,Profissional,0
197,Dono de,167.01998066666667
197,Trabalhador,0
197,...10,11116.9699625673
198,Assalariado...2,8719.8520396285821
198,Assalariado...3,1523.7888240761913
198,Funcionário,486.44550623809528
198,...5,4092.9178955000016
198,...6,0
198,Profissional,0
198,Dono de,127.28760928571424
198,Trabalhador,0
198,...10,14950.2918747286
199,Assalariado...2,18475.960009641025
199,Assalariado...3,3111.2443804615373
199,Funcionário,2065.9322382820515
199,...5,7378.4414611025641
199,...6,406.72867128205087
199,Profissional,0
199,Dono de,5316.8472885128222
199,Trabalhador,932.54349938461576
199,...10,37687.6975486667
200,Assalariado...2,5583.7734360130062
200,Assalariado...3,1722.762418948294
200,Funcionário,579.88318499349339
200,...5,4954.3140500281579
200,...6,192.1548729797976
200,Profissional,0
200,Dono de,595.33150589017191
200,Trabalhador,211.02175993057665
200,...10,13839.2412287835
201,Assalariado...2,17955.222265322813
201,Assalariado...3,3971.3753658183832
201,Funcionário,862.821317647059
201,...5,7499.7104809041784
201,...6,0
201,Profissional,0
201,Dono de,0
201,Trabalhador,0
201,...10,30289.1294296924
202,Assalariado...2,23941.863541512546
202,Assalariado...3,2784.9610289936791
202,Funcionário,165.82854439999994
202,...5,9176.688306664917
202,...6,41.457136099999985
202,Profissional,0
202,Dono de,425.4324971538461
202,Trabalhador,0
202,...10,36536.231054825
203,Assalariado...2,14559.26093878501
203,Assalariado...3,2567.6420341167218
203,Funcionário,881.77096548612553
203,...5,3919.9336030582745
203,...6,0
203,Profissional,378.3941118873235
203,Dono de,2283.163469757103
203,Trabalhador,387.90426484431111
203,...10,24978.0693879349
204,Assalariado...2,30380.258011190872
204,Assalariado...3,1154.6375809995029
204,Funcionário,1154.6375809995029
204,...5,9266.765157108086
204,...6,0
204,Profissional,0
204,Dono de,1253.3298091165984
204,Trabalhador,0
204,...10,43209.6281394146
205,Assalariado...2,25316.822998947897
205,Assalariado...3,3125.2460237727278
205,Funcionário,1356.5328383636363
205,...5,16217.368825422398
205,...6,0
205,Profissional,0
205,Dono de,678.26641918181815
205,Trabalhador,1002.5885586818181
205,...10,47696.8256643703
206,Assalariado...2,9086.2791594060709
206,Assalariado...3,636.18661362808314
206,Funcionário,1713.97928980645
206,...5,6753.1019183036015
206,...6,0
206,Profissional,0
206,Dono de,0
206,Trabalhador,0
206,...10,18189.5469811442
207,Assalariado...2,16016.212411774681
207,Assalariado...3,2969.9567042378249
207,Funcionário,4891.6395858788419
207,...5,11545.96106223931
207,...6,0
207,Profissional,0
207,Dono de,0
207,Trabalhador,318.74931278350476
207,...10,35742.5190769142
208,Assalariado...2,11622.446437193947
208,Assalariado...3,2928.0108212121227
208,Funcionário,670.01609841666698
208,...5,4879.0867469090936
208,...6,947.58193151515206
208,Profissional,962.01143443636397
208,Dono de,935.68180106060663
208,Trabalhador,0
208,...10,22944.835270744
209,Assalariado...2,9424.771875897628
209,Assalariado...3,1281.4600685122755
209,Funcionário,362.99688254318477
209,...5,4750.7729919411886
209,...6,1789.5877875476517
209,Profissional,298.84503692245534
209,Dono de,822.27259836850192
209,Trabalhador,0
209,...10,18730.7072417329
210,Assalariado...2,6490.8749987829087
210,Assalariado...3,1178.2460384729727
210,Funcionário,873.66833408558534
210,...5,3485.055651325642
210,...6,604.60656413513505
210,Profissional,1770.0105764152927
210,Dono de,1205.6426196671057
210,Trabalhador,0
210,...10,15608.1047828846
211,Assalariado...2,14538.757977362638
211,Assalariado...3,1098.823218871795
211,Funcionário,1866.0830033406583
211,...5,9522.2366711648356
211,...6,0
211,Profissional,0
211,Dono de,2305.8340514432225
211,Trabalhador,0
211,...10,29331.7349221832
212,Assalariado...2,8374.408499456822
212,Assalariado...3,2481.2235583577494
212,Funcionário,575.39276030569033
212,...5,3303.4969632008688
212,...6,86.308747357142835
212,Profissional,0
212,Dono de,323.73012320641652
212,Trabalhador,0
212,...10,15144.5606518847
213,Assalariado...2,11467.420948876939
213,Assalariado...3,1465.7877766923082
213,Funcionário,489.69092309999985
213,...5,7016.6976822923134
213,...6,434.06312320000058
213,Profissional,125.77695560000001
213,Dono de,125.77695560000001
213,Trabalhador,397.39316419230761
213,...10,21522.6075295539
214,Assalariado...2,6891.1925210446498
214,Assalariado...3,723.53619536478868
214,Funcionário,285.46078990000001
214,...5,4498.7873361283537
214,...6,0
214,Profissional,178.37619177464779
214,Dono de,109.51885136619714
214,Trabalhador,285.46078990000001
214,...10,12972.3326754786
215,Assalariado...2,7956.8181290513712
215,Assalariado...3,1468.7726580332001
215,Funcionário,800.33880136363632
215,...5,3615.7271460181773
215,...6,0
215,Profissional,0
215,Dono de,573.03510916363552
215,Trabalhador,0
215,...10,14414.69184363
216,Assalariado...2,7049.1739160939142
216,Assalariado...3,2719.3906188607557
216,Funcionário,1161.0458308860743
216,...5,3990.5193476538593
216,...6,0
