COD_ZONA,VINCULO_EMPREGATICIO,QTD
216,Profissional,0
216,Dono de,779.17239398734068
216,Trabalhador,0
216,...10,15699.3021074819
217,Assalariado...2,8081.7110324011564
217,Assalariado...3,740.70418547592385
217,Funcionário,746.4464190677495
217,...5,5784.3050868238888
217,...6,0
217,Profissional,0
217,Dono de,0
217,Trabalhador,0
217,...10,15353.1667237687
218,Assalariado...2,22763.475261353135
218,Assalariado...3,563.94313313432815
218,Funcionário,1840.3193520022542
218,...5,7803.1474134595901
218,...6,0
218,Profissional,0
218,Dono de,2230.0554753731335
218,Trabalhador,0
218,...10,35200.9406353224
219,Assalariado...2,13807.340306536582
219,Assalariado...3,708.55307782627199
219,Funcionário,1130.5279434334138
219,...5,10019.858130493829
219,...6,0
219,Profissional,0
219,Dono de,1688.8607115735963
219,Trabalhador,0
219,...10,27355.1401698637
220,Assalariado...2,8179.5221396772758
220,Assalariado...3,1306.64499
220,Funcionário,420.97577454545456
220,...5,3467.3392522021254
220,...6,420.97577454545456
220,Profissional,210.48788727272728
220,Dono de,149.35646933333331
220,Trabalhador,0
220,...10,14155.3022875764
221,Assalariado...2,10035.515946361682
221,Assalariado...3,488.47131171590922
221,Funcionário,1976.1311170174829
221,...5,8321.7911432409546
221,...6,0
221,Profissional,198.44779799999989
221,Dono de,641.87269943181855
221,Trabalhador,0
221,...10,21662.2300157678
222,Assalariado...2,8830.4297635680086
222,Assalariado...3,1022.0256475398548
222,Funcionário,1268.5211997568624
222,...5,6502.1663375600992
222,...6,589.12395063529425
222,Profissional,342.13467200000008
222,Dono de,2606.2043703607847
222,Trabalhador,0
222,...10,21160.6059414209
223,Assalariado...2,6244.833018201145
223,Assalariado...3,595.12866719286171
223,Funcionário,158.17267199999998
223,...5,3948.3309198136208
223,...6,502.96010589041026
223,Profissional,241.9119202191776
223,Dono de,641.99651243835524
223,Trabalhador,0
223,...10,12333.3338157556
224,Assalariado...2,0
224,Assalariado...3,0
224,Funcionário,0
224,...5,0
224,...6,0
224,Profissional,0
224,Dono de,0
224,Trabalhador,0
224,...10,0
225,Assalariado...2,6798.4337197917894
225,Assalariado...3,1266.3162648716991
225,Funcionário,591.74851647732157
225,...5,5434.2832081787137
225,...6,0
225,Profissional,0
225,Dono de,236.64140232536423
225,Trabalhador,118.32070116268211
225,...10,14445.7438128076
226,Assalariado...2,23494.642893218457
226,Assalariado...3,4767.5916253413889
226,Funcionário,4137.2853034175178
226,...5,9579.297170530117
226,...6,152.32877599999998
226,Profissional,612.02714304639085
226,Dono de,2552.0806526558249
226,Trabalhador,1081.2113042319565
226,...10,46376.4648684416
227,Assalariado...2,17737.34823963925
227,Assalariado...3,601.06325222950761
227,Funcionário,1681.7262096032073
227,...5,7134.1417212996457
227,...6,0
227,Profissional,0
227,Dono de,2493.1807489464009
227,Trabalhador,0
227,...10,29647.460171718
228,Assalariado...2,8567.6783809314675
228,Assalariado...3,492.02454173684276
228,Funcionário,2007.535658684214
228,...5,7658.0233767870377
228,...6,401.50713173684278
228,Profissional,0
228,Dono de,868.67311722521481
228,Trabalhador,155.72199516279068
228,...10,20151.1642022644
229,Assalariado...2,37301.073952485414
229,Assalariado...3,4445.9499347620704
229,Funcionário,3127.666327125849
229,...5,15437.7476500671
229,...6,0
229,Profissional,935.07453022205664
229,Dono de,1579.9600031414147
229,Trabalhador,0
229,...10,62827.4723978039
230,Assalariado...2,20694.797275896137
230,Assalariado...3,2464.7519650384611
230,Funcionário,821.58398834615377
230,...5,8009.6925926269168
230,...6,0
230,Profissional,0
230,Dono de,1373.2642441923085
230,Trabalhador,1042.30089226154
230,...10,34406.3909583615
231,Assalariado...2,9817.5147571184407
231,Assalariado...3,900.75803082236951
231,Funcionário,267.73612105263248
231,...5,4545.2482888026407
231,...6,0
231,Profissional,0
231,Dono de,133.86806052631624
231,Trabalhador,0
231,...10,15665.1252583224
232,Assalariado...2,12446.435054555403
232,Assalariado...3,553.38759774025914
232,Funcionário,1037.0780485164494
232,...5,5974.2596470025946
232,...6,0
232,Profissional,0
232,Dono de,448.48656597619026
232,Trabalhador,276.69379887012957
232,...10,20736.340712661
233,Assalariado...2,15066.501716544888
233,Assalariado...3,274.27998548076977
233,Funcionário,818.18781951923143
233,...5,11365.689500698723
233,...6,0
233,Profissional,0
233,Dono de,1087.8156680769232
233,Trabalhador,384.97884614102566
233,...10,28997.4535364616
234,Assalariado...2,15426.630997353659
234,Assalariado...3,1990.6685787243302
234,Funcionário,1479.1221451234735
234,...5,11724.597704295042
234,...6,232.646445470271
234,Profissional,0
234,Dono de,2425.2249174261788
234,Trabalhador,0
234,...10,33278.890788393
235,Assalariado...2,16397.286250163037
235,Assalariado...3,2588.486957304202
235,Funcionário,2876.2458402689076
235,...5,14464.645641456873
235,...6,0
235,Profissional,0
235,Dono de,1261.0049296235297
235,Trabalhador,899.97247482352941
235,...10,38487.6420936401
236,Assalariado...2,3499.9701717576072
236,Assalariado...3,349.34069189239102
236,Funcionário,135.33022615326081
236,...5,807.4930798663039
236,...6,200.92255127826084
236,Profissional,533.55541280217369
236,Dono de,243.89425817826086
236,Trabalhador,0
236,...10,5770.50639192826
237,Assalariado...2,2031.8229853587104
237,Assalariado...3,108.9822293700004
237,Funcionário,278.35760595096832
237,...5,1307.5671191322599
237,...6,124.87251658645181
237,Profissional,409.82478501096875
237,Dono de,147.45283084645189
237,Trabalhador,41.241286590000151
237,...10,4450.12135884581
238,Assalariado...2,5770.0669999184938
238,Assalariado...3,1174.9332151598746
238,Funcionário,307.03054581818179
238,...5,2449.5023493667713
238,...6,0
238,Profissional,68.597084181818161
238,Dono de,0
238,Trabalhador,0
238,...10,9770.13019444514
239,Assalariado...2,5553.2814919126949
239,Assalariado...3,502.21243444444445
239,Funcionário,96.812915902777775
239,...5,1877.290489378968
239,...6,150.8638028313492
239,Profissional,393.61208628769833
239,Dono de,287.97453006944443
239,Trabalhador,0
239,...10,8862.04775082738
240,Assalariado...2,4266.2504011384608
240,Assalariado...3,273.68340729510476
240,Funcionário,358.53725126713266
240,...5,2266.2561803300691
240,...6,237.01866729510476
240,Profissional,181.45474363076914
240,Dono de,974.37261144149147
240,Trabalhador,88.541253818181758
240,...10,8646.11451621632
241,Assalariado...2,2463.2319160879451
241,Assalariado...3,427.00436569200019
241,Funcionário,46.903725177893755
241,...5,1307.9173393034837
241,...6,46.903725177893755
241,Profissional,46.903725177893755
241,Dono de,338.68996373658484
241,Trabalhador,0
241,...10,4677.5547603537
242,Assalariado...2,9446.715746082773
242,Assalariado...3,654.60779403344714
242,Funcionário,1415.5399709978633
242,...5,2772.6536976531056
242,...6,0
242,Profissional,0
242,Dono de,0
242,Trabalhador,298.8185111730769
242,...10,14588.3357199403
243,Assalariado...2,6725.8125046498781
243,Assalariado...3,813.21782664830801
243,Funcionário,988.72196951612852
243,...5,6708.1819676696259
243,...6,1040.942092265145
243,Profissional,242.70818225806434
243,Dono de,589.23290225806409
243,Trabalhador,124.48273048387088
243,...10,17233.3001757491
244,Assalariado...2,17460.822030344236
244,Assalariado...3,2012.5427977666654
244,Funcionário,394.17581050000001
244,...5,7350.020906451371
244,...6,0
244,Profissional,0
244,Dono de,841.22013377999963
244,Trabalhador,0
244,...10,28058.7816788423
245,Assalariado...2,7997.3426320790422
245,Assalariado...3,112.18577983018857
245,Funcionário,112.18577983018857
245,...5,4376.6586130875185
245,...6,112.18577983018857
245,Profissional,337.50946573927928
245,Dono de,450.6473718181814
245,Trabalhador,0
245,...10,13498.7154222146
246,Assalariado...2,8977.2103450129835
246,Assalariado...3,832.67140806666669
246,Funcionário,100.40481819999999
246,...5,1872.4484028121208
246,...6,0
246,Profissional,100.40481819999999
246,Dono de,729.33173893333333
246,Trabalhador,100.40481819999999
246,...10,12712.8763494251
247,Assalariado...2,25853.422530629985
247,Assalariado...3,7953.5214382211498
247,Funcionário,2018.4594882635458
247,...5,11514.42391122218
247,...6,1480.2051117230139
247,Profissional,496.98210145306774
247,Dono de,2840.7476219370446
247,Trabalhador,0
247,...10,52157.76220345
248,Assalariado...2,0
248,Assalariado...3,0
248,Funcionário,0
248,...5,0
248,...6,0
248,Profissional,0
248,Dono de,0
248,Trabalhador,0
248,...10,0
249,Assalariado...2,7503.3336301734525
249,Assalariado...3,0
249,Funcionário,838.4752237871063
249,...5,8483.7524531337622
249,...6,0
249,Profissional,393.68318478260875
249,Dono de,1608.5619974482752
249,Trabalhador,396.96956331707349
249,...10,19224.7760526423
250,Assalariado...2,3670.1048117985451
250,Assalariado...3,2476.1111974193623
250,Funcionário,647.38350849937876
250,...5,1190.4923773612732
250,...6,0
250,Profissional,758.39616630657167
250,Dono de,605.46391920367444
250,Trabalhador,0
250,...10,9347.9519805888
251,Assalariado...2,3408.3433697727287
251,Assalariado...3,176.42415477272741
251,Funcionário,1384.3708128409094
251,...5,3604.2935872045473
251,...6,755.49719556818206
251,Profissional,176.42415477272741
251,Dono de,2910.7672428863652
251,Trabalhador,0
251,...10,12416.1205178182
252,Assalariado...2,7416.0867374693253
252,Assalariado...3,999.28776636118539
252,Funcionário,276.88862701679949
252,...5,3312.370629649778
252,...6,0
252,Profissional,331.27682506808156
252,Dono de,1265.3907692926616
252,Trabalhador,0
252,...10,13601.3013548578
253,Assalariado...2,1564.3117899583945
253,Assalariado...3,81.344983472032055
253,Funcionário,20.964608788732342
253,...5,585.57618678879317
253,...6,41.929217577464684
253,Profissional,32.029639865655419
253,Dono de,41.929217577464684
253,Trabalhador,0
253,...10,2368.08564402854
254,Assalariado...2,11338.551431822978
254,Assalariado...3,849.18316041306389
254,Funcionário,96.227574339622606
254,...5,1964.7236757272653
254,...6,533.60579774703058
254,Profissional,1351.7556049038296
254,Dono de,190.52063547169803
254,Trabalhador,0
254,...10,16324.5678804255
255,Assalariado...2,15284.547688155657
255,Assalariado...3,5046.6816866012878
255,Funcionário,669.35037035999949
255,...5,7191.9081926682202
255,...6,0
255,Profissional,1078.4419991099994
255,Dono de,1578.8555508599993
255,Trabalhador,0
255,...10,30849.7854877552
256,Assalariado...2,5811.610994290596
256,Assalariado...3,1194.6485403760678
256,Funcionário,893.81383692307668
256,...5,2671.0443625982894
256,...6,271.25731846153838
256,Profissional,196.66830222222228
256,Dono de,490.72043230769202
256,Trabalhador,0
256,...10,11529.7637871795
257,Assalariado...2,10767.401413977053
257,Assalariado...3,1079.8206925827099
257,Funcionário,674.53157739130415
257,...5,4949.8744167925588
257,...6,0
257,Profissional,449.68771826086947
257,Dono de,1990.8969624217925
257,Trabalhador,0
257,...10,19912.2127814263
258,Assalariado...2,16849.365278443023
258,Assalariado...3,2522.2676883917029
258,Funcionário,1539.8108493903444
258,...5,2689.9070203188808
258,...6,0
258,Profissional,0
258,Dono de,1189.3619053432835
258,Trabalhador,0
258,...10,24790.7127418872
259,Assalariado...2,10007.203211916656
259,Assalariado...3,1019.9415102650976
259,Funcionário,0
259,...5,6510.6308928372255
259,...6,330.3035314431371
259,Profissional,0
259,Dono de,1834.7144751639221
259,Trabalhador,0
259,...10,19702.793621626
260,Assalariado...2,7417.3475090789152
260,Assalariado...3,2500.1770302206487
260,Funcionário,404.43516913333372
260,...5,4973.1109184931374
260,...6,404.43516913333372
260,Profissional,744.91758254509818
260,Dono de,396.61592799999977
260,Trabalhador,0
260,...10,16841.0393066045
261,Assalariado...2,13683.769731375971
261,Assalariado...3,458.2157373610155
261,Funcionário,1275.1378146467509
261,...5,5393.3743004667876
261,...6,0
261,Profissional,146.28945018414021
261,Dono de,1467.42151305271
261,Trabalhador,0
261,...10,22424.2085470874
262,Assalariado...2,17981.279896835902
262,Assalariado...3,2363.7764928923084
262,Funcionário,742.3841011538467
262,...5,11327.546677405133
262,...6,0
262,Profissional,583.61139000000003
262,Dono de,1484.7682023076934
262,Trabalhador,742.3841011538467
262,...10,35225.7508617487
263,Assalariado...2,18002.69533024808
263,Assalariado...3,1280.7783948350889
263,Funcionário,513.91623040000059
263,...5,9057.3787160491283
263,...6,0
263,Profissional,0
263,Dono de,716.06592807017546
263,Trabalhador,0
263,...10,29570.8345996025
264,Assalariado...2,12874.481066254941
264,Assalariado...3,1293.8302339900154
264,Funcionário,997.79165347572962
264,...5,8135.2416807342643
264,...6,753.11068581525728
264,Profissional,306.33329880000002
264,Dono de,1149.3511825725395
264,Trabalhador,997.79165347572962
264,...10,26507.9314551185
265,Assalariado...2,10179.811105507704
265,Assalariado...3,2812.0299764423107
265,Funcionário,1332.6322603153862
265,...5,5895.6952099711589
265,...6,302.74561658653886
265,Profissional,0
265,Dono de,1658.5041392912103
265,Trabalhador,0
265,...10,22181.4183081143
266,Assalariado...2,2894.3784374912802
266,Assalariado...3,760.15497335125986
266,Funcionário,201.30065625000012
266,...5,3158.9762555949628
266,...6,736.77098197674445
266,Profissional,0
266,Dono de,259.73410312500005
266,Trabalhador,0
266,...10,8011.31540778925
267,Assalariado...2,5896.4671462229508
267,Assalariado...3,809.32650558730234
267,Funcionário,550.04541410173192
267,...5,3385.9968752380969
267,...6,134.8110321818184
267,Profissional,0
267,Dono de,583.49075087950973
267,Trabalhador,116.47679236363656
267,...10,11476.614516575
268,Assalariado...2,3091.2388228209988
268,Assalariado...3,529.45408651611922
268,Funcionário,128.84281333969048
268,...5,858.77354411425699
268,...6,1086.1411381044127
268,Profissional,1601.4272045433147
268,Dono de,608.09163718552213
268,Trabalhador,0
268,...10,7903.96924662432
269,Assalariado...2,4570.5944165053925
269,Assalariado...3,127.76494761538457
269,Funcionário,122.30398286330933
269,...5,3446.4374213812243
269,...6,244.60796572661866
269,Profissional,1660.5696146330934
269,Dono de,1088.9680953707802
269,Trabalhador,105.07526771223019
269,...10,11366.321711808
270,Assalariado...2,2444.3027784660021
270,Assalariado...3,478.5148104147263
270,Funcionário,143.37445107518505
270,...5,887.44591232764469
270,...6,382.3318695338267
270,Profissional,839.43680946458494
270,Dono de,47.791483691728345
270,Trabalhador,0
270,...10,5223.1981149737
271,Assalariado...2,0
271,Assalariado...3,0
271,Funcionário,0
271,...5,0
271,...6,0
271,Profissional,0
271,Dono de,0
271,Trabalhador,0
271,...10,0
272,Assalariado...2,3949.8118358714269
272,Assalariado...3,612.89744842857215
272,Funcionário,303.02792249999936
272,...5,2438.8718107857144
272,...6,537.67260559999988
272,Profissional,648.04825235714338
272,Dono de,103.03904064285709
272,Trabalhador,0
272,...10,8593.36891618571
273,Assalariado...2,12049.990024298702
273,Assalariado...3,1751.0373796778224
273,Funcionário,638.37721594405593
273,...5,13846.615585269727
273,...6,1775.665233156177
273,Profissional,258.03181127272734
273,Dono de,1290.1590563636366
273,Trabalhador,0
273,...10,31609.8763059829
274,Assalariado...2,6661.0730218424169
274,Assalariado...3,2465.4259239866474
274,Funcionário,1129.7436240347229
274,...5,5664.6226247927398
274,...6,172.78611872916679
274,Profissional,922.02115825480814
274,Dono de,485.83558379166698
274,Trabalhador,172.78611872916679
274,...10,17674.2941741613
275,Assalariado...2,10364.271235176149
275,Assalariado...3,2420.9071126518656
275,Funcionário,2529.5219320904134
275,...5,3163.2327885053796
275,...6,1792.4411874146765
275,Profissional,2077.9287776179826
275,Dono de,149.08861763889644
275,Trabalhador,0
275,...10,22497.3916510954
276,Assalariado...2,23971.66995528647
276,Assalariado...3,5798.6325855412624
276,Funcionário,2123.1004636734724
276,...5,14334.847114819144
276,...6,0
276,Profissional,1279.683125397961
276,Dono de,3475.5592678970729
276,Trabalhador,0
276,...10,50983.4925126154
277,Assalariado...2,17163.560630572603
277,Assalariado...3,1557.937907013898
277,Funcionário,0
277,...5,7742.3689696270421
277,...6,408.36796508108085
277,Profissional,818.06842840000013
277,Dono de,2038.2996952615383
277,Trabalhador,0
277,...10,29728.6035959562
278,Assalariado...2,37268.966751651467
278,Assalariado...3,5244.4686669811181
278,Funcionário,1964.0253560791643
278,...5,14207.398654868
278,...6,779.45249053195653
278,Profissional,151.68430199999997
278,Dono de,3180.0322771405731
278,Trabalhador,0
278,...10,62796.0284992523
279,Assalariado...2,20068.482672988084
279,Assalariado...3,463.07873112711934
279,Funcionário,1161.0790002996923
279,...5,10377.482348699421
279,...6,264.16630375423767
279,Profissional,0
279,Dono de,2643.0669588169003
279,Trabalhador,0
279,...10,34977.3560156855
280,Assalariado...2,5269.6071420649923
280,Assalariado...3,125.82431461061337
280,Funcionário,271.25580836571612
280,...5,2654.3019241827669
280,...6,0
280,Profissional,1298.2502117454164
280,Dono de,319.44411374867587
280,Trabalhador,0
280,...10,9938.68351471818
281,Assalariado...2,8322.6798097769533
281,Assalariado...3,955.55269847190812
281,Funcionário,1567.8181234760943
281,...5,5272.5890979894666
281,...6,615.25960507512627
281,Profissional,1115.0017267829903
281,Dono de,1337.2189330196084
281,Trabalhador,138.73489933333332
281,...10,19324.8548939255
282,Assalariado...2,7918.7038844276331
282,Assalariado...3,1284.5191123662287
282,Funcionário,177.03634062500032
282,...5,3843.8282478837746
282,...6,177.03634062500032
282,Profissional,979.49540684210558
282,Dono de,2560.8546387171077
282,Trabalhador,0
282,...10,16941.4739714868
283,Assalariado...2,3010.1600843469168
283,Assalariado...3,461.24427165939494
283,Funcionário,241.63284662686544
283,...5,1090.8482450103318
283,...6,0
283,Profissional,43.44102825641022
283,Dono de,424.34582088327562
283,Trabalhador,43.44102825641022
283,...10,5315.11332503961
284,Assalariado...2,13231.166341031523
284,Assalariado...3,978.14754468213596
284,Funcionário,311.84892971250582
284,...5,6797.7407599275293
284,...6,687.40514349210434
284,Profissional,375.91151598977547
284,Dono de,1373.6873003724922
284,Trabalhador,530.91918532999318
284,...10,24286.8267205381
285,Assalariado...2,26093.524135445838
285,Assalariado...3,4513.7489237174595
285,Funcionário,1131.3549493469388
285,...5,13503.969959437529
285,...6,1734.3337019476744
285,Profissional,432.28545432558138
285,Dono de,2352.9790236231015
285,Trabalhador,411.82478948837206
285,...10,50174.0209373325
286,Assalariado...2,3321.1199679349261
286,Assalariado...3,40.494464560975608
286,Funcionário,0
286,...5,469.82202089559621
286,...6,0
286,Profissional,202.52826146775064
286,Dono de,151.30513595555553
286,Trabalhador,0
286,...10,4185.2698508148
287,Assalariado...2,5931.3028937306699
287,Assalariado...3,559.24325503289685
287,Funcionário,927.58805587559152
287,...5,2970.355703708241
287,...6,789.94092949650133
287,Profissional,103.95164769886286
287,Dono de,350.57860900077122
287,Trabalhador,103.95164769886286
287,...10,11736.9127422424
288,Assalariado...2,3776.3301585811937
288,Assalariado...3,915.44143482719267
288,Funcionário,1332.6154846239408
288,...5,2785.1697016195735
288,...6,68.301600680851109
288,Profissional,246.56501153658536
288,Dono de,155.34052449999999
288,Trabalhador,0
288,...10,9279.76391636934
289,Assalariado...2,12912.961837397925
289,Assalariado...3,1789.2439319016523
289,Funcionário,0
289,...5,7330.6997058876568
289,...6,0
289,Profissional,362.13028801886787
289,Dono de,0
289,Trabalhador,476.41652974358999
289,...10,22871.4522929497
290,Assalariado...2,12126.992798544121
290,Assalariado...3,1010.7759475
290,Funcionário,1314.1516815294126
290,...5,5981.0267800294141
290,...6,555.09697600000038
290,Profissional,203.95772952941178
290,Dono de,2240.1734080294127
290,Trabalhador,0
290,...10,23432.1753211618
291,Assalariado...2,20514.306402929124
291,Assalariado...3,2890.7838040515016
291,Funcionário,1706.7330019999995
291,...5,11650.959795556711
291,...6,0
291,Profissional,0
291,Dono de,1379.8378943356454
291,Trabalhador,82.26741250000002
291,...10,38224.888311373
292,Assalariado...2,17525.521354309527
292,Assalariado...3,1164.0723079500003
292,Funcionário,205.66333347619056
292,...5,6183.8788460511923
292,...6,606.01810845
292,Profissional,0
292,Dono de,885.04520820000016
292,Trabalhador,0
292,...10,26570.1991584369
293,Assalariado...2,22745.71238210845
293,Assalariado...3,2380.8075916053313
293,Funcionário,1620.1351953998133
293,...5,11929.441424883058
293,...6,0
293,Profissional,766.46384752747338
293,Dono de,2573.4655023626401
293,Trabalhador,0
293,...10,42016.0259438868
294,Assalariado...2,35222.645229439368
294,Assalariado...3,1424.9296045351284
294,Funcionário,0
294,...5,8601.6278968830557
294,...6,0
294,Profissional,0
294,Dono de,0
294,Trabalhador,0
294,...10,45249.2027308575
295,Assalariado...2,27944.855758466696
295,Assalariado...3,1756.8804154595277
295,Funcionário,1106.8871683702507
295,...5,17007.033418669205
295,...6,0
295,Profissional,0
295,Dono de,1106.8871683702507
295,Trabalhador,0
295,...10,48922.5439293359
296,Assalariado...2,704.45380999516135
296,Assalariado...3,0
296,Funcionário,0
296,...5,590.26784912903236
296,...6,0
296,Profissional,0
296,Dono de,0
296,Trabalhador,0
296,...10,1294.72165912419
297,Assalariado...2,608.71446403438426
297,Assalariado...3,39.620924206124172
297,Funcionário,49.825069639167154
297,...5,276.80302927410332
297,...6,115.40324921164716
297,Profissional,65.578179572480011
297,Dono de,100.51384847487952
297,Trabalhador,0
297,...10,1256.45876441279
298,Assalariado...2,37137.466555388637
298,Assalariado...3,2236.8304663202307
298,Funcionário,486.31813473791351
298,...5,13843.259951901446
298,...6,220.50895718066161
298,Profissional,0
298,Dono de,3511.0797286173902
298,Trabalhador,680.26697485048612
298,...10,58115.7307689968
299,Assalariado...2,2035.8035011063844
299,Assalariado...3,326.0685705319151
299,Funcionário,77.969007925531955
299,...5,964.01317276595807
299,...6,0
299,Profissional,0
299,Dono de,349.21635111702147
299,Trabalhador,0
299,...10,3753.07060344681
300,Assalariado...2,11064.2715023814
300,Assalariado...3,1239.9852134624052
300,Funcionário,0
300,...5,2686.921125125767
300,...6,2517.6097132255618
300,Profissional,1007.2884504210515
300,Dono de,1705.3017187932317
300,Trabalhador,0
300,...10,20221.3777234094
301,Assalariado...2,2330.4046089465164
301,Assalariado...3,319.24191085026638
301,Funcionário,323.87490620855522
301,...5,1907.089256935822
301,...6,184.87743550267325
301,Profissional,921.1117584705853
301,Dono de,254.37617085561422
301,Trabalhador,0
301,...10,6240.97604777003
302,Assalariado...2,3522.277913971423
302,Assalariado...3,351.19031032142823
302,Funcionário,448.935782678571
302,...5,1226.3503176607132
302,...6,506.06698955357098
302,Profissional,1108.5980922142849
302,Dono de,871.44652887499944
302,Trabalhador,0
302,...10,8034.86593527499
303,Assalariado...2,2202.8084420994796
303,Assalariado...3,521.39102017148707
303,Funcionário,282.12395057489914
303,...5,1447.8183280072301
303,...6,93.262809716599293
303,Profissional,190.80399270112804
303,Dono de,481.18335186177046
303,Trabalhador,46.631404858299646
303,...10,5266.02329999089
304,Assalariado...2,23053.236941189331
304,Assalariado...3,1624.6373986415099
304,Funcionário,1008.3603540459774
304,...5,10120.96556204598
304,...6,0
304,Profissional,897.46129539622677
304,Dono de,837.61723533333247
304,Trabalhador,1148.412164308176
304,...10,38690.6909509605
305,Assalariado...2,37334.058243952859
305,Assalariado...3,4323.1172401393042
305,Funcionário,688.53674699619808
305,...5,13677.715278227563
305,...6,0
305,Profissional,331.92305649868416
305,Dono de,3171.5319863319373
305,Trabalhador,658.1035737209196
305,...10,60184.9861258675
306,Assalariado...2,21417.809431428941
306,Assalariado...3,2014.5025500000024
306,Funcionário,2508.0699330392181
306,...5,11072.365295169129
306,...6,0
306,Profissional,371.82589124999998
306,Dono de,487.82397176470602
306,Trabalhador,427.58560058823542
306,...10,38299.9826732402
307,Assalariado...2,26836.995153138349
307,Assalariado...3,3028.4923571029499
307,Funcionário,263.31004960655724
307,...5,13926.54491131672
307,...6,0
307,Profissional,626.94104191999975
307,Dono de,4089.9080142124567
307,Trabalhador,0
307,...10,48772.191527297
308,Assalariado...2,5862.1673535387499
308,Assalariado...3,832.74767359689781
308,Funcionário,812.9897167984484
308,...5,2674.6118658542587
308,...6,0
308,Profissional,0
308,Dono de,2121.5236863953455
308,Trabalhador,0
308,...10,12304.0402961837
309,Assalariado...2,16606.579353858138
309,Assalariado...3,951.33811117514256
309,Funcionário,377.15360821835975
309,...5,10557.329967371626
309,...6,142.80537903630656
309,Profissional,0
309,Dono de,1058.9808086805569
309,Trabalhador,202.20175817873815
309,...10,29896.3889865189
310,Assalariado...2,3630.7133609375032
310,Assalariado...3,806.18245977430661
310,Funcionário,0
310,...5,4728.5434062239638
310,...6,0
310,Profissional,0
310,Dono de,910.88878862847309
310,Trabalhador,643.62792532986168
310,...10,10719.9559408941
311,Assalariado...2,26587.497602156855
311,Assalariado...3,2780.3986044967291
311,Funcionário,798.56277704575098
311,...5,9950.6015645490097
311,...6,0
311,Profissional,0
311,Dono de,269.50190352941161
311,Trabalhador,0
311,...10,40386.5624517778
312,Assalariado...2,9357.3853682620829
312,Assalariado...3,273.43740321621624
312,Funcionário,895.32742794751266
312,...5,3227.8290700009611
312,...6,454.89266993220377
312,Profissional,1155.8248674243794
312,Dono de,1459.090815115364
312,Trabalhador,0
312,...10,16823.7876218987
313,Assalariado...2,7408.9965311532351
313,Assalariado...3,790.60670071333652
313,Funcionário,902.37389830651762
313,...5,2725.083232758654
313,...6,202.56789069662941
313,Profissional,0
313,Dono de,0
313,Trabalhador,0
313,...10,12029.6282536284
314,Assalariado...2,31648.20193835687
314,Assalariado...3,639.02252637362687
314,Funcionário,861.16622393406669
314,...5,12713.27659816362
314,...6,16.993033499999992
314,Profissional,400.96918443956076
314,Dono de,1394.1651731538466
314,Trabalhador,0
314,...10,47673.7946779216
315,Assalariado...2,32134.768487887599
315,Assalariado...3,2014.3463728713471
315,Funcionário,894.16382385118186
315,...5,16208.362967460063
315,...6,793.38141906263377
315,Profissional,159.63852255087639
315,Dono de,2333.3277824397514
315,Trabalhador,1177.7215554076245
315,...10,55715.7109315311
316,Assalariado...2,4464.8881086177371
316,Assalariado...3,264.24865028236582
316,Funcionário,217.1920406096385
316,...5,639.17989896144491
316,...6,791.61687409879448
316,Profissional,1471.4278228061323
316,Dono de,327.79691823745878
316,Trabalhador,63.660529409638436
316,...10,8240.01084302321
317,Assalariado...2,1322.4153729333293
317,Assalariado...3,111.25774153623135
317,Funcionário,80.51630889275323
317,...5,332.13847979130259
317,...6,261.36049568695518
317,Profissional,283.05860442318692
317,Dono de,88.00913580869522
317,Trabalhador,6.6038563362318516
317,...10,2485.35999540869
318,Assalariado...2,7682.2197891803426
318,Assalariado...3,875.89615772408013
318,Funcionário,376.15221212870222
318,...5,1481.3635280613762
318,...6,182.36232326193021
318,Profissional,764.7442063098224
318,Dono de,630.28540518923626
318,Trabalhador,91.181161630965107
318,...10,12084.2047834865
319,Assalariado...2,2811.7960592514319
319,Assalariado...3,164.06033847428614
319,Funcionário,87.775844160000432
319,...5,940.44545024857348
319,...6,552.97748576000197
319,Profissional,456.37873631714513
319,Dono de,150.02284288000075
319,Trabalhador,0
319,...10,5163.45675709144
320,Assalariado...2,21243.117039665249
320,Assalariado...3,5329.0068079117136
320,Funcionário,353.22990826347643
320,...5,5657.3030762249173
320,...6,651.61634204048846
320,Profissional,1589.5351861683996
320,Dono de,352.50474430094295
320,Trabalhador,110.33799247489092
320,...10,35286.6510970501
321,Assalariado...2,11825.61065462704
321,Assalariado...3,587.25295976763402
321,Funcionário,511.38653424896199
321,...5,4479.6411429408681
321,...6,1610.0260282655577
321,Profissional,2407.5066357012411
321,Dono de,1933.2621978558066
321,Trabalhador,0
321,...10,23354.6861534071
322,Assalariado...2,9691.7643632272393
322,Assalariado...3,1391.9355705529274
322,Funcionário,825.97183116491192
322,...5,1861.0957043924809
322,...6,1822.6811480510362
322,Profissional,1568.6057929307808
322,Dono de,2441.0815158575515
322,Trabalhador,68.118576919298221
322,...10,19671.2545030962
323,Assalariado...2,15650.974590631298
323,Assalariado...3,590.97238781818203
323,Funcionário,475.44340144155859
323,...5,9636.2990368010087
323,...6,0
323,Profissional,1136.9367246153843
323,Dono de,1901.7736057662344
323,Trabalhador,932.4396382177822
323,...10,30324.8393852914
324,Assalariado...2,13313.859866838953
324,Assalariado...3,723.70875660126819
