COD_ZONA,VIAGENS_ATRAIDAS_POR_TIPO,QTD
400,Modo Não Motorizado,81946.14563899444
401,Coletivo,82646.96397215975
401,Individual,79443.84424009673
401,Modo Motorizado,162090.80821225647
401,Modo Não Motorizado,141256.10178496517
402,Coletivo,9809.792976542287
402,Individual,6468.881282890392
402,Modo Motorizado,16278.674259432679
402,Modo Não Motorizado,13217.319294380075
403,Coletivo,8463.391940449199
403,Individual,3813.533113779401
403,Modo Motorizado,12276.925054228599
403,Modo Não Motorizado,10878.72874844532
404,Coletivo,44172.68622464149
404,Individual,111925.26557078473
404,Modo Motorizado,156097.95179542623
404,Modo Não Motorizado,89643.57853663256
405,Coletivo,30284.05518425972
405,Individual,28515.794999649388
405,Modo Motorizado,58799.850183909104
405,Modo Não Motorizado,19705.840250321264
406,Coletivo,36510.86310769061
406,Individual,35777.940477416254
406,Modo Motorizado,72288.80358510686
406,Modo Não Motorizado,19973.22519521071
407,Coletivo,50473.764877675254
407,Individual,63649.393272986046
407,Modo Motorizado,114123.1581506613
407,Modo Não Motorizado,79980.11769531245
408,Coletivo,22559.254040424563
408,Individual,12731.914545187437
408,Modo Motorizado,35291.168585612
408,Modo Não Motorizado,30915.55740277831
409,Coletivo,7300.703431806285
409,Individual,7129.7260877909675
409,Modo Motorizado,14430.429519597252
409,Modo Não Motorizado,10320.36189796487
410,Coletivo,5326.325768383013
410,Individual,7390.182503203683
410,Modo Motorizado,12716.508271586696
410,Modo Não Motorizado,3805.565507711331
411,Coletivo,6976.666769341675
411,Individual,10829.751746846972
411,Modo Motorizado,17806.41851618865
411,Modo Não Motorizado,6799.64020524792
412,Coletivo,15546.307326116637
412,Individual,20445.314318686535
412,Modo Motorizado,35991.62164480317
412,Modo Não Motorizado,19300.46668141783
413,Coletivo,12980.290839643283
413,Individual,8463.56642008574
413,Modo Motorizado,21443.857259729026
413,Modo Não Motorizado,15024.873710872063
414,Coletivo,8695.878085508237
414,Individual,16303.147995784062
414,Modo Motorizado,24999.0260812923
414,Modo Não Motorizado,30134.635088988503
415,Coletivo,5798.738999969455
415,Individual,7003.228871740311
415,Modo Motorizado,12801.967871709767
415,Modo Não Motorizado,19376.2581766227
416,Coletivo,6202.739287368838
416,Individual,14878.338447773995
416,Modo Motorizado,21081.077735142833
416,Modo Não Motorizado,25692.7517152594
417,Coletivo,17891.23492192572
417,Individual,48004.87824684871
417,Modo Motorizado,65896.11316877443
417,Modo Não Motorizado,44870.23870362942
418,Coletivo,17225.315268047467
418,Individual,44716.33436433184
418,Modo Motorizado,61941.6496323793
418,Modo Não Motorizado,30030.244917009535
419,Coletivo,20668.34887370859
419,Individual,39562.21507413721
419,Modo Motorizado,60230.5639478458
419,Modo Não Motorizado,34665.7220888944
420,Coletivo,4935.918568434194
420,Individual,9903.259632081274
420,Modo Motorizado,14839.178200515467
420,Modo Não Motorizado,4363.061885338384
421,Coletivo,30048.186717052675
421,Individual,27160.500577539457
421,Modo Motorizado,57208.687294592135
421,Modo Não Motorizado,22293.526294408202
422,Coletivo,128485.7439919046
422,Individual,155601.1806717219
422,Modo Motorizado,284086.9246636265
422,Modo Não Motorizado,51976.72813158192
423,Coletivo,10993.265697802017
423,Individual,31241.30239881276
423,Modo Motorizado,42234.56809661478
423,Modo Não Motorizado,6804.889760368513
424,Coletivo,15578.537975145102
424,Individual,20369.675684120164
424,Modo Motorizado,35948.21365926527
424,Modo Não Motorizado,11302.399851549555
425,Coletivo,6559.038130466519
425,Individual,15543.120859950885
425,Modo Motorizado,22102.158990417403
425,Modo Não Motorizado,15126.828062219463
426,Coletivo,16262.52076703641
426,Individual,22104.144467122096
426,Modo Motorizado,38366.66523415851
426,Modo Não Motorizado,11792.493591423534
427,Coletivo,16953.318748276906
427,Individual,31118.849092639313
427,Modo Motorizado,48072.16784091622
427,Modo Não Motorizado,24299.042853177914
428,Coletivo,20647.58480952882
428,Individual,42437.37512835087
428,Modo Motorizado,63084.959937879685
428,Modo Não Motorizado,27705.784754651384
429,Coletivo,22562.57894744645
429,Individual,42954.81952059325
429,Modo Motorizado,65517.3984680397
429,Modo Não Motorizado,35528.6146783976
430,Coletivo,21660.21000781695
430,Individual,27035.209329668807
430,Modo Motorizado,48695.41933748576
430,Modo Não Motorizado,19445.999201514653
431,Coletivo,50310.27103156256
431,Individual,78195.90935838544
431,Modo Motorizado,128506.180389948
431,Modo Não Motorizado,53828.73785094056
432,Coletivo,41530.71110040541
432,Individual,102333.40027634008
432,Modo Motorizado,143864.11137674548
432,Modo Não Motorizado,38516.547802676265
433,Coletivo,45988.1139857029
433,Individual,49347.862946892485
433,Modo Motorizado,95335.97693259538
433,Modo Não Motorizado,43702.81134798603
434,Coletivo,1911.7853390358334
434,Individual,3567.9905945483883
434,Modo Motorizado,5479.775933584222
434,Modo Não Motorizado,745.9772748041792
435,Coletivo,33157.69610294866
435,Individual,27855.30171222943
435,Modo Motorizado,61012.997815178096
435,Modo Não Motorizado,15217.808006793828
436,Coletivo,84949.85265387082
436,Individual,87685.1549683727
436,Modo Motorizado,172635.00762224355
436,Modo Não Motorizado,90198.06584517403
437,Coletivo,72953.5597998178
437,Individual,51998.5481381303
437,Modo Motorizado,124952.10793794811
437,Modo Não Motorizado,108370.35743203857
438,Coletivo,42675.79674646538
438,Individual,29146.2044629357
438,Modo Motorizado,71822.00120940107
438,Modo Não Motorizado,50570.63659570919
439,Coletivo,8873.815971101534
439,Individual,9803.472959029199
439,Modo Motorizado,18677.288930130733
439,Modo Não Motorizado,7813.344493532932
440,Coletivo,65897.42512068835
440,Individual,66177.0557392326
440,Modo Motorizado,132074.48085992096
440,Modo Não Motorizado,44320.12557453932
441,Coletivo,12892.101681364737
441,Individual,7119.288605897653
441,Modo Motorizado,20011.390287262388
441,Modo Não Motorizado,6880.785574505033
442,Coletivo,7936.026785224092
442,Individual,6337.002819426923
442,Modo Motorizado,14273.029604651016
442,Modo Não Motorizado,4348.4784034980075
443,Coletivo,6490.639052800019
443,Individual,2821.26948954468
443,Modo Motorizado,9311.9085423447
443,Modo Não Motorizado,5167.082706957215
444,Coletivo,15739.94614219031
444,Individual,7186.255496528157
444,Modo Motorizado,22926.201638718467
444,Modo Não Motorizado,24538.701603142923
445,Coletivo,54477.574632466705
445,Individual,79615.53989489168
445,Modo Motorizado,134093.11452735838
445,Modo Não Motorizado,43684.9487367743
446,Coletivo,29572.885532836182
446,Individual,48954.13505976126
446,Modo Motorizado,78527.02059259744
446,Modo Não Motorizado,38749.43167338166
447,Coletivo,25805.427354949054
447,Individual,53023.300727311165
447,Modo Motorizado,78828.72808226022
447,Modo Não Motorizado,26208.46343183575
448,Coletivo,43846.7814136847
448,Individual,57074.65540830636
448,Modo Motorizado,100921.43682199105
448,Modo Não Motorizado,38828.42643087241
449,Coletivo,87067.90593238598
449,Individual,120581.07951940353
449,Modo Motorizado,207648.98545178951
449,Modo Não Motorizado,44705.393868004205
450,Coletivo,69072.58326690066
450,Individual,74128.13190237789
450,Modo Motorizado,143200.71516927856
450,Modo Não Motorizado,106737.02147022131
451,Coletivo,51853.03256350763
451,Individual,61949.691025026885
451,Modo Motorizado,113802.72358853451
451,Modo Não Motorizado,52282.52393009928
452,Coletivo,16479.137237312614
452,Individual,16417.730918605186
452,Modo Motorizado,32896.8681559178
452,Modo Não Motorizado,28091.81992837272
453,Coletivo,13164.458060981913
453,Individual,10763.706064944474
453,Modo Motorizado,23928.164125926385
453,Modo Não Motorizado,10628.844718293847
454,Coletivo,66341.490491217
454,Individual,56481.490096672984
454,Modo Motorizado,122822.98058789
454,Modo Não Motorizado,102520.52909352786
455,Coletivo,51363.32775404875
455,Individual,56938.702510437855
455,Modo Motorizado,108302.0302644866
455,Modo Não Motorizado,71015.71640467703
456,Coletivo,45531.52898679269
456,Individual,50568.659313524986
456,Modo Motorizado,96100.18830031768
456,Modo Não Motorizado,70939.81591736346
457,Coletivo,31273.262485512005
457,Individual,56341.26199702768
457,Modo Motorizado,87614.52448253968
457,Modo Não Motorizado,96187.05361149089
458,Coletivo,27373.580705054796
458,Individual,26980.60533439183
458,Modo Motorizado,54354.18603944662
458,Modo Não Motorizado,37944.67067147262
459,Coletivo,29475.49896637302
459,Individual,13596.98217068003
459,Modo Motorizado,43072.48113705305
459,Modo Não Motorizado,39511.07521029241
460,Coletivo,45636.9713575904
460,Individual,42909.79537783413
460,Modo Motorizado,88546.766735424535
460,Modo Não Motorizado,36213.51759716932
461,Coletivo,18801.84554526605
461,Individual,29848.031265068916
461,Modo Motorizado,48649.876810334965
461,Modo Não Motorizado,29075.81536930492
462,Coletivo,44295.66206864866
462,Individual,35741.93406962926
462,Modo Motorizado,80037.5961382779
462,Modo Não Motorizado,68591.48458061091
463,Coletivo,29110.92789492381
463,Individual,20340.687738149223
463,Modo Motorizado,49451.61563307303
463,Modo Não Motorizado,65091.04548402187
464,Coletivo,30103.37280726951
464,Individual,31550.74200769188
464,Modo Motorizado,61654.11481496139
464,Modo Não Motorizado,54057.26790092572
465,Coletivo,49298.84054946696
465,Individual,63030.298041151415
465,Modo Motorizado,112329.13859061837
465,Modo Não Motorizado,73850.89578018217
466,Coletivo,41947.49331846314
466,Individual,47838.615641536984
466,Modo Motorizado,89786.10896000013
466,Modo Não Motorizado,48035.072847519245
467,Coletivo,12549.182649141001
467,Individual,11013.010798904765
467,Modo Motorizado,23562.193448045764
467,Modo Não Motorizado,9532.851426190424
468,Coletivo,82675.42673929007
468,Individual,91187.97098505171
468,Modo Motorizado,173863.39772434178
468,Modo Não Motorizado,83922.15326278846
469,Coletivo,2665.8617173850575
469,Individual,2022.754497546315
469,Modo Motorizado,4688.616214931372
469,Modo Não Motorizado,2013.4644966484943
470,Coletivo,4842.167850859079
470,Individual,6620.657218752305
470,Modo Motorizado,11462.825069611385
470,Modo Não Motorizado,3711.2122062961985
471,Coletivo,5659.167327697237
471,Individual,5630.477134830361
471,Modo Motorizado,11289.644462527598
471,Modo Não Motorizado,8961.154098423325
472,Coletivo,23746.05624982473
472,Individual,27056.762810854387
472,Modo Motorizado,50802.81906067912
472,Modo Não Motorizado,20474.78064293705
473,Coletivo,11735.57908706605
473,Individual,9323.949107546068
473,Modo Motorizado,21059.528194612118
473,Modo Não Motorizado,4386.179636798486
474,Coletivo,6002.723670809221
474,Individual,1838.2551577304416
474,Modo Motorizado,7840.978828539663
474,Modo Não Motorizado,996.6856035098085
475,Coletivo,15327.898100618952
475,Individual,13332.656941123038
475,Modo Motorizado,28660.555041741987
475,Modo Não Motorizado,15556.169536747115
476,Coletivo,64003.732585726786
476,Individual,74366.91370572799
476,Modo Motorizado,138370.6462914548
476,Modo Não Motorizado,37300.966417859665
477,Coletivo,29824.68640751874
477,Individual,51611.33971176235
477,Modo Motorizado,81436.0261192811
477,Modo Não Motorizado,36378.53924158376
478,Coletivo,48166.105045381315
478,Individual,66483.53047983749
478,Modo Motorizado,114649.6355252188
478,Modo Não Motorizado,13985.10728447576
479,Coletivo,5961.202556393042
479,Individual,6513.308378283712
479,Modo Motorizado,12474.510934676753
479,Modo Não Motorizado,3225.75624782482
480,Coletivo,20815.917163676804
480,Individual,19997.397850513666
480,Modo Motorizado,40813.31501419047
480,Modo Não Motorizado,21285.212477046854
481,Coletivo,25305.14747369567
481,Individual,41063.08093054923
481,Modo Motorizado,66368.2284042449
481,Modo Não Motorizado,40618.51490789367
482,Coletivo,10096.340203392312
482,Individual,15840.898404515336
482,Modo Motorizado,25937.238607907646
482,Modo Não Motorizado,16543.329827508704
483,Coletivo,4937.880023531162
483,Individual,6190.345173301951
483,Modo Motorizado,11128.225196833113
483,Modo Não Motorizado,934.474781814368
484,Coletivo,64355.278887594206
484,Individual,33440.499452276905
484,Modo Motorizado,97795.77833987112
484,Modo Não Motorizado,51700.2126484892
485,Coletivo,73225.14924221652
485,Individual,44931.09903515846
485,Modo Motorizado,118156.24827737498
485,Modo Não Motorizado,75159.2260064259
486,Coletivo,25136.363806365924
486,Individual,41190.21156229555
486,Modo Motorizado,66326.57536866148
486,Modo Não Motorizado,49324.27717842672
487,Coletivo,16547.73849141271
487,Individual,14766.6281230033
487,Modo Motorizado,31314.36661441601
487,Modo Não Motorizado,11413.127649071525
488,Coletivo,14470.058929656067
488,Individual,17792.484057907186
488,Modo Motorizado,32262.542987563254
488,Modo Não Motorizado,34506.44605200464
489,Coletivo,44666.05072326906
489,Individual,35293.25996299634
489,Modo Motorizado,79959.3106862654
489,Modo Não Motorizado,10904.841363238307
490,Coletivo,30345.311802925407
490,Individual,33593.75006075966
490,Modo Motorizado,63939.06186368507
490,Modo Não Motorizado,9725.901625825178
491,Coletivo,26335.526013823222
491,Individual,28815.37863838185
491,Modo Motorizado,55150.90465220508
491,Modo Não Motorizado,14394.780241447397
492,Coletivo,39421.04411042429
492,Individual,71823.98723632944
492,Modo Motorizado,111245.03134675373
492,Modo Não Motorizado,48184.46978591694
493,Coletivo,12971.122846177503
493,Individual,9437.138755935837
493,Modo Motorizado,22408.26160211334
493,Modo Não Motorizado,13049.178949892126
494,Coletivo,27212.78269826878
494,Individual,21455.166577932378
494,Modo Motorizado,48667.94927620116
494,Modo Não Motorizado,36086.98767212077
495,Coletivo,49883.93369005234
495,Individual,47227.36586271955
495,Modo Motorizado,97111.29955277189
495,Modo Não Motorizado,53536.27999641988
496,Coletivo,26991.555849492477
496,Individual,54968.57699658532
496,Modo Motorizado,81960.13284607779
496,Modo Não Motorizado,29980.953763843274
497,Coletivo,5300.570346719734
497,Individual,8274.377365798204
497,Modo Motorizado,13574.947712517936
497,Modo Não Motorizado,8224.832806787588
498,Coletivo,15655.125040459396
498,Individual,19627.994859458315
498,Modo Motorizado,35283.119899917714
498,Modo Não Motorizado,12094.419538234655
499,Coletivo,54084.70024665155
499,Individual,37747.33509994035
499,Modo Motorizado,91832.0353465919
499,Modo Não Motorizado,68380.17445955942
500,Coletivo,20745.86672947703
500,Individual,23498.8433024624
500,Modo Motorizado,44244.71003193943
500,Modo Não Motorizado,33586.60960296463
501,Coletivo,25497.297710351868
501,Individual,27416.084390101685
501,Modo Motorizado,52913.38210045356
501,Modo Não Motorizado,43349.04917967063
502,Coletivo,20207.24608037313
502,Individual,13667.985151454837
502,Modo Motorizado,33875.231231827966
502,Modo Não Motorizado,12065.18105458265
503,Coletivo,9084.733806272357
503,Individual,12685.98400569945
503,Modo Motorizado,21770.71781197181
503,Modo Não Motorizado,5548.681707634606
504,Coletivo,32344.372342231418
504,Individual,46579.205720293845
504,Modo Motorizado,78923.57806252527
504,Modo Não Motorizado,70371.88485729965
505,Coletivo,2474.038357327509
505,Individual,5894.9883542221005
505,Modo Motorizado,8369.02671154961
505,Modo Não Motorizado,1593.2413369084195
506,Coletivo,28068.11621971172
506,Individual,38596.64224648047
506,Modo Motorizado,66664.75846619219
506,Modo Não Motorizado,13641.330057711211
507,Coletivo,18106.4020028649
507,Individual,29513.212337120152
507,Modo Motorizado,47619.614339985055
507,Modo Não Motorizado,8317.634062291825
508,Coletivo,67941.11285431198
508,Individual,103944.56923188674
508,Modo Motorizado,171885.6820861987
508,Modo Não Motorizado,73772.1551494534
509,Coletivo,2834.3420648494257
509,Individual,2631.2173745094283
509,Modo Motorizado,5465.559439358854
509,Modo Não Motorizado,1461.1138261911237
510,Coletivo,0
510,Individual,0
510,Modo Motorizado,0
510,Modo Não Motorizado,0
511,Coletivo,11839.856387016558
511,Individual,17980.96638197561
511,Modo Motorizado,29820.82276899217
511,Modo Não Motorizado,27696.137172568084
512,Coletivo,21519.378083356263
512,Individual,35770.079890224624
512,Modo Motorizado,57289.45797358089
512,Modo Não Motorizado,38955.28492255871
513,Coletivo,1086.3486795174138
513,Individual,1434.1866103910602
513,Modo Motorizado,2520.5352899084737
513,Modo Não Motorizado,395.7886180974502
514,Coletivo,53887.710846984795
514,Individual,44052.91192753659
514,Modo Motorizado,97940.62277452138
514,Modo Não Motorizado,60367.9787901823
515,Coletivo,52428.34488165647
515,Individual,47887.475581840925
515,Modo Motorizado,100315.8204634974
515,Modo Não Motorizado,53982.52608892252
516,Coletivo,66984.54756408493
516,Individual,94454.01793226537
516,Modo Motorizado,161438.5654963503
516,Modo Não Motorizado,53303.02000877906
517,Coletivo,6337.125724005462
517,Individual,2867.177452403953
517,Modo Motorizado,9204.303176409416
517,Modo Não Motorizado,13722.931262386595
