COD_ZONA,VIAGENS_ATRAIDAS_POR_TIPO,QTD
200,Individual,10579.79812807362
200,Modo Motorizado,24931.21251013055
200,Modo Não Motorizado,27750.411996679235
201,Coletivo,39380.9190606273
201,Individual,31453.942244845577
201,Modo Motorizado,70834.86130547288
201,Modo Não Motorizado,70041.1051876569
202,Coletivo,49767.96482536626
202,Individual,19105.56213917144
202,Modo Motorizado,68873.5269645377
202,Modo Não Motorizado,25392.369517774816
203,Coletivo,29603.493123076303
203,Individual,8924.821307891245
203,Modo Motorizado,38528.31443096755
203,Modo Não Motorizado,31450.552005962007
204,Coletivo,50035.62876962256
204,Individual,32222.004233023876
204,Modo Motorizado,82257.63300264644
204,Modo Não Motorizado,84863.87281791226
205,Coletivo,45621.91504609847
205,Individual,28895.18718319149
205,Modo Motorizado,74517.10222928996
205,Modo Não Motorizado,71614.50144454735
206,Coletivo,38907.22570535167
206,Individual,31558.04452010239
206,Modo Motorizado,70465.27022545406
206,Modo Não Motorizado,30588.477619613237
207,Coletivo,37294.19277823459
207,Individual,21309.039406462136
207,Modo Motorizado,58603.232184696724
207,Modo Não Motorizado,71619.40216365104
208,Coletivo,37498.2869620755
208,Individual,36595.14143931178
208,Modo Motorizado,74093.42840138728
208,Modo Não Motorizado,26398.174773183182
209,Coletivo,26889.83276782526
209,Individual,32483.88690688527
209,Modo Motorizado,59373.71967471053
209,Modo Não Motorizado,21368.862424117353
210,Coletivo,32377.865158331944
210,Individual,41947.061458162345
210,Modo Motorizado,74324.92661649428
210,Modo Não Motorizado,20306.08308207196
211,Coletivo,44421.29883414232
211,Individual,43659.339772274456
211,Modo Motorizado,88080.63860641677
211,Modo Não Motorizado,23286.10539646164
212,Coletivo,14329.925583638264
212,Individual,15729.829706957747
212,Modo Motorizado,30059.75529059601
212,Modo Não Motorizado,24372.814599169367
213,Coletivo,36701.34595338219
213,Individual,25031.701921528645
213,Modo Motorizado,61733.04787491083
213,Modo Não Motorizado,24270.032244294383
214,Coletivo,24715.616581192968
214,Individual,11206.233799740989
214,Modo Motorizado,35921.85038093396
214,Modo Não Motorizado,16526.167494921458
215,Coletivo,21489.23353508702
215,Individual,32428.431176385104
215,Modo Motorizado,53917.66471147213
215,Modo Não Motorizado,20467.718724571667
216,Coletivo,24251.99210525539
216,Individual,23958.0777946
216,Modo Motorizado,48210.06989985539
216,Modo Não Motorizado,21932.46663212675
217,Coletivo,19919.67881138046
217,Individual,17632.81303520686
217,Modo Motorizado,37552.49184658732
217,Modo Não Motorizado,26898.217217125206
218,Coletivo,51266.670428960075
218,Individual,32623.40573136082
218,Modo Motorizado,83890.0761603209
218,Modo Não Motorizado,51498.678086445376
219,Coletivo,29157.68614216066
219,Individual,32078.69979219488
219,Modo Motorizado,61236.38593435554
219,Modo Não Motorizado,31440.823044356024
220,Coletivo,21104.129639124614
220,Individual,17688.732506531145
220,Modo Motorizado,38792.86214565576
220,Modo Não Motorizado,24361.484437098465
221,Coletivo,33116.914821081176
221,Individual,35025.700995515705
221,Modo Motorizado,68142.61581659688
221,Modo Não Motorizado,22041.756288083932
222,Coletivo,25184.2704205078
222,Individual,33585.10486343161
222,Modo Motorizado,58769.375283939415
222,Modo Não Motorizado,20037.306680594247
223,Coletivo,16541.222061404922
223,Individual,15424.387227818095
223,Modo Motorizado,31965.609289223015
223,Modo Não Motorizado,9096.629314182814
224,Coletivo,5829.825939815019
224,Individual,3449.226214686844
224,Modo Motorizado,9279.052154501864
224,Modo Não Motorizado,3404.009053911479
225,Coletivo,20864.809774016972
225,Individual,10980.293784761743
225,Modo Motorizado,31845.103558778716
225,Modo Não Motorizado,20370.1418787944
226,Coletivo,57473.72445269702
226,Individual,47799.271853594124
226,Modo Motorizado,105272.99630629114
226,Modo Não Motorizado,70125.27205909305
227,Coletivo,46816.128554689385
227,Individual,25978.382108848782
227,Modo Motorizado,72794.51066353817
227,Modo Não Motorizado,18353.42146005752
228,Coletivo,23226.764401635315
228,Individual,14290.418728722316
228,Modo Motorizado,37517.18313035763
228,Modo Não Motorizado,23001.291186410202
229,Coletivo,109834.90335092206
229,Individual,40886.889515689836
229,Modo Motorizado,150721.7928666119
229,Modo Não Motorizado,95546.80692429277
230,Coletivo,52443.55752336388
230,Individual,19234.880610531163
230,Modo Motorizado,71678.43813389505
230,Modo Não Motorizado,47472.474616727966
231,Coletivo,26266.840586356353
231,Individual,6707.187811664483
231,Modo Motorizado,32974.02839802083
231,Modo Não Motorizado,16500.388307557812
232,Coletivo,32425.613289451903
232,Individual,13064.338298204011
232,Modo Motorizado,45489.951587655916
232,Modo Não Motorizado,29512.004106774064
233,Coletivo,36076.80834782292
233,Individual,13239.270253091181
233,Modo Motorizado,49316.0786009141
233,Modo Não Motorizado,45227.98783036655
234,Coletivo,31665.96815138921
234,Individual,19900.08434486782
234,Modo Motorizado,51566.052496257034
234,Modo Não Motorizado,53796.91609921053
235,Coletivo,39505.17524426643
235,Individual,23537.576188228417
235,Modo Motorizado,63042.75143249484
235,Modo Não Motorizado,38056.83805259521
236,Coletivo,15970.432910569447
236,Individual,13081.015446918098
236,Modo Motorizado,29051.448357487545
236,Modo Não Motorizado,13417.333785407687
237,Coletivo,15798.495331016746
237,Individual,19453.72646722701
237,Modo Motorizado,35252.22179824376
237,Modo Não Motorizado,12051.501749458312
238,Coletivo,19282.299679057385
238,Individual,16723.106536492476
238,Modo Motorizado,36005.40621554986
238,Modo Não Motorizado,7743.74982385986
239,Coletivo,33808.25790740885
239,Individual,33287.03243805445
239,Modo Motorizado,67095.29034546329
239,Modo Não Motorizado,14112.17546528443
240,Coletivo,19821.65429391295
240,Individual,20607.599349066295
240,Modo Motorizado,40429.253642979245
240,Modo Não Motorizado,15762.020699740096
241,Coletivo,12483.905335230227
241,Individual,9464.462418886296
241,Modo Motorizado,21948.367754116523
241,Modo Não Motorizado,7619.428460506838
242,Coletivo,23250.016872150292
242,Individual,9573.544414848246
242,Modo Motorizado,32823.561286998534
242,Modo Não Motorizado,19239.328602179565
243,Coletivo,24603.920765178493
243,Individual,25763.75862330985
243,Modo Motorizado,50367.67938848834
243,Modo Não Motorizado,43281.09874167352
244,Coletivo,34827.43058260665
244,Individual,25912.446321537882
244,Modo Motorizado,60739.876904144534
244,Modo Não Motorizado,49573.55505471408
245,Coletivo,11750.419071426495
245,Individual,7666.917704151619
245,Modo Motorizado,19417.336775578115
245,Modo Não Motorizado,13710.499372310915
246,Coletivo,23437.8784324484
246,Individual,13728.669229184208
246,Modo Motorizado,37166.547661632605
246,Modo Não Motorizado,9758.525491323031
247,Coletivo,69482.71597951415
247,Individual,52544.98271307237
247,Modo Motorizado,122027.69869258652
247,Modo Não Motorizado,78276.25480562277
248,Coletivo,1441.2497018591898
248,Individual,4182.120323432422
248,Modo Motorizado,5623.3700252916115
248,Modo Não Motorizado,359.2252408951388
249,Coletivo,19432.43323735256
249,Individual,24540.057633131302
249,Modo Motorizado,43972.49087048386
249,Modo Não Motorizado,20793.469174730504
250,Coletivo,16873.929870848027
250,Individual,18117.823500685266
250,Modo Motorizado,34991.7533715333
250,Modo Não Motorizado,11388.951283508648
251,Coletivo,15416.753249914877
251,Individual,17271.1524530472
251,Modo Motorizado,32687.905702962078
251,Modo Não Motorizado,6744.841632424808
252,Coletivo,15540.617644224927
252,Individual,11306.627795186087
252,Modo Motorizado,26847.245439411014
252,Modo Não Motorizado,17743.531017904384
253,Coletivo,6899.633505106938
253,Individual,3161.8193278441804
253,Modo Motorizado,10061.45283295112
253,Modo Não Motorizado,3077.7768705766066
254,Coletivo,48663.607013468754
254,Individual,38157.29717915518
254,Modo Motorizado,86820.90419262394
254,Modo Não Motorizado,18922.744743208037
255,Coletivo,25845.098269985407
255,Individual,61888.473287005516
255,Modo Motorizado,87733.57155699092
255,Modo Não Motorizado,41474.22792665303
256,Coletivo,19194.946463247874
256,Individual,15420.757821284813
256,Modo Motorizado,34615.70428453269
256,Modo Não Motorizado,7915.7260525901
257,Coletivo,19379.367609225395
257,Individual,22666.451574653216
257,Modo Motorizado,42045.819183878615
257,Modo Não Motorizado,18050.398031774246
258,Coletivo,42854.63427407538
258,Individual,26695.943603680833
258,Modo Motorizado,69550.57787775621
258,Modo Não Motorizado,24451.96188492727
259,Coletivo,16440.79155430409
259,Individual,12176.952855549061
259,Modo Motorizado,28617.744409853152
259,Modo Não Motorizado,19962.388885618246
260,Coletivo,21386.34956125991
260,Individual,9546.38413004618
260,Modo Motorizado,30932.733691306094
260,Modo Não Motorizado,25712.24154688665
261,Coletivo,35034.14288568973
261,Individual,26776.182884748014
261,Modo Motorizado,61810.32577043775
261,Modo Não Motorizado,22638.404823717847
262,Coletivo,34679.91209883506
262,Individual,37093.68858420444
262,Modo Motorizado,71773.6006830395
262,Modo Não Motorizado,42578.830375977246
263,Coletivo,42342.08823274289
263,Individual,24370.71551892319
263,Modo Motorizado,66712.80375166608
263,Modo Não Motorizado,48969.24501540523
264,Coletivo,46356.695020823914
264,Individual,27453.03157373642
264,Modo Motorizado,73809.72659456034
264,Modo Não Motorizado,35563.745172057505
265,Coletivo,30779.1384784727
265,Individual,29718.67353997144
265,Modo Motorizado,60497.81201844414
265,Modo Não Motorizado,39690.686369835916
266,Coletivo,6237.309526812173
266,Individual,7819.804474361402
266,Modo Motorizado,14057.114001173575
266,Modo Não Motorizado,7928.597865738716
267,Coletivo,20318.531209558776
267,Individual,16351.80602707488
267,Modo Motorizado,36670.337236633655
267,Modo Não Motorizado,18174.10021495314
268,Coletivo,12899.445091939624
268,Individual,18128.518119369757
268,Modo Motorizado,31027.963211309383
268,Modo Não Motorizado,8756.792566838612
269,Coletivo,22969.666687137436
269,Individual,26481.468636535326
269,Modo Motorizado,49451.13532367276
269,Modo Não Motorizado,16886.281516418247
270,Coletivo,8211.275754921335
270,Individual,13943.479135610753
270,Modo Motorizado,22154.754890532087
270,Modo Não Motorizado,5318.479723192954
271,Coletivo,7571.3585899621785
271,Individual,13686.361095265127
271,Modo Motorizado,21257.719685227305
271,Modo Não Motorizado,1144.7723079564566
272,Coletivo,13209.015692166064
272,Individual,20722.90758197917
272,Modo Motorizado,33931.92327414523
272,Modo Não Motorizado,7927.562126704455
273,Coletivo,41770.50015755512
273,Individual,44003.76571517668
273,Modo Motorizado,85774.2658727318
273,Modo Não Motorizado,34084.24595469046
274,Coletivo,48421.963280965996
274,Individual,43526.770207942114
274,Modo Motorizado,91948.73348890811
274,Modo Não Motorizado,42543.620809340064
275,Coletivo,39875.61723110418
275,Individual,35413.064916709525
275,Modo Motorizado,75288.6821478137
275,Modo Não Motorizado,37122.85215878176
276,Coletivo,53592.49213872866
276,Individual,63338.44471955211
276,Modo Motorizado,116930.93685828077
276,Modo Não Motorizado,43409.72813581239
277,Coletivo,34791.42253843286
277,Individual,45063.40208608155
277,Modo Motorizado,79854.82462451441
277,Modo Não Motorizado,44521.36176800521
278,Coletivo,72062.01230635325
278,Individual,46137.29004176973
278,Modo Motorizado,118199.30234812299
278,Modo Não Motorizado,91624.94015129335
279,Coletivo,43691.67144016114
279,Individual,12805.840448523915
279,Modo Motorizado,56497.511888685054
279,Modo Não Motorizado,45270.35891883567
280,Coletivo,40106.32385137999
280,Individual,24964.999939821926
280,Modo Motorizado,65071.32379120191
280,Modo Não Motorizado,13757.34026060454
281,Coletivo,32236.778850984363
281,Individual,38463.6145671393
281,Modo Motorizado,70700.39341812367
281,Modo Não Motorizado,14531.553144869027
282,Coletivo,26851.774041632052
282,Individual,35942.981169792285
282,Modo Motorizado,62794.75521142434
282,Modo Não Motorizado,23930.293945320733
283,Coletivo,8046.497779581181
283,Individual,5495.535884043973
283,Modo Motorizado,13542.033663625154
283,Modo Não Motorizado,5662.245653572164
284,Coletivo,37292.33780524318
284,Individual,18868.308831863607
284,Modo Motorizado,56160.64663710679
284,Modo Não Motorizado,26147.442180038848
285,Coletivo,49458.69715733923
285,Individual,45942.30544368483
285,Modo Motorizado,95401.00260102405
285,Modo Não Motorizado,74639.70154161326
286,Coletivo,25493.842842058104
286,Individual,19794.531830660726
286,Modo Motorizado,45288.374672718826
286,Modo Não Motorizado,5220.925446175488
287,Coletivo,20351.827683875457
287,Individual,29616.42999292025
287,Modo Motorizado,49968.25767679571
287,Modo Não Motorizado,19650.865900415854
288,Coletivo,26533.834028924754
288,Individual,10748.773938190956
288,Modo Motorizado,37282.607967115706
288,Modo Não Motorizado,12752.545907339261
289,Coletivo,40832.074980385725
289,Individual,24105.872131918306
289,Modo Motorizado,64937.94711230403
289,Modo Não Motorizado,30746.86482798137
290,Coletivo,34644.22663539724
290,Individual,14595.955273125312
290,Modo Motorizado,49240.18190852255
290,Modo Não Motorizado,40837.31325589994
291,Coletivo,53243.35119998079
291,Individual,44602.85398863259
291,Modo Motorizado,97846.20518861338
291,Modo Não Motorizado,34800.286596141574
292,Coletivo,31631.092501776846
292,Individual,32422.684536791367
292,Modo Motorizado,64053.77703856821
292,Modo Não Motorizado,34201.17766897091
293,Coletivo,66475.83069687302
293,Individual,27510.76345848655
293,Modo Motorizado,93986.59415535956
293,Modo Não Motorizado,51406.48424399471
294,Coletivo,71978.7860684442
294,Individual,13288.986744831274
294,Modo Motorizado,85267.77281327547
294,Modo Não Motorizado,84813.24374645088
295,Coletivo,75044.35475016227
295,Individual,36010.02920440519
295,Modo Motorizado,111054.38395456746
295,Modo Não Motorizado,58324.42431290976
296,Coletivo,4114.283146083826
296,Individual,2907.6057879548016
296,Modo Motorizado,7021.888934038628
296,Modo Não Motorizado,1950.905057405044
297,Coletivo,1939.6652493325664
297,Individual,1726.5363017533432
297,Modo Motorizado,3666.2015510859096
297,Modo Não Motorizado,666.6210616378773
298,Coletivo,94625.73901138332
298,Individual,34453.04239479265
298,Modo Motorizado,129078.78140617597
298,Modo Não Motorizado,91110.89845033096
299,Coletivo,5144.280414980995
299,Individual,2555.701986373776
299,Modo Motorizado,7699.982401354771
299,Modo Não Motorizado,2430.7945605551463
300,Coletivo,108000.35397437995
300,Individual,101420.6482879199
300,Modo Motorizado,209421.00226229985
300,Modo Não Motorizado,61005.63654215863
301,Coletivo,21194.109525893506
301,Individual,24215.02887046097
301,Modo Motorizado,45409.13839635448
301,Modo Não Motorizado,4510.168763669993
302,Coletivo,66893.1484718021
302,Individual,34587.44814029101
302,Modo Motorizado,101480.5966120931
302,Modo Não Motorizado,18651.339485432145
303,Coletivo,86720.7533717404
303,Individual,31389.0003224386
303,Modo Motorizado,118109.753694179
303,Modo Não Motorizado,13775.947199853108
304,Coletivo,62728.76675399454
304,Individual,36382.86865676886
304,Modo Motorizado,99111.6354107634
304,Modo Não Motorizado,65454.87138642356
305,Coletivo,84667.69303485652
305,Individual,32607.892826732696
305,Modo Motorizado,117275.58586158922
305,Modo Não Motorizado,89001.51705004215
306,Coletivo,42400.0116332019
306,Individual,11681.475349137409
306,Modo Motorizado,54081.48698233931
306,Modo Não Motorizado,46699.48988442948
307,Coletivo,72299.85301393594
307,Individual,23517.16475279682
307,Modo Motorizado,95817.01776673275
307,Modo Não Motorizado,50117.77076863916
308,Coletivo,25366.863250143713
308,Individual,5553.771794492895
308,Modo Motorizado,30920.63504463661
308,Modo Não Motorizado,30495.806273753366
309,Coletivo,42127.751601602205
309,Individual,11861.65566069477
309,Modo Motorizado,53989.407262296976
309,Modo Não Motorizado,24536.34044669253
310,Coletivo,12348.235232366029
310,Individual,6714.896670988698
310,Modo Motorizado,19063.131903354726
310,Modo Não Motorizado,10081.111152528376
311,Coletivo,64657.21966303015
311,Individual,32249.667849670575
311,Modo Motorizado,96906.88751270072
311,Modo Não Motorizado,55855.18457557333
312,Coletivo,35562.30200718438
312,Individual,31296.62662086227
312,Modo Motorizado,66858.92862804665
312,Modo Não Motorizado,26473.12589884751
313,Coletivo,16800.123253401678
313,Individual,11169.446885417317
313,Modo Motorizado,27969.570138818995
313,Modo Não Motorizado,17574.857369525525
314,Coletivo,88013.97876484845
314,Individual,28814.101120858853
314,Modo Motorizado,116828.0798857073
314,Modo Não Motorizado,69462.36759901018
315,Coletivo,69221.16992668291
315,Individual,26185.278492212947
315,Modo Motorizado,95406.44841889586
315,Modo Não Motorizado,79420.29362685801
316,Coletivo,16626.536683776147
316,Individual,25782.753853956307
316,Modo Motorizado,42409.29053773245
316,Modo Não Motorizado,5319.3370296499
317,Coletivo,6440.483008474948
317,Individual,10128.823351685473
317,Modo Motorizado,16569.306360160423
317,Modo Não Motorizado,802.589289005419
318,Coletivo,19313.661528082925
318,Individual,17580.15888739466
318,Modo Motorizado,36893.82041547759
318,Modo Não Motorizado,11252.122360056528
319,Coletivo,17988.245588528393
319,Individual,16565.603011021565
319,Modo Motorizado,34553.84859954996
319,Modo Não Motorizado,5506.928980704343
320,Coletivo,35859.795027973785
320,Individual,15833.34332455256
320,Modo Motorizado,51693.138352526345
320,Modo Não Motorizado,48254.81627317147
321,Coletivo,27421.92546850327
321,Individual,46838.49732775321
321,Modo Motorizado,74260.42279625648
321,Modo Não Motorizado,25567.628651580864
322,Coletivo,26841.801759094884
322,Individual,36974.281673504804
322,Modo Motorizado,63816.083432599684
322,Modo Não Motorizado,18463.07120266131
323,Coletivo,42364.81457223575
323,Individual,24069.201052537963
323,Modo Motorizado,66434.01562477372
323,Modo Não Motorizado,29693.768339767208
324,Coletivo,51749.29736807257
324,Individual,17542.95421012295
324,Modo Motorizado,69292.25157819552
324,Modo Não Motorizado,28706.072684263872
325,Coletivo,24364.22985015931
325,Individual,32614.840197556958
325,Modo Motorizado,56979.07004771627
325,Modo Não Motorizado,31588.257800776795
326,Coletivo,29561.138302091284
326,Individual,21236.691996809455
326,Modo Motorizado,50797.830298900735
326,Modo Não Motorizado,13277.860704831182
327,Coletivo,8057.878054242985
327,Individual,15633.51480897038
327,Modo Motorizado,23691.392863213365
327,Modo Não Motorizado,8068.413744933519
328,Coletivo,17275.213291729633
328,Individual,27156.715801853647
328,Modo Motorizado,44431.92909358328
328,Modo Não Motorizado,8737.46562182628
329,Coletivo,25468.989464630864
329,Individual,46706.14241916617
329,Modo Motorizado,72175.13188379703
329,Modo Não Motorizado,17922.947361346625
330,Coletivo,20474.316223587663
330,Individual,30413.31733518468
330,Modo Motorizado,50887.633558772344
330,Modo Não Motorizado,12945.385162577217
331,Coletivo,27672.314183906252
331,Individual,24434.7700330981
331,Modo Motorizado,52107.08421700435
331,Modo Não Motorizado,18017.79177474759
332,Coletivo,22896.28014170869
332,Individual,22511.50217316488
332,Modo Motorizado,45407.78231487357
332,Modo Não Motorizado,36397.71899765271
333,Coletivo,15351.779761343252
333,Individual,10482.898166727373
333,Modo Motorizado,25834.677928070625
333,Modo Não Motorizado,8660.617775281515
334,Coletivo,21789.079121791216
334,Individual,28763.59547022196
334,Modo Motorizado,50552.67459201318
334,Modo Não Motorizado,17824.48333375778
335,Coletivo,21285.293851058603
335,Individual,23509.021809685182
335,Modo Motorizado,44794.315660743785
335,Modo Não Motorizado,24172.527328621883
336,Coletivo,30231.54742633976
336,Individual,15408.950487363147
336,Modo Motorizado,45640.49791370291
336,Modo Não Motorizado,14883.825805003407
337,Coletivo,21551.256198658582
337,Individual,21356.859917769543
337,Modo Motorizado,42908.11611642812
337,Modo Não Motorizado,9946.348956870603
338,Coletivo,25178.373988617364
338,Individual,21377.227380484317
338,Modo Motorizado,46555.601369101685
338,Modo Não Motorizado,24559.619889745
339,Coletivo,45983.61101164711
339,Individual,34414.6767509684
339,Modo Motorizado,80398.28776261551
339,Modo Não Motorizado,9246.587081501213
340,Coletivo,16835.736901608525
340,Individual,18641.190216200073
340,Modo Motorizado,35476.9271178086
340,Modo Não Motorizado,4033.4657341154843
341,Coletivo,9236.842087211397
341,Individual,12903.145383971292
341,Modo Motorizado,22139.98747118269
341,Modo Não Motorizado,7522.460876054058
342,Coletivo,20622.059188410934
342,Individual,32302.55474666912
342,Modo Motorizado,52924.61393508005
342,Modo Não Motorizado,16785.242060882247
343,Coletivo,1163.3705440022875
343,Individual,1953.7174229428738
343,Modo Motorizado,3117.0879669451615
343,Modo Não Motorizado,661.4672031877974
344,Coletivo,37462.64528438957
344,Individual,39526.3475641134
344,Modo Motorizado,76988.99284850297
344,Modo Não Motorizado,32461.356919307927
345,Coletivo,12243.397375085038
345,Individual,8560.16407510828
345,Modo Motorizado,20803.561450193316
345,Modo Não Motorizado,17870.158914896376
346,Coletivo,0
346,Individual,124.9083550802389
346,Modo Motorizado,124.9083550802389
346,Modo Não Motorizado,0
347,Coletivo,39081.46752030663
347,Individual,27986.44491246486
347,Modo Motorizado,67067.9124327715
347,Modo Não Motorizado,51081.1904424377
348,Coletivo,3629.8268803344945
348,Individual,2575.58385280306
348,Modo Motorizado,6205.410733137554
348,Modo Não Motorizado,2854.12446484443
349,Coletivo,0
349,Individual,292.31016966941223
349,Modo Motorizado,292.31016966941223
349,Modo Não Motorizado,0
350,Coletivo,25854.853651201658
350,Individual,12666.526854020995
350,Modo Motorizado,38521.38050522265
350,Modo Não Motorizado,25443.22344877447
351,Coletivo,46180.66739381854
351,Individual,26201.09287938983
351,Modo Motorizado,72381.76027320838
351,Modo Não Motorizado,44075.815902302944
352,Coletivo,1882.3814793779616
352,Individual,5199.7802617524085
352,Modo Motorizado,7082.1617411303705
352,Modo Não Motorizado,425.01686568909037
353,Coletivo,378.79517236044063
353,Individual,0
353,Modo Motorizado,378.79517236044063
353,Modo Não Motorizado,0
354,Coletivo,0
354,Individual,492.59609863247334
354,Modo Motorizado,492.59609863247334
354,Modo Não Motorizado,0
355,Coletivo,25047.990959405444
355,Individual,19726.264354441082
355,Modo Motorizado,44774.25531384653
355,Modo Não Motorizado,42626.67395543228
356,Coletivo,45238.61614464514
356,Individual,14696.453883472659
356,Modo Motorizado,59935.0700281178
356,Modo Não Motorizado,71174.6688816393
357,Coletivo,1337.9322133427904
357,Individual,627.5930785935276
357,Modo Motorizado,1965.525291936318
357,Modo Não Motorizado,2813.090088962359
358,Coletivo,13213.495259192465
358,Individual,20996.55397700226
358,Modo Motorizado,34210.049236194725
358,Modo Não Motorizado,20478.200399062636
359,Coletivo,5840.156994413563
359,Individual,10646.546507018527
359,Modo Motorizado,16486.70350143209
359,Modo Não Motorizado,7909.343982285431
360,Coletivo,9328.891666807966
360,Individual,6302.557835143808
360,Modo Motorizado,15631.449501951774
360,Modo Não Motorizado,11726.66230527946
361,Coletivo,5901.162590533568
361,Individual,4276.839417978178
361,Modo Motorizado,10178.002008511747
361,Modo Não Motorizado,6387.459550518836
362,Coletivo,53665.00343531429
362,Individual,48998.006557017696
362,Modo Motorizado,102663.009992332
362,Modo Não Motorizado,18555.822012338762
363,Coletivo,37180.02785732982
363,Individual,55675.2542070269
363,Modo Motorizado,92855.28206435672
363,Modo Não Motorizado,35925.73779407298
364,Coletivo,15144.151454339115
364,Individual,16497.375676932523
364,Modo Motorizado,31641.527131271636
364,Modo Não Motorizado,11246.546682817978
365,Coletivo,13266.55064444322
365,Individual,8422.417180957022
365,Modo Motorizado,21688.967825400243
365,Modo Não Motorizado,2830.0043230711663
366,Coletivo,34430.76985461199
366,Individual,40571.211166968584
366,Modo Motorizado,75001.98102158058
366,Modo Não Motorizado,21564.847965325574
367,Coletivo,13155.073334460467
367,Individual,20037.041111075298
367,Modo Motorizado,33192.114445535764
367,Modo Não Motorizado,16734.099205824277
368,Coletivo,21033.364093805747
368,Individual,34136.37544065548
368,Modo Motorizado,55169.73953446123
368,Modo Não Motorizado,37814.102496782005
369,Coletivo,33387.73514729461
369,Individual,47061.9264989633
369,Modo Motorizado,80449.66164625791
369,Modo Não Motorizado,34287.51925300802
370,Coletivo,50445.588493197276
370,Individual,70817.51903552067
370,Modo Motorizado,121263.10752871796
370,Modo Não Motorizado,39340.17126982986
371,Coletivo,27092.16882045797
371,Individual,45475.83923318891
371,Modo Motorizado,72568.00805364689
371,Modo Não Motorizado,33453.75466491985
372,Coletivo,38787.244368009706
372,Individual,32778.61619909661
372,Modo Motorizado,71565.86056710631
372,Modo Não Motorizado,30939.564599640587
373,Coletivo,40260.95567311813
373,Individual,59255.26284697126
373,Modo Motorizado,99516.21852008939
373,Modo Não Motorizado,45493.74568380033
374,Coletivo,19383.896878550113
374,Individual,17297.13421348855
374,Modo Motorizado,36681.03109203866
374,Modo Não Motorizado,427.53641298268496
375,Coletivo,39040.124632613726
375,Individual,36268.43189488519
375,Modo Motorizado,75308.5565274989
375,Modo Não Motorizado,52902.89518225833
376,Coletivo,22272.714678755543
376,Individual,26489.090694355484
376,Modo Motorizado,48761.80537311103
376,Modo Não Motorizado,45160.592476571044
377,Coletivo,85721.66372631206
377,Individual,102510.61940348394
377,Modo Motorizado,188232.283129796
377,Modo Não Motorizado,176039.08101571957
378,Coletivo,46794.954776231265
378,Individual,34910.78227078038
378,Modo Motorizado,81705.73704701164
378,Modo Não Motorizado,50629.59103985211
379,Coletivo,22089.657969585318
379,Individual,27793.008384473735
379,Modo Motorizado,49882.66635405905
379,Modo Não Motorizado,41378.181171942735
380,Coletivo,55278.419036046726
380,Individual,17981.802387696636
380,Modo Motorizado,73260.22142374337
380,Modo Não Motorizado,63331.50975196618
381,Coletivo,0
381,Individual,0
381,Modo Motorizado,0
381,Modo Não Motorizado,0
382,Coletivo,59489.316020089915
382,Individual,47166.30289127476
382,Modo Motorizado,106655.61891136467
382,Modo Não Motorizado,72163.50180661949
383,Coletivo,39108.750570197815
383,Individual,15778.757696847877
383,Modo Motorizado,54887.50826704569
383,Modo Não Motorizado,55496.345864740295
384,Coletivo,14887.307003806147
384,Individual,10464.750600426065
384,Modo Motorizado,25352.057604232214
384,Modo Não Motorizado,24185.517080919846
385,Coletivo,0
385,Individual,512.22928146433
385,Modo Motorizado,512.22928146433
385,Modo Não Motorizado,331.61414276298257
386,Coletivo,2676.5643395782286
386,Individual,2999.464028888507
386,Modo Motorizado,5676.028368466736
386,Modo Não Motorizado,4487.453366300571
387,Coletivo,40112.79587857214
387,Individual,32647.649477988776
387,Modo Motorizado,72760.44535656091
387,Modo Não Motorizado,56215.27195980694
388,Coletivo,2984.9458580343453
388,Individual,3675.6332900414473
388,Modo Motorizado,6660.5791480757925
388,Modo Não Motorizado,3575.942245705483
389,Coletivo,15903.958525930504
389,Individual,24242.69518482938
389,Modo Motorizado,40146.653710759885
389,Modo Não Motorizado,36716.75605645937
390,Coletivo,4800.0518905266545
390,Individual,6499.065562792517
390,Modo Motorizado,11299.117453319172
390,Modo Não Motorizado,4457.168067176747
391,Coletivo,44774.841531393075
391,Individual,28827.488425981534
391,Modo Motorizado,73602.3299573746
391,Modo Não Motorizado,38976.32008608461
392,Coletivo,977.5650447747068
392,Individual,0
392,Modo Motorizado,977.5650447747068
392,Modo Não Motorizado,0
393,Coletivo,39585.07560136614
393,Individual,40737.56789186994
393,Modo Motorizado,80322.64349323607
393,Modo Não Motorizado,61486.60734588973
394,Coletivo,9480.045016993126
394,Individual,7964.759606360215
394,Modo Motorizado,17444.804623353342
394,Modo Não Motorizado,17446.67332335215
395,Coletivo,47090.444882932075
395,Individual,34042.43958240861
395,Modo Motorizado,81132.88446534068
395,Modo Não Motorizado,66556.70442053495
396,Coletivo,45281.083478040644
396,Individual,58759.735467312974
396,Modo Motorizado,104040.81894535362
396,Modo Não Motorizado,87143.97278935486
397,Coletivo,42589.918973346794
397,Individual,24171.20549604338
397,Modo Motorizado,66761.12446939017
397,Modo Não Motorizado,51616.33101073385
398,Coletivo,29421.023519692913
398,Individual,48154.62151221504
398,Modo Motorizado,77575.64503190794
398,Modo Não Motorizado,74015.98901711691
399,Coletivo,29705.29514688895
399,Individual,11686.84822279897
399,Modo Motorizado,41392.143369687925
399,Modo Não Motorizado,36486.10048846381
400,Coletivo,50328.80756291019
400,Individual,33156.801358290075
400,Modo Motorizado,83485.60892120027
