COD_ZONA,FAIXA_RENDA,QTD
152,7.632 a 11.448,776.2540703823533
152,mais de 11.448,1274.524809352942
153,até 1.908,738.4337531969692
153,1.908 a 3.816,2498.8043336666665
153,3.816 a 7.632,8107.165895248568
153,7.632 a 11.448,2088.381667671989
153,mais de 11.448,2851.211947774366
154,até 1.908,7879.247261809901
154,1.908 a 3.816,11908.37156007006
154,3.816 a 7.632,12991.525597751286
154,7.632 a 11.448,5210.748503957466
154,mais de 11.448,7475.106754869056
155,até 1.908,8287.781249782993
155,1.908 a 3.816,16705.983027866518
155,3.816 a 7.632,5700.87562124303
155,7.632 a 11.448,1547.3649545660369
155,mais de 11.448,0
156,até 1.908,10427.741852756864
156,1.908 a 3.816,15311.859730749025
156,3.816 a 7.632,17831.475973584318
156,7.632 a 11.448,338.93203200000016
156,mais de 11.448,0
157,até 1.908,1769.8531573371113
157,1.908 a 3.816,9403.346598403841
157,3.816 a 7.632,7136.658146730695
157,7.632 a 11.448,1319.1463625282045
157,mais de 11.448,0
158,até 1.908,11745.567625438774
158,1.908 a 3.816,16980.780355927713
158,3.816 a 7.632,21815.711514698985
158,7.632 a 11.448,4254.682317559523
158,mais de 11.448,5662.251417198982
159,até 1.908,19864.000463355667
159,1.908 a 3.816,25254.06351594436
159,3.816 a 7.632,16672.767516713477
159,7.632 a 11.448,1987.6887961827952
159,mais de 11.448,392.4747766666668
160,até 1.908,8954.273689407051
160,1.908 a 3.816,24110.100869521146
160,3.816 a 7.632,9916.224403042945
160,7.632 a 11.448,4301.738693217948
160,mais de 11.448,3389.670194625002
161,até 1.908,14078.611962986366
161,1.908 a 3.816,25607.257868251512
161,3.816 a 7.632,5771.434061221974
161,7.632 a 11.448,0
161,mais de 11.448,1839.6933397500002
162,até 1.908,1553.7452541026394
162,1.908 a 3.816,9207.157060834972
162,3.816 a 7.632,3662.2630823538607
162,7.632 a 11.448,369.70338656603803
162,mais de 11.448,1049.1311782641517
163,até 1.908,3288.0186008138394
163,1.908 a 3.816,15136.887995769554
163,3.816 a 7.632,17535.57968317693
163,7.632 a 11.448,7346.388023573139
163,mais de 11.448,4212.131029916804
164,até 1.908,760.3305590238099
164,1.908 a 3.816,2315.318235738095
164,3.816 a 7.632,2694.0750862619047
164,7.632 a 11.448,79.27405200000011
164,mais de 11.448,0
165,até 1.908,596.5045478172043
165,1.908 a 3.816,721.3455836036869
165,3.816 a 7.632,1596.364016709679
165,7.632 a 11.448,160.9050903870968
165,mais de 11.448,108.88005958064518
166,até 1.908,0
166,1.908 a 3.816,9691.531770382986
166,3.816 a 7.632,18007.675633324754
166,7.632 a 11.448,5176.787334823061
166,mais de 11.448,0
167,até 1.908,1971.5425296677204
167,1.908 a 3.816,2739.3472821518967
167,3.816 a 7.632,9657.015950892393
167,7.632 a 11.448,2362.381271462022
167,mais de 11.448,709.7112776962016
168,até 1.908,1403.9936127532478
168,1.908 a 3.816,6734.59135628572
168,3.816 a 7.632,11879.059686415594
168,7.632 a 11.448,982.6244530909091
168,mais de 11.448,1501.729362
169,até 1.908,1765.7121322419098
169,1.908 a 3.816,5665.412479761739
169,3.816 a 7.632,6306.223180401714
169,7.632 a 11.448,6076.995110859728
169,mais de 11.448,2645.6554074354867
170,até 1.908,8123.130880747385
170,1.908 a 3.816,16181.888465978538
170,3.816 a 7.632,7847.773439363126
170,7.632 a 11.448,1343.0235119047602
170,mais de 11.448,1197.1828666666652
171,até 1.908,6355.056933345323
171,1.908 a 3.816,20675.084077984007
171,3.816 a 7.632,6989.401748275115
171,7.632 a 11.448,4656.532183393287
171,mais de 11.448,1989.9287169659449
172,até 1.908,2046.8807656222348
172,1.908 a 3.816,10560.50828805098
172,3.816 a 7.632,9191.939321049653
172,7.632 a 11.448,4550.849042520268
172,mais de 11.448,437.82785395454516
173,até 1.908,3627.242729782738
173,1.908 a 3.816,11633.269150076
173,3.816 a 7.632,10601.519777977559
173,7.632 a 11.448,0
173,mais de 11.448,955.9643221041658
174,até 1.908,5278.668941633702
174,1.908 a 3.816,36489.5009877145
174,3.816 a 7.632,7117.832530255179
174,7.632 a 11.448,0
174,mais de 11.448,0
175,até 1.908,7525.21965642857
175,1.908 a 3.816,13590.892227749218
175,3.816 a 7.632,9799.80626707302
175,7.632 a 11.448,876.0782559999997
175,mais de 11.448,0
176,até 1.908,6446.4845365878755
176,1.908 a 3.816,24305.5236956089
176,3.816 a 7.632,13289.769956324602
176,7.632 a 11.448,2786.223098933333
176,mais de 11.448,0
177,até 1.908,3847.8454404222357
177,1.908 a 3.816,5727.683974269254
177,3.816 a 7.632,608.4714129648141
177,7.632 a 11.448,0
177,mais de 11.448,0
178,até 1.908,0
178,1.908 a 3.816,0
178,3.816 a 7.632,0
178,7.632 a 11.448,0
178,mais de 11.448,0
179,até 1.908,0
179,1.908 a 3.816,0
179,3.816 a 7.632,0
179,7.632 a 11.448,0
179,mais de 11.448,0
180,até 1.908,10077.823254526318
180,1.908 a 3.816,40364.88861840574
180,3.816 a 7.632,18778.215527324344
180,7.632 a 11.448,1772.081870222222
180,mais de 11.448,115.98854199999997
181,até 1.908,10809.046967442902
181,1.908 a 3.816,20285.968163938895
181,3.816 a 7.632,9157.78544724206
181,7.632 a 11.448,5522.215604607744
181,mais de 11.448,824.9725296623367
182,até 1.908,4523.919866918753
182,1.908 a 3.816,18736.138290087158
182,3.816 a 7.632,17651.444510860114
182,7.632 a 11.448,3584.051282571079
182,mais de 11.448,2450.454017949864
183,até 1.908,5465.474942777917
183,1.908 a 3.816,25253.479097431133
183,3.816 a 7.632,11983.960468492194
183,7.632 a 11.448,956.0842281428555
183,mais de 11.448,0
184,até 1.908,6049.337370441945
184,1.908 a 3.816,12424.548892956836
184,3.816 a 7.632,5256.471650626816
184,7.632 a 11.448,993.6390612727281
184,mais de 11.448,0
185,até 1.908,14236.561666991716
185,1.908 a 3.816,13232.738064265506
185,3.816 a 7.632,1659.6927025120585
185,7.632 a 11.448,0
185,mais de 11.448,0
186,até 1.908,1700.574203464773
186,1.908 a 3.816,6805.659624605562
186,3.816 a 7.632,2604.2993667634346
186,7.632 a 11.448,206.28618120000016
186,mais de 11.448,430.17921771701873
187,até 1.908,15931.247602907426
187,1.908 a 3.816,26345.736881856166
187,3.816 a 7.632,5986.025973042395
187,7.632 a 11.448,0
187,mais de 11.448,0
188,até 1.908,13015.820042517142
188,1.908 a 3.816,10573.48279353689
188,3.816 a 7.632,5240.081152393897
188,7.632 a 11.448,1067.4481519402975
188,mais de 11.448,1185.1596838805963
189,até 1.908,8689.364930684123
189,1.908 a 3.816,33462.30565687703
189,3.816 a 7.632,4275.699506945457
189,7.632 a 11.448,508.0369550675002
189,mais de 11.448,1789.5925293600008
190,até 1.908,4093.11639785881
190,1.908 a 3.816,17422.823151411612
190,3.816 a 7.632,9990.075604714453
190,7.632 a 11.448,1029.4977829508207
190,mais de 11.448,1212.485154193549
191,até 1.908,0
191,1.908 a 3.816,0
191,3.816 a 7.632,0
191,7.632 a 11.448,0
191,mais de 11.448,0
192,até 1.908,2831.223973156287
192,1.908 a 3.816,21301.009526704493
192,3.816 a 7.632,13565.656504302598
192,7.632 a 11.448,748.4183691891892
192,mais de 11.448,506.6859443478266
193,até 1.908,8701.385983982713
193,1.908 a 3.816,7906.136187631646
193,3.816 a 7.632,7017.793972313479
193,7.632 a 11.448,2039.6824590768188
193,mais de 11.448,0
194,até 1.908,9068.563172746663
194,1.908 a 3.816,12929.576867896
194,3.816 a 7.632,3846.8601378665453
194,7.632 a 11.448,0
194,mais de 11.448,0
195,até 1.908,14918.551039422346
195,1.908 a 3.816,15146.911613136432
195,3.816 a 7.632,3397.1928433257744
195,7.632 a 11.448,2421.671718974571
195,mais de 11.448,1162.666814164949
196,até 1.908,5839.232936943403
196,1.908 a 3.816,23854.561151961203
196,3.816 a 7.632,5667.941063236226
196,7.632 a 11.448,0
196,mais de 11.448,628.2565552941176
197,até 1.908,5207.674273274038
197,1.908 a 3.816,11758.664247329336
197,3.816 a 7.632,5204.272620072917
197,7.632 a 11.448,1639.3698174999995
197,mais de 11.448,314.0218238333333
198,até 1.908,4765.32152714286
198,1.908 a 3.816,17492.721472547644
198,3.816 a 7.632,6126.77036369524
198,7.632 a 11.448,433.96471200000036
198,mais de 11.448,666.2139097619046
199,até 1.908,29921.217563666647
199,1.908 a 3.816,44128.89559215748
199,3.816 a 7.632,22457.355184043965
199,7.632 a 11.448,1824.2139252271052
199,mais de 11.448,3418.283495384617
200,até 1.908,8477.408022606392
200,1.908 a 3.816,16081.240457951273
200,3.816 a 7.632,7600.194541696445
200,7.632 a 11.448,1137.1502538441177
200,mais de 11.448,0
201,até 1.908,19711.203328345007
201,1.908 a 3.816,36506.028378407726
201,3.816 a 7.632,15710.624368879433
201,7.632 a 11.448,2739.1491715760885
201,mais de 11.448,0
202,até 1.908,12407.177603661763
202,1.908 a 3.816,53048.454163572926
202,3.816 a 7.632,8742.019311400321
202,7.632 a 11.448,3432.341877
202,mais de 11.448,0
203,até 1.908,11173.387720249628
203,1.908 a 3.816,35017.30541029166
203,3.816 a 7.632,10457.69109472091
203,7.632 a 11.448,408.62841458083807
203,mais de 11.448,0
204,até 1.908,51112.41054928263
204,1.908 a 3.816,56446.37727017289
204,3.816 a 7.632,7520.2006412652545
204,7.632 a 11.448,0
204,mais de 11.448,0
205,até 1.908,30157.346839015525
205,1.908 a 3.816,67142.91160589572
205,3.816 a 7.632,9414.493445554323
205,7.632 a 11.448,678.2664191818182
205,mais de 11.448,0
206,até 1.908,13892.184929072095
206,1.908 a 3.816,25046.983562397527
206,3.816 a 7.632,6975.8276225806385
206,7.632 a 11.448,0
206,mais de 11.448,0
207,até 1.908,22196.342276697356
207,1.908 a 3.816,42037.01108983653
207,3.816 a 7.632,14792.65767993495
207,7.632 a 11.448,0
207,mais de 11.448,0
208,até 1.908,9824.237870590912
208,1.908 a 3.816,16451.952383312127
208,3.816 a 7.632,13303.76967010304
208,7.632 a 11.448,2939.0435011939417
208,mais de 11.448,0
209,até 1.908,7060.008652681907
209,1.908 a 3.816,20958.006971431674
209,3.816 a 7.632,7793.457720090469
209,7.632 a 11.448,6072.918969678281
209,mais de 11.448,307.6048922236148
210,até 1.908,753.687301037574
210,1.908 a 3.816,10593.164345141835
210,3.816 a 7.632,10670.947222354096
210,7.632 a 11.448,7106.333494542187
210,mais de 11.448,3045.8697338681586
211,até 1.908,11175.441748930403
211,1.908 a 3.816,25555.353551531127
211,3.816 a 7.632,22327.29466817582
211,7.632 a 11.448,1547.180088
211,mais de 11.448,1556.7180143589744
212,até 1.908,12028.786470816289
212,1.908 a 3.816,19515.337245568506
212,3.816 a 7.632,8421.207529495865
212,7.632 a 11.448,2056.669028426151
212,mais de 11.448,0
213,até 1.908,6114.852795515386
213,1.908 a 3.816,18544.409908776943
213,3.816 a 7.632,17808.826883350015
213,7.632 a 11.448,2089.8992724000022
213,mais de 11.448,0
214,até 1.908,8704.297558363582
214,1.908 a 3.816,9077.863475973332
214,3.816 a 7.632,7633.384032630799
214,7.632 a 11.448,616.4515972394364
214,mais de 11.448,0
215,até 1.908,7402.892662934381
215,1.908 a 3.816,19253.236017256375
215,3.816 a 7.632,9730.107123103011
215,7.632 a 11.448,2808.7582467130414
215,mais de 11.448,0
216,até 1.908,4441.18166091881
216,1.908 a 3.816,21757.59492990625
216,3.816 a 7.632,10790.618995906536
216,7.632 a 11.448,1161.0458308860743
216,mais de 11.448,2137.5561005696172
217,até 1.908,5944.635951250242
217,1.908 a 3.816,11647.829324382943
217,3.816 a 7.632,14536.466844003919
217,7.632 a 11.448,526.0069921489367
217,mais de 11.448,426.0652149361706
218,até 1.908,6096.386913184173
218,1.908 a 3.816,45313.06396787698
218,3.816 a 7.632,16924.54430093214
218,7.632 a 11.448,0
218,mais de 11.448,0
219,até 1.908,18596.90579449578
219,1.908 a 3.816,18764.816639307803
219,3.816 a 7.632,17113.279197733067
219,7.632 a 11.448,0
219,mais de 11.448,0
220,até 1.908,9638.990304850502
220,1.908 a 3.816,12217.699658784883
220,3.816 a 7.632,10255.008425538412
220,7.632 a 11.448,962.2509721212123
220,mais de 11.448,1436.0511954010694
221,até 1.908,6797.526484628344
221,1.908 a 3.816,18595.728365700907
221,3.816 a 7.632,12265.74779161091
221,7.632 a 11.448,5261.856536124126
221,mais de 11.448,1495.1349414772735
222,até 1.908,6840.894245661697
222,1.908 a 3.816,19498.955720440616
222,3.816 a 7.632,11521.427061188235
222,7.632 a 11.448,5184.703451489001
222,mais de 11.448,1466.013885736573
223,até 1.908,6023.729929035322
223,1.908 a 3.816,15435.73944936191
223,3.816 a 7.632,5032.525321691413
223,7.632 a 11.448,0
223,mais de 11.448,0
224,até 1.908,0
224,1.908 a 3.816,0
224,3.816 a 7.632,0
224,7.632 a 11.448,0
224,mais de 11.448,0
225,até 1.908,8249.143151458356
225,1.908 a 3.816,20269.21618777536
225,3.816 a 7.632,2352.495862193374
225,7.632 a 11.448,947.1456519571008
225,mais de 11.448,0
226,até 1.908,13620.068115463497
226,1.908 a 3.816,66965.30627960211
226,3.816 a 7.632,21692.640691952784
226,7.632 a 11.448,0
226,mais de 11.448,0
227,até 1.908,10207.478424988534
227,1.908 a 3.816,35080.829701990835
227,3.816 a 7.632,18680.685701892417
227,7.632 a 11.448,0
227,mais de 11.448,0
228,até 1.908,15155.153584712378
228,1.908 a 3.816,18689.195901313364
228,3.816 a 7.632,10475.66598133661
228,7.632 a 11.448,0
228,mais de 11.448,0
229,até 1.908,51402.748323736945
229,1.908 a 3.816,74159.39373112735
229,3.816 a 7.632,27303.85448116799
229,7.632 a 11.448,0
229,mais de 11.448,0
230,até 1.908,15328.181162319204
230,1.908 a 3.816,43741.6755375538
230,3.816 a 7.632,17500.4815352577
230,7.632 a 11.448,551.6802558461546
230,mais de 11.448,0
231,até 1.908,6276.464183407913
231,1.908 a 3.816,21028.50271734871
231,3.816 a 7.632,7301.760420907908
231,7.632 a 11.448,691.2745484210525
231,mais de 11.448,0
232,até 1.908,4740.32867088658
232,1.908 a 3.816,25407.775785787
232,3.816 a 7.632,11995.492844999122
232,7.632 a 11.448,70.40776959999998
232,mais de 11.448,0
233,até 1.908,19716.48962491669
233,1.908 a 3.816,28424.490239070554
233,3.816 a 7.632,12864.359035217956
233,7.632 a 11.448,6255.67285739744
233,mais de 11.448,0
234,até 1.908,22045.986674574473
234,1.908 a 3.816,46165.6251811796
234,3.816 a 7.632,465.292890940542
234,7.632 a 11.448,2149.0890600000066
234,mais de 11.448,0
235,até 1.908,30574.902836264864
235,1.908 a 3.816,37893.52421841122
235,3.816 a 7.632,14491.852386503224
235,7.632 a 11.448,2448.736287411765
235,mais de 11.448,0
236,até 1.908,749.4323109717387
236,1.908 a 3.816,1296.402805932608
236,3.816 a 7.632,5259.523689607069
236,7.632 a 11.448,3193.6065459092392
236,mais de 11.448,1558.0353596217383
237,até 1.908,233.10161286096817
237,1.908 a 3.816,2588.104570757424
237,3.816 a 7.632,4353.274531748238
237,7.632 a 11.448,742.723950542905
237,mais de 11.448,257.79470199000093
238,até 1.908,3105.0142596018823
238,1.908 a 3.816,6298.8768935266435
238,3.816 a 7.632,6355.925472489026
238,7.632 a 11.448,2633.2634834012547
238,mais de 11.448,866.9236208181817
239,até 1.908,193.62583180555555
239,1.908 a 3.816,7003.980345553566
239,3.816 a 7.632,6886.013074950393
239,7.632 a 11.448,978.8843610416666
239,mais de 11.448,417.4971535238095
240,até 1.908,1024.5176084848488
240,1.908 a 3.816,7511.276077312354
240,3.816 a 7.632,8335.885514332866
240,7.632 a 11.448,1325.13206375944
240,mais de 11.448,1192.1850505902091
241,até 1.908,1764.9752352280118
241,1.908 a 3.816,4394.920012026043
241,3.816 a 7.632,3060.0957957196347
241,7.632 a 11.448,0
241,mais de 11.448,452.00644290212847
242,até 1.908,7933.708996663661
242,1.908 a 3.816,10322.284301459458
242,3.816 a 7.632,6759.800489007458
242,7.632 a 11.448,2096.2007428477236
242,mais de 11.448,0
243,até 1.908,7017.069749728794
243,1.908 a 3.816,17796.778635127608
243,3.816 a 7.632,18762.242365063328
243,7.632 a 11.448,1202.9140824666663
243,mais de 11.448,0
244,até 1.908,17071.063713504467
244,1.908 a 3.816,33133.52684960534
244,3.816 a 7.632,9176.505061476686
244,7.632 a 11.448,1827.20596613986
244,mais de 11.448,1095.6933657307693
245,até 1.908,5246.339187569437
245,1.908 a 3.816,9132.372986410226
245,3.816 a 7.632,7346.810970147509
245,7.632 a 11.448,2563.3740724099457
245,mais de 11.448,302.10674235849024
246,até 1.908,3420.114911086579
246,1.908 a 3.816,16843.013985090056
246,3.816 a 7.632,9287.269776847616
246,7.632 a 11.448,422.60017068571426
246,mais de 11.448,0
247,até 1.908,12395.311052222945
247,1.908 a 3.816,35436.144971650436
247,3.816 a 7.632,44172.442979192754
247,7.632 a 11.448,2198.4093785574432
247,mais de 11.448,4560.700541585577
248,até 1.908,0
248,1.908 a 3.816,0
248,3.816 a 7.632,0
248,7.632 a 11.448,0
248,mais de 11.448,0
249,até 1.908,10402.630067462376
249,1.908 a 3.816,20742.018862418412
249,3.816 a 7.632,9186.119037246797
249,7.632 a 11.448,6188.941308551721
249,mais de 11.448,295.30002173913044
250,até 1.908,830.4133377172826
250,1.908 a 3.816,6151.457944128656
250,3.816 a 7.632,9796.073903958108
250,7.632 a 11.448,2305.651038945518
250,mais de 11.448,95.40270993506495
251,até 1.908,1787.9884466818194
251,1.908 a 3.816,9436.81339261364
251,3.816 a 7.632,9650.256867386366
251,7.632 a 11.448,3282.719567204546
251,mais de 11.448,226.2247312499999
252,até 1.908,5646.157250294542
252,1.908 a 3.816,11069.44051860549
252,3.816 a 7.632,4040.285142760212
252,7.632 a 11.448,372.3322682051283
252,mais de 11.448,1360.7834213793117
253,até 1.908,2223.5637935132
253,1.908 a 3.816,2212.4425522230586
253,3.816 a 7.632,443.92351870905355
253,7.632 a 11.448,188.06938876632074
253,mais de 11.448,0
254,até 1.908,3531.096458197412
254,1.908 a 3.816,7451.8618289221895
254,3.816 a 7.632,16982.44864188367
254,7.632 a 11.448,2878.3500529154453
254,mais de 11.448,3230.248280901469
255,até 1.908,13910.941469457164
255,1.908 a 3.816,34221.032872432246
255,3.816 a 7.632,15093.77420141709
255,7.632 a 11.448,2275.2431849999994
255,mais de 11.448,0
256,até 1.908,8207.635177547
256,1.908 a 3.816,14945.645066307676
256,3.816 a 7.632,5835.198578632476
256,7.632 a 11.448,398.4490099145298
256,mais de 11.448,82.07360000000003
257,até 1.908,8981.815174647305
257,1.908 a 3.816,19836.702036585746
257,3.816 a 7.632,14301.552073834106
257,7.632 a 11.448,999.9212334942549
257,mais de 11.448,0
258,até 1.908,20420.717141380323
258,1.908 a 3.816,36825.35675352906
258,3.816 a 7.632,12118.918129849093
258,7.632 a 11.448,0
258,mais de 11.448,0
259,até 1.908,5516.932886674466
259,1.908 a 3.816,27332.864457105632
259,3.816 a 7.632,5094.20292505098
259,7.632 a 11.448,0
259,mais de 11.448,0
260,até 1.908,14380.268852036479
260,1.908 a 3.816,20752.73740456106
260,3.816 a 7.632,10891.995059567653
260,7.632 a 11.448,0
260,mais de 11.448,0
261,até 1.908,14418.381827965997
261,1.908 a 3.816,17548.354261540702
261,3.816 a 7.632,24349.26170605748
261,7.632 a 11.448,0
261,mais de 11.448,0
262,até 1.908,14780.616766553847
262,1.908 a 3.816,57266.973231846176
262,3.816 a 7.632,12259.010598261542
262,7.632 a 11.448,0
262,mais de 11.448,875.417085
263,até 1.908,14370.44135597966
263,1.908 a 3.816,40087.90556602615
263,3.816 a 7.632,8753.645805310183
263,7.632 a 11.448,0
263,mais de 11.448,0
264,até 1.908,11304.857263575603
264,1.908 a 3.816,30182.973875135012
264,3.816 a 7.632,25460.15802555802
264,7.632 a 11.448,0
264,mais de 11.448,0
265,até 1.908,12372.108509500566
265,1.908 a 3.816,12439.501388275012
265,3.816 a 7.632,14275.64736653079
265,7.632 a 11.448,5159.73701251539
265,mais de 11.448,0
266,até 1.908,4393.122545371125
266,1.908 a 3.816,11292.787737771321
266,3.816 a 7.632,3073.0925511313
266,7.632 a 11.448,0
266,mais de 11.448,0
267,até 1.908,3368.3468730367963
267,1.908 a 3.816,13336.309662285004
267,3.816 a 7.632,7621.3053477078
267,7.632 a 11.448,134.8110321818184
267,mais de 11.448,748.229145818183
268,até 1.908,661.3365441380914
268,1.908 a 3.816,1573.5182736609422
268,3.816 a 7.632,4570.997490708294
268,7.632 a 11.448,2665.676064627772
268,mais de 11.448,4503.471717059702
269,até 1.908,1118.3257167692304
269,1.908 a 3.816,2602.8303148291357
269,3.816 a 7.632,8591.484924713055
269,7.632 a 11.448,4970.581344863305
269,mais de 11.448,4175.781517338127
270,até 1.908,0
270,1.908 a 3.816,1610.290670289925
270,3.816 a 7.632,5281.5200883249945
270,7.632 a 11.448,1236.4315765472775
270,mais de 11.448,1165.7576327886975
271,até 1.908,0
271,1.908 a 3.816,0
271,3.816 a 7.632,0
271,7.632 a 11.448,0
271,mais de 11.448,0
272,até 1.908,1338.1051355428588
272,1.908 a 3.816,6233.548277628569
272,3.816 a 7.632,9376.918077571434
272,7.632 a 11.448,2254.403165228571
272,mais de 11.448,303.02792249999936
273,até 1.908,4850.161458961038
273,1.908 a 3.816,30545.6149378852
273,3.816 a 7.632,19489.63614296189
273,7.632 a 11.448,4291.841313189061
273,mais de 11.448,2298.731376136364
274,até 1.908,1089.4552577291677
274,1.908 a 3.816,13589.35109179808
274,3.816 a 7.632,12819.355901668814
274,7.632 a 11.448,6901.807705881416
274,mais de 11.448,1426.027546791667
275,até 1.908,1806.960487635841
275,1.908 a 3.816,6486.376434632687
275,3.816 a 7.632,20290.005322845984
275,7.632 a 11.448,4770.279995385814
275,mais de 11.448,4885.377825098906
276,até 1.908,13124.320709153075
276,1.908 a 3.816,39988.24873861422
276,3.816 a 7.632,34552.86436635273
276,7.632 a 11.448,2747.090358520411
276,mais de 11.448,2192.4618062959216
277,até 1.908,11394.240166365214
277,1.908 a 3.816,21745.482484170247
277,3.816 a 7.632,18977.963194652497
277,7.632 a 11.448,6982.379726049546
277,mais de 11.448,351.93583310810743
278,até 1.908,35765.51364740039
278,1.908 a 3.816,74884.60294927027
278,3.816 a 7.632,26869.141407208415
278,7.632 a 11.448,1319.727907476563
278,mais de 11.448,0
279,até 1.908,24172.52190996646
279,1.908 a 3.816,53596.83881190398
279,3.816 a 7.632,5732.647301042617
279,7.632 a 11.448,0
279,mais de 11.448,0
280,até 1.908,470.23167870646853
280,1.908 a 3.816,5401.928543573913
280,3.816 a 7.632,9559.928988678326
280,7.632 a 11.448,3134.08923548623
280,mais de 11.448,1547.8237413334305
281,até 1.908,1588.341108196079
281,1.908 a 3.816,5521.614960021502
281,3.816 a 7.632,19044.76571656708
281,7.632 a 11.448,6836.1133243209915
281,mais de 11.448,8031.159478441857
282,até 1.908,6771.337445859652
282,1.908 a 3.816,10918.585436824562
282,3.816 a 7.632,14473.869771287287
282,7.632 a 11.448,1375.9507893750024
282,mais de 11.448,250.25053958333342
283,até 1.908,1821.7848514661289
283,1.908 a 3.816,2730.681127375907
283,3.816 a 7.632,5121.496753119737
283,7.632 a 11.448,774.4118467948713
283,mais de 11.448,235.6279797948716
284,até 1.908,9846.51317124268
284,1.908 a 3.816,26679.449269695662
284,3.816 a 7.632,12363.749845885628
284,7.632 a 11.448,825.8137953431952
284,mais de 11.448,1285.4754324538792
285,até 1.908,21027.070760574217
285,1.908 a 3.816,59815.829498958556
285,3.816 a 7.632,22902.673333621264
285,7.632 a 11.448,2534.398303125
285,mais de 11.448,0
286,até 1.908,800.4754270522355
286,1.908 a 3.816,2473.220976050406
286,3.816 a 7.632,5144.816364409721
286,7.632 a 11.448,0
286,mais de 11.448,700.4892470625
287,até 1.908,2817.5192354068836
287,1.908 a 3.816,10876.757456114281
287,3.816 a 7.632,9783.20242786956
287,7.632 a 11.448,668.771953607007
287,mais de 11.448,3130.7532467310934
288,até 1.908,5221.863162794412
288,1.908 a 3.816,11334.992802418628
288,3.816 a 7.632,4702.273328745202
288,7.632 a 11.448,118.09344224999997
288,mais de 11.448,452.7756098191492
289,até 1.908,10795.01680013574
289,1.908 a 3.816,13718.382360764912
289,3.816 a 7.632,17247.1033026148
289,7.632 a 11.448,5788.497060883165
289,mais de 11.448,0
290,até 1.908,6245.009762492648
290,1.908 a 3.816,43315.58768875008
290,3.816 a 7.632,6504.395148044121
290,7.632 a 11.448,0
290,mais de 11.448,0
291,até 1.908,11723.52968535785
291,1.908 a 3.816,34758.28060661686
291,3.816 a 7.632,22846.665645157136
291,7.632 a 11.448,4122.147290810707
291,mais de 11.448,2358.3918365584414
292,até 1.908,23783.583113652374
292,1.908 a 3.816,15727.630940233335
292,3.816 a 7.632,25236.075452814282
292,7.632 a 11.448,885.6988203809527
292,mais de 11.448,0
293,até 1.908,27502.966624660978
293,1.908 a 3.816,42983.110326263835
293,3.816 a 7.632,9710.667166463163
293,7.632 a 11.448,1914.7635212340413
293,mais de 11.448,3919.4903573076963
294,até 1.908,27736.63823018743
294,1.908 a 3.816,81283.98345357414
294,3.816 a 7.632,4456.39255316668
294,7.632 a 11.448,0
294,mais de 11.448,0
295,até 1.908,30378.09120581358
295,1.908 a 3.816,56296.563886610435
295,3.816 a 7.632,25655.583706770285
295,7.632 a 11.448,1849.7510014313361
295,mais de 11.448,0
296,até 1.908,2060.8510910758064
296,1.908 a 3.816,2087.1485593580646
296,3.816 a 7.632,0
296,7.632 a 11.448,0
296,mais de 11.448,0
297,até 1.908,479.31132205377054
297,1.908 a 3.816,1003.4292094066634
297,3.816 a 7.632,971.6481330770177
297,7.632 a 11.448,99.65677952900924
297,mais de 11.448,352.95481315328533
298,até 1.908,55315.14927968724
298,1.908 a 3.816,70909.36198140861
298,3.816 a 7.632,14679.839174208204
298,7.632 a 11.448,4743.663904218057
298,mais de 11.448,0
299,até 1.908,3060.017531542555
299,1.908 a 3.816,3581.095633882982
299,3.816 a 7.632,1133.0297573936177
299,7.632 a 11.448,588.8549291489364
299,mais de 11.448,0
300,até 1.908,556.0315637368415
300,1.908 a 3.816,5114.125062762129
300,3.816 a 7.632,14894.087860673606
300,7.632 a 11.448,7416.342302191725
300,mais de 11.448,6924.424141962401
301,até 1.908,337.7969224171113
301,1.908 a 3.816,656.1120205828856
301,3.816 a 7.632,5114.851174010683
301,7.632 a 11.448,2835.08422171122
301,mais de 11.448,3539.1576638983843
302,até 1.908,582.3543165392856
302,1.908 a 3.816,2996.1995216392834
302,3.816 a 7.632,3958.77261383928
302,7.632 a 11.448,6017.229942785707
302,mais de 11.448,2832.4442327142824
303,até 1.908,357.1744074320421
303,1.908 a 3.816,4192.447778252393
303,3.816 a 7.632,4548.218475724199
303,7.632 a 11.448,896.0672380191596
303,mais de 11.448,331.0908768583001
304,até 1.908,12988.739956340054
304,1.908 a 3.816,53502.32464029541
304,3.816 a 7.632,8687.195054960748
304,7.632 a 11.448,3459.735144308177
304,mais de 11.448,0
305,até 1.908,19044.944380398098
305,1.908 a 3.816,82567.8859733286
305,3.816 a 7.632,25353.59480925885
305,7.632 a 11.448,324.58567958155896
305,mais de 11.448,0
306,até 1.908,18820.003732245117
306,1.908 a 3.816,48909.244604360305
306,3.816 a 7.632,14479.732306455895
306,7.632 a 11.448,0
306,mais de 11.448,0
307,até 1.908,22365.633191613106
307,1.908 a 3.816,56023.25644759219
307,3.816 a 7.632,23951.858106657037
307,7.632 a 11.448,2075.2746526885235
307,mais de 11.448,0
308,até 1.908,19759.261619487555
308,1.908 a 3.816,19429.161734373607
308,3.816 a 7.632,2690.5864938837162
308,7.632 a 11.448,0
308,mais de 11.448,0
309,até 1.908,22295.067318111855
