COD_ZONA,TEMPO_MEDIO_VIAGEM,QTD
242,Coletivo,70.96369119715791
242,Individual,28.546597208847327
242,A pé,16.219496344146165
242,Bicicleta,19.489693261489826
243,Coletivo,44.55710704058057
243,Individual,25.075927089245518
243,A pé,10.82309118051882
243,Bicicleta,15
244,Coletivo,55.38500615102067
244,Individual,17.959690108194156
244,A pé,15.823394158997973
244,Bicicleta,10
245,Coletivo,56.27223349412825
245,Individual,34.62989185458031
245,A pé,15.49772142799164
245,Bicicleta,0
246,Coletivo,43.23381253354416
246,Individual,25.069797677513392
246,A pé,14.476512455294076
246,Bicicleta,0
247,Coletivo,55.2161394613653
247,Individual,26.136959208035446
247,A pé,11.291208140907672
247,Bicicleta,0
248,Coletivo,106.48505100346149
248,Individual,55.529652607848455
248,A pé,20
248,Bicicleta,15
249,Coletivo,48.156063931223756
249,Individual,18.595220715623544
249,A pé,14.649761276294088
249,Bicicleta,15
250,Coletivo,58.18200796843823
250,Individual,27.374396863154576
250,A pé,13.978282511923204
250,Bicicleta,20
251,Coletivo,59.67705419262304
251,Individual,26.166395241422485
251,A pé,11.28034004100275
251,Bicicleta,0
252,Coletivo,48.18146260906756
252,Individual,27.403082685809494
252,A pé,11.939092456365707
252,Bicicleta,0
253,Coletivo,70.41649001423455
253,Individual,27.770888200052998
253,A pé,13.838382622577338
253,Bicicleta,20.406695255222022
254,Coletivo,63.37275181206563
254,Individual,22.26601069596803
254,A pé,11.1896790002231
254,Bicicleta,15
255,Coletivo,64.30074231166064
255,Individual,16.936220787314788
255,A pé,11.656387974441193
255,Bicicleta,18.398938962521495
256,Coletivo,61.86700285832295
256,Individual,21.45033852011661
256,A pé,18.048965910214193
256,Bicicleta,0
257,Coletivo,54.501721787193674
257,Individual,27.387231821371863
257,A pé,12.531347164373033
257,Bicicleta,0
258,Coletivo,53.199708252380034
258,Individual,23.0325700850818
258,A pé,14.132281106704317
258,Bicicleta,29.686621163209637
259,Coletivo,47.34223657609256
259,Individual,19.775980691444236
259,A pé,11.867423106125749
259,Bicicleta,20
260,Coletivo,68.4112940559159
260,Individual,31.06204466588673
260,A pé,16.386897247697227
260,Bicicleta,15.229327736599515
261,Coletivo,48.6017932317652
261,Individual,20.535961177218198
261,A pé,12.414283219298879
261,Bicicleta,5
262,Coletivo,59.411636433645555
262,Individual,20.597412826700037
262,A pé,16.45199483917714
262,Bicicleta,45.21389016616255
263,Coletivo,54.06444327385202
263,Individual,29.139905949658104
263,A pé,15.566405479517286
263,Bicicleta,0
264,Coletivo,60.01407507696865
264,Individual,31.61911435786099
264,A pé,13.34572710805845
264,Bicicleta,31.983525252990624
265,Coletivo,56.321822840546886
265,Individual,21.069261100273785
265,A pé,10.741196301831152
265,Bicicleta,0
266,Coletivo,58.19162613266656
266,Individual,38.96642717632434
266,A pé,15.447446725036475
266,Bicicleta,0
267,Coletivo,56.96916168901376
267,Individual,27.577869644619696
267,A pé,16.189264485346197
267,Bicicleta,20
268,Coletivo,52.340606033277794
268,Individual,28.86750781198535
268,A pé,11.993426312504997
268,Bicicleta,19.887538356043
269,Coletivo,75.33111110899512
269,Individual,23.88230883004776
269,A pé,10.179875378006656
269,Bicicleta,12.325450181138407
270,Coletivo,61.46969051438964
270,Individual,31.470444035537525
270,A pé,10.951192001866069
270,Bicicleta,0
271,Coletivo,98.94978856476635
271,Individual,55.30498492471966
271,A pé,18.502051088890486
271,Bicicleta,0
272,Coletivo,56.61470792770392
272,Individual,29.79181216782716
272,A pé,13.635183076476123
272,Bicicleta,12
273,Coletivo,49.37443100065152
273,Individual,20.30935520470199
273,A pé,13.46593284976821
273,Bicicleta,0
274,Coletivo,59.07230251375845
274,Individual,19.978571331174123
274,A pé,13.368609108096635
274,Bicicleta,25
275,Coletivo,49.58568293858973
275,Individual,23.790186627854077
275,A pé,11.851950822545517
275,Bicicleta,0
276,Coletivo,45.002514582778986
276,Individual,19.61679831265071
276,A pé,11.754159517486961
276,Bicicleta,0
277,Coletivo,47.27981004915638
277,Individual,21.320028728779914
277,A pé,11.37175921137492
277,Bicicleta,15
278,Coletivo,54.89932399101467
278,Individual,23.631208396541243
278,A pé,11.857847767803143
278,Bicicleta,10
279,Coletivo,47.56153520721208
279,Individual,37.93346957285235
279,A pé,11.368007252242814
279,Bicicleta,0
280,Coletivo,64.2335404580995
280,Individual,31.582774180195162
280,A pé,16.69022126703403
280,Bicicleta,52.67946847767568
281,Coletivo,57.16369854214225
281,Individual,23.107946824985515
281,A pé,11.281078352838502
281,Bicicleta,0
282,Coletivo,65.6560730145906
282,Individual,27.755224969854673
282,A pé,9.344796814434002
282,Bicicleta,0
283,Coletivo,68.91606972892158
283,Individual,28.76935679906708
283,A pé,11.254182347957398
283,Bicicleta,10
284,Coletivo,40.6284658343279
284,Individual,32.83628636107712
284,A pé,8.579785696995584
284,Bicicleta,0
285,Coletivo,57.49725667893569
285,Individual,23.492657866288905
285,A pé,12.786417277486605
285,Bicicleta,0
286,Coletivo,62.96210637197793
286,Individual,26.716210704739765
286,A pé,19.275893829152047
286,Bicicleta,10
287,Coletivo,57.2866830844466
287,Individual,22.95001667047581
287,A pé,16.315781405705668
287,Bicicleta,18.671048247679472
288,Coletivo,48.49736670965832
288,Individual,32.02442002194769
288,A pé,14.519238010910243
288,Bicicleta,20
289,Coletivo,52.471908819963495
289,Individual,36.192814281379995
289,A pé,11.564715552801408
289,Bicicleta,25
290,Coletivo,59.830285121856186
290,Individual,27.976279043257783
290,A pé,13.860565975087072
290,Bicicleta,0
291,Coletivo,54.38334212015519
291,Individual,26.285152429811856
291,A pé,14.88109878556173
291,Bicicleta,0
292,Coletivo,64.10926024777548
292,Individual,22.932589055070007
292,A pé,10.243210028906823
292,Bicicleta,0
293,Coletivo,60.61770154284165
293,Individual,30.41479222674287
293,A pé,15.551284594265452
293,Bicicleta,30
294,Coletivo,64.26869525853947
294,Individual,47.33961746591577
294,A pé,17.519610194762077
294,Bicicleta,0
295,Coletivo,64.86890836298528
295,Individual,28.64968987776909
295,A pé,14.350823512046992
295,Bicicleta,5
296,Coletivo,60.42438890353056
296,Individual,34.087474862758114
296,A pé,11.704088176441985
296,Bicicleta,20
297,Coletivo,77.0567347404377
297,Individual,29.451610483125144
297,A pé,12.347212667084468
297,Bicicleta,20
298,Coletivo,70.3441711339053
298,Individual,31.582552237454163
298,A pé,14.16350812950302
298,Bicicleta,25.245855190869044
299,Coletivo,91.11036170833293
299,Individual,38.13626792903308
299,A pé,7.034171812145622
299,Bicicleta,0
300,Coletivo,71.01733722868656
300,Individual,31.381993307843604
300,A pé,12.444490803809522
300,Bicicleta,24.65224594923037
301,Coletivo,70.39529805927161
301,Individual,27.94078968383949
301,A pé,10.956516624065191
301,Bicicleta,30
302,Coletivo,66.8186837679681
302,Individual,34.16264035069811
302,A pé,10.952188674406045
302,Bicicleta,50
303,Coletivo,61.95282472879871
303,Individual,34.07181900828053
303,A pé,11.791185723431651
303,Bicicleta,31.146992613962922
304,Coletivo,55.46902164979242
304,Individual,27.661677473607412
304,A pé,11.84215520623584
304,Bicicleta,50
305,Coletivo,64.5985932359246
305,Individual,32.00162117037823
305,A pé,10.734758680823806
305,Bicicleta,0
306,Coletivo,55.909091047725504
306,Individual,43.69545416818158
306,A pé,9.478370649022384
306,Bicicleta,0
307,Coletivo,76.11753929691429
307,Individual,29.647140362854348
307,A pé,9.362984559222932
307,Bicicleta,0
308,Coletivo,56.560540445618834
308,Individual,26.583988155201688
308,A pé,9.928201327675211
308,Bicicleta,0
309,Coletivo,67.67776860617349
309,Individual,30.49359038694467
309,A pé,14.501611715875
309,Bicicleta,15
310,Coletivo,52.24919509248505
310,Individual,24.09854125098419
310,A pé,14.071989231349717
310,Bicicleta,0
311,Coletivo,59.474072456264906
311,Individual,24.740415069763497
311,A pé,12.062835066465352
311,Bicicleta,0
312,Coletivo,46.44555668911828
312,Individual,20.616712046882764
312,A pé,11.720646485029974
312,Bicicleta,0
313,Coletivo,63.65120660303532
313,Individual,24.568120607491135
313,A pé,11.83139198541202
313,Bicicleta,0
314,Coletivo,51.15133476221748
314,Individual,23.528220185679928
314,A pé,12.929734674776773
314,Bicicleta,0
315,Coletivo,59.30469142325861
315,Individual,26.2273006926676
315,A pé,12.080920200357944
315,Bicicleta,26.522380442220545
316,Coletivo,71.85220928506449
316,Individual,27.90255547915548
316,A pé,15.710312562614302
316,Bicicleta,29.022075043540177
317,Coletivo,106.38419066378167
317,Individual,34.52133071858783
317,A pé,6.893123932271571
317,Bicicleta,30
318,Coletivo,67.85338172015948
318,Individual,29.12931003656243
318,A pé,9.192743524933746
318,Bicicleta,0
319,Coletivo,82.68514443928342
319,Individual,37.801246472556834
319,A pé,13.01273127228714
319,Bicicleta,18.313173338218867
320,Coletivo,63.27496429327531
320,Individual,31.967502782929134
320,A pé,18.106564496349556
320,Bicicleta,20
321,Coletivo,57.474456172853394
321,Individual,26.496458951034366
321,A pé,12.95950885287296
321,Bicicleta,30
322,Coletivo,53.45349975624084
322,Individual,21.590025247284935
322,A pé,17.246415464981986
322,Bicicleta,43.865826600492014
323,Coletivo,53.554276448426826
323,Individual,22.337862277642834
323,A pé,10.518947138055433
323,Bicicleta,0
324,Coletivo,49.6187722001215
324,Individual,29.895675325206394
324,A pé,17.262838126366848
324,Bicicleta,0
325,Coletivo,52.09354586460726
325,Individual,17.525969047228596
325,A pé,9.299976608031278
325,Bicicleta,40
326,Coletivo,63.923762275112054
326,Individual,21.004669964462032
326,A pé,11.659852734779832
326,Bicicleta,40
327,Coletivo,50.27679705552795
327,Individual,27.02608749277322
327,A pé,15.577803296182113
327,Bicicleta,0
328,Coletivo,67.80616674578198
328,Individual,22.438550950304094
328,A pé,12.210313808762336
328,Bicicleta,0
329,Coletivo,57.84011322019588
329,Individual,24.71697167578659
329,A pé,13.794606326235975
329,Bicicleta,20.91526562623174
330,Coletivo,57.512996177241284
330,Individual,22.60354347469681
330,A pé,13.549507816225024
330,Bicicleta,0
331,Coletivo,47.847074942189955
331,Individual,20.236676390851546
331,A pé,11.725919742660492
331,Bicicleta,15
332,Coletivo,64.46308631526065
332,Individual,27.500524539839272
332,A pé,11.046823739253574
332,Bicicleta,15
333,Coletivo,67.4957667555537
333,Individual,30.15179271092639
333,A pé,9.216465042060024
333,Bicicleta,0
334,Coletivo,46.4271278194362
334,Individual,23.934102743823495
334,A pé,15.556933043080848
334,Bicicleta,50
335,Coletivo,49.94680832652409
335,Individual,22.55998867546041
335,A pé,13.494876479966447
335,Bicicleta,29.04672646940688
336,Coletivo,51.94184631864639
336,Individual,24.532140898704743
336,A pé,13.446869335657933
336,Bicicleta,15
337,Coletivo,44.75833147788562
337,Individual,26.062048055556986
337,A pé,13.049439688314706
337,Bicicleta,15
338,Coletivo,74.14376090219258
338,Individual,35.128881427741085
338,A pé,14.709421170618864
338,Bicicleta,44.08136735520454
339,Coletivo,77.91344872583487
339,Individual,38.756021838423244
339,A pé,16.631128665288102
339,Bicicleta,33.50552614820515
340,Coletivo,72.85386417757204
340,Individual,30.149235268762403
340,A pé,10.336524430916686
340,Bicicleta,16.169332505273065
341,Coletivo,49.90727951516452
341,Individual,28.152604129803056
341,A pé,12.203598497387683
341,Bicicleta,19.05596893332607
342,Coletivo,51.72534358527426
342,Individual,26.356040033148165
342,A pé,16.803390051623236
342,Bicicleta,47.5729778957086
343,Coletivo,49.39073386508097
343,Individual,21.178941144590635
343,A pé,17.821462272316467
343,Bicicleta,0
344,Coletivo,64.82942907869928
344,Individual,23.209011686112067
344,A pé,11.69326359302484
344,Bicicleta,0
345,Coletivo,46.166625398053334
345,Individual,32.42600160495443
345,A pé,14.804544376511636
345,Bicicleta,10
346,Coletivo,0
346,Individual,17.04041483494263
346,A pé,0
346,Bicicleta,0
347,Coletivo,47.63839794232133
347,Individual,27.656507769894326
347,A pé,13.65537756102097
347,Bicicleta,8.321715347269908
348,Coletivo,67.41729279158926
348,Individual,29.17272324797353
348,A pé,16.10606133963137
348,Bicicleta,90
349,Coletivo,0
349,Individual,60
349,A pé,0
349,Bicicleta,0
350,Coletivo,49.625401328232925
350,Individual,29.150781471934888
350,A pé,20.733549785354192
350,Bicicleta,0
351,Coletivo,57.80714962257554
351,Individual,22.015966065731526
351,A pé,15.080538623804166
351,Bicicleta,0
352,Coletivo,39.85552983227664
352,Individual,24.062238793556606
352,A pé,24.717140785134106
352,Bicicleta,0
353,Coletivo,65
353,Individual,0
353,A pé,0
353,Bicicleta,0
354,Coletivo,0
354,Individual,60
354,A pé,0
354,Bicicleta,0
355,Coletivo,65.89498153033676
355,Individual,11.566956384092212
355,A pé,12.087292575197571
355,Bicicleta,10
356,Coletivo,71.14420465445679
356,Individual,28.100447403388504
356,A pé,12.87323222782495
356,Bicicleta,0
357,Coletivo,85.88727646533218
357,Individual,19.093438789933643
357,A pé,15.107458918997104
357,Bicicleta,0
358,Coletivo,51.70428708791712
358,Individual,25.399849940831487
358,A pé,16.13719616506409
358,Bicicleta,30.632360188124157
359,Coletivo,46.565070695335855
359,Individual,23.541532036874667
359,A pé,19.893511849949967
359,Bicicleta,0
360,Coletivo,55.15947009857987
360,Individual,36.101968224393325
360,A pé,22.921827485897616
360,Bicicleta,31.80869240126437
361,Coletivo,44.39908459226793
361,Individual,19.64967202562898
361,A pé,13.64080889276826
361,Bicicleta,5
362,Coletivo,54.43793354827689
362,Individual,27.46239086830467
362,A pé,10.650047136206453
362,Bicicleta,0
363,Coletivo,50.181325986234874
363,Individual,22.448914148769248
363,A pé,10.908353458527795
363,Bicicleta,16.262493025651295
364,Coletivo,63.64439665196198
364,Individual,36.140964978472404
364,A pé,17.96581472676722
364,Bicicleta,22.5
365,Coletivo,56.954085310934595
365,Individual,33.34599317445224
365,A pé,15.01116801069461
365,Bicicleta,20
366,Coletivo,63.84639240594125
366,Individual,26.295301146847603
366,A pé,12.84871359957891
366,Bicicleta,70
367,Coletivo,47.59786841621598
367,Individual,19.335201829562234
367,A pé,9.750225937844794
367,Bicicleta,10
368,Coletivo,51.009446212388305
368,Individual,21.289119394517453
368,A pé,11.85508997726023
368,Bicicleta,0
369,Coletivo,39.63957839310297
369,Individual,16.008206641912633
369,A pé,12.98815378476674
369,Bicicleta,0
370,Coletivo,38.44638771903906
370,Individual,21.97476837321373
370,A pé,15.708880455111634
370,Bicicleta,20
371,Coletivo,46.54234478581342
371,Individual,14.882951611770295
371,A pé,11.876328449597775
371,Bicicleta,17.701762596636673
372,Coletivo,44.31763519184043
372,Individual,23.317738218357583
372,A pé,7.585738157824159
372,Bicicleta,0
373,Coletivo,48.86735404250259
373,Individual,16.71293924682481
373,A pé,13.066473456931913
373,Bicicleta,10
374,Coletivo,65.44864263013609
374,Individual,56.65079107666124
374,A pé,52.14978975497846
374,Bicicleta,0
375,Coletivo,48.04383182161529
375,Individual,22.818430580340703
375,A pé,10.211018835523177
375,Bicicleta,19.63407188612754
376,Coletivo,47.92810858549873
376,Individual,28.897588960926175
376,A pé,12.667958958372262
376,Bicicleta,10.297222990232791
377,Coletivo,60.42307530777214
377,Individual,25.45746171887398
377,A pé,11.907184556192185
377,Bicicleta,39.879758144889216
378,Coletivo,59.87379999500497
378,Individual,32.698987319642185
378,A pé,11.407365860291838
378,Bicicleta,45.09269194249241
379,Coletivo,38.527111844675595
379,Individual,21.21171702120751
379,A pé,9.996750010241692
379,Bicicleta,10
380,Coletivo,45.04582513915491
380,Individual,21.095253195691207
380,A pé,13.311512722591054
380,Bicicleta,10
381,Coletivo,0
381,Individual,0
381,A pé,0
381,Bicicleta,0
382,Coletivo,42.70184081576583
382,Individual,19.84009795486445
382,A pé,11.986560094216353
382,Bicicleta,22.465987780040734
383,Coletivo,41.33999079696844
383,Individual,22.09683736872485
383,A pé,9.305598747699568
383,Bicicleta,0
384,Coletivo,57.52537476140667
384,Individual,30.392037373410226
384,A pé,9.976559316413322
384,Bicicleta,0
385,Coletivo,0
385,Individual,60
385,A pé,45
385,Bicicleta,0
386,Coletivo,55.01544788651129
386,Individual,37.23343864973674
386,A pé,12.593561664395498
386,Bicicleta,10
387,Coletivo,51.82639777581154
387,Individual,26.570430152602814
387,A pé,13.182717813514072
387,Bicicleta,27.081216619711974
388,Coletivo,43.07695844802793
388,Individual,23.89273311693443
388,A pé,10.596215168915123
388,Bicicleta,30
389,Coletivo,48.349521463683544
389,Individual,19.516216631260882
389,A pé,12.26392185056513
389,Bicicleta,29.03688144804555
390,Coletivo,35.30353979320447
390,Individual,25.372728289796797
390,A pé,12.89142245339033
390,Bicicleta,16.95819401249949
391,Coletivo,63.85566441055089
391,Individual,21.089843102100037
391,A pé,9.525540411506151
391,Bicicleta,0
392,Coletivo,77.74365321833932
392,Individual,0
392,A pé,0
392,Bicicleta,0
393,Coletivo,71.87597713907054
393,Individual,24.408186220408606
393,A pé,13.072758358439884
393,Bicicleta,20
394,Coletivo,73.02911294890679
394,Individual,33.941039405690205
394,A pé,8.634781489960126
394,Bicicleta,25
395,Coletivo,54.15916397237986
395,Individual,22.067577136892318
395,A pé,14.696419928258116
395,Bicicleta,22.685489206038802
396,Coletivo,70.89302756095503
396,Individual,20.148291619320954
396,A pé,12.965892088319665
396,Bicicleta,24.10813977991836
397,Coletivo,50.1218887224659
397,Individual,24.67114386169998
397,A pé,14.607466152237482
397,Bicicleta,24.387473442584998
398,Coletivo,72.18592437703764
398,Individual,23.10525710874855
398,A pé,13.288307856641659
398,Bicicleta,25.736315367235022
399,Coletivo,66.34284180265782
399,Individual,31.506635371670576
399,A pé,11.172922275212732
399,Bicicleta,30
400,Coletivo,68.54536427039365
400,Individual,32.272882145721255
400,A pé,10.469943690258656
400,Bicicleta,22.728629679070217
401,Coletivo,51.064788876058266
401,Individual,20.840710909921302
401,A pé,15.80061652369843
401,Bicicleta,22.619585209002416
402,Coletivo,58.97237332004019
402,Individual,37.68576980328467
402,A pé,12.62035530136984
402,Bicicleta,32.26793678054907
403,Coletivo,58.664221631335614
403,Individual,27.262406780960752
403,A pé,10.982533022644887
403,Bicicleta,21.89333899796007
404,Coletivo,53.22486547604815
404,Individual,16.47364572224679
404,A pé,15.497252216249038
404,Bicicleta,21.855192075753397
405,Coletivo,58.164495582244896
405,Individual,21.95984120985871
405,A pé,19.42970528892715
405,Bicicleta,28.2557940084708
406,Coletivo,52.41619210477796
406,Individual,21.495029489368623
406,A pé,20.333535552663548
406,Bicicleta,26.580944447257206
407,Coletivo,55.96694586404647
407,Individual,18.15460402945354
407,A pé,13.416599470401566
407,Bicicleta,30.82705536945134
408,Coletivo,62.83064445096789
408,Individual,28.814373332568394
408,A pé,18.30101561188232
408,Bicicleta,30
409,Coletivo,68.23504682415187
409,Individual,27.366998719292916
409,A pé,12.520988584808949
409,Bicicleta,0
410,Coletivo,68.53150495031105
410,Individual,21.1700782623029
410,A pé,15.292058098330712
410,Bicicleta,90.60591948700014
411,Coletivo,48.85478808843743
411,Individual,21.00510927997895
411,A pé,8.171474803333531
411,Bicicleta,20
412,Coletivo,50.553462943448565
412,Individual,25.906575489853513
412,A pé,16.850293467398007
412,Bicicleta,20
413,Coletivo,50.33847808213492
413,Individual,31.364853417799438
413,A pé,11.55206873215938
413,Bicicleta,40
414,Coletivo,36.578690074154125
414,Individual,21.95612710036606
414,A pé,16.561352091601726
414,Bicicleta,30.53402462669751
415,Coletivo,89.94271929953489
415,Individual,20.73823155322263
415,A pé,10.414355960122453
415,Bicicleta,17.749657751227566
416,Coletivo,31.94355614163565
416,Individual,29.8113170706478
416,A pé,12.578903282117242
416,Bicicleta,16.850752408560922
417,Coletivo,52.87581782207555
417,Individual,17.59536887311613
417,A pé,13.59952007746867
417,Bicicleta,11.045068334686997
418,Coletivo,53.373264635155714
418,Individual,19.959265523096605
418,A pé,15.418558470659587
418,Bicicleta,0
419,Coletivo,48.65252840705818
419,Individual,22.04080166451036
419,A pé,14.808479897440105
419,Bicicleta,13.001321490931238
420,Coletivo,52.7590301802178
420,Individual,29.719814463451566
420,A pé,13.838937148366764
420,Bicicleta,28.306574784194552
421,Coletivo,60.6338619812545
421,Individual,34.10878229455807
421,A pé,12.952242908320125
421,Bicicleta,16
422,Coletivo,53.5046605147547
422,Individual,24.432916904796283
422,A pé,15.08199752545112
422,Bicicleta,73.52018381681123
423,Coletivo,42.10638457434539
423,Individual,26.977133383985773
423,A pé,14.633597355013983
423,Bicicleta,0
424,Coletivo,58.98003731892088
424,Individual,24.261263460788477
424,A pé,16.47502357733157
424,Bicicleta,0
425,Coletivo,64.14297623928407
425,Individual,18.62115553108355
425,A pé,10.266418933198782
425,Bicicleta,20
426,Coletivo,53.83745059719064
426,Individual,21.006866135954702
426,A pé,17.324287239614243
426,Bicicleta,8.284954080067617
427,Coletivo,55.632254331183326
427,Individual,23.572471487599397
427,A pé,14.952248006023774
427,Bicicleta,0
428,Coletivo,57.50635435144281
428,Individual,17.989558633613925
428,A pé,10.472203419980714
428,Bicicleta,10
429,Coletivo,50.39090528184911
429,Individual,21.1588999769307
429,A pé,11.45446707120223
429,Bicicleta,0
430,Coletivo,76.08714855730422
430,Individual,16.91663859334184
430,A pé,11.699866062905173
430,Bicicleta,60
431,Coletivo,50.09111084001466
431,Individual,19.663483034637743
431,A pé,15.36182708197242
431,Bicicleta,50
432,Coletivo,59.201501883284315
432,Individual,20.72369076642698
432,A pé,13.174290364015787
432,Bicicleta,0
433,Coletivo,43.706929494020784
433,Individual,19.591671995743027
433,A pé,9.536315734734625
433,Bicicleta,56.47693252206018
434,Coletivo,62.60234143063277
434,Individual,49.85111823488919
434,A pé,14.818604613749429
434,Bicicleta,5
435,Coletivo,57.855277970910656
435,Individual,28.105998989505615
435,A pé,12.623161631067285
435,Bicicleta,0
436,Coletivo,43.49756301849777
436,Individual,23.20948163768779
436,A pé,12.572405084040607
436,Bicicleta,0
437,Coletivo,57.20208317199502
437,Individual,20.24437222990571
437,A pé,14.823649854729295
437,Bicicleta,0
438,Coletivo,56.53886383020726
438,Individual,20.571822959580654
438,A pé,13.276643595074873
438,Bicicleta,0
439,Coletivo,63.55671163359379
439,Individual,32.54668968874483
439,A pé,16.653219107670562
439,Bicicleta,0
440,Coletivo,54.71060226972468
440,Individual,25.578888134719517
440,A pé,14.28687963491184
440,Bicicleta,14.600598190227347
441,Coletivo,41.3964589084894
441,Individual,22.00799827000583
441,A pé,13.348505750440724
441,Bicicleta,30
442,Coletivo,60.92502510851247
442,Individual,32.28385678344459
442,A pé,15.651865969461504
442,Bicicleta,38.31599359993312
443,Coletivo,44.4906332890472
443,Individual,25.912787433642496
443,A pé,15.302628807104877
443,Bicicleta,0
444,Coletivo,48.933962777179374
444,Individual,24.580114232654726
444,A pé,15.242311200996346
444,Bicicleta,0
445,Coletivo,43.46027965739842
445,Individual,28.060418897942032
445,A pé,14.860334184778093
445,Bicicleta,0
446,Coletivo,57.5488171189613
446,Individual,26.148789085944298
446,A pé,12.731644059742003
446,Bicicleta,23.166973799641802
447,Coletivo,50.92468218134857
447,Individual,26.56161008905881
447,A pé,10.335960299009384
447,Bicicleta,27.997556416842727
448,Coletivo,47.27884633917678
448,Individual,22.000795093734354
448,A pé,11.696081239595287
448,Bicicleta,10.665090314237329
449,Coletivo,49.50683862869429
449,Individual,23.83176745066242
449,A pé,17.025815514747283
449,Bicicleta,10
450,Coletivo,44.65173992990222
450,Individual,27.650785857480425
450,A pé,10.934080510728267
450,Bicicleta,25
451,Coletivo,42.503263132623545
451,Individual,27.70608083744425
451,A pé,12.506352077543221
451,Bicicleta,0
452,Coletivo,47.60690435175302
452,Individual,25.66991557376202
452,A pé,10.018882113368717
452,Bicicleta,15
453,Coletivo,41.172728618610186
453,Individual,28.441567582349517
453,A pé,13.094557989858457
453,Bicicleta,0
454,Coletivo,48.85563413775637
454,Individual,28.48153770670839
454,A pé,9.22988929947639
454,Bicicleta,32.104293508400175
455,Coletivo,52.97979166139251
455,Individual,22.9120765516237
455,A pé,15.428618896400058
455,Bicicleta,17.95673416147075
456,Coletivo,48.77646390257994
456,Individual,20.638854492558774
456,A pé,12.631099384507882
456,Bicicleta,5
457,Coletivo,47.476104150041195
457,Individual,17.758046743316314
457,A pé,11.936943125507085
457,Bicicleta,17.945965127438797
458,Coletivo,47.65117753180208
458,Individual,22.083784346763988
458,A pé,14.064737302040784
458,Bicicleta,50
459,Coletivo,43.190815363549554
459,Individual,28.753307562456413
459,A pé,14.161536003030214
459,Bicicleta,0
460,Coletivo,57.62119501750951
460,Individual,22.660925293393618
460,A pé,16.17179567561044
460,Bicicleta,40
461,Coletivo,59.195213570335056
461,Individual,18.293564400218113
461,A pé,12.109122046410937
461,Bicicleta,42.09283317958489
462,Coletivo,54.111991516296285
462,Individual,24.364280109069945
462,A pé,12.263641397227937
462,Bicicleta,30.068391581799197
463,Coletivo,44.955008775180296
463,Individual,25.660950609238995
463,A pé,10.114451270431918
463,Bicicleta,0
464,Coletivo,67.53415605783148
464,Individual,28.73865059855889
464,A pé,10.96532413361865
464,Bicicleta,0
465,Coletivo,72.18695832194177
465,Individual,22.146464926753502
465,A pé,12.051467163192267
465,Bicicleta,17.29151149176643
466,Coletivo,44.09125051753588
466,Individual,34.620257487336545
466,A pé,14.1498336297106
466,Bicicleta,30
467,Coletivo,61.8318844827332
467,Individual,29.136678376544708
467,A pé,11.408254261012104
467,Bicicleta,40
468,Coletivo,58.08808529971355
468,Individual,20.930665382540926
468,A pé,14.175131961638352
468,Bicicleta,12.91832829974083
469,Coletivo,45.66484929243771
469,Individual,32.701446873532305
469,A pé,20.949950055318112
469,Bicicleta,0
470,Coletivo,47.131074984283714
470,Individual,23.22389617627621
470,A pé,15.214136580171822
470,Bicicleta,30
471,Coletivo,46.3957362644339
471,Individual,28.089491730234418
471,A pé,11.853693917669213
471,Bicicleta,0
472,Coletivo,56.73577389438459
472,Individual,16.401676744300573
472,A pé,17.708486219410933
472,Bicicleta,30
473,Coletivo,65.7119720406835
473,Individual,40.70344143938953
473,A pé,21.360254550865957
473,Bicicleta,16.666666666666668
474,Coletivo,52.028090656928626
474,Individual,24.435901147347582
474,A pé,17.859880679787196
474,Bicicleta,0
475,Coletivo,39.48953205608602
475,Individual,22.42166751489416
475,A pé,14.992428598097254
475,Bicicleta,15
476,Coletivo,43.403293350481114
476,Individual,21.71770885209809
476,A pé,13.715331829174804
476,Bicicleta,30
477,Coletivo,55.5632099323949
477,Individual,30.671042733921038
477,A pé,8.652302402031996
477,Bicicleta,7.413543693572244
478,Coletivo,68.22788939752819
478,Individual,37.12617495545573
478,A pé,8.206508658863166
478,Bicicleta,0
479,Coletivo,75.63994889491995
479,Individual,22.60313723715064
479,A pé,27.132750110101572
479,Bicicleta,0
480,Coletivo,43.82548632872996
480,Individual,18.298287494496982
480,A pé,9.096390486177814
480,Bicicleta,20
481,Coletivo,62.45838591298915
481,Individual,19.93061963224431
481,A pé,9.839840174600893
481,Bicicleta,0
482,Coletivo,57.475277927093565
482,Individual,23.281095100764112
482,A pé,12.777819280541618
482,Bicicleta,20.043871375214533
483,Coletivo,73.49032292076973
483,Individual,31.78805786248515
483,A pé,19.97154912275208
483,Bicicleta,0
484,Coletivo,51.00317989785634
484,Individual,29.920422322332925
484,A pé,14.007716245479655
484,Bicicleta,0
485,Coletivo,53.348683042682026
485,Individual,24.967146956811828
485,A pé,14.014952556723548
485,Bicicleta,30
486,Coletivo,60.82976881735874
486,Individual,20.334800714044192
486,A pé,11.006852443722048
486,Bicicleta,0
487,Coletivo,53.77530336684905
487,Individual,21.218046797029334
487,A pé,9.577704984233154
487,Bicicleta,50
488,Coletivo,50.6229057187447
488,Individual,32.65461914077897
488,A pé,13.418333290107128
488,Bicicleta,0
489,Coletivo,56.729111115466715
489,Individual,38.84814478603133
489,A pé,10.718191380156314
