COD_ZONA,TEMPO_MEDIO_VIAGEM,QTD
230,Bicicleta,0
231,Coletivo,56.03166103888252
231,Individual,24.495079287543167
231,A pé,11.520416974231615
231,Bicicleta,0
232,Coletivo,56.753898098707985
232,Individual,28.171108357715333
232,A pé,10.643879355111293
232,Bicicleta,70
233,Coletivo,70.10519543714804
233,Individual,30.352195345296536
233,A pé,12.358561173754518
233,Bicicleta,7.133825846403729
234,Coletivo,64.34149118581345
234,Individual,31.558546740893696
234,A pé,11.87353285740943
234,Bicicleta,40
235,Coletivo,54.941431639235795
235,Individual,23.475585304840077
235,A pé,12.063409339751162
235,Bicicleta,5
236,Coletivo,69.036321963467
236,Individual,22.018102441640938
236,A pé,10.870209827982988
236,Bicicleta,30
237,Coletivo,49.18684444114648
237,Individual,26.5941333144963
237,A pé,15.558834227127791
237,Bicicleta,15
238,Coletivo,61.504163945271614
238,Individual,19.134172727775116
238,A pé,17.54980475432755
238,Bicicleta,20
239,Coletivo,62.28971520166201
239,Individual,25.272170425482482
239,A pé,9.897716663910629
239,Bicicleta,10.6464409411752
240,Coletivo,66.88827808527644
240,Individual,23.28343520801928
240,A pé,10.443126221864839
240,Bicicleta,18.25416383420004
241,Coletivo,76.3896309426131
241,Individual,28.321792112764705
241,A pé,11.404463239506716
241,Bicicleta,14.719529148594921
