COD_ZONA,MODO_PRINCIPAL,QTD
130,Passageiro de moto,0
130,Bicicleta,70.72141675757342
130,A pé,1482.052839784054
130,Outros,0
131,Metrô,11301.68320274801
131,Trem,0
131,Ônibus,6267.477066801459
131,Transporte fretado,6.784783972639176
131,Transporte escolar,15.00601350670489
131,Dirigindo automóvel,4733.0353438119
131,Passageiro de automóvel,2206.2117063156957
131,Táxi convencional,496.5107392077282
131,Táxi não convencional,75.28048766196923
131,Dirigindo moto,725.0345281745371
131,Passageiro de moto,0
131,Bicicleta,1016.3093950056013
131,A pé,5509.69416739307
131,Outros,0
132,Metrô,2738.683742561352
132,Trem,0
132,Ônibus,3466.121147068363
132,Transporte fretado,0
132,Transporte escolar,688.8062116167474
132,Dirigindo automóvel,5604.605935052007
132,Passageiro de automóvel,1184.4192691987168
132,Táxi convencional,6.784783972639176
132,Táxi não convencional,0
132,Dirigindo moto,314.04167521640477
132,Passageiro de moto,0
132,Bicicleta,92.23788539601387
132,A pé,556.6588388839406
132,Outros,0
133,Metrô,15776.827824631297
133,Trem,0
133,Ônibus,20101.314172497878
133,Transporte fretado,0
133,Transporte escolar,3569.1426841921298
133,Dirigindo automóvel,20461.15579404333
133,Passageiro de automóvel,10577.90165239434
133,Táxi convencional,660.5147898731974
133,Táxi não convencional,468.9515392545992
133,Dirigindo moto,2218.527786971812
133,Passageiro de moto,0
133,Bicicleta,93.96229433853999
133,A pé,17535.490097092705
133,Outros,0
134,Metrô,5723.690939096921
134,Trem,0
134,Ônibus,16127.741718021047
134,Transporte fretado,0
134,Transporte escolar,2988.8960363307356
134,Dirigindo automóvel,20991.96035936334
134,Passageiro de automóvel,12407.501036334152
134,Táxi convencional,0
134,Táxi não convencional,2191.0799432238955
134,Dirigindo moto,1297.4398382888503
134,Passageiro de moto,391.82927150004366
134,Bicicleta,0
134,A pé,11163.151403108743
134,Outros,734.6448601937662
135,Metrô,9476.452340332942
135,Trem,0
135,Ônibus,17482.31733019834
135,Transporte fretado,0
135,Transporte escolar,4990.351214924832
135,Dirigindo automóvel,18846.731765835946
135,Passageiro de automóvel,6857.176696896545
135,Táxi convencional,340.02712757904857
135,Táxi não convencional,356.6971906254435
135,Dirigindo moto,1980.6801465268693
135,Passageiro de moto,0
135,Bicicleta,1270.9385025532563
135,A pé,22254.122757631492
135,Outros,0
136,Metrô,6002.5697056007975
136,Trem,2501.4912225737835
136,Ônibus,14214.734886663078
136,Transporte fretado,659.1822951637992
136,Transporte escolar,5249.5220710776175
136,Dirigindo automóvel,20446.41263668253
136,Passageiro de automóvel,9649.347467357924
136,Táxi convencional,311.2826460041605
136,Táxi não convencional,1355.8281796459764
136,Dirigindo moto,2421.836281511174
136,Passageiro de moto,0
136,Bicicleta,422.9588530377483
136,A pé,27014.1023208084
136,Outros,0
137,Metrô,7743.263233929791
137,Trem,0
137,Ônibus,21935.630747074763
137,Transporte fretado,0
137,Transporte escolar,5379.8929916210145
137,Dirigindo automóvel,23116.279444851913
137,Passageiro de automóvel,10253.196739997176
137,Táxi convencional,265.0086159328653
137,Táxi não convencional,401.1891246556112
137,Dirigindo moto,4388.60193147046
137,Passageiro de moto,0
137,Bicicleta,300.987677530235
137,A pé,32434.586432461234
137,Outros,0
138,Metrô,1306.5225716228906
138,Trem,1121.1444657450547
138,Ônibus,5074.875074683387
138,Transporte fretado,0
138,Transporte escolar,1664.5302318163342
138,Dirigindo automóvel,8683.48125217362
138,Passageiro de automóvel,2849.5401431558394
138,Táxi convencional,43.5374676549576
138,Táxi não convencional,713.9096057999816
138,Dirigindo moto,528.0171105218653
138,Passageiro de moto,0
138,Bicicleta,35.21422767992181
138,A pé,11370.778285963797
138,Outros,0
139,Metrô,3460.977453245163
139,Trem,907.8194361555095
139,Ônibus,18050.957985780507
139,Transporte fretado,0
139,Transporte escolar,3306.3123058096053
139,Dirigindo automóvel,11852.040397610042
139,Passageiro de automóvel,4168.0092440518165
139,Táxi convencional,0
139,Táxi não convencional,606.687779101092
139,Dirigindo moto,0
139,Passageiro de moto,0
139,Bicicleta,530.9955734151469
139,A pé,19210.514836982147
139,Outros,0
140,Metrô,7223.9594668457685
140,Trem,1152.22473109709
140,Ônibus,14211.613915169484
140,Transporte fretado,646.8653899241826
140,Transporte escolar,1341.541101641607
140,Dirigindo automóvel,10497.548261973157
140,Passageiro de automóvel,2900.0396305065533
140,Táxi convencional,0
140,Táxi não convencional,391.8653676991707
140,Dirigindo moto,3619.671394008712
140,Passageiro de moto,0
140,Bicicleta,1499.87566444439
140,A pé,47241.81067850651
140,Outros,129.9212739113192
141,Metrô,9901.414228480578
141,Trem,529.6195785236791
141,Ônibus,36922.6851338451
141,Transporte fretado,0
141,Transporte escolar,8660.405523757418
141,Dirigindo automóvel,31603.10535514838
141,Passageiro de automóvel,8643.237041246042
141,Táxi convencional,299.9967132330407
141,Táxi não convencional,1082.2239039891087
141,Dirigindo moto,890.7788834825828
141,Passageiro de moto,0
141,Bicicleta,1784.923761559846
141,A pé,57829.655872944495
141,Outros,2349.9577966803317
142,Metrô,3376.7160746677487
142,Trem,0
142,Ônibus,23148.742901299618
142,Transporte fretado,0
142,Transporte escolar,7380.7604596990295
142,Dirigindo automóvel,13002.547361382838
142,Passageiro de automóvel,7710.441403537244
142,Táxi convencional,0
142,Táxi não convencional,0
142,Dirigindo moto,1281.2253950368959
142,Passageiro de moto,0
142,Bicicleta,0
142,A pé,39979.105253951886
142,Outros,1982.6353665834486
143,Metrô,0
143,Trem,0
143,Ônibus,0
143,Transporte fretado,0
143,Transporte escolar,0
143,Dirigindo automóvel,0
143,Passageiro de automóvel,0
143,Táxi convencional,0
143,Táxi não convencional,0
143,Dirigindo moto,0
143,Passageiro de moto,0
143,Bicicleta,0
143,A pé,0
143,Outros,0
144,Metrô,12470.851816389817
144,Trem,0
144,Ônibus,40065.63158555995
144,Transporte fretado,189.52542461510026
144,Transporte escolar,9336.214656334729
144,Dirigindo automóvel,42660.860227170524
144,Passageiro de automóvel,19427.765391208482
144,Táxi convencional,1696.1885041349126
144,Táxi não convencional,1479.6950134054744
144,Dirigindo moto,1497.890874538434
144,Passageiro de moto,129.03385397869252
144,Bicicleta,0
144,A pé,34901.83478006722
144,Outros,0
145,Metrô,866.3261237664115
145,Trem,0
145,Ônibus,4152.5466229218455
145,Transporte fretado,0
145,Transporte escolar,1972.900391021466
145,Dirigindo automóvel,4358.135831222402
145,Passageiro de automóvel,3601.062906371633
145,Táxi convencional,0
145,Táxi não convencional,31.263659288134818
145,Dirigindo moto,1092.5081045438028
145,Passageiro de moto,332.61426691475737
145,Bicicleta,1513.3011174951018
145,A pé,1609.6969140385904
145,Outros,0
146,Metrô,0
146,Trem,0
146,Ônibus,0
146,Transporte fretado,0
146,Transporte escolar,0
146,Dirigindo automóvel,0
146,Passageiro de automóvel,0
146,Táxi convencional,0
146,Táxi não convencional,0
146,Dirigindo moto,0
146,Passageiro de moto,0
146,Bicicleta,0
146,A pé,0
146,Outros,0
147,Metrô,5995.183038763944
147,Trem,0
147,Ônibus,14868.60506395012
147,Transporte fretado,0
147,Transporte escolar,3217.2395703981792
147,Dirigindo automóvel,14057.7809730501
147,Passageiro de automóvel,4096.473052681311
147,Táxi convencional,139.8180208938621
147,Táxi não convencional,178.3575126525651
147,Dirigindo moto,304.07340777033403
147,Passageiro de moto,0
147,Bicicleta,1513.3011174951018
147,A pé,29117.928344090542
147,Outros,0
148,Metrô,1988.7958392361122
148,Trem,0
148,Ônibus,9824.26786549969
148,Transporte fretado,0
148,Transporte escolar,1294.858686076694
148,Dirigindo automóvel,7295.811531820172
148,Passageiro de automóvel,7092.687223097119
148,Táxi convencional,0
148,Táxi não convencional,75.16275587388367
148,Dirigindo moto,520.3180103834054
148,Passageiro de moto,0
148,Bicicleta,350.1069641131846
148,A pé,20445.003792593092
148,Outros,0
149,Metrô,0
149,Trem,0
149,Ônibus,0
149,Transporte fretado,0
149,Transporte escolar,0
149,Dirigindo automóvel,77.55974274935924
149,Passageiro de automóvel,0
149,Táxi convencional,0
149,Táxi não convencional,0
149,Dirigindo moto,0
149,Passageiro de moto,0
149,Bicicleta,350.1069641131846
149,A pé,0
149,Outros,0
150,Metrô,4330.46320978249
150,Trem,90.17861222617064
150,Ônibus,20575.272509205413
150,Transporte fretado,0
150,Transporte escolar,2496.363882051064
150,Dirigindo automóvel,4570.68137417006
150,Passageiro de automóvel,3823.4488196850475
150,Táxi convencional,0
150,Táxi não convencional,1285.512783949128
150,Dirigindo moto,2413.3380848185016
150,Passageiro de moto,0
150,Bicicleta,0
150,A pé,22133.011862405747
150,Outros,459.6848442199225
151,Metrô,11653.345095412817
151,Trem,0
151,Ônibus,33825.25145567295
151,Transporte fretado,0
151,Transporte escolar,4869.830319959945
151,Dirigindo automóvel,30007.80527874853
151,Passageiro de automóvel,13524.875432255516
151,Táxi convencional,0
151,Táxi não convencional,3016.6507883631257
151,Dirigindo moto,3682.7163053053623
151,Passageiro de moto,873.8916287988054
151,Bicicleta,1555.7463657298224
151,A pé,76022.77911893795
151,Outros,0
152,Metrô,12181.014394378175
152,Trem,0
152,Ônibus,9381.445352586092
152,Transporte fretado,0
152,Transporte escolar,2153.0224910197007
152,Dirigindo automóvel,15417.804665100577
152,Passageiro de automóvel,10236.597937624774
152,Táxi convencional,0
152,Táxi não convencional,192.71324447683642
152,Dirigindo moto,498.3082645779807
152,Passageiro de moto,0
152,Bicicleta,271.69148719747034
152,A pé,29649.6921985288
152,Outros,0
153,Metrô,5593.964583037106
153,Trem,0
153,Ônibus,12511.110889345147
153,Transporte fretado,0
153,Transporte escolar,1352.0224372435373
153,Dirigindo automóvel,12618.044312695161
153,Passageiro de automóvel,2939.0333384641353
153,Táxi convencional,170.01356378952428
153,Táxi não convencional,34.88846105415416
153,Dirigindo moto,303.4212309064058
153,Passageiro de moto,270.1416121627354
153,Bicicleta,0
153,A pé,5322.571527097816
153,Outros,0
154,Metrô,12785.421279733186
154,Trem,0
154,Ônibus,21150.37846999567
154,Transporte fretado,0
154,Transporte escolar,1553.8495238901462
154,Dirigindo automóvel,28051.5053963798
154,Passageiro de automóvel,17061.931848774482
154,Táxi convencional,143.0300706657732
154,Táxi não convencional,0
154,Dirigindo moto,3151.5534768230505
154,Passageiro de moto,0
154,Bicicleta,0
154,A pé,17187.844400554866
154,Outros,0
155,Metrô,1935.1807648248162
155,Trem,0
155,Ônibus,7744.055923512577
155,Transporte fretado,191.70990575945734
155,Transporte escolar,4355.351405354899
155,Dirigindo automóvel,5553.965329222593
155,Passageiro de automóvel,2010.9563783170174
155,Táxi convencional,0
155,Táxi não convencional,481.3811134170392
155,Dirigindo moto,1359.6405144493222
155,Passageiro de moto,254.48284053696028
155,Bicicleta,423.0426709297455
155,A pé,18235.571290482407
155,Outros,52.55865586649293
156,Metrô,4956.838298476843
156,Trem,0
156,Ônibus,26327.078398965423
156,Transporte fretado,0
156,Transporte escolar,3257.0881555839514
156,Dirigindo automóvel,16454.10390417594
156,Passageiro de automóvel,10177.243398184657
156,Táxi convencional,0
156,Táxi não convencional,44.846658539697586
156,Dirigindo moto,1971.7470653767944
156,Passageiro de moto,338.26178760969634
156,Bicicleta,1292.5717403465587
156,A pé,23787.842797022542
156,Outros,0
157,Metrô,4176.6638100816535
157,Trem,0
157,Ônibus,5142.519461227861
157,Transporte fretado,0
157,Transporte escolar,1864.1512895206397
157,Dirigindo automóvel,8805.318467856008
157,Passageiro de automóvel,1769.8303008508865
157,Táxi convencional,0
157,Táxi não convencional,0
157,Dirigindo moto,921.5798713258658
157,Passageiro de moto,214.16921996550244
157,Bicicleta,355.58980847694926
157,A pé,10135.135145178145
157,Outros,821.081200521948
158,Metrô,10304.478268891951
158,Trem,0
158,Ônibus,15628.110017443487
158,Transporte fretado,0
158,Transporte escolar,4151.196049397971
158,Dirigindo automóvel,13827.450656718713
158,Passageiro de automóvel,3834.5415597874294
158,Táxi convencional,0
158,Táxi não convencional,627.8729316755744
158,Dirigindo moto,1058.433389597918
158,Passageiro de moto,0
158,Bicicleta,355.58980847694926
158,A pé,25114.886899697784
158,Outros,0
159,Metrô,2049.7379390700944
159,Trem,677.1856972726174
159,Ônibus,17352.90615569396
159,Transporte fretado,371.66021209874134
159,Transporte escolar,7264.526864417996
159,Dirigindo automóvel,22253.260045709332
159,Passageiro de automóvel,12015.514044975487
159,Táxi convencional,0
159,Táxi não convencional,196.13629336673907
159,Dirigindo moto,1266.4778819621893
159,Passageiro de moto,0
159,Bicicleta,0
159,A pé,38506.826334974634
159,Outros,0
160,Metrô,3007.0759469784725
160,Trem,0
160,Ônibus,14013.359594392681
160,Transporte fretado,0
160,Transporte escolar,5571.934027513646
160,Dirigindo automóvel,10565.665157649966
160,Passageiro de automóvel,5758.106331569479
160,Táxi convencional,0
160,Táxi não convencional,0
160,Dirigindo moto,579.2838560062265
160,Passageiro de moto,0
160,Bicicleta,0
160,A pé,15674.28500239137
160,Outros,303.56738758733303
161,Metrô,6211.625373976903
161,Trem,1256.3477417659983
161,Ônibus,18415.63395841649
161,Transporte fretado,160.75739259071327
161,Transporte escolar,2113.913123660249
161,Dirigindo automóvel,24786.708860768293
161,Passageiro de automóvel,16177.329621906018
161,Táxi convencional,45.66428051458791
161,Táxi não convencional,297.9376945450508
161,Dirigindo moto,2063.5854255415843
161,Passageiro de moto,338.26178760969634
161,Bicicleta,6112.296083795257
161,A pé,44324.607540726465
161,Outros,270.1086061221468
162,Metrô,2334.1184698985444
162,Trem,1382.864950263544
162,Ônibus,19947.400802605705
162,Transporte fretado,443.55981944204854
162,Transporte escolar,2967.692552884635
162,Dirigindo automóvel,13146.013059256096
162,Passageiro de automóvel,5870.633241550488
162,Táxi convencional,0
162,Táxi não convencional,633.7557631428334
162,Dirigindo moto,940.7618974834111
162,Passageiro de moto,0
162,Bicicleta,1191.6052926646225
162,A pé,19007.851862699794
162,Outros,394.5481937657733
163,Metrô,6279.202164941249
163,Trem,0
163,Ônibus,16784.92930615465
163,Transporte fretado,0
163,Transporte escolar,2739.031230836671
163,Dirigindo automóvel,21516.927721368458
163,Passageiro de automóvel,23897.774106873523
163,Táxi convencional,0
163,Táxi não convencional,795.8630886963007
163,Dirigindo moto,406.88051182417223
163,Passageiro de moto,0
163,Bicicleta,5606.483823667781
163,A pé,17019.303703655667
163,Outros,1522.312008923876
164,Metrô,1497.9692787634672
164,Trem,2048.5168293114207
164,Ônibus,4667.393208586818
164,Transporte fretado,0
164,Transporte escolar,434.7785285370438
164,Dirigindo automóvel,6959.0931579940625
164,Passageiro de automóvel,2540.3515886283285
164,Táxi convencional,0
164,Táxi não convencional,0
164,Dirigindo moto,141.081356375874
164,Passageiro de moto,0
164,Bicicleta,1519.940321163
164,A pé,5835.099787701417
164,Outros,275.51774523534755
165,Metrô,6105.880611933371
165,Trem,18.294843534194584
165,Ônibus,10360.801272188915
165,Transporte fretado,31.858587385425093
165,Transporte escolar,178.45055263758897
165,Dirigindo automóvel,10923.445781311677
165,Passageiro de automóvel,1172.8330680397223
165,Táxi convencional,165.21833061232405
165,Táxi não convencional,1391.0484498127735
165,Dirigindo moto,2114.8922835465655
165,Passageiro de moto,0
165,Bicicleta,57.298138665645084
165,A pé,4656.247771739309
165,Outros,0
166,Metrô,19506.227174849264
166,Trem,5718.800982929105
166,Ônibus,20420.063411818537
166,Transporte fretado,0
166,Transporte escolar,7022.164700269915
166,Dirigindo automóvel,25628.114453994654
166,Passageiro de automóvel,12231.901173575308
166,Táxi convencional,28.03220703575432
166,Táxi não convencional,1726.993436163313
166,Dirigindo moto,4496.710027620359
166,Passageiro de moto,961.2340173746728
166,Bicicleta,0
166,A pé,22395.74678438176
166,Outros,0
167,Metrô,22137.99592145638
167,Trem,8268.162629965807
167,Ônibus,23772.77601888569
167,Transporte fretado,0
167,Transporte escolar,1568.549492314862
167,Dirigindo automóvel,27638.613809666258
167,Passageiro de automóvel,7836.196136374532
167,Táxi convencional,52.19812474185096
167,Táxi não convencional,1290.375812670849
167,Dirigindo moto,1262.2036282808458
167,Passageiro de moto,289.6104332687142
167,Bicicleta,659.6722591400772
167,A pé,22185.268049760285
167,Outros,0
168,Metrô,15185.762690741149
168,Trem,8580.852487685168
168,Ônibus,9271.88699256945
168,Transporte fretado,204.20691686931912
168,Transporte escolar,813.6758997211732
168,Dirigindo automóvel,13797.351533541027
168,Passageiro de automóvel,6953.912994928853
168,Táxi convencional,199.18590757771724
168,Táxi não convencional,0
168,Dirigindo moto,1213.979629641532
168,Passageiro de moto,165.79307713890594
168,Bicicleta,0
168,A pé,17490.40265577395
168,Outros,256.76487979329727
169,Metrô,27647.54648667319
169,Trem,1949.691479166697
169,Ônibus,18987.183195031066
169,Transporte fretado,0
169,Transporte escolar,1423.6992151195152
169,Dirigindo automóvel,15977.263688590478
169,Passageiro de automóvel,5315.6140684058055
169,Táxi convencional,0
169,Táxi não convencional,50.18371163433351
169,Dirigindo moto,974.2116599207368
169,Passageiro de moto,436.82901756116706
169,Bicicleta,653.1147210563946
169,A pé,12227.886118237431
169,Outros,378.670579674603
170,Metrô,13109.339377638607
170,Trem,945.4698007083828
170,Ônibus,26963.65107083723
170,Transporte fretado,353.31862275209266
170,Transporte escolar,4518.39764566831
170,Dirigindo automóvel,17088.796442695926
170,Passageiro de automóvel,8115.163049654795
170,Táxi convencional,171.89239158540803
170,Táxi não convencional,241.2948532025407
170,Dirigindo moto,1211.596159178264
170,Passageiro de moto,0
170,Bicicleta,837.5692267292856
170,A pé,22526.410978632222
170,Outros,1617.6210926167169
171,Metrô,12218.994808056194
171,Trem,0
171,Ônibus,21008.54286833591
171,Transporte fretado,247.3561838118188
171,Transporte escolar,1977.032029756752
171,Dirigindo automóvel,15075.944544715781
171,Passageiro de automóvel,6278.515976127646
171,Táxi convencional,486.71261211809514
171,Táxi não convencional,335.77621858254304
171,Dirigindo moto,1073.4371456221006
171,Passageiro de moto,0
171,Bicicleta,0
171,A pé,22452.81133245468
171,Outros,126.223526558201
172,Metrô,6979.2495013725265
172,Trem,0
172,Ônibus,9782.18686106278
172,Transporte fretado,0
172,Transporte escolar,1700.7392264286036
172,Dirigindo automóvel,13330.815580416513
172,Passageiro de automóvel,6544.339172672291
172,Táxi convencional,110.78832427265043
172,Táxi não convencional,759.1659720961144
172,Dirigindo moto,148.55228023876674
172,Passageiro de moto,0
172,Bicicleta,901.8670695545192
172,A pé,12309.763449763619
172,Outros,0
173,Metrô,9998.262310104223
173,Trem,0
173,Ônibus,4415.425562493428
173,Transporte fretado,0
173,Transporte escolar,1161.1689786668155
173,Dirigindo automóvel,6038.923140549615
173,Passageiro de automóvel,3050.6950448045714
173,Táxi convencional,0
173,Táxi não convencional,0
173,Dirigindo moto,1070.4616333137183
173,Passageiro de moto,0
173,Bicicleta,901.8670695545192
173,A pé,18922.507464390383
173,Outros,0
174,Metrô,8143.918312036102
174,Trem,1162.2186581170781
174,Ônibus,16066.970515401892
174,Transporte fretado,0
174,Transporte escolar,7048.904203313109
174,Dirigindo automóvel,8385.1850898789
174,Passageiro de automóvel,3029.0834005646084
174,Táxi convencional,548.7264625749458
174,Táxi não convencional,1013.851619832395
174,Dirigindo moto,992.1235451264532
174,Passageiro de moto,0
174,Bicicleta,1013.9375610366734
174,A pé,38558.43506482942
174,Outros,275.51774523534755
175,Metrô,4549.334112893685
175,Trem,297.01816546728713
175,Ônibus,9898.481256068668
175,Transporte fretado,0
175,Transporte escolar,3802.696719953883
175,Dirigindo automóvel,8241.990509823796
175,Passageiro de automóvel,5891.4034213470395
175,Táxi convencional,45.66428051458791
175,Táxi não convencional,235.66983631492315
175,Dirigindo moto,736.2033068271935
175,Passageiro de moto,433.16640263778174
175,Bicicleta,0
175,A pé,25071.699684402407
175,Outros,1331.5070894511082
176,Metrô,6458.65954562108
176,Trem,248.87641657726286
176,Ônibus,6769.221302915676
176,Transporte fretado,0
176,Transporte escolar,5616.861670257283
176,Dirigindo automóvel,11744.74390632774
176,Passageiro de automóvel,7596.148291206093
176,Táxi convencional,0
176,Táxi não convencional,0
176,Dirigindo moto,775.3980510964461
176,Passageiro de moto,0
176,Bicicleta,0
176,A pé,19173.598729910693
176,Outros,0
177,Metrô,819.5155753989692
177,Trem,334.48772243242445
177,Ônibus,3159.7033231968385
177,Transporte fretado,94.72648740134281
177,Transporte escolar,462.6201256675527
177,Dirigindo automóvel,2700.319203826009
177,Passageiro de automóvel,961.6229336381501
177,Táxi convencional,0
177,Táxi não convencional,61.76486895877024
177,Dirigindo moto,166.7674946471793
177,Passageiro de moto,0
177,Bicicleta,250.69005568944252
177,A pé,5289.505789961225
177,Outros,45.66428051458791
178,Metrô,1015.9377123558945
178,Trem,100.11006316815087
178,Ônibus,890.5403818042859
178,Transporte fretado,0
178,Transporte escolar,0
178,Dirigindo automóvel,616.3956663186941
178,Passageiro de automóvel,0
178,Táxi convencional,0
178,Táxi não convencional,0
178,Dirigindo moto,0
178,Passageiro de moto,0
178,Bicicleta,0
178,A pé,1266.2676952357824
178,Outros,0
179,Metrô,0
179,Trem,0
179,Ônibus,0
179,Transporte fretado,0
179,Transporte escolar,0
179,Dirigindo automóvel,0
179,Passageiro de automóvel,0
179,Táxi convencional,0
179,Táxi não convencional,0
179,Dirigindo moto,0
179,Passageiro de moto,0
179,Bicicleta,0
179,A pé,0
179,Outros,0
180,Metrô,8841.018595701351
180,Trem,628.2756111300791
180,Ônibus,22571.387160618557
180,Transporte fretado,630.3572360055363
180,Transporte escolar,5552.598971956544
180,Dirigindo automóvel,19697.840585776114
180,Passageiro de automóvel,4307.569651823742
180,Táxi convencional,0
180,Táxi não convencional,0
180,Dirigindo moto,999.7630857766108
180,Passageiro de moto,0
180,Bicicleta,1509.9897245089248
180,A pé,55630.65524514267
180,Outros,0
181,Metrô,5710.522650092403
181,Trem,711.3312610330701
181,Ônibus,13973.754311120056
181,Transporte fretado,247.3561838118188
181,Transporte escolar,4939.1900541770865
181,Dirigindo automóvel,15117.59224948204
181,Passageiro de automóvel,12378.346593163193
181,Táxi convencional,0
181,Táxi não convencional,0
181,Dirigindo moto,0
181,Passageiro de moto,0
181,Bicicleta,188.28099968019635
181,A pé,26639.51475399937
181,Outros,0
182,Metrô,6428.528295532172
182,Trem,0
182,Ônibus,15948.000011258497
182,Transporte fretado,0
182,Transporte escolar,3255.328354606616
182,Dirigindo automóvel,10172.244383751548
182,Passageiro de automóvel,2880.650594640997
182,Táxi convencional,0
182,Táxi não convencional,976.6402472808924
182,Dirigindo moto,222.11347355217816
182,Passageiro de moto,0
182,Bicicleta,1057.0188324478327
182,A pé,22981.532786548363
182,Outros,0
183,Metrô,9421.423828640238
183,Trem,1622.2691387987934
183,Ônibus,13806.428792800005
183,Transporte fretado,302.7045676991245
183,Transporte escolar,3730.9023662346617
183,Dirigindo automóvel,12623.79716092441
183,Passageiro de automóvel,6194.562685686129
183,Táxi convencional,0
183,Táxi não convencional,1347.0470118349344
183,Dirigindo moto,0
183,Passageiro de moto,0
183,Bicicleta,1947.8717799097594
183,A pé,17117.696045044722
183,Outros,0
184,Metrô,4405.707379634138
184,Trem,0
184,Ônibus,3894.416667713765
184,Transporte fretado,0
184,Transporte escolar,2030.2452358123792
184,Dirigindo automóvel,7814.449840973366
184,Passageiro de automóvel,2690.0852173777525
184,Táxi convencional,0
184,Táxi não convencional,370.40676455404207
184,Dirigindo moto,185.20338227702103
184,Passageiro de moto,0
184,Bicicleta,133.34994621297307
184,A pé,21431.368556236026
184,Outros,0
185,Metrô,2805.525304089672
185,Trem,193.04226542692794
185,Ônibus,6354.8783378754915
185,Transporte fretado,0
185,Transporte escolar,2067.954804588858
185,Dirigindo automóvel,4263.634456063319
185,Passageiro de automóvel,2195.0672192158504
185,Táxi convencional,233.90624204225873
185,Táxi não convencional,0
185,Dirigindo moto,0
185,Passageiro de moto,0
185,Bicicleta,0
185,A pé,11688.24916906353
185,Outros,0
186,Metrô,1617.808787213223
186,Trem,0
186,Ônibus,4342.036412587394
186,Transporte fretado,97.37974003108765
186,Transporte escolar,2743.4602577258725
186,Dirigindo automóvel,1420.885642446151
186,Passageiro de automóvel,1780.3063949996604
186,Táxi convencional,0
186,Táxi não convencional,73.17260518664726
186,Dirigindo moto,106.8965047274925
186,Passageiro de moto,0
186,Bicicleta,0
186,A pé,5531.894018662556
186,Outros,0
187,Metrô,5288.23342108914
187,Trem,3183.3760819881154
187,Ônibus,11288.641453493708
187,Transporte fretado,341.9895378992804
187,Transporte escolar,2748.4639595856743
187,Dirigindo automóvel,7825.31390125176
187,Passageiro de automóvel,1929.3781585248976
187,Táxi convencional,0
187,Táxi não convencional,0
187,Dirigindo moto,1894.0752790764025
187,Passageiro de moto,0
187,Bicicleta,1328.6795941496662
187,A pé,26774.049240983608
187,Outros,341.9895378992804
188,Metrô,4956.518177152222
188,Trem,2372.619406859487
188,Ônibus,21991.32262922891
188,Transporte fretado,0
188,Transporte escolar,3952.8666448875297
188,Dirigindo automóvel,14102.101153348603
188,Passageiro de automóvel,5509.86730391477
188,Táxi convencional,0
188,Táxi não convencional,810.4884380913546
188,Dirigindo moto,337.77435011909097
188,Passageiro de moto,0
188,Bicicleta,157.91249501512607
188,A pé,22758.19694254268
188,Outros,0
189,Metrô,8160.590846904655
189,Trem,4520.440051414923
189,Ônibus,17625.05914456894
189,Transporte fretado,0
189,Transporte escolar,1001.1900402179053
189,Dirigindo automóvel,14043.925343568695
189,Passageiro de automóvel,13868.879078960355
189,Táxi convencional,0
189,Táxi não convencional,0
189,Dirigindo moto,0
189,Passageiro de moto,0
189,Bicicleta,0
189,A pé,31285.058703361985
189,Outros,0
190,Metrô,5960.999390345789
190,Trem,2730.0810410519475
190,Ônibus,24708.413857036372
190,Transporte fretado,0
190,Transporte escolar,6258.658686706659
190,Dirigindo automóvel,13576.049113213245
190,Passageiro de automóvel,8510.436836373203
190,Táxi convencional,0
190,Táxi não convencional,0
190,Dirigindo moto,1501.789436176462
190,Passageiro de moto,296.1202887242923
190,Bicicleta,0
190,A pé,20216.021461157765
190,Outros,872.0692743428526
191,Metrô,7268.109048448231
191,Trem,2732.6293404271028
191,Ônibus,10574.441611414179
191,Transporte fretado,0
191,Transporte escolar,0
191,Dirigindo automóvel,6381.702576621398
191,Passageiro de automóvel,319.45823811413743
191,Táxi convencional,0
191,Táxi não convencional,0
191,Dirigindo moto,184.05885141881257
191,Passageiro de moto,0
191,Bicicleta,0
191,A pé,1001.1138114429212
191,Outros,0
192,Metrô,7770.57543562581
192,Trem,1140.486340251885
192,Ônibus,5181.917219809088
192,Transporte fretado,0
192,Transporte escolar,4483.250558252641
192,Dirigindo automóvel,6230.705078182897
192,Passageiro de automóvel,2946.813915091815
192,Táxi convencional,72.53559974367103
192,Táxi não convencional,101.64775692550349
192,Dirigindo moto,757.2409263279283
192,Passageiro de moto,0
192,Bicicleta,0
192,A pé,22709.490184672602
192,Outros,323.8329269846399
193,Metrô,4267.143801033037
193,Trem,0
193,Ônibus,6958.9365192548785
193,Transporte fretado,0
193,Transporte escolar,2514.5068437107975
193,Dirigindo automóvel,6237.7149039618635
193,Passageiro de automóvel,1864.6769925923934
193,Táxi convencional,0
193,Táxi não convencional,0
193,Dirigindo moto,0
193,Passageiro de moto,0
193,Bicicleta,690.7479495893281
193,A pé,14721.413038423589
193,Outros,0
194,Metrô,3916.21816855255
194,Trem,0
194,Ônibus,7484.433560708741
194,Transporte fretado,0
194,Transporte escolar,2275.670330297069
194,Dirigindo automóvel,1337.2895371266866
194,Passageiro de automóvel,1216.3734293138723
194,Táxi convencional,0
194,Táxi não convencional,0
194,Dirigindo moto,705.4718853161602
194,Passageiro de moto,0
194,Bicicleta,0
194,A pé,16252.779325041087
194,Outros,753.6518820283972
195,Metrô,6495.515256201317
