COD_ZONA,VIAGENS_ATRAIDAS_MODO_PRINCIPAL,QTD
262,Trem,362.372320779314
262,Ônibus,23973.2276157766
262,Transporte fretado,1644.80647265995
262,Transporte escolar,1657.6941068649
262,Dirigindo automóvel,17424.7418187824
262,Passageiro de automóvel,10801.7085564515
262,Táxi convencional,0
262,Táxi não convencional,827.524206822811
262,Dirigindo moto,1157.78158729018
262,Passageiro de moto,194.663907126724
262,Bicicleta,503.932793125223
262,A pé,42074.897582852
262,Outros,6687.26850773088
263,Metrô,365.370230430727
263,Trem,0
263,Ônibus,35291.6353190902
263,Transporte fretado,286.621169450571
263,Transporte escolar,6398.4615137714
263,Dirigindo automóvel,14823.4948249092
263,Passageiro de automóvel,7396.0383933767
263,Táxi convencional,0
263,Táxi não convencional,0
263,Dirigindo moto,1661.88671108276
263,Passageiro de moto,185.915183725942
263,Bicicleta,0
263,A pé,48969.2450154052
263,Outros,303.380405828624
264,Metrô,7225.84444088566
264,Trem,0
264,Ônibus,35787.4685429721
264,Transporte fretado,0
264,Transporte escolar,3343.38203696611
264,Dirigindo automóvel,17331.2400562838
264,Passageiro de automóvel,9270.41039039223
264,Táxi convencional,0
264,Táxi não convencional,0
264,Dirigindo moto,851.381127060365
264,Passageiro de moto,0
264,Bicicleta,1276.34154565302
264,A pé,34287.4036264045
264,Outros,0
265,Metrô,6427.6917900693
265,Trem,324.17690642734
265,Ônibus,22277.6475266939
265,Transporte fretado,0
265,Transporte escolar,1749.62225528216
265,Dirigindo automóvel,13946.7919611868
265,Passageiro de automóvel,11026.8435735942
265,Táxi convencional,0
265,Táxi não convencional,1814.83660827882
265,Dirigindo moto,2627.04520758528
265,Passageiro de moto,303.156189326326
265,Bicicleta,0
265,A pé,39690.6863698359
265,Outros,0
266,Metrô,849.568987119917
266,Trem,0
266,Ônibus,4264.39923277284
266,Transporte fretado,0
266,Transporte escolar,1123.34130691942
266,Dirigindo automóvel,3768.64484185588
266,Passageiro de automóvel,1357.688445199
266,Táxi convencional,0
266,Táxi não convencional,82.694334319804
266,Dirigindo moto,2610.77685298672
266,Passageiro de moto,0
266,Bicicleta,0
266,A pé,7928.59786573872
266,Outros,0
267,Metrô,1612.17421631042
267,Trem,1126.30947832142
267,Ônibus,13604.2973459974
267,Transporte fretado,690.496963405254
267,Transporte escolar,3285.25320552425
267,Dirigindo automóvel,9845.84509754667
267,Passageiro de automóvel,5956.87704482187
267,Táxi convencional,0
267,Táxi não convencional,0
267,Dirigindo moto,274.541942353171
267,Passageiro de moto,274.541942353171
267,Bicicleta,221.574879858848
267,A pé,17952.5253350943
267,Outros,0
268,Metrô,1392.84983396787
268,Trem,0
268,Ônibus,9646.11039002263
268,Transporte fretado,0
268,Transporte escolar,1860.48486794913
268,Dirigindo automóvel,13463.9268160962
268,Passageiro de automóvel,2049.05904961906
268,Táxi convencional,180.639944788294
268,Táxi não convencional,985.83062887186
268,Dirigindo moto,1147.86475578688
268,Passageiro de moto,301.19692420747
268,Bicicleta,748.062732466809
268,A pé,8008.7298343718
268,Outros,0
269,Metrô,3670.2401974247
269,Trem,82.4252529864381
269,Ônibus,17316.768459929
269,Transporte fretado,747.877775726797
269,Transporte escolar,1152.35500107053
269,Dirigindo automóvel,18164.8252738852
269,Passageiro de automóvel,4866.61594228476
269,Táxi convencional,859.37858977916
269,Táxi não convencional,1150.14049862053
269,Dirigindo moto,1273.96598277948
269,Passageiro de moto,166.54234918626
269,Bicicleta,970.01785016681
269,A pé,15916.2636662514
269,Outros,0
270,Metrô,2270.25872194622
270,Trem,0
270,Ônibus,4941.14843017642
270,Transporte fretado,152.745558362028
270,Transporte escolar,847.123044436665
270,Dirigindo automóvel,8223.61367218
270,Passageiro de automóvel,4280.11084517252
270,Táxi convencional,114.00670611761
270,Táxi não convencional,380.07779585175
270,Dirigindo moto,945.670116288881
270,Passageiro de moto,0
270,Bicicleta,0
270,A pé,5318.47972319295
270,Outros,0
271,Metrô,2525.80233434754
271,Trem,0
271,Ônibus,4505.84959081377
271,Transporte fretado,539.706664800869
271,Transporte escolar,0
271,Dirigindo automóvel,9565.21324571239
271,Passageiro de automóvel,241.535080683624
271,Táxi convencional,303.844078239862
271,Táxi não convencional,1357.04887600487
271,Dirigindo moto,1579.69772107233
271,Passageiro de moto,0
271,Bicicleta,0
271,A pé,1144.77230795646
271,Outros,639.022093552049
272,Metrô,3201.04493558172
272,Trem,0
272,Ônibus,7368.12691355672
272,Transporte fretado,38.3201186538211
272,Transporte escolar,2601.52372437379
272,Dirigindo automóvel,14892.8634384838
272,Passageiro de automóvel,4349.30425070464
272,Táxi convencional,0
272,Táxi não convencional,1077.02871567084
272,Dirigindo moto,403.711177119895
272,Passageiro de moto,0
272,Bicicleta,113.771638233608
272,A pé,7813.79048847085
272,Outros,0
273,Metrô,8751.82377609504
273,Trem,32.0294138461447
273,Ônibus,25694.8321398818
273,Transporte fretado,0
273,Transporte escolar,7291.81482773211
273,Dirigindo automóvel,28433.2043766129
273,Passageiro de automóvel,12275.1594412889
273,Táxi convencional,287.202953037288
273,Táxi não convencional,264.819214016016
273,Dirigindo moto,1603.28760515331
273,Passageiro de moto,703.92933244732
273,Bicicleta,0
273,A pé,34084.2459546905
273,Outros,436.162792620849
274,Metrô,25191.5946191317
274,Trem,0
274,Ônibus,19719.6592894287
274,Transporte fretado,9.51255915478116
274,Transporte escolar,3501.19681325081
274,Dirigindo automóvel,25807.8495665348
274,Passageiro de automóvel,15421.8980529847
274,Táxi convencional,819.181763647332
274,Táxi não convencional,1450.70978557923
274,Dirigindo moto,27.1310391959688
274,Passageiro de moto,0
274,Bicicleta,0
274,A pé,42543.6208093401
274,Outros,0
275,Metrô,20971.7567437649
275,Trem,0
275,Ônibus,15438.2758769975
275,Transporte fretado,159.061888755827
275,Transporte escolar,3306.52272158598
275,Dirigindo automóvel,21043.4053911217
275,Passageiro de automóvel,11078.2490929942
275,Táxi convencional,0
275,Táxi não convencional,857.381034938778
275,Dirigindo moto,2159.62246608972
275,Passageiro de moto,0
275,Bicicleta,0
275,A pé,37122.8521587818
275,Outros,274.406931565071
276,Metrô,15715.0681549591
276,Trem,0
276,Ônibus,31193.9145063171
276,Transporte fretado,0
276,Transporte escolar,6683.5094774524
276,Dirigindo automóvel,34155.8540237689
276,Passageiro de automóvel,23944.2395010137
276,Táxi convencional,0
276,Táxi não convencional,195.428940258673
276,Dirigindo moto,4653.93894889616
276,Passageiro de moto,388.983305614686
276,Bicicleta,0
276,A pé,43409.7281358124
276,Outros,0
277,Metrô,4668.54864089943
277,Trem,496.299730696034
277,Ônibus,24672.9861474331
277,Transporte fretado,0
277,Transporte escolar,4953.58801940434
277,Dirigindo automóvel,27870.370997931
277,Passageiro de automóvel,14729.7852696978
277,Táxi convencional,0
277,Táxi não convencional,0
277,Dirigindo moto,1790.03216213492
277,Passageiro de moto,673.213656317832
277,Bicicleta,66.9582241749071
277,A pé,44454.4035438303
277,Outros,0
278,Metrô,10958.8836560832
278,Trem,0
278,Ônibus,48474.58475187
278,Transporte fretado,0
278,Transporte escolar,12628.5438983999
278,Dirigindo automóvel,23239.4361616673
278,Passageiro de automóvel,13504.0365329949
278,Táxi convencional,0
278,Táxi não convencional,1426.98509121051
278,Dirigindo moto,6855.35989104698
278,Passageiro de moto,1111.47236485005
278,Bicicleta,1023.49852353057
278,A pé,90601.4416277628
278,Outros,0
279,Metrô,4924.21652414721
279,Trem,1690.7752697189
279,Ônibus,26397.027054472
279,Transporte fretado,0
279,Transporte escolar,10679.652591823
279,Dirigindo automóvel,7004.01062441096
279,Passageiro de automóvel,2033.80527196731
279,Táxi convencional,0
279,Táxi não convencional,121.442891867642
279,Dirigindo moto,2421.96149231277
279,Passageiro de moto,362.806570300394
279,Bicicleta,0
279,A pé,45270.3589188357
279,Outros,861.813597664834
280,Metrô,5864.81058367215
280,Trem,5544.87983417009
280,Ônibus,26094.5324882656
280,Transporte fretado,1625.62153343645
280,Transporte escolar,976.479411835672
280,Dirigindo automóvel,18146.2075392749
280,Passageiro de automóvel,4243.46316293035
280,Táxi convencional,0
280,Táxi não convencional,142.575575830398
280,Dirigindo moto,2310.37003195171
280,Passageiro de moto,122.383629834527
280,Bicicleta,339.186610375214
280,A pé,13418.1536502293
280,Outros,0
281,Metrô,2227.83849646682
281,Trem,2439.30806411099
281,Ônibus,20757.5041797596
281,Transporte fretado,519.658379010994
281,Transporte escolar,6292.46973163592
281,Dirigindo automóvel,22578.4871310672
281,Passageiro de automóvel,11300.8268571057
281,Táxi convencional,722.59674006083
281,Táxi não convencional,1340.78624978101
281,Dirigindo moto,1411.0198552412
281,Passageiro de moto,1109.89773388333
281,Bicicleta,0
281,A pé,14531.553144869
281,Outros,0
282,Metrô,3539.83337016442
282,Trem,60.8031007520116
282,Ônibus,21249.4528281241
282,Transporte fretado,0
282,Transporte escolar,2001.68474259152
282,Dirigindo automóvel,20613.8898721038
282,Passageiro de automóvel,6579.19720376337
282,Táxi convencional,278.907357868841
282,Táxi não convencional,1372.26257472293
282,Dirigindo moto,5004.62919995063
282,Passageiro de moto,1232.28136371786
282,Bicicleta,0
282,A pé,23930.2939453207
282,Outros,861.813597664834
283,Metrô,960.41865851401
283,Trem,929.345110373141
283,Ônibus,5834.88179264733
283,Transporte fretado,0
283,Transporte escolar,321.852218046702
283,Dirigindo automóvel,3876.92624489846
283,Passageiro de automóvel,947.527391674733
283,Táxi convencional,59.364667985209
283,Táxi não convencional,119.324361849327
283,Dirigindo moto,303.065499509087
283,Passageiro de moto,0
283,Bicicleta,132.382264010091
283,A pé,5529.86338956207
283,Outros,189.327718127161
284,Metrô,2177.24330282326
284,Trem,2918.3258138289
284,Ônibus,22662.9867978229
284,Transporte fretado,666.729646812145
284,Transporte escolar,8867.05224395597
284,Dirigindo automóvel,14105.8514818867
284,Passageiro de automóvel,3708.19725277142
284,Táxi convencional,0
284,Táxi não convencional,347.528002324593
284,Dirigindo moto,706.732094880865
284,Passageiro de moto,0
284,Bicicleta,0
284,A pé,26147.4421800388
284,Outros,0
285,Metrô,5626.90794195931
285,Trem,3196.89330921421
285,Ônibus,28609.6105375027
285,Transporte fretado,929.817716783248
285,Transporte escolar,11095.4676518798
285,Dirigindo automóvel,22977.3307637702
285,Passageiro de automóvel,15557.8186180851
285,Táxi convencional,0
285,Táxi não convencional,1281.97466340981
285,Dirigindo moto,6125.18139841967
285,Passageiro de moto,0
285,Bicicleta,0
285,A pé,74639.7015416133
285,Outros,0
286,Metrô,2626.48257209745
286,Trem,1964.53709184726
286,Ônibus,19610.8441062041
286,Transporte fretado,138.586574757441
286,Transporte escolar,1153.39249715187
286,Dirigindo automóvel,10496.9142060325
286,Passageiro de automóvel,4281.26409006242
286,Táxi convencional,0
286,Táxi não convencional,554.917050866442
286,Dirigindo moto,4461.43648369934
286,Passageiro de moto,0
286,Bicicleta,378.794548842086
286,A pé,4842.1308973334
286,Outros,0
287,Metrô,1376.69244582831
287,Trem,1115.40086474282
287,Ônibus,13689.5539169147
287,Transporte fretado,1079.68577096597
287,Transporte escolar,3090.49468542365
287,Dirigindo automóvel,19397.0990647251
287,Passageiro de automóvel,8039.6914626804
287,Táxi convencional,238.253679501479
287,Táxi não convencional,597.972749145057
287,Dirigindo moto,1343.41303686813
287,Passageiro de moto,0
287,Bicicleta,2682.75240460225
287,A pé,16968.1134958136
287,Outros,0
288,Metrô,1026.01698374803
288,Trem,1015.79933763558
288,Ônibus,20120.3074378012
288,Transporte fretado,0
288,Transporte escolar,4371.7102697399
288,Dirigindo automóvel,6439.58320808465
288,Passageiro de automóvel,2337.59877503889
288,Táxi convencional,0
288,Táxi não convencional,77.3947394615004
288,Dirigindo moto,1894.19721560591
288,Passageiro de moto,0
288,Bicicleta,244.537177938028
288,A pé,12508.0087294012
288,Outros,0
289,Metrô,2543.60934850909
289,Trem,6905.44514549772
289,Ônibus,22891.9456420921
289,Transporte fretado,539.842885482985
289,Transporte escolar,7951.23195880387
289,Dirigindo automóvel,14745.1917741778
289,Passageiro de automóvel,5906.45189898136
289,Táxi convencional,0
289,Táxi não convencional,1991.47578423846
289,Dirigindo moto,823.730580968635
289,Passageiro de moto,0
289,Bicicleta,796.308009937169
289,A pé,29950.5568180442
289,Outros,639.022093552049
290,Metrô,4618.33286172357
290,Trem,7298.56803546009
290,Ônibus,16835.8893022746
290,Transporte fretado,0
290,Transporte escolar,5891.43643593897
290,Dirigindo automóvel,8113.34299669889
290,Passageiro de automóvel,2734.54597960183
290,Táxi convencional,0
290,Táxi não convencional,0
290,Dirigindo moto,1232.07338274161
290,Passageiro de moto,0
290,Bicicleta,0
290,A pé,40837.3132558999
290,Outros,2515.99291408299
291,Metrô,4816.96403015963
291,Trem,11376.8374557234
291,Ônibus,24517.2379597694
291,Transporte fretado,785.144726006469
291,Transporte escolar,11747.1670283219
291,Dirigindo automóvel,25887.3362238837
291,Passageiro de automóvel,16830.4766001227
291,Táxi convencional,0
291,Táxi não convencional,0
291,Dirigindo moto,1554.94175173456
291,Passageiro de moto,330.09941289168
291,Bicicleta,0
291,A pé,34800.2865961416
291,Outros,0
292,Metrô,4536.97970329845
292,Trem,3660.01885074382
292,Ônibus,15255.4916412708
292,Transporte fretado,0
292,Transporte escolar,8178.60230646374
292,Dirigindo automóvel,16951.3749542918
292,Passageiro de automóvel,8851.94733340462
292,Táxi convencional,0
292,Táxi não convencional,2848.01257488881
292,Dirigindo moto,3771.34967420617
292,Passageiro de moto,0
292,Bicicleta,0
292,A pé,34201.1776689709
292,Outros,0
293,Metrô,8039.67864955407
293,Trem,10028.6317851866
293,Ônibus,33485.4901814136
293,Transporte fretado,0
293,Transporte escolar,14922.0300807187
293,Dirigindo automóvel,8596.19595009805
293,Passageiro de automóvel,10138.2264589642
293,Táxi convencional,294.990838634097
293,Táxi não convencional,2497.89930432248
293,Dirigindo moto,3467.45799238477
293,Passageiro de moto,0
293,Bicicleta,1710.22382895074
293,A pé,49696.260415044
293,Outros,2515.99291408299
294,Metrô,6902.70452884995
294,Trem,15271.233572713
294,Ônibus,35253.0739022163
294,Transporte fretado,929.817716783248
294,Transporte escolar,13621.9563478817
294,Dirigindo automóvel,7816.04629003705
294,Passageiro de automóvel,1345.80311451564
294,Táxi convencional,0
294,Táxi não convencional,0
294,Dirigindo moto,1938.72058988549
294,Passageiro de moto,802.325980242216
294,Bicicleta,0
294,A pé,84813.2437464509
294,Outros,1386.09077015089
295,Metrô,5282.79289798068
295,Trem,10898.3893040292
295,Ônibus,45543.2198119543
295,Transporte fretado,0
295,Transporte escolar,13319.952736198
295,Dirigindo automóvel,17228.9469713297
295,Passageiro de automóvel,12900.4051725062
295,Táxi convencional,0
295,Táxi não convencional,0
295,Dirigindo moto,5057.68879847356
295,Passageiro de moto,822.988262095752
295,Bicicleta,1777.92960899824
295,A pé,56546.4947039115
295,Outros,0
296,Metrô,218.81056826614
296,Trem,37.2657358886141
296,Ônibus,1502.84987059558
296,Transporte fretado,0
296,Transporte escolar,2355.35697133349
296,Dirigindo automóvel,1871.84564011651
296,Passageiro de automóvel,893.450459442361
296,Táxi convencional,0
296,Táxi não convencional,0
296,Dirigindo moto,142.309688395929
296,Passageiro de moto,0
296,Bicicleta,742.163807185446
296,A pé,1208.7412502196
296,Outros,0
297,Metrô,24.7695811507509
297,Trem,108.53384841064
297,Ônibus,1182.48367943248
297,Transporte fretado,308.365755648041
297,Transporte escolar,315.512384690652
297,Dirigindo automóvel,1290.14788759428
297,Passageiro de automóvel,436.388414159064
297,Táxi convencional,0
297,Táxi não convencional,0
297,Dirigindo moto,0
297,Passageiro de moto,0
297,Bicicleta,130.241588967709
297,A pé,536.379472670169
297,Outros,0
298,Metrô,3932.01268158935
298,Trem,14332.0974104094
298,Ônibus,49507.7253098673
298,Transporte fretado,564.686710098399
298,Transporte escolar,26289.2168994187
298,Dirigindo automóvel,16495.583600618
298,Passageiro de automóvel,13896.9086137326
298,Táxi convencional,0
298,Táxi não convencional,939.270907842433
298,Dirigindo moto,2197.31420852786
298,Passageiro de moto,301.19692420747
298,Bicicleta,2072.65147974722
298,A pé,89038.2469705837
298,Outros,622.768139864301
299,Metrô,385.56080158328
299,Trem,326.347679352439
299,Ônibus,3548.27419695864
299,Transporte fretado,0
299,Transporte escolar,884.097737086641
299,Dirigindo automóvel,1582.58209636321
299,Passageiro de automóvel,397.879078386882
299,Táxi convencional,145.586802433317
299,Táxi não convencional,132.442397001126
299,Dirigindo moto,192.78040079164
299,Passageiro de moto,104.431211397606
299,Bicicleta,0
299,A pé,2430.79456055515
299,Outros,0
300,Metrô,25251.2824458371
300,Trem,24280.7320591896
300,Ônibus,53875.9086563038
300,Transporte fretado,842.397302574516
300,Transporte escolar,3750.03351047488
300,Dirigindo automóvel,68359.9923533026
300,Passageiro de automóvel,22180.7829107187
300,Táxi convencional,1761.81866106639
300,Táxi não convencional,2057.08740143561
300,Dirigindo moto,5820.8994824892
300,Passageiro de moto,707.504588841635
300,Bicicleta,1488.18256267997
300,A pé,59517.4539794787
300,Outros,532.562890065671
301,Metrô,3857.31806410793
301,Trem,363.659258239997
301,Ônibus,15093.5562363093
301,Transporte fretado,0
301,Transporte escolar,1879.57596723625
301,Dirigindo automóvel,14364.2599598628
301,Passageiro de automóvel,7097.99446413935
301,Táxi convencional,78.751251243408
301,Táxi não convencional,1978.74630197505
301,Dirigindo moto,695.276893240339
301,Passageiro de moto,0
301,Bicicleta,78.7313191652121
301,A pé,4431.43744450478
301,Outros,0
302,Metrô,15750.7287781061
302,Trem,1435.10051058696
302,Ônibus,46773.05135621
302,Transporte fretado,749.365061513166
302,Transporte escolar,2184.90276538575
302,Dirigindo automóvel,22434.9480802682
302,Passageiro de automóvel,9789.62253129293
302,Táxi convencional,515.343520150819
302,Táxi não convencional,338.129844667762
302,Dirigindo moto,1422.51721953806
302,Passageiro de moto,86.8869443731731
302,Bicicleta,362.427650796478
302,A pé,18288.9118346357
302,Outros,0
303,Metrô,16616.1975427662
303,Trem,7719.58493743697
303,Ônibus,59101.1028973603
303,Transporte fretado,821.197631027588
303,Transporte escolar,2462.67036314927
303,Dirigindo automóvel,18582.6808854479
303,Passageiro de automóvel,5124.36775159298
303,Táxi convencional,189.326869388614
303,Táxi não convencional,402.28341650287
303,Dirigindo moto,5896.13104953262
303,Passageiro de moto,549.791059591345
303,Bicicleta,264.78421377062
303,A pé,13511.1629860825
303,Outros,644.419290382203
304,Metrô,11901.3907493364
304,Trem,458.991559791929
304,Ônibus,42329.6924127095
304,Transporte fretado,0
304,Transporte escolar,8038.69203215676
304,Dirigindo automóvel,23425.8528069841
304,Passageiro de automóvel,5540.21041043631
304,Táxi convencional,0
304,Táxi não convencional,1202.11430421227
304,Dirigindo moto,4663.65485680697
304,Passageiro de moto,1027.59381818867
304,Bicicleta,848.282471662374
304,A pé,64606.5889147612
304,Outros,523.442460140572
305,Metrô,5327.42075914964
305,Trem,2473.16069956187
305,Ônibus,69374.5813169939
305,Transporte fretado,0
305,Transporte escolar,7492.53025915122
305,Dirigindo automóvel,20711.8157933857
305,Passageiro de automóvel,4769.10542284632
305,Táxi convencional,0
305,Táxi não convencional,2091.47269991554
305,Dirigindo moto,4045.20067191005
305,Passageiro de moto,990.29823867504
305,Bicicleta,0
305,A pé,89001.5170500422
305,Outros,0
306,Metrô,3531.19754218351
306,Trem,703.923561761414
306,Ônibus,30148.9185458451
306,Transporte fretado,0
306,Transporte escolar,8015.97198341187
306,Dirigindo automóvel,6057.94213959917
306,Passageiro de automóvel,1511.06974538028
306,Táxi convencional,0
306,Táxi não convencional,1229.37333084767
306,Dirigindo moto,2883.09013331029
306,Passageiro de moto,0
306,Bicicleta,0
306,A pé,46699.4898844295
306,Outros,0
307,Metrô,6877.54353047424
307,Trem,707.971349569207
307,Ônibus,48966.6295628664
307,Transporte fretado,0
307,Transporte escolar,15747.7085710261
307,Dirigindo automóvel,13476.3545417079
307,Passageiro de automóvel,5208.50417267338
307,Táxi convencional,0
307,Táxi não convencional,276.623178749817
307,Dirigindo moto,4268.49225307558
307,Passageiro de moto,0
307,Bicicleta,0
307,A pé,50117.7707686392
307,Outros,287.190606590134
308,Metrô,921.224783742664
308,Trem,248.957511572446
308,Ônibus,17628.8633301978
308,Transporte fretado,0
308,Transporte escolar,6567.81762463076
308,Dirigindo automóvel,4092.47815690687
308,Passageiro de automóvel,819.30689703433
308,Táxi convencional,0
308,Táxi não convencional,424.65968769637
308,Dirigindo moto,217.327052855328
308,Passageiro de moto,0
308,Bicicleta,0
308,A pé,30495.8062737534
308,Outros,0
309,Metrô,3882.78308495522
309,Trem,387.253587860295
309,Ônibus,29586.416673435
309,Transporte fretado,0
309,Transporte escolar,8271.29825535175
309,Dirigindo automóvel,6494.42971619517
309,Passageiro de automóvel,3029.17543973773
309,Táxi convencional,0
309,Táxi não convencional,854.729756083397
309,Dirigindo moto,1396.4338043053
309,Passageiro de moto,0
309,Bicicleta,828.781500363788
309,A pé,23707.5589463287
309,Outros,86.8869443731731
310,Metrô,517.979475982219
310,Trem,0
310,Ônibus,9501.70943134259
310,Transporte fretado,0
310,Transporte escolar,2328.54632504122
310,Dirigindo automóvel,3077.03261123488
310,Passageiro de automóvel,2212.3796974083
310,Táxi convencional,0
310,Táxi não convencional,190.415201585406
310,Dirigindo moto,785.664221183599
310,Passageiro de moto,0
310,Bicicleta,0
310,A pé,10081.1111525284
310,Outros,449.404939576516
311,Metrô,4093.91835416492
311,Trem,6675.10120973533
311,Ônibus,42508.4130305249
311,Transporte fretado,0
311,Transporte escolar,11379.787068605
311,Dirigindo automóvel,14299.8366045037
311,Passageiro de automóvel,8896.20714780121
311,Táxi convencional,0
311,Táxi não convencional,292.792746506617
311,Dirigindo moto,7255.00576733113
311,Passageiro de moto,1257.85070439777
311,Bicicleta,0
311,A pé,55855.1845755733
311,Outros,247.974879130138
312,Metrô,7091.6471831247
312,Trem,581.087828754492
312,Ônibus,20618.8737771349
312,Transporte fretado,155.430388621498
312,Transporte escolar,7115.26282954884
312,Dirigindo automóvel,14321.9053272771
312,Passageiro de automóvel,11392.2946425387
312,Táxi convencional,0
312,Táxi não convencional,1190.61099459938
312,Dirigindo moto,3897.70604848188
312,Passageiro de moto,494.109607965215
312,Bicicleta,0
312,A pé,26473.1258988475
312,Outros,0
313,Metrô,1291.24092632776
313,Trem,515.605070032678
313,Ônibus,11312.9168089714
313,Transporte fretado,98.8776239191292
313,Transporte escolar,3581.48282415069
313,Dirigindo automóvel,6155.85529074069
313,Passageiro de automóvel,2882.75617991229
313,Táxi convencional,0
313,Táxi não convencional,0
313,Dirigindo moto,1442.22684772704
313,Passageiro de moto,0
313,Bicicleta,0
313,A pé,17574.8573695255
313,Outros,688.608567037288
314,Metrô,13547.2633179892
314,Trem,0
314,Ônibus,54196.2739831573
314,Transporte fretado,0
314,Transporte escolar,20270.441463702
314,Dirigindo automóvel,16750.1898235736
314,Passageiro de automóvel,6935.6380229514
314,Táxi convencional,0
314,Táxi não convencional,1157.36897099858
314,Dirigindo moto,3741.36811432284
314,Passageiro de moto,0
314,Bicicleta,0
314,A pé,69462.3675990102
314,Outros,229.536189012429
315,Metrô,12799.4157560101
315,Trem,0
315,Ônibus,44994.8272777392
315,Transporte fretado,528.416979858794
315,Transporte escolar,10898.5099130749
315,Dirigindo automóvel,14123.3781876836
315,Passageiro de automóvel,4445.97303366294
315,Táxi convencional,0
315,Táxi não convencional,619.57902686159
315,Dirigindo moto,6666.52838880071
315,Passageiro de moto,329.819855204068
315,Bicicleta,1532.09730862466
315,A pé,77888.1963182333
315,Outros,0
316,Metrô,4727.85019000941
316,Trem,1568.34901548232
316,Ônibus,7221.08294915145
316,Transporte fretado,72.135792404957
316,Transporte escolar,3037.11873672801
316,Dirigindo automóvel,15013.4407201345
316,Passageiro de automóvel,6958.61413641069
316,Táxi convencional,387.626317216281
316,Táxi não convencional,1251.05832263849
316,Dirigindo moto,2172.0143575563
316,Passageiro de moto,0
316,Bicicleta,1111.18999148362
316,A pé,4208.14703816628
316,Outros,0
317,Metrô,1445.2068128533
317,Trem,1569.4590359757
317,Ônibus,3302.89907483279
317,Transporte fretado,0
317,Transporte escolar,122.918084813159
317,Dirigindo automóvel,6768.69608891637
317,Passageiro de automóvel,1569.9724612135
317,Táxi convencional,35.4005672781529
317,Táxi não convencional,498.263218660996
317,Dirigindo moto,1256.49101561644
317,Passageiro de moto,0
317,Bicicleta,40.4940716651842
317,A pé,762.095217340235
317,Outros,0
318,Metrô,2634.55534257938
318,Trem,2827.19996367165
318,Ônibus,12434.2630616113
318,Transporte fretado,0
318,Transporte escolar,1417.64316022057
318,Dirigindo automóvel,11478.2201995731
318,Passageiro de automóvel,2361.39275674349
318,Táxi convencional,23.5200855223858
318,Táxi não convencional,361.080244746698
318,Dirigindo moto,2703.85423361846
318,Passageiro de moto,125.027526370891
318,Bicicleta,0
318,A pé,11252.1223600565
318,Outros,527.06384081965
319,Metrô,1668.82434145743
319,Trem,0
319,Ônibus,11115.0628044024
319,Transporte fretado,2877.38580501796
319,Transporte escolar,2326.97263765058
319,Dirigindo automóvel,12133.0531227405
319,Passageiro de automóvel,2967.76940227338
319,Táxi convencional,182.327312036071
319,Táxi não convencional,292.00199160288
319,Dirigindo moto,990.451182368788
319,Passageiro de moto,0
319,Bicicleta,157.73983320456
319,A pé,5349.18914749978
319,Outros,0
320,Metrô,2830.6359496307
320,Trem,0
320,Ônibus,29314.8945632582
320,Transporte fretado,0
320,Transporte escolar,3714.26451508489
320,Dirigindo automóvel,9716.84175439272
320,Passageiro de automóvel,3403.31001927168
320,Táxi convencional,238.257319560084
320,Táxi não convencional,629.988115234088
320,Dirigindo moto,1294.57604033109
320,Passageiro de moto,275.963144197822
320,Bicicleta,181.351088488941
320,A pé,48073.4651846825
320,Outros,274.406931565071
321,Metrô,5791.846930839
321,Trem,133.739536557475
321,Ônibus,17260.8089605071
321,Transporte fretado,0
321,Transporte escolar,4235.53004059973
321,Dirigindo automóvel,32806.2766230637
321,Passageiro de automóvel,9649.96613826177
321,Táxi convencional,698.310208406491
321,Táxi não convencional,1308.34275102532
321,Dirigindo moto,2165.38923154283
321,Passageiro de moto,210.212375453261
321,Bicicleta,643.47109630105
321,A pé,24924.1575552798
321,Outros,0
322,Metrô,3405.07201668593
322,Trem,471.6095928513
322,Ônibus,14954.5661768414
322,Transporte fretado,0
322,Transporte escolar,8010.55397271626
322,Dirigindo automóvel,26088.9194687206
322,Passageiro de automóvel,6827.9366302568
322,Táxi convencional,423.723031289955
322,Táxi não convencional,1856.60604195179
322,Dirigindo moto,1777.09650128562
322,Passageiro de moto,0
322,Bicicleta,268.767696774576
322,A pé,18194.3035058867
322,Outros,0
323,Metrô,10728.6725738552
323,Trem,824.526190842545
323,Ônibus,17915.8443555589
323,Transporte fretado,0
323,Transporte escolar,12895.7714519791
323,Dirigindo automóvel,12798.657885966
323,Passageiro de automóvel,9158.34119541095
323,Táxi convencional,0
323,Táxi não convencional,0
323,Dirigindo moto,1573.46176864081
323,Passageiro de moto,0
323,Bicicleta,0
323,A pé,29693.7683397672
323,Outros,538.74020252025
324,Metrô,1979.85816450076
324,Trem,0
324,Ônibus,36805.3639051019
324,Transporte fretado,461.658885848822
324,Transporte escolar,12502.4164126211
324,Dirigindo automóvel,10028.8621526755
324,Passageiro de automóvel,3308.03227710824
324,Táxi convencional,0
324,Táxi não convencional,527.012602929386
324,Dirigindo moto,3679.04717740981
324,Passageiro de moto,0
324,Bicicleta,0
324,A pé,28706.0726842639
324,Outros,0
325,Metrô,2555.64281840106
325,Trem,0
325,Ônibus,17702.0702803763
325,Transporte fretado,0
325,Transporte escolar,4106.51675138193
325,Dirigindo automóvel,14780.2849092711
325,Passageiro de automóvel,15444.6512762069
