COD_ZONA,VIAGENS_ATRAIDAS_MODO_PRINCIPAL,QTD
108,A pé,1903.26023008434
108,Outros,709.660472305457
109,Metrô,12077.5354407603
109,Trem,6391.79342119674
109,Ônibus,51383.8501978356
109,Transporte fretado,157.917871320755
109,Transporte escolar,18471.2226558879
109,Dirigindo automóvel,31107.0008458806
109,Passageiro de automóvel,10716.9630623599
109,Táxi convencional,0
109,Táxi não convencional,22.6564927720833
109,Dirigindo moto,993.117749545445
109,Passageiro de moto,0
109,Bicicleta,1129.03089157753
109,A pé,49608.7331523755
109,Outros,0
110,Metrô,5269.07963833981
110,Trem,11752.827543528
110,Ônibus,19521.2791806378
110,Transporte fretado,27.186564113431
110,Transporte escolar,3170.01003633245
110,Dirigindo automóvel,18694.1849236748
110,Passageiro de automóvel,7779.81825564236
110,Táxi convencional,43.5374676549576
110,Táxi não convencional,0
110,Dirigindo moto,660.687817877642
110,Passageiro de moto,0
110,Bicicleta,0
110,A pé,24625.9531076924
110,Outros,0
111,Metrô,1105.09624260158
111,Trem,786.434222160778
111,Ônibus,17979.6827204526
111,Transporte fretado,0
111,Transporte escolar,5726.59687405735
111,Dirigindo automóvel,17745.0730051029
111,Passageiro de automóvel,8944.33704311125
111,Táxi convencional,0
111,Táxi não convencional,1251.99291137665
111,Dirigindo moto,283.905983305042
111,Passageiro de moto,0
111,Bicicleta,2103.47264342803
111,A pé,28209.5462052437
111,Outros,0
112,Metrô,1462.42863317992
112,Trem,3512.12312248522
112,Ônibus,13235.4595921726
112,Transporte fretado,157.917871320755
112,Transporte escolar,1714.90434112955
112,Dirigindo automóvel,8098.55408100411
112,Passageiro de automóvel,2288.13423860766
112,Táxi convencional,0
112,Táxi não convencional,903.714187944368
112,Dirigindo moto,1816.57141058582
112,Passageiro de moto,0
112,Bicicleta,0
112,A pé,24337.358305615
112,Outros,0
113,Metrô,1989.57121358426
113,Trem,3382.57056278312
113,Ônibus,15057.8921518539
113,Transporte fretado,506.981741006724
113,Transporte escolar,2593.45832617576
113,Dirigindo automóvel,14079.8688780224
113,Passageiro de automóvel,6162.33700141307
113,Táxi convencional,0
113,Táxi não convencional,269.4560293001
113,Dirigindo moto,1766.90974163238
113,Passageiro de moto,0
113,Bicicleta,0
113,A pé,11765.8184676302
113,Outros,0
114,Metrô,0
114,Trem,0
114,Ônibus,0
114,Transporte fretado,0
114,Transporte escolar,0
114,Dirigindo automóvel,0
114,Passageiro de automóvel,0
114,Táxi convencional,0
114,Táxi não convencional,0
114,Dirigindo moto,0
114,Passageiro de moto,0
114,Bicicleta,0
114,A pé,238.722236559874
114,Outros,0
115,Metrô,3315.36256170932
115,Trem,7254.01353956523
115,Ônibus,15171.6617991525
115,Transporte fretado,0
115,Transporte escolar,5476.60566541504
115,Dirigindo automóvel,10781.0969695268
115,Passageiro de automóvel,2261.1892829225
115,Táxi convencional,0
115,Táxi não convencional,0
115,Dirigindo moto,1640.00477045705
115,Passageiro de moto,0
115,Bicicleta,0
115,A pé,24029.574979292
115,Outros,0
116,Metrô,11061.3522579329
116,Trem,9026.16112514183
116,Ônibus,76413.3858809254
116,Transporte fretado,1516.62782384127
116,Transporte escolar,19239.4051303427
116,Dirigindo automóvel,23304.9927201329
116,Passageiro de automóvel,5696.16373826834
116,Táxi convencional,0
116,Táxi não convencional,292.310169669412
116,Dirigindo moto,3304.71408723177
116,Passageiro de moto,1350.86309840368
116,Bicicleta,0
116,A pé,88393.2802030734
116,Outros,0
117,Metrô,893.095533278124
117,Trem,2110.25647305955
117,Ônibus,15402.8295552393
117,Transporte fretado,1344.75050088411
117,Transporte escolar,8845.35111525035
117,Dirigindo automóvel,13275.4772048946
117,Passageiro de automóvel,5737.67709487334
117,Táxi convencional,0
117,Táxi não convencional,659.929390609885
117,Dirigindo moto,2002.19388155455
117,Passageiro de moto,0
117,Bicicleta,0
117,A pé,9888.97182595164
117,Outros,0
118,Metrô,807.706275148457
118,Trem,809.777264612882
118,Ônibus,4451.10113922373
118,Transporte fretado,1214.8183127999
118,Transporte escolar,467.638227849537
118,Dirigindo automóvel,3907.52257686145
118,Passageiro de automóvel,2265.3196568978
118,Táxi convencional,0
118,Táxi não convencional,0
118,Dirigindo moto,0
118,Passageiro de moto,0
118,Bicicleta,0
118,A pé,8131.40828322931
118,Outros,0
119,Metrô,5963.50652742347
119,Trem,8791.57747218061
119,Ônibus,30466.6905161721
119,Transporte fretado,0
119,Transporte escolar,16198.4375568644
119,Dirigindo automóvel,10101.3461948179
119,Passageiro de automóvel,4881.89983907393
119,Táxi convencional,0
119,Táxi não convencional,0
119,Dirigindo moto,764.695175517964
119,Passageiro de moto,0
119,Bicicleta,0
119,A pé,34710.8448877193
119,Outros,0
120,Metrô,0
120,Trem,0
120,Ônibus,0
120,Transporte fretado,0
120,Transporte escolar,0
120,Dirigindo automóvel,0
120,Passageiro de automóvel,0
120,Táxi convencional,0
120,Táxi não convencional,0
120,Dirigindo moto,0
120,Passageiro de moto,0
120,Bicicleta,0
120,A pé,0
120,Outros,0
121,Metrô,4130.25177509895
121,Trem,0
121,Ônibus,30574.0036691297
121,Transporte fretado,0
121,Transporte escolar,2893.96144064165
121,Dirigindo automóvel,9832.79443044293
121,Passageiro de automóvel,6676.51945210846
121,Táxi convencional,406.475521498841
121,Táxi não convencional,0
121,Dirigindo moto,1027.51748076592
121,Passageiro de moto,0
121,Bicicleta,0
121,A pé,39073.4041950442
121,Outros,0
122,Metrô,1282.97516580915
122,Trem,0
122,Ônibus,24119.1188842049
122,Transporte fretado,0
122,Transporte escolar,1521.02771973634
122,Dirigindo automóvel,6068.85390169544
122,Passageiro de automóvel,7598.23346698664
122,Táxi convencional,0
122,Táxi não convencional,0
122,Dirigindo moto,2231.55880224442
122,Passageiro de moto,0
122,Bicicleta,485.014354700377
122,A pé,29634.252960364
122,Outros,0
123,Metrô,2076.03280887081
123,Trem,523.685596747531
123,Ônibus,24409.6899034503
123,Transporte fretado,1534.60909126478
123,Transporte escolar,13553.1918179531
123,Dirigindo automóvel,5844.37689803164
123,Passageiro de automóvel,292.310169669412
123,Táxi convencional,0
123,Táxi não convencional,0
123,Dirigindo moto,3727.62072743287
123,Passageiro de moto,0
123,Bicicleta,0
123,A pé,32042.0134038794
123,Outros,0
124,Metrô,5202.76935015368
124,Trem,2045.02085182008
124,Ônibus,36496.2685714363
124,Transporte fretado,0
124,Transporte escolar,9441.3526435246
124,Dirigindo automóvel,19999.1871818216
124,Passageiro de automóvel,11655.3394629934
124,Táxi convencional,0
124,Táxi não convencional,290.516795298771
124,Dirigindo moto,0
124,Passageiro de moto,0
124,Bicicleta,0
124,A pé,45103.3170395795
124,Outros,0
125,Metrô,1257.2137450001
125,Trem,516.716166819637
125,Ônibus,18067.4731076441
125,Transporte fretado,263.516451382591
125,Transporte escolar,3266.22426419932
125,Dirigindo automóvel,8996.79883796456
125,Passageiro de automóvel,2537.90238876433
125,Táxi convencional,0
125,Táxi não convencional,0
125,Dirigindo moto,1848.34917635438
125,Passageiro de moto,0
125,Bicicleta,839.915403398758
125,A pé,42549.5506097375
125,Outros,0
126,Metrô,3548.81278834846
126,Trem,0
126,Ônibus,17950.1325506253
126,Transporte fretado,0
126,Transporte escolar,3839.49331413236
126,Dirigindo automóvel,14052.9489538099
126,Passageiro de automóvel,7629.21179836855
126,Táxi convencional,0
126,Táxi não convencional,389.348030228089
126,Dirigindo moto,1421.04646576518
126,Passageiro de moto,0
126,Bicicleta,770.062451815833
126,A pé,22272.0112764956
126,Outros,0
127,Metrô,3323.84250879188
127,Trem,1667.73794249928
127,Ônibus,26912.5760067856
127,Transporte fretado,520.38185385445
127,Transporte escolar,6554.97259580253
127,Dirigindo automóvel,34697.2621895246
127,Passageiro de automóvel,11997.2062685288
127,Táxi convencional,359.683016782753
127,Táxi não convencional,636.22153890376
127,Dirigindo moto,2460.57074161082
127,Passageiro de moto,0
127,Bicicleta,1768.17473987152
127,A pé,37246.1761091303
127,Outros,0
128,Metrô,6701.21040179162
128,Trem,0
128,Ônibus,9485.8469085147
128,Transporte fretado,9.51255915478116
128,Transporte escolar,35.8358813987578
128,Dirigindo automóvel,8239.66923325015
128,Passageiro de automóvel,7253.63140382098
128,Táxi convencional,0
128,Táxi não convencional,1105.16372079473
128,Dirigindo moto,0
128,Passageiro de moto,0
128,Bicicleta,31.0309149355163
128,A pé,2895.2800450288
128,Outros,0
129,Metrô,11928.5017999951
129,Trem,0
129,Ônibus,18311.1497809452
129,Transporte fretado,0
129,Transporte escolar,15.0060135067049
129,Dirigindo automóvel,15427.4889966837
129,Passageiro de automóvel,5967.35764153928
129,Táxi convencional,28.0322070357543
129,Táxi não convencional,0
129,Dirigindo moto,747.021091375806
129,Passageiro de moto,0
129,Bicicleta,0
129,A pé,10293.8283152063
129,Outros,0
130,Metrô,3456.82088825003
130,Trem,0
130,Ônibus,571.955613430026
130,Transporte fretado,0
130,Transporte escolar,0
130,Dirigindo automóvel,3552.06187306438
130,Passageiro de automóvel,253.982357559731
130,Táxi convencional,0
130,Táxi não convencional,44.8466585396976
130,Dirigindo moto,229.358878096037
130,Passageiro de moto,0
130,Bicicleta,70.7214167575734
130,A pé,1482.05283978405
130,Outros,0
131,Metrô,9296.23013953503
131,Trem,606.718907708321
131,Ônibus,7846.77261416857
131,Transporte fretado,0
131,Transporte escolar,15.0060135067049
131,Dirigindo automóvel,4781.12677947802
131,Passageiro de automóvel,1447.37154528373
131,Táxi convencional,458.364422198937
131,Táxi não convencional,301.405569037785
131,Dirigindo moto,725.034528174537
131,Passageiro de moto,0
131,Bicicleta,1016.3093950056
131,A pé,5566.08676660522
131,Outros,0
132,Metrô,3297.64548693415
132,Trem,641.372340451737
132,Ônibus,2390.39567032881
132,Transporte fretado,6.78478397263918
132,Transporte escolar,688.806211616747
132,Dirigindo automóvel,5792.66282091108
132,Passageiro de automóvel,1131.70109180114
132,Táxi convencional,6.78478397263918
132,Táxi não convencional,0
132,Dirigindo moto,314.041675216405
132,Passageiro de moto,0
132,Bicicleta,92.2378853960139
132,A pé,511.496625190996
132,Outros,0
133,Metrô,13836.6910537552
133,Trem,0
133,Ônibus,19215.5745888199
133,Transporte fretado,0
133,Transporte escolar,2614.6556466589
133,Dirigindo automóvel,21317.6690662932
133,Passageiro de automóvel,11069.8563598885
133,Táxi convencional,2499.73336467388
133,Táxi não convencional,38.3098684051647
133,Dirigindo moto,2218.52778697181
133,Passageiro de moto,74.3113650502623
133,Bicicleta,93.96229433854
133,A pé,19137.4926363071
133,Outros,0
134,Metrô,4999.60411500337
134,Trem,0
134,Ônibus,15517.8058140795
134,Transporte fretado,0
134,Transporte escolar,2953.06015493198
134,Dirigindo automóvel,20851.2897295811
134,Passageiro de automóvel,12198.9217688597
134,Táxi convencional,0
134,Táxi não convencional,2331.2825069992
134,Dirigindo moto,1297.43983828885
134,Passageiro de moto,0
134,Bicicleta,0
134,A pé,12176.3662439434
134,Outros,367.322430096883
135,Metrô,8145.9640597249
135,Trem,0
135,Ônibus,17181.7114978484
135,Transporte fretado,0
135,Transporte escolar,4990.35121492483
135,Dirigindo automóvel,18875.814767659
135,Passageiro de automóvel,7234.2654660436
135,Táxi convencional,191.934622561294
135,Táxi não convencional,1996.92507430104
135,Dirigindo moto,1980.68014652687
135,Passageiro de moto,0
135,Bicicleta,1270.93850255326
135,A pé,21796.4081233743
135,Outros,0
136,Metrô,5397.56745708133
136,Trem,2501.49122257378
136,Ônibus,15103.6381991597
136,Transporte fretado,659.182295163799
136,Transporte escolar,4637.73585003103
136,Dirigindo automóvel,20396.7110180145
136,Passageiro de automóvel,8652.69812610047
136,Táxi convencional,168.252575338387
136,Táxi não convencional,1393.95201922211
136,Dirigindo moto,2421.83628151117
136,Passageiro de moto,0
136,Bicicleta,422.958853037748
136,A pé,28515.4009148728
136,Outros,0
137,Metrô,7431.92009406074
137,Trem,0
137,Ônibus,25177.5326559822
137,Transporte fretado,0
137,Transporte escolar,5379.89299162101
137,Dirigindo automóvel,22879.7485103463
137,Passageiro de automóvel,11280.7199076171
137,Táxi convencional,265.008615932865
137,Táxi não convencional,752.318226293943
137,Dirigindo moto,4388.60193147046
137,Passageiro de moto,391.829271500044
137,Bicicleta,300.987677530235
137,A pé,28629.9196291229
137,Outros,0
138,Metrô,1408.41001553593
138,Trem,1121.14446574505
138,Ônibus,4484.06800168576
138,Transporte fretado,0
138,Transporte escolar,1695.65530386819
138,Dirigindo automóvel,8720.88590902092
138,Passageiro de automóvel,4379.29870073302
138,Táxi convencional,43.5374676549576
138,Táxi não convencional,454.360074526407
138,Dirigindo moto,528.017110521865
138,Passageiro de moto,0
138,Bicicleta,35.2142276799218
138,A pé,11686.1065058604
138,Outros,0
139,Metrô,3621.37127424878
139,Trem,907.819436155509
139,Ônibus,16918.7163274756
139,Transporte fretado,0
139,Transporte escolar,3461.83163360586
139,Dirigindo automóvel,12800.6082542609
139,Passageiro de automóvel,4874.86129705687
139,Táxi convencional,0
139,Táxi não convencional,606.687779101092
139,Dirigindo moto,0
139,Passageiro de moto,0
139,Bicicleta,530.995573415147
139,A pé,19300.5156073783
139,Outros,0
140,Metrô,5917.23753671718
140,Trem,669.728874808565
140,Ônibus,15212.2343817903
140,Transporte fretado,646.865389924183
140,Transporte escolar,1310.41602958976
140,Dirigindo automóvel,10649.9328742038
140,Passageiro de automóvel,3023.12270886393
140,Táxi convencional,0
140,Táxi não convencional,553.933245420269
140,Dirigindo moto,3619.67139400871
140,Passageiro de moto,0
140,Bicicleta,1499.87566444439
140,A pé,46593.1718852718
140,Outros,129.921273911319
141,Metrô,11678.1818276464
141,Trem,0
141,Ônibus,38030.0634723543
141,Transporte fretado,0
141,Transporte escolar,8660.40552375742
141,Dirigindo automóvel,31302.6851184887
141,Passageiro de automóvel,6630.11150113148
141,Táxi convencional,299.996713233041
141,Táxi não convencional,352.042710622431
141,Dirigindo moto,982.271910137073
141,Passageiro de moto,0
141,Bicicleta,1784.92376155985
141,A pé,58634.7409537656
141,Outros,2349.95779668033
142,Metrô,2835.74358319269
142,Trem,0
142,Ônibus,22771.719447115
142,Transporte fretado,0
142,Transporte escolar,7380.76045969903
142,Dirigindo automóvel,13002.5473613828
142,Passageiro de automóvel,8148.30888469356
142,Táxi convencional,0
142,Táxi não convencional,0
142,Dirigindo moto,1281.2253950369
142,Passageiro de moto,0
142,Bicicleta,0
142,A pé,40428.7556001278
142,Outros,2349.95779668033
143,Metrô,0
143,Trem,0
143,Ônibus,0
143,Transporte fretado,0
143,Transporte escolar,0
143,Dirigindo automóvel,0
143,Passageiro de automóvel,0
143,Táxi convencional,0
143,Táxi não convencional,0
143,Dirigindo moto,0
143,Passageiro de moto,0
143,Bicicleta,0
143,A pé,0
143,Outros,0
144,Metrô,14761.390152876
144,Trem,0
144,Ônibus,42369.1636717834
144,Transporte fretado,189.5254246151
144,Transporte escolar,10290.701693868
144,Dirigindo automóvel,43005.3320723902
144,Passageiro de automóvel,17095.0073631813
144,Táxi convencional,0
144,Táxi não convencional,830.399851176925
144,Dirigindo moto,1497.89087453843
144,Passageiro de moto,0
144,Bicicleta,0
144,A pé,33647.0993530702
144,Outros,0
145,Metrô,746.118418022877
145,Trem,0
145,Ônibus,2091.17749808912
145,Transporte fretado,0
145,Transporte escolar,1972.90039102147
145,Dirigindo automóvel,4358.1358312224
145,Passageiro de automóvel,4457.15628117513
145,Táxi convencional,0
145,Táxi não convencional,1055.36700923176
145,Dirigindo moto,1092.5081045438
145,Passageiro de moto,332.614266914757
145,Bicicleta,1513.3011174951
145,A pé,2653.00080017024
145,Outros,0
146,Metrô,0
146,Trem,0
146,Ônibus,0
146,Transporte fretado,0
146,Transporte escolar,0
146,Dirigindo automóvel,0
146,Passageiro de automóvel,0
146,Táxi convencional,0
146,Táxi não convencional,0
146,Dirigindo moto,0
146,Passageiro de moto,0
146,Bicicleta,0
146,A pé,0
146,Outros,0
147,Metrô,5401.98247679363
147,Trem,0
147,Ônibus,16487.967477986
147,Transporte fretado,0
147,Transporte escolar,3217.23957039818
147,Dirigindo automóvel,13938.5147409366
147,Passageiro de automóvel,3918.90262634421
147,Táxi convencional,139.818020893862
147,Táxi não convencional,62.5155484493699
147,Dirigindo moto,304.073407770334
147,Passageiro de moto,129.033853978693
147,Bicicleta,1513.3011174951
147,A pé,27261.1005865
147,Outros,0
148,Metrô,1697.19847639368
148,Trem,0
148,Ônibus,9538.20308686156
148,Transporte fretado,0
148,Transporte escolar,1294.85868607669
148,Dirigindo automóvel,7295.81153182017
148,Passageiro de automóvel,7692.8589656719
148,Táxi convencional,29.5280253590212
148,Táxi não convencional,0
148,Dirigindo moto,520.318010383405
148,Passageiro de moto,0
148,Bicicleta,350.106964113185
148,A pé,20445.0037925931
148,Outros,0
149,Metrô,0
149,Trem,0
149,Ônibus,0
149,Transporte fretado,0
149,Transporte escolar,0
149,Dirigindo automóvel,77.5597427493592
149,Passageiro de automóvel,0
149,Táxi convencional,0
149,Táxi não convencional,0
149,Dirigindo moto,0
149,Passageiro de moto,0
149,Bicicleta,350.106964113185
149,A pé,0
149,Outros,0
150,Metrô,4330.46320978249
150,Trem,90.1786122261706
150,Ônibus,20223.0879372716
150,Transporte fretado,0
150,Transporte escolar,2496.36388205106
150,Dirigindo automóvel,4570.68137417006
150,Passageiro de automóvel,4792.97043623489
150,Táxi convencional,0
150,Táxi não convencional,501.503244696881
150,Dirigindo moto,2413.3380848185
150,Passageiro de moto,0
150,Bicicleta,0
150,A pé,23666.777610807
150,Outros,459.684844219923
151,Metrô,13105.4077877088
151,Trem,0
151,Ônibus,33513.506756105
151,Transporte fretado,0
151,Transporte escolar,4432.15070236977
151,Dirigindo automóvel,30132.4457472689
151,Passageiro de automóvel,14269.5236714797
151,Táxi convencional,170.013563789524
151,Táxi não convencional,3016.65078836313
151,Dirigindo moto,3682.71630530536
151,Passageiro de moto,873.891628798805
151,Bicicleta,1555.74636572982
151,A pé,74425.4764805949
151,Outros,0
152,Metrô,10769.492838546
152,Trem,0
152,Ônibus,8908.42440397634
152,Transporte fretado,0
152,Transporte escolar,2153.0224910197
152,Dirigindo automóvel,15141.0825350039
152,Passageiro de automóvel,14448.3168519925
152,Táxi convencional,0
152,Táxi não convencional,380.023477149632
152,Dirigindo moto,498.308264577981
152,Passageiro de moto,0
152,Bicicleta,271.69148719747
152,A pé,26885.898233842
152,Outros,0
153,Metrô,5315.09546364107
153,Trem,0
153,Ônibus,11922.9067995229
153,Transporte fretado,0
153,Transporte escolar,1622.16404940627
153,Dirigindo automóvel,12277.0607862991
153,Passageiro de automóvel,4187.83130452147
153,Táxi convencional,170.013563789524
153,Táxi não convencional,34.8884610541542
153,Dirigindo moto,303.421230906406
153,Passageiro de moto,0
153,Bicicleta,0
153,A pé,5322.57152709782
153,Outros,270.108606122147
154,Metrô,13868.1936261057
154,Trem,0
154,Ônibus,19746.8758656874
154,Transporte fretado,0
154,Transporte escolar,1721.38752931759
154,Dirigindo automóvel,27707.2189467323
154,Passageiro de automóvel,13183.1269151255
154,Táxi convencional,143.030070665773
154,Táxi não convencional,0
154,Dirigindo moto,3151.55347682305
154,Passageiro de moto,270.141612162735
154,Bicicleta,0
154,A pé,20508.174220908
154,Outros,0
155,Metrô,1796.44876899484
155,Trem,0
155,Ônibus,8447.35252723312
155,Transporte fretado,0
155,Transporte escolar,4355.3514053549
155,Dirigindo automóvel,5553.96532922259
155,Passageiro de automóvel,1835.61857774019
155,Táxi convencional,0
155,Táxi não convencional,289.671207657582
155,Dirigindo moto,1359.64051444932
155,Passageiro de moto,254.48284053696
155,Bicicleta,423.042670929745
155,A pé,18182.6526634615
155,Outros,105.477282887359
156,Metrô,4967.36627400999
156,Trem,0
156,Ônibus,25029.4882781896
156,Transporte fretado,0
156,Transporte escolar,3257.08815558395
156,Dirigindo automóvel,16454.1039041759
156,Passageiro de automóvel,11566.0583843143
156,Táxi convencional,0
156,Táxi não convencional,0
156,Dirigindo moto,1810.00356436404
156,Passageiro de moto,338.261787609696
156,Bicicleta,1292.57174034656
156,A pé,23558.5329253441
156,Outros,0
157,Metrô,3948.70893872292
157,Trem,0
157,Ônibus,4929.13328872844
157,Transporte fretado,0
157,Transporte escolar,2121.37030146781
157,Dirigindo automóvel,9745.439347487
157,Passageiro de automóvel,2305.03986724666
157,Táxi convencional,0
157,Táxi não convencional,196.136293366739
157,Dirigindo moto,767.983226104888
157,Passageiro de moto,214.169219965502
157,Bicicleta,355.589808476949
157,A pé,9189.10992161423
157,Outros,821.081200521948
158,Metrô,11426.1155520434
158,Trem,0
158,Ônibus,16484.0835331261
158,Transporte fretado,0
158,Transporte escolar,3893.9770374508
158,Dirigindo automóvel,13827.4506567187
158,Passageiro de automóvel,3417.64946251922
158,Táxi convencional,0
158,Táxi não convencional,743.71489587877
158,Dirigindo moto,1058.43338959792
158,Passageiro de moto,0
158,Bicicleta,355.589808476949
158,A pé,24662.4607553674
158,Outros,0
159,Metrô,2565.55173794508
159,Trem,677.185697272617
159,Ônibus,18182.0173410797
159,Transporte fretado,41.0057982522046
159,Transporte escolar,7264.526864418
159,Dirigindo automóvel,21466.7358112993
159,Passageiro de automóvel,9452.4060747084
159,Táxi convencional,0
159,Táxi não convencional,0
159,Dirigindo moto,1266.47788196219
159,Passageiro de moto,0
159,Bicicleta,0
159,A pé,39478.3112382045
159,Outros,0
160,Metrô,2402.88627035635
160,Trem,0
160,Ônibus,14447.8143744428
160,Transporte fretado,0
160,Transporte escolar,5571.93402751365
160,Dirigindo automóvel,10200.2573053355
160,Passageiro de automóvel,4247.37961767585
160,Táxi convencional,0
160,Táxi não convencional,70.6301538247983
160,Dirigindo moto,579.283856006227
160,Passageiro de moto,0
160,Bicicleta,0
160,A pé,15674.2850023914
160,Outros,303.567387587333
161,Metrô,6035.33788846225
161,Trem,894.592791234878
161,Ônibus,18754.1836726979
161,Transporte fretado,0
161,Transporte escolar,2113.91312366025
161,Dirigindo automóvel,24781.5296760338
161,Passageiro de automóvel,15256.2340966957
161,Táxi convencional,45.6642805145879
161,Táxi não convencional,604.872660134235
161,Dirigindo moto,2304.93588200614
161,Passageiro de moto,338.261787609696
161,Bicicleta,6112.29608379526
161,A pé,44721.3053880199
161,Outros,0
162,Metrô,2420.60401579772
162,Trem,895.883891373586
162,Ônibus,20108.1987762744
162,Transporte fretado,443.559819442049
162,Transporte escolar,3138.85830797167
162,Dirigindo automóvel,12389.1956416492
162,Passageiro de automóvel,6646.45323949201
162,Táxi convencional,0
162,Táxi não convencional,633.755763142833
162,Dirigindo moto,1569.10221353638
162,Passageiro de moto,0
162,Bicicleta,1191.60529266462
162,A pé,18660.0892980827
162,Outros,670.065939001121
163,Metrô,9304.44248488713
163,Trem,0
163,Ônibus,14116.1061559106
163,Transporte fretado,0
163,Transporte escolar,2739.03123083667
163,Dirigindo automóvel,22126.6286041103
163,Passageiro de automóvel,23827.0765704247
163,Táxi convencional,0
163,Táxi não convencional,326.257619331259
163,Dirigindo moto,406.880511824172
163,Passageiro de moto,0
163,Bicicleta,5606.48382366778
163,A pé,17546.5852383243
163,Outros,1522.31200892388
164,Metrô,923.403923952493
164,Trem,2048.51682931142
164,Ônibus,5651.99374202604
164,Transporte fretado,0
164,Transporte escolar,502.318954179227
164,Dirigindo automóvel,6938.74365809464
164,Passageiro de automóvel,2131.08462602535
164,Táxi convencional,0
164,Táxi não convencional,0
164,Dirigindo moto,141.081356375874
164,Passageiro de moto,0
164,Bicicleta,1519.940321163
164,A pé,5878.13466255518
164,Outros,0
165,Metrô,5839.70133306378
165,Trem,18.2948435341946
165,Ônibus,12056.6489100748
165,Transporte fretado,0
165,Transporte escolar,178.450552637589
165,Dirigindo automóvel,10923.4457813117
165,Passageiro de automóvel,942.129721583539
165,Táxi convencional,329.482004198534
165,Táxi não convencional,409.992557453861
165,Dirigindo moto,2114.89228354657
165,Passageiro de moto,0
165,Bicicleta,103.50867859849
165,A pé,4645.07148427097
165,Outros,0
166,Metrô,21005.726429178
166,Trem,6389.14889659431
166,Ônibus,17849.4860860472
166,Transporte fretado,0
166,Transporte escolar,5958.66977555071
166,Dirigindo automóvel,24933.1516741071
166,Passageiro de automóvel,14766.9231930144
166,Táxi convencional,50.7790279928459
166,Táxi não convencional,519.931488893887
166,Dirigindo moto,4496.71002762036
166,Passageiro de moto,961.234017374673
166,Bicicleta,0
166,A pé,22395.7467843818
166,Outros,0
167,Metrô,22693.4370607248
167,Trem,10173.5179259568
167,Ônibus,22115.3881699432
167,Transporte fretado,0
167,Transporte escolar,1568.54949231486
167,Dirigindo automóvel,28146.9091014363
167,Passageiro de automóvel,8117.82839463038
167,Táxi convencional,52.198124741851
167,Táxi não convencional,968.052186721982
167,Dirigindo moto,1262.20362828085
167,Passageiro de moto,289.610433268714
167,Bicicleta,659.672259140077
167,A pé,22086.9665716232
167,Outros,0
168,Metrô,13192.8328234503
168,Trem,7764.7771702442
168,Ônibus,10403.4594375572
168,Transporte fretado,338.124764106655
168,Transporte escolar,1225.82347394831
168,Dirigindo automóvel,14432.3582162044
168,Passageiro de automóvel,7048.09647177949
168,Táxi convencional,0
168,Táxi não convencional,0
168,Dirigindo moto,1213.97962964153
168,Passageiro de moto,165.793077138906
168,Bicicleta,0
168,A pé,18037.0893601981
168,Outros,256.764879793297
169,Metrô,26454.2953183949
169,Trem,2322.7999295001
169,Ônibus,20478.7125797908
169,Transporte fretado,0
169,Transporte escolar,1483.96960563425
169,Dirigindo automóvel,16200.9048159542
169,Passageiro de automóvel,5482.37428400058
169,Táxi convencional,0
169,Táxi não convencional,50.1837116343335
169,Dirigindo moto,974.211659920737
169,Passageiro de moto,436.829017561167
169,Bicicleta,653.114721056395
169,A pé,12360.2173221099
169,Outros,378.670579674603
170,Metrô,14641.3642401118
170,Trem,945.469800708383
170,Ônibus,27570.3034134724
170,Transporte fretado,353.318622752093
170,Transporte escolar,4518.39764566831
170,Dirigindo automóvel,16719.4639176723
170,Passageiro de automóvel,6423.38541136136
170,Táxi convencional,171.892391585408
170,Táxi não convencional,619.481541009517
170,Dirigindo moto,1211.59615917826
170,Passageiro de moto,0
170,Bicicleta,837.569226729286
170,A pé,23292.4661369949
170,Outros,0
171,Metrô,12477.9744520594
171,Trem,0
171,Ônibus,23539.576929158
171,Transporte fretado,247.356183811819
171,Transporte escolar,1977.03202975675
171,Dirigindo automóvel,15075.9445447158
171,Passageiro de automóvel,4992.60434679462
171,Táxi convencional,441.048331603507
171,Táxi não convencional,193.25936709049
171,Dirigindo moto,1073.4371456221
171,Passageiro de moto,0
171,Bicicleta,0
171,A pé,21017.6261063185
171,Outros,126.223526558201
172,Metrô,6325.80076192719
172,Trem,0
172,Ônibus,10513.738620627
172,Transporte fretado,0
172,Transporte escolar,2093.19289486393
172,Dirigindo automóvel,13092.6475669464
172,Passageiro de automóvel,5785.87069864688
172,Táxi convencional,110.78832427265
172,Táxi não convencional,1458.19737139582
172,Dirigindo moto,148.552280238767
172,Passageiro de moto,0
172,Bicicleta,901.867069554519
172,A pé,11545.4723330311
172,Outros,0
173,Metrô,10117.1214413123
173,Trem,47.3372901487343
173,Ônibus,4527.36139772906
173,Transporte fretado,0
173,Transporte escolar,768.715310231486
173,Dirigindo automóvel,6038.92314054961
173,Passageiro de automóvel,3713.18479846225
173,Táxi convencional,0
173,Táxi não convencional,0
173,Dirigindo moto,1070.46163331372
173,Passageiro de moto,0
173,Bicicleta,901.867069554519
173,A pé,17931.7259044256
173,Outros,0
174,Metrô,6783.92051158042
174,Trem,697.147510945517
174,Ônibus,17568.7020325119
174,Transporte fretado,0
174,Transporte escolar,6863.16422585665
174,Dirigindo automóvel,8385.1850898789
174,Passageiro de automóvel,3728.11479986432
174,Táxi convencional,314.820220532687
174,Táxi não convencional,314.820220532687
