COD_ZONA,TIPO_ESCOLA,QTD
338,Pública,3445.601508291719
338,Particular,2941.0701378950903
339,Pública,44148.74493127347
339,Particular,10128.662612293887
340,Pública,0
340,Particular,1835.7006769840145
341,Pública,3547.4374862149607
341,Particular,178.27353522490554
342,Pública,3369.261794173672
342,Particular,1929.1558230216826
343,Pública,97.88446394736843
343,Particular,0
344,Pública,11326.352716378673
344,Particular,2298.497420398551
345,Pública,7968.571985078635
345,Particular,0
346,Pública,0
346,Particular,0
347,Pública,14873.977002178071
347,Particular,1736.3894182048966
348,Pública,501.25993582182025
348,Particular,0
349,Pública,0
349,Particular,0
350,Pública,10980.238223172391
350,Particular,966.6006953980402
351,Pública,18135.70091088863
351,Particular,1079.0687567956347
352,Pública,0
352,Particular,0
353,Pública,0
353,Particular,0
354,Pública,0
354,Particular,0
355,Pública,12592.698809728612
355,Particular,274.37287913414576
356,Pública,24730.083704470286
356,Particular,0
357,Pública,823.1186374024373
357,Particular,0
358,Pública,8255.916795784562
358,Particular,436.3127401572399
359,Pública,1819.0730868604212
359,Particular,171.86747407881185
360,Pública,3169.545953078148
360,Particular,0
361,Pública,2004.7890905585084
361,Particular,0
362,Pública,6539.529603321657
362,Particular,21169.824073410324
363,Pública,8114.282445926342
363,Particular,8239.323608364359
364,Pública,1443.8504018039202
364,Particular,0
365,Pública,0
365,Particular,321.2555154945049
366,Pública,4449.443074449966
366,Particular,2485.864928781735
367,Pública,1226.572786324486
367,Particular,3761.662400247399
368,Pública,7213.708875871604
368,Particular,6171.77071841453
369,Pública,10039.792655196614
369,Particular,8013.338018108756
370,Pública,19443.977626688116
370,Particular,1267.5243042643406
371,Pública,7211.9281847216125
371,Particular,9135.842441687812
372,Pública,9701.333547500451
372,Particular,2858.845492129881
373,Pública,17838.43797892197
373,Particular,2681.3926574912343
374,Pública,0
374,Particular,0
375,Pública,12207.111560566427
375,Particular,6321.058682430395
376,Pública,11375.332414485683
376,Particular,796.7138871942861
377,Pública,40700.42751863701
377,Particular,4091.3719703783754
378,Pública,16945.00764689153
378,Particular,1887.4505853158598
379,Pública,5073.664668693153
379,Particular,3614.332762953281
380,Pública,20138.51941324367
380,Particular,1927.7679998131307
381,Pública,0
381,Particular,0
382,Pública,18797.91554046684
382,Particular,657.2125018285722
383,Pública,19197.11565927785
383,Particular,94.23952800000004
384,Pública,5843.277596058016
384,Particular,337.4449937704919
385,Pública,0
385,Particular,0
386,Pública,1071.2054909843955
386,Particular,0
387,Pública,18237.21897301079
387,Particular,1154.1598691544357
388,Pública,968.998563174737
388,Particular,135.72858387131953
389,Pública,8227.96574745558
389,Particular,28.627843999999996
390,Pública,968.9271242827683
390,Particular,0
391,Pública,21301.255704025883
391,Particular,2361.957190456173
392,Pública,0
392,Particular,0
393,Pública,18238.188471721624
393,Particular,0
394,Pública,2209.077173922255
394,Particular,730.8988227073164
395,Pública,20990.414493654756
395,Particular,5408.3984504259815
396,Pública,19398.106161031545
396,Particular,4356.75743761643
397,Pública,19768.921369719577
397,Particular,2541.3425422592713
398,Pública,22797.541987248842
398,Particular,268.3732414511637
399,Pública,12868.054987845446
399,Particular,150.3340937922043
400,Pública,20189.763538893436
400,Particular,99.44425972868198
401,Pública,30966.863146811753
401,Particular,12757.241278078096
402,Pública,4659.9937095799905
402,Particular,0
403,Pública,2381.6755845801786
403,Particular,0
404,Pública,23275.745716977253
404,Particular,11457.818102614476
405,Pública,6660.396010770342
405,Particular,10666.71972864993
406,Pública,7929.755784923855
406,Particular,7729.860482357376
407,Pública,23947.945962539907
407,Particular,610.021137625898
408,Pública,8684.801032219328
408,Particular,0
409,Pública,3364.9420707736667
409,Particular,0
410,Pública,1327.5718091551523
410,Particular,0
411,Pública,3021.6418125673003
411,Particular,0
412,Pública,7344.968096031961
412,Particular,0
413,Pública,6349.575355939182
413,Particular,0
414,Pública,6384.8996710072515
414,Particular,441.03053359520004
415,Pública,3853.9113286575075
415,Particular,0
416,Pública,6444.187119218171
416,Particular,223.97793748387093
417,Pública,8064.888359753859
417,Particular,3272.5457821640557
418,Pública,8477.876884002942
418,Particular,7913.663723743343
419,Pública,12796.389417195589
419,Particular,4311.11675285536
420,Pública,198.65717975461808
420,Particular,401.80915124478395
421,Pública,5138.046025124516
421,Particular,4924.5373179410035
422,Pública,29184.897009713637
422,Particular,27113.48167677924
423,Pública,2843.671598830416
423,Particular,3056.9210326206976
424,Pública,4226.861450993597
424,Particular,7734.523820203657
425,Pública,2339.24946280358
425,Particular,0
426,Pública,3120.4821935999444
426,Particular,9966.61704455137
427,Pública,4660.576022592305
427,Particular,4091.5173359428054
428,Pública,10628.597840665612
428,Particular,3468.8070572887964
429,Pública,6490.066170048787
429,Particular,3447.237636096363
430,Pública,3993.690831678433
430,Particular,2191.7238794757745
431,Pública,11911.36561716948
431,Particular,3189.249409448689
432,Pública,12851.081442315679
432,Particular,4443.6016801161795
433,Pública,15494.150810028088
433,Particular,329.0333693921262
434,Pública,95.7038962882483
434,Particular,0
435,Pública,4600.285366288087
435,Particular,250.30088804197308
436,Pública,29101.79925192545
436,Particular,15237.892327542497
437,Pública,26560.926391728848
437,Particular,2368.1025816507417
438,Pública,19796.66176984784
438,Particular,1492.6063914204829
439,Pública,246.95012960526321
439,Particular,246.95012960526321
440,Pública,14427.069539304572
440,Particular,6310.556455799812
441,Pública,3356.3944025783094
441,Particular,0
442,Pública,1742.2831631664476
442,Particular,0
443,Pública,2174.2458259154246
443,Particular,0
444,Pública,10535.115493182237
444,Particular,0
445,Pública,16161.57207917265
445,Particular,9912.420062691637
446,Pública,10658.791013773734
446,Particular,646.9336748816695
447,Pública,4502.390236298915
447,Particular,19663.62630339704
448,Pública,15776.741009261703
448,Particular,7995.455587488975
449,Pública,12132.059714370434
449,Particular,22618.722462187096
450,Pública,25325.530624477367
450,Particular,766.450929630498
451,Pública,19246.89679201803
451,Particular,2100.8599185649664
452,Pública,7699.268767930535
452,Particular,2193.02192651436
453,Pública,4584.140654978641
453,Particular,0
454,Pública,18085.211596643505
454,Particular,1799.6628316943265
455,Pública,17614.83926758321
455,Particular,14301.831054064929
456,Pública,17590.01098255725
456,Particular,1955.620481788018
457,Pública,19722.354288026825
457,Particular,1566.7121550216207
458,Pública,6767.973540173229
458,Particular,792.350920181319
459,Pública,19098.08750033306
459,Particular,319.33876106285726
460,Pública,12900.615477524005
460,Particular,10265.361812143527
461,Pública,7612.780514381755
461,Particular,408.999353052632
462,Pública,12606.227111664291
462,Particular,3719.3623063889336
463,Pública,14210.983478834309
463,Particular,4310.110906957212
464,Pública,15056.565898968089
464,Particular,2271.4472183963285
465,Pública,25475.98986372508
465,Particular,1600.9020841302581
466,Pública,17903.319618511403
466,Particular,2473.240241276265
467,Pública,3785.2722764151313
467,Particular,154.8510315031217
468,Pública,31779.08701036204
468,Particular,7012.136148829763
469,Pública,793.0562209123988
469,Particular,0
470,Pública,812.2694417537688
470,Particular,0
471,Pública,2780.4515898343193
471,Particular,95.42044788349526
472,Pública,9167.202564380543
472,Particular,1651.498702664306
473,Pública,4449.280503739721
473,Particular,0
474,Pública,1411.6524549811884
474,Particular,0
475,Pública,6817.900956982865
475,Particular,335.89771960606055
476,Pública,21495.38510199424
476,Particular,4351.579214974211
477,Pública,15592.029128904394
477,Particular,6938.923045503443
478,Pública,0
478,Particular,2435.758743471027
479,Pública,2267.638665321782
479,Particular,0
480,Pública,12146.345443973705
480,Particular,588.3006229570977
481,Pública,20117.41964157334
481,Particular,55.87732957575753
482,Pública,5968.479830827426
482,Particular,280.4821386554616
483,Pública,549.4178788350005
483,Particular,200.86915935990731
484,Pública,16739.08100502858
484,Particular,1485.5365760647785
485,Pública,27546.7629102972
485,Particular,8910.481861335287
486,Pública,11988.426304728337
486,Particular,1251.1744304137135
487,Pública,4008.512573764744
487,Particular,731.0813721501853
488,Pública,9916.641201796787
488,Particular,0
489,Pública,3951.4248255123302
489,Particular,8495.074342704444
490,Pública,2510.2402923130608
490,Particular,13133.174240097382
491,Pública,9315.425144948198
491,Particular,2819.0856353333247
492,Pública,12012.93548832805
492,Particular,9857.351407151715
493,Pública,3170.4279496222816
493,Particular,95.16306140845082
494,Pública,8344.499443891209
494,Particular,593.595608276229
495,Pública,22395.34606781194
495,Particular,2382.6256779856485
496,Pública,7747.226512662698
496,Particular,3368.6016939868755
497,Pública,2090.772435625108
497,Particular,85.77175589371572
498,Pública,2307.043180001298
498,Particular,582.072964
499,Pública,20047.021100896873
499,Particular,2255.2397109810063
500,Pública,9184.239520348872
500,Particular,552.571580391119
501,Pública,17295.919177959087
501,Particular,1320.3914736186262
502,Pública,1993.5413463069483
502,Particular,0
503,Pública,808.6647016567515
503,Particular,0
504,Pública,17973.97841673371
504,Particular,1214.9773070413025
505,Pública,1366.8129193076938
505,Particular,192.14290529004325
506,Pública,4819.682360861896
506,Particular,3910.325051821944
507,Pública,2229.070928946894
507,Particular,803.540822177825
508,Pública,25530.761448598914
508,Particular,9857.13236825732
509,Pública,685.8884789976906
509,Particular,0
510,Pública,0
510,Particular,0
511,Pública,5849.943507404967
511,Particular,1754.5130930131227
512,Pública,11012.75759486218
512,Particular,749.3796711409522
513,Pública,50.915287803278666
513,Particular,0
514,Pública,19456.665052106076
514,Particular,1680.364234262033
515,Pública,24305.60602511567
