COD_ZONA,EMPREGO_POR_SETOR_ATIVIDADE,QTD
139,Secundário,4667.9473635000195
139,Terciário,9499.620924798493
139,Outros,0
140,Secundário,3894.343692412507
140,Terciário,12342.29312604486
140,Outros,0
141,Secundário,1527.5573366457074
141,Terciário,20325.3481079318
141,Outros,0
142,Secundário,1772.1920436277787
142,Terciário,15902.003453406727
142,Outros,0
143,Secundário,0
143,Terciário,0
143,Outros,0
144,Secundário,2590.8260302887848
144,Terciário,27499.085404722642
144,Outros,0
145,Secundário,346.5535313106236
145,Terciário,2045.8709043661129
145,Outros,0
146,Secundário,0
146,Terciário,0
146,Outros,0
147,Secundário,1191.3633625
147,Terciário,12119.14324588923
147,Outros,0
148,Secundário,936.6975200400002
148,Terciário,6899.251282221889
148,Outros,0
149,Secundário,68.44721766666667
149,Terciário,0
149,Outros,0
150,Secundário,5425.3531113670015
150,Terciário,4844.063764255378
150,Outros,0
151,Secundário,6581.924895655653
151,Terciário,14428.614481979577
151,Outros,0
152,Secundário,1880.5265169862932
152,Terciário,12692.187611401514
152,Outros,0
153,Secundário,215.54954658690008
153,Terciário,10549.601191970442
153,Outros,0
154,Secundário,5305.673135984004
154,Terciário,11856.111135548937
154,Outros,0
155,Secundário,911.6796328617772
155,Terciário,5408.354484055273
155,Outros,0
156,Secundário,2511.2386073004627
156,Terciário,15099.812317348636
156,Outros,0
157,Secundário,1368.8917716410251
157,Terciário,5616.4553782491985
157,Outros,0
158,Secundário,1200.2399311371255
158,Terciário,6727.525275607777
158,Outros,0
159,Secundário,7631.467346063018
159,Terciário,21571.323092002538
159,Outros,0
160,Secundário,1432.7516461017722
160,Terciário,11263.846049327209
160,Outros,0
161,Secundário,4976.675029861425
161,Terciário,28228.916711528098
161,Outros,0
162,Secundário,5719.898583291339
162,Terciário,12103.217358612586
162,Outros,0
163,Secundário,2025.5477370889428
163,Terciário,15293.943131598666
163,Outros,0
164,Secundário,2104.5018372592203
164,Terciário,8401.515974513693
164,Outros,0
165,Secundário,166.00896750502739
165,Terciário,14166.501575692964
165,Outros,0
166,Secundário,1546.4813858952084
166,Terciário,28806.38768866438
166,Outros,0
167,Secundário,2565.317186460316
167,Terciário,34928.14517340149
167,Outros,0
168,Secundário,2019.6911663271999
168,Terciário,20138.82341778464
168,Outros,0
169,Secundário,2295.9992228073215
169,Terciário,16731.914005025486
169,Outros,0
170,Secundário,3513.2276980239485
170,Terciário,16354.217524910255
170,Outros,0
171,Secundário,940.6537088228869
171,Terciário,13869.734908831557
171,Outros,0
172,Secundário,2517.2353189391506
172,Terciário,8890.611644462317
172,Outros,0
173,Secundário,3795.1824795314724
173,Terciário,5225.699260729078
173,Outros,0
174,Secundário,3241.8937462860167
174,Terciário,6864.0769095367305
174,Outros,0
175,Secundário,3183.7258241175596
175,Terciário,6891.4894477290945
175,Outros,0
176,Secundário,6997.802736580703
176,Terciário,11679.532536040095
176,Outros,0
177,Secundário,536.7402759908214
177,Terciário,1357.7163810606849
177,Outros,0
178,Secundário,0
178,Terciário,1288.6441311551255
178,Outros,0
179,Secundário,0
179,Terciário,0
179,Outros,0
180,Secundário,3949.178338553297
180,Terciário,10495.970758132258
180,Outros,0
181,Secundário,639.0321410798845
181,Terciário,12079.747860483669
181,Outros,0
182,Secundário,2230.1274164866863
182,Terciário,14823.958056129286
182,Outros,0
183,Secundário,359.67648132857136
183,Terciário,7448.554899417621
183,Outros,0
184,Secundário,1123.652387919426
184,Terciário,3853.230579662014
184,Outros,0
185,Secundário,703.5489815386645
185,Terciário,4311.766435508769
185,Outros,0
186,Secundário,0
186,Terciário,2653.808416473284
186,Outros,0
187,Secundário,3526.0415818823285
187,Terciário,6432.534321620179
187,Outros,0
188,Secundário,1683.5036059651302
188,Terciário,6615.508281853292
188,Outros,0
189,Secundário,691.1092574829546
189,Terciário,10003.058187234245
189,Outros,0
190,Secundário,3155.1805805640347
190,Terciário,12234.355937694687
190,Outros,0
191,Secundário,49.55608317730481
191,Terciário,8637.243244422789
191,Outros,0
192,Secundário,669.3091480863401
192,Terciário,8708.786625885388
192,Outros,0
193,Secundário,416.5092675087476
193,Terciário,6168.983160665413
193,Outros,0
194,Secundário,231.8776862989368
194,Terciário,4620.469439737915
194,Outros,0
195,Secundário,1161.0855544871424
195,Terciário,5094.118940157171
195,Outros,0
196,Secundário,1173.8222316783565
196,Terciário,7165.447976558391
196,Outros,0
197,Secundário,768.8245159487183
197,Terciário,6994.204146574246
197,Outros,0
198,Secundário,1045.978081204211
198,Terciário,22887.6790311713
198,Outros,0
199,Secundário,5859.42503708899
199,Terciário,14809.845837824823
199,Outros,0
200,Secundário,1651.2698057005623
200,Terciário,7511.145451451395
200,Outros,0
201,Secundário,2330.5518642748157
201,Terciário,14288.81488943328
201,Outros,0
202,Secundário,665.0850502307692
202,Terciário,10805.790369070108
202,Outros,0
203,Secundário,2708.9376127968762
203,Terciário,6130.841736091627
203,Outros,0
204,Secundário,3023.269661382426
204,Terciário,19857.11819434829
204,Outros,0
205,Secundário,2914.9541732752505
205,Terciário,19358.505405941538
205,Outros,0
206,Secundário,2974.14141369115
206,Terciário,12924.323369712778
206,Outros,0
207,Secundário,4869.854216383013
207,Terciário,11138.146950778904
207,Outros,0
208,Secundário,5375.132821870159
208,Terciário,23466.409867397095
208,Outros,0
209,Secundário,4981.513535281026
209,Terciário,7938.724505598698
209,Outros,0
210,Secundário,1285.2072342874644
210,Terciário,19276.25736398035
210,Outros,0
211,Secundário,4133.136555272301
211,Terciário,16362.697874488013
211,Outros,0
212,Secundário,2356.036168316356
212,Terciário,6393.48724490989
212,Outros,0
213,Secundário,5444.008395670229
213,Terciário,16401.27750882123
213,Outros,0
214,Secundário,2222.1345991577737
214,Terciário,10167.859800366243
214,Outros,0
215,Secundário,1662.8963995952943
215,Terciário,16509.131787646853
215,Outros,0
216,Secundário,2982.057338081947
216,Terciário,9435.236876663224
216,Outros,0
217,Secundário,2243.5668390106807
217,Terciário,8588.403730381218
217,Outros,0
218,Secundário,3952.866295177554
218,Terciário,14670.715782278188
218,Outros,0
219,Secundário,5750.090261302077
219,Terciário,11425.342936641495
219,Outros,0
220,Secundário,1931.8467793575758
220,Terciário,8800.373809433784
220,Outros,0
221,Secundário,3405.856921921767
221,Terciário,14362.84533091346
221,Outros,0
222,Secundário,3205.7917702936666
222,Terciário,13558.02971636521
222,Outros,0
223,Secundário,2865.3229225739396
223,Terciário,7886.273232265934
223,Outros,0
224,Secundário,506.13378487580684
224,Terciário,1311.9830505822397
224,Outros,0
225,Secundário,3479.1954014801927
225,Terciário,8511.9223581119
225,Outros,0
226,Secundário,2024.8836293280515
226,Terciário,18645.50335043664
226,Outros,0
227,Secundário,3354.201611307567
227,Terciário,12439.226885668271
227,Outros,0
228,Secundário,2038.6143256230139
228,Terciário,6775.366434967589
228,Outros,0
229,Secundário,5803.186476243314
229,Terciário,26089.644570443917
229,Outros,0
230,Secundário,2609.039201099999
230,Terciário,11343.156643968949
230,Outros,0
231,Secundário,1328.1324810458857
231,Terciário,6929.64674601675
231,Outros,0
232,Secundário,2698.263228818955
232,Terciário,6857.546739270089
232,Outros,0
233,Secundário,1941.210317794873
233,Terciário,14715.885910984933
233,Outros,0
234,Secundário,4314.187974678528
234,Terciário,12826.086882960946
234,Outros,0
235,Secundário,4679.466174799089
235,Terciário,17735.85400222562
235,Outros,1407.318938882353
236,Secundário,3063.190679118239
236,Terciário,7857.346795410941
236,Outros,0
237,Secundário,1572.4404108659187
237,Terciário,10189.017560892164
237,Outros,0
238,Secundário,578.159149635207
238,Terciário,10734.456942091008
238,Outros,0
239,Secundário,2589.6710844933245
239,Terciário,14967.546216610433
239,Outros,0
240,Secundário,2301.629070134297
240,Terciário,16735.202520903196
240,Outros,0
241,Secundário,4960.894324007837
241,Terciário,7408.605452762031
241,Outros,0
242,Secundário,6777.208116449857
242,Terciário,5757.313797673936
242,Outros,0
243,Secundário,3234.18293157722
243,Terciário,16978.346942034805
243,Outros,0
244,Secundário,2175.010320845387
244,Terciário,8257.618976340209
244,Outros,0
245,Secundário,2731.475644336803
245,Terciário,3999.1714212212805
245,Outros,0
246,Secundário,1283.8893108128575
246,Terciário,5914.909055862063
246,Outros,0
247,Secundário,4776.517931044712
247,Terciário,16274.309026618812
247,Outros,0
248,Secundário,368.7956392808196
248,Terciário,1763.6141107634153
248,Outros,0
249,Secundário,3996.4810102778247
249,Terciário,10684.794050642564
249,Outros,0
250,Secundário,286.20812980519486
250,Terciário,12814.46828998733
250,Outros,0
251,Secundário,471.2890666346152
251,Terciário,11181.305711317309
251,Outros,0
252,Secundário,592.2863667827587
252,Terciário,11068.23331831128
252,Outros,0
253,Secundário,2541.3631690931907
253,Terciário,4413.2502366686795
253,Outros,0
254,Secundário,2349.962303226805
254,Terciário,19766.990763320617
254,Outros,0
255,Secundário,5050.885377646235
255,Terciário,15969.003242088176
255,Outros,0
256,Secundário,2600.264173556066
256,Terciário,6868.78853942865
256,Outros,0
257,Secundário,1920.0904123474274
257,Terciário,6232.962837669489
257,Outros,0
258,Secundário,3755.499162416814
258,Terciário,12230.339965818297
258,Outros,0
259,Secundário,2921.5738608245047
259,Terciário,7835.954030817496
259,Outros,0
260,Secundário,1842.0661880560842
260,Terciário,7061.100297833272
260,Outros,0
261,Secundário,2190.79429537671
261,Terciário,9827.558374711125
261,Outros,0
262,Secundário,3029.433650811006
262,Terciário,16262.436342368583
262,Outros,0
263,Secundário,1384.1295838596493
263,Terciário,13987.899582568043
263,Outros,0
264,Secundário,3071.4469530453507
264,Terciário,18666.207603158044
264,Outros,0
265,Secundário,2698.485257576925
265,Terciário,13157.898960808954
265,Outros,0
266,Secundário,1979.422941241792
266,Terciário,4425.306673373183
266,Outros,0
267,Secundário,2301.321507111683
267,Terciário,7948.204148667803
267,Outros,0
268,Secundário,842.2777370872932
268,Terciário,10224.487890730197
268,Outros,0
269,Secundário,2529.0896889715655
269,Terciário,15824.531082355552
269,Outros,0
270,Secundário,255.985429950869
270,Terciário,9555.879556089494
270,Outros,0
271,Secundário,37.87422973126172
271,Terciário,12718.870328291516
271,Outros,669.3503703599995
272,Secundário,1177.8676604818695
272,Terciário,11849.91976436095
272,Outros,0
273,Secundário,5189.238527611269
273,Terciário,21888.41258411198
273,Outros,0
274,Secundário,3851.0343120645202
274,Terciário,30538.305965038922
274,Outros,0
275,Secundário,6184.8840680621925
275,Terciário,18202.868725243912
275,Outros,0
276,Secundário,4889.202109210223
276,Terciário,18329.45914505119
276,Outros,172.4679161904762
277,Secundário,3525.345820546927
277,Terciário,22764.00087538381
277,Outros,0
278,Secundário,4830.704157201538
278,Terciário,16835.663333980025
278,Outros,0
279,Secundário,2050.0909451969064
279,Terciário,15788.89116348772
279,Outros,0
280,Secundário,9567.92522717994
280,Terciário,18599.538091175396
280,Outros,0
281,Secundário,2445.1573564326773
281,Terciário,17025.177288379895
281,Outros,0
282,Secundário,3383.2843613635623
282,Terciário,19419.21474362891
282,Outros,0
283,Secundário,430.814418646994
283,Terciário,3258.2730232096073
283,Outros,0
284,Secundário,2618.675592145054
284,Terciário,10398.174568997358
284,Outros,0
285,Secundário,3971.3910511589943
285,Terciário,23414.462378547018
285,Outros,0
286,Secundário,6785.861261483172
286,Terciário,12555.317440938683
286,Outros,0
287,Secundário,2960.3919259563013
287,Terciário,11771.38957805073
287,Outros,0
288,Secundário,979.6352741463414
288,Terciário,7870.21047081649
288,Outros,0
289,Secundário,3171.441804693646
289,Terciário,17893.836187894463
289,Outros,0
290,Secundário,1025.6117499117652
290,Terciário,8689.773861726215
290,Outros,0
291,Secundário,2777.4088258609663
291,Terciário,15292.910629826638
291,Outros,0
292,Secundário,2685.4846753861466
292,Terciário,7961.452035185432
292,Outros,0
293,Secundário,637.5112503178234
293,Terciário,26541.927923093524
293,Outros,0
294,Secundário,507.1912736209251
294,Terciário,14552.62534584584
294,Outros,0
295,Secundário,3845.2703376010336
295,Terciário,15739.257452333546
295,Outros,0
296,Secundário,822.9206576548679
296,Terciário,643.6092828066335
296,Outros,130.89281848548387
297,Secundário,260.96603477084483
297,Terciário,497.9125690304967
297,Outros,39.62092420612417
298,Secundário,5727.02697422467
298,Terciário,21469.94282643673
298,Outros,471.1395443458659
299,Secundário,395.56730588485607
299,Terciário,1790.2595282308343
299,Outros,0
300,Secundário,9917.163517402943
300,Terciário,91125.24671604662
300,Outros,0
301,Secundário,657.6071921662217
301,Terciário,17506.58027819526
301,Outros,69.49873535294097
302,Secundário,1300.6252524562399
302,Terciário,28400.885200497854
302,Outros,0
303,Secundário,2415.0054660291175
303,Terciário,26281.85821522388
303,Outros,0
304,Secundário,3771.013859623868
304,Terciário,31059.14557075541
304,Outros,0
305,Secundário,3486.6467559453317
305,Terciário,22796.017453410772
305,Outros,0
306,Secundário,5513.1901089253
306,Terciário,13774.529139717462
306,Outros,0
307,Secundário,4858.494074685839
307,Terciário,19287.6915070214
307,Outros,0
308,Secundário,1822.021368792245
308,Terciário,6462.998225484528
308,Outros,0
309,Secundário,2487.0653018996395
309,Terciário,9929.449091271243
309,Outros,0
310,Secundário,580.9764625520841
310,Terciário,7708.732620024576
310,Outros,0
311,Secundário,2245.680637166956
311,Terciário,14318.819784345207
311,Outros,0
312,Secundário,1324.5209416912232
312,Terciário,13403.28450810237
312,Outros,0
313,Secundário,791.9083431298883
313,Terciário,4274.782903078099
313,Outros,0
314,Secundário,1631.5358685148499
314,Terciário,26145.052991936787
314,Outros,0
315,Secundário,6809.306716428491
315,Terciário,24292.902903945935
315,Outros,0
316,Secundário,859.2312836978372
316,Terciário,13058.495858528537
316,Outros,0
317,Secundário,786.9367157052288
317,Terciário,6924.258180945057
317,Outros,6.603856336231852
318,Secundário,295.2434389658293
318,Terciário,12751.118235856715
318,Outros,0
319,Secundário,792.3130711244777
319,Terciário,19611.32590998961
319,Outros,0
320,Secundário,1917.103031414958
320,Terciário,10185.17528734612
320,Outros,0
321,Secundário,1118.6544824891826
321,Terciário,22226.07812786924
321,Outros,0
322,Secundário,2913.665020447699
322,Terciário,17861.100969475152
322,Outros,0
323,Secundário,1766.0214251873172
323,Terciário,9221.932323319643
323,Outros,0
324,Secundário,2951.629432719811
324,Terciário,19588.387994602766
324,Outros,0
325,Secundário,679.9682896800007
325,Terciário,10608.859125396119
325,Outros,0
326,Secundário,3557.925672869271
326,Terciário,7838.4870378672895
326,Outros,0
327,Secundário,630.0303554459609
327,Terciário,5904.772811187284
327,Outros,0
328,Secundário,1282.090918191813
328,Terciário,13953.242179382329
328,Outros,0
329,Secundário,3304.091626706938
329,Terciário,18032.28137018079
329,Outros,0
330,Secundário,2118.6866737100486
330,Terciário,11770.49750368832
330,Outros,0
331,Secundário,3308.799360336437
331,Terciário,9858.55422967494
331,Outros,0
332,Secundário,3666.401381498019
332,Terciário,9637.43251139563
332,Outros,0
333,Secundário,2728.7745752300166
333,Terciário,5851.500078509811
333,Outros,0
334,Secundário,2989.9001934477014
334,Terciário,12390.859358310285
334,Outros,0
335,Secundário,780.9888129400535
335,Terciário,9333.11393348254
335,Outros,0
336,Secundário,1014.6118031444473
336,Terciário,9302.171799173278
336,Outros,0
337,Secundário,1123.4324273680622
337,Terciário,14131.941433556152
337,Outros,0
338,Secundário,4759.738379043107
338,Terciário,16946.80967441654
338,Outros,0
339,Secundário,502.50341789296647
339,Terciário,26382.22212243302
339,Outros,0
340,Secundário,1939.0997380164881
340,Terciário,11664.061901280698
340,Outros,0
341,Secundário,578.6429725131837
341,Terciário,8211.473120815397
341,Outros,0
342,Secundário,2291.9090545025647
342,Terciário,12575.32865171809
342,Outros,0
343,Secundário,121.43854315789477
343,Terciário,453.36687625730997
343,Outros,0
344,Secundário,8361.37428963228
344,Terciário,19484.06995190434
344,Outros,159.19114736065575
345,Secundário,2743.5923348119372
345,Terciário,7096.835705702208
345,Outros,0
346,Secundário,378.6496233742135
346,Terciário,0
346,Outros,0
347,Secundário,11592.798044037176
347,Terciário,16348.17398241884
347,Outros,0
348,Secundário,713.2493013168553
348,Terciário,2081.312027254481
348,Outros,0
349,Secundário,0
349,Terciário,257.9665313511863
349,Outros,0
350,Secundário,2943.457988513765
350,Terciário,6883.758559278887
350,Outros,0
351,Secundário,1785.0839745703875
351,Terciário,13440.87285117451
351,Outros,0
352,Secundário,823.9950459669582
352,Terciário,4108.910160840555
352,Outros,0
353,Secundário,0
353,Terciário,476.2325470772809
353,Outros,0
354,Secundário,0
354,Terciário,434.72078670769264
354,Outros,0
355,Secundário,2104.9728032315043
355,Terciário,15510.770413155997
355,Outros,0
356,Secundário,2673.8853558758365
356,Terciário,11637.093071658208
356,Outros,0
357,Secundário,493.00857379970154
357,Terciário,298.1500899999998
357,Outros,0
358,Secundário,4658.238650492612
358,Terciário,9517.52303230048
358,Outros,182.56976735294117
359,Secundário,2781.760644018357
359,Terciário,5469.154507054168
359,Outros,0
360,Secundário,3461.097758169508
360,Terciário,6460.92370568699
360,Outros,0
361,Secundário,1631.980613652171
361,Terciário,3202.9036392861444
361,Outros,0
362,Secundário,2099.903077585636
