COD_ZONA,NUMERO_AUTOMOVEIS,QTD
155,3 Automóveis ou Mais,230.73504922074304
155,...6,9265
156,Nenhum Automóvel,3913.8564102564096
156,1 Automóvel,10267.076923076926
156,2 Automóveis,283.06666666666666
156,3 Automóveis ou Mais,0
156,...6,14464.000000000002
157,Nenhum Automóvel,3484.16868409175
157,1 Automóvel,2612.263756103566
157,2 Automóveis,133.5675598046859
157,3 Automóveis ou Mais,0
157,...6,6230.000000000002
158,Nenhum Automóvel,11546.56855523613
158,1 Automóvel,7011.207219659979
158,2 Automóveis,1403.224225103887
158,3 Automóveis ou Mais,0
158,...6,19960.999999999996
159,Nenhum Automóvel,11391.78418162657
159,1 Automóvel,6772.310348473615
159,2 Automóveis,2041.9054698998173
159,3 Automóveis ou Mais,0
159,...6,20206.000000000004
160,Nenhum Automóvel,7865.090569561161
160,1 Automóvel,8057.2352941176505
160,2 Automóveis,748.6349206349206
160,3 Automóveis ou Mais,574.0392156862746
160,...6,17245.00000000001
161,Nenhum Automóvel,6881.2555555555555
161,1 Automóvel,7597.744444444442
161,2 Automóveis,245.00000000000003
161,3 Automóveis ou Mais,0
161,...6,14723.999999999996
162,Nenhum Automóvel,2445.5249999999996
162,1 Automóvel,2682.808333333333
162,2 Automóveis,319.4166666666667
162,3 Automóveis ou Mais,19.25
162,...6,5466.999999999999
163,Nenhum Automóvel,4872.048762314104
163,1 Automóvel,9171.822703600224
163,2 Automóveis,1151.42940580502
163,3 Automóveis ou Mais,929.699128280647
163,...6,16124.999999999996
164,Nenhum Automóvel,815.4549925332244
164,1 Automóvel,943.3809801351539
164,2 Automóveis,120.16402733162153
164,3 Automóveis ou Mais,0
164,...6,1879
165,Nenhum Automóvel,520.4236467038247
165,1 Automóvel,506.9082719399284
165,2 Automóveis,47.66808135624666
165,3 Automóveis ou Mais,0
165,...6,1074.9999999999998
166,Nenhum Automóvel,2297.797198542126
166,1 Automóvel,9229.345088101694
166,2 Automóveis,486.11257450221495
166,3 Automóveis ou Mais,296.74513885397255
166,...6,12310.000000000007
167,Nenhum Automóvel,1570.6612903225805
167,1 Automóvel,4059.207661290322
167,2 Automóveis,645.1612903225806
167,3 Automóveis ou Mais,217.96975806451613
167,...6,6492.999999999999
168,Nenhum Automóvel,3393.008914245536
168,1 Automóvel,3822.970268548877
168,2 Automóveis,1363.0208172055864
168,3 Automóveis ou Mais,0
168,...6,8579
169,Nenhum Automóvel,2437.547619047619
169,1 Automóvel,3443.857142857142
169,2 Automóveis,1699.5952380952374
169,3 Automóveis ou Mais,576
169,...6,8156.999999999999
170,Nenhum Automóvel,5595.517307692308
170,1 Automóvel,5283.444230769229
170,2 Automóveis,476.6923076923077
170,3 Automóveis ou Mais,238.34615384615384
170,...6,11594
171,Nenhum Automóvel,7290.062962962963
171,1 Automóvel,5267.135185185183
171,2 Automóveis,1466.4601851851853
171,3 Automóveis ou Mais,348.3416666666667
171,...6,14371.999999999998
172,Nenhum Automóvel,3913.775757575759
172,1 Automóvel,4014.1757575757597
172,2 Automóveis,1325.0484848484848
172,3 Automóveis ou Mais,0
172,...6,9253.000000000004
173,Nenhum Automóvel,5275.416666666665
173,1 Automóvel,2790.2500000000005
173,2 Automóveis,916.3333333333334
173,3 Automóveis ou Mais,0
173,...6,8982
174,Nenhum Automóvel,8214.047619047622
174,1 Automóvel,7675.833333333337
174,2 Automóveis,303.7857142857143
174,3 Automóveis ou Mais,0
174,...6,16193.666666666672
175,Nenhum Automóvel,5694.047179487182
175,1 Automóvel,3317.6607692307703
175,2 Automóveis,784.2920512820513
175,3 Automóveis ou Mais,0
175,...6,9796.000000000004
176,Nenhum Automóvel,5854.881414451992
176,1 Automóvel,9169.006361944577
176,2 Automóveis,0
176,3 Automóveis ou Mais,621.1122236034249
176,...6,15644.999999999993
177,Nenhum Automóvel,2026.3117950998503
177,1 Automóvel,1154.757809196456
177,2 Automóveis,68.36517831238942
177,3 Automóveis ou Mais,0
177,...6,3249.434782608696
178,Nenhum Automóvel,0
178,1 Automóvel,0
178,2 Automóveis,0
178,3 Automóveis ou Mais,0
178,...6,0
179,Nenhum Automóvel,0
179,1 Automóvel,0
179,2 Automóveis,0
179,3 Automóveis ou Mais,0
179,...6,0
180,Nenhum Automóvel,9944.303823529412
180,1 Automóvel,10200.841176470587
180,2 Automóveis,3404.6197058823536
180,3 Automóveis ou Mais,0
180,...6,23549.76470588235
181,Nenhum Automóvel,7383.3229886997015
181,1 Automóvel,7129.492534531783
181,2 Automóveis,1062.5918841759164
181,3 Automóveis ou Mais,0
181,...6,15575.407407407401
182,Nenhum Automóvel,5164.362567936757
182,1 Automóvel,9216.650376376903
182,2 Automóveis,822.3159386171419
182,3 Automóveis ou Mais,295.671117069201
182,...6,15499.000000000005
183,Nenhum Automóvel,6631.22811671088
183,1 Automóvel,6161.5941644562345
183,2 Automóveis,948.2466843501326
183,3 Automóveis ou Mais,176.93103448275863
183,...6,13918.000000000007
184,Nenhum Automóvel,4167.722181200762
184,1 Automóvel,3662.1616846366937
184,2 Automóveis,270.5725581856505
184,3 Automóveis ou Mais,140.65970500915043
184,...6,8241.116129032256
185,Nenhum Automóvel,5079.1318458417845
185,1 Automóvel,4463.668154158215
185,2 Automóveis,129.2
185,3 Automóveis ou Mais,0
185,...6,9672
186,Nenhum Automóvel,1660.107931574739
186,1 Automóvel,2297.776901232977
186,2 Automóveis,237.57469100180842
186,3 Automóveis ou Mais,0
186,...6,4195.459523809524
187,Nenhum Automóvel,8665.579545454546
187,1 Automóvel,6624.420454545458
187,2 Automóveis,0
187,3 Automóveis ou Mais,0
187,...6,15290.000000000004
188,Nenhum Automóvel,4964.023863636361
188,1 Automóvel,4677.365909090908
188,2 Automóveis,241.3375
188,3 Automóveis ou Mais,549.2727272727273
188,...6,10431.999999999996
189,Nenhum Automóvel,8728.835632183906
189,1 Automóvel,6675.03103448276
189,2 Automóveis,373.9666666666667
189,3 Automóveis ou Mais,266.1666666666667
189,...6,16043.999999999998
190,Nenhum Automóvel,4158.635714285714
190,1 Automóvel,5406.971428571432
190,2 Automóveis,1254.3928571428569
190,3 Automóveis ou Mais,0
190,...6,10820.000000000002
191,Nenhum Automóvel,0
191,1 Automóvel,0
191,2 Automóveis,0
191,3 Automóveis ou Mais,0
191,...6,0
192,Nenhum Automóvel,5348.564269273915
192,1 Automóvel,5910.375441898793
192,2 Automóveis,913.3629124692086
192,3 Automóveis ou Mais,318.2251541358564
192,...6,12490.527777777774
193,Nenhum Automóvel,4282.633834586468
193,1 Automóvel,3503.5566416040106
193,2 Automóveis,0
193,3 Automóveis ou Mais,0
193,...6,7786.190476190479
194,Nenhum Automóvel,4408.332927006853
194,1 Automóvel,2811.1041009298524
194,2 Automóveis,467.5629720632954
194,3 Automóveis ou Mais,0
194,...6,7687.000000000001
195,Nenhum Automóvel,5953.642230373706
195,1 Automóvel,5518.608340721136
195,2 Automóveis,636.7494289051612
195,3 Automóveis ou Mais,0
195,...6,12109.000000000004
196,Nenhum Automóvel,6676.371505849382
196,1 Automóvel,3750.704793120719
196,2 Automóveis,767.3782464844494
196,3 Automóveis ou Mais,0
196,...6,11194.45454545455
197,Nenhum Automóvel,3267.251767704961
197,1 Automóvel,4055.5338189870126
197,2 Automóveis,362.96441330802725
197,3 Automóveis ou Mais,0
197,...6,7685.750000000001
198,Nenhum Automóvel,4707.762008281769
198,1 Automóvel,3983.245830937501
198,2 Automóveis,797.9921607807252
198,3 Automóveis ou Mais,0
198,...6,9488.999999999995
199,Nenhum Automóvel,13262.95267378137
199,1 Automóvel,16577.376405414285
199,2 Automóveis,1764.8433345974381
199,3 Automóveis ou Mais,0
199,...6,31605.17241379309
200,Nenhum Automóvel,5045.0404858299635
200,1 Automóvel,4763.042914979758
200,2 Automóveis,391.9384615384615
200,3 Automóveis ou Mais,201.9473684210526
200,...6,10401.969230769238
201,Nenhum Automóvel,13851.17406543229
201,1 Automóvel,8560.507649791627
201,2 Automóveis,1582.3182847760747
201,3 Automóveis ou Mais,0
201,...6,23993.999999999993
202,Nenhum Automóvel,12447.120275326508
202,1 Automóvel,10676.466699611718
202,2 Automóveis,729.5305683021531
202,3 Automóveis ou Mais,670.8824567596187
202,...6,24524
203,Nenhum Automóvel,10165.306397306395
203,1 Automóvel,7699.6936026936055
203,2 Automóveis,0
203,3 Automóveis ou Mais,164.1851851851852
203,...6,18029.185185185186
204,Nenhum Automóvel,23195.263309079808
204,1 Automóvel,10042.698866422606
204,2 Automóveis,2871.9343654249083
204,3 Automóveis ou Mais,0
204,...6,36109.89654092732
205,Nenhum Automóvel,17768.294513923793
205,1 Automóvel,14657.742256019475
205,2 Automóveis,1057.9319800567282
205,3 Automóveis ou Mais,0
205,...6,33483.96875
206,Nenhum Automóvel,9772.47347480106
206,1 Automóvel,5408.5265251989385
206,2 Automóveis,0
206,3 Automóveis ou Mais,0
206,...6,15180.999999999998
207,Nenhum Automóvel,15252.866666666676
207,1 Automóvel,7957.233333333331
207,2 Automóveis,1464.9
207,3 Automóveis ou Mais,0
207,...6,24675.000000000007
208,Nenhum Automóvel,5842.525225225224
208,1 Automóvel,6935.076126126123
208,2 Automóveis,1704.3175675675675
208,3 Automóveis ou Mais,224.0810810810811
208,...6,14705.999999999995
209,Nenhum Automóvel,4270.76051158786
209,1 Automóvel,7752.702083890495
209,2 Automóveis,1845.2406666036125
209,3 Automóveis ou Mais,342.2967379180338
209,...6,14211.000000000002
210,Nenhum Automóvel,2938.6944031805874
210,1 Automóvel,6697.338909805915
210,2 Automóveis,1173.564024999595
210,3 Automóveis ou Mais,376.40266201390426
210,...6,11186.000000000004
211,Nenhum Automóvel,8484.323076923076
211,1 Automóvel,9925.492307692306
211,2 Automóveis,2316.1846153846154
211,3 Automóveis ou Mais,0
211,...6,20725.999999999996
212,Nenhum Automóvel,9081.180029450836
212,1 Automóvel,4306.940775628972
212,2 Automóveis,287.87919492018943
212,3 Automóveis ou Mais,0
212,...6,13675.999999999998
213,Nenhum Automóvel,5282.180459770116
213,1 Automóvel,7603.1126436781615
213,2 Automóveis,1703.7068965517242
213,3 Automóveis ou Mais,0
213,...6,14589.000000000002
214,Nenhum Automóvel,5171.300000000001
214,1 Automóvel,2553.8060606060612
214,2 Automóveis,1038.8939393939393
214,3 Automóveis ou Mais,0
214,...6,8764.000000000002
215,Nenhum Automóvel,6564.470085470085
215,1 Automóvel,6139.641025641025
215,2 Automóveis,590.8888888888889
215,3 Automóveis ou Mais,0
215,...6,13294.999999999998
216,Nenhum Automóvel,7896.802197802195
216,1 Automóvel,4437.636263736263
216,2 Automóveis,827.8615384615384
216,3 Automóveis ou Mais,315.7
216,...6,13477.999999999998
217,Nenhum Automóvel,4746.072123716697
217,1 Automóvel,5678.404473203135
217,2 Automóveis,866.3943708221016
217,3 Automóveis ou Mais,0
217,...6,11290.870967741934
218,Nenhum Automóvel,12596.519411144673
218,1 Automóvel,8945.267933206582
218,2 Automóveis,1523.9254802479284
218,3 Automóveis ou Mais,490.28717540081607
218,...6,23556
219,Nenhum Automóvel,9229.023172905529
219,1 Automóvel,7131.874331550802
219,2 Automóveis,1079.4358288770054
219,3 Automóveis ou Mais,174.66666666666666
219,...6,17615.000000000004
220,Nenhum Automóvel,5288.681818181818
220,1 Automóvel,4723.236363636362
220,2 Automóveis,987.2727272727274
220,3 Automóveis ou Mais,728.309090909091
220,...6,11727.499999999998
221,Nenhum Automóvel,5176.406060606059
221,1 Automóvel,8321.060606060606
221,2 Automóveis,328.26666666666665
221,3 Automóveis ou Mais,328.26666666666665
221,...6,14153.999999999998
222,Nenhum Automóvel,4730.407692307694
222,1 Automóvel,9174.160439560445
222,2 Automóveis,1079.1241758241758
222,3 Automóveis ou Mais,245.34615384615384
222,...6,15229.038461538468
223,Nenhum Automóvel,3919.8547008547007
223,1 Automóvel,3873.5156695156693
223,2 Automóveis,562.6296296296296
223,3 Automóveis ou Mais,0
223,...6,8356
224,Nenhum Automóvel,0
224,1 Automóvel,0
224,2 Automóveis,0
224,3 Automóveis ou Mais,0
224,...6,0
225,Nenhum Automóvel,5234.088484902052
225,1 Automóvel,4548.008127158444
225,2 Automóveis,114.34672629060113
225,3 Automóveis ou Mais,281.5566616489028
225,...6,10178.000000000002
226,Nenhum Automóvel,18133.04155838417
226,1 Automóvel,13450.903200418914
226,2 Automóveis,2915.0552411969143
226,3 Automóveis ou Mais,0
226,...6,34499
227,Nenhum Automóvel,9276.483458646615
227,1 Automóvel,11242.516541353385
227,2 Automóveis,0
227,3 Automóveis ou Mais,0
227,...6,20519
228,Nenhum Automóvel,8910.073022312377
228,1 Automóvel,5243.6328600405695
228,2 Automóveis,0
228,3 Automóveis ou Mais,0
228,...6,14153.705882352948
229,Nenhum Automóvel,32943.936134453776
229,1 Automóvel,14344.561344537822
229,2 Automóveis,928.5025210084034
229,3 Automóveis ou Mais,314.38823529411764
229,...6,48531.38823529412
230,Nenhum Automóvel,16566.76117635686
230,1 Automóvel,8165.779272959538
230,2 Automóveis,986.3095506836075
230,3 Automóveis ou Mais,0
230,...6,25718.850000000006
231,Nenhum Automóvel,5721.755102040818
231,1 Automóvel,4546.653061224491
231,2 Automóveis,600.5918367346939
231,3 Automóveis ou Mais,0
231,...6,10869.000000000002
232,Nenhum Automóvel,5495.687969961239
232,1 Automóvel,7132.473040583213
232,2 Automóveis,430.83898945554563
232,3 Automóveis ou Mais,0
232,...6,13058.999999999998
233,Nenhum Automóvel,12517.340476190473
233,1 Automóvel,7311.253571428572
233,2 Automóveis,526.2916666666666
233,3 Automóveis ou Mais,468.1142857142857
233,...6,20822.999999999996
234,Nenhum Automóvel,13787.922621417325
234,1 Automóvel,6725.0079747212585
234,2 Automóveis,999.0694038614171
234,3 Automóveis ou Mais,0
234,...6,21512
235,Nenhum Automóvel,10924.85167464115
235,1 Automóvel,14779.822966507176
235,2 Automóveis,1541.3253588516745
235,3 Automóveis ou Mais,0
235,...6,27246
236,Nenhum Automóvel,1802.4868990658467
236,1 Automóvel,2085.229892914104
236,2 Automóveis,784.1316928685347
236,3 Automóveis ou Mais,35.15151515151515
236,...6,4707
237,Nenhum Automóvel,1366.5728624772614
237,1 Automóvel,1341.351003734083
237,2 Automóveis,222.87085500909572
237,3 Automóveis ou Mais,147.2052787795614
237,...6,3078.0000000000014
238,Nenhum Automóvel,3301.6392045031494
238,1 Automóvel,2736.253324497789
238,2 Automóveis,838.038382499665
238,3 Automóveis ou Mais,111.0690884993969
238,...6,6987
239,Nenhum Automóvel,1725.94623655914
239,1 Automóvel,3363.182795698925
239,2 Automóveis,471.9032258064516
239,3 Automóveis ou Mais,106.96774193548387
239,...6,5668.000000000001
240,Nenhum Automóvel,2158.927437751262
240,1 Automóvel,4171.8805210698365
240,2 Automóveis,552.8053931908818
240,3 Automóveis ou Mais,356.3866479880199
240,...6,7240
241,Nenhum Automóvel,1821.7350411721084
241,1 Automóvel,1268.627089585421
241,2 Automóveis,374.15187824826165
241,3 Automóveis ou Mais,51.48599099421057
241,...6,3516.000000000002
242,Nenhum Automóvel,5335.806722689076
242,1 Automóvel,3369.1932773109243
242,2 Automóveis,0
242,3 Automóveis ou Mais,0
242,...6,8705
243,Nenhum Automóvel,8056.295238095235
243,1 Automóvel,6498.465476190474
243,2 Automóveis,2283.239285714286
243,3 Automóveis ou Mais,0
243,...6,16837.999999999993
244,Nenhum Automóvel,14127.548571428573
244,1 Automóvel,6299.5828571428565
244,2 Automóveis,1703.9885714285717
244,3 Automóveis ou Mais,0
244,...6,22131.12
245,Nenhum Automóvel,4572.7
245,1 Automóvel,3381.5333333333324
245,2 Automóveis,697.7666666666667
245,3 Automóveis ou Mais,0
245,...6,8651.999999999998
246,Nenhum Automóvel,3671.3937499999997
246,1 Automóvel,5931.3375
246,2 Automóveis,699.1125
246,3 Automóveis ou Mais,124.15625
246,...6,10425.999999999998
247,Nenhum Automóvel,17402.343861400208
247,1 Automóvel,13178.489836809867
247,2 Automóveis,3257.1663017899364
247,3 Automóveis ou Mais,0
247,...6,33838.00000000001
248,Nenhum Automóvel,0
248,1 Automóvel,0
248,2 Automóveis,0
248,3 Automóveis ou Mais,0
248,...6,0
249,Nenhum Automóvel,7919.604757566742
249,1 Automóvel,6076.394058834623
249,2 Automóveis,1190.0011835986397
249,3 Automóveis ou Mais,0
249,...6,15186.000000000004
250,Nenhum Automóvel,1980.9540335317959
250,1 Automóvel,3662.373288738637
250,2 Automóveis,1115.672677729567
250,3 Automóveis ou Mais,0
250,...6,6759
251,Nenhum Automóvel,2571.638483467468
251,1 Automóvel,5222.803709234296
251,2 Automóveis,1347.5578072982316
251,3 Automóveis ou Mais,0
251,...6,9141.999999999996
252,Nenhum Automóvel,3340.9998824348663
252,1 Automóvel,3542.0699607966
252,2 Automóveis,365.39565504720235
252,3 Automóveis ou Mais,349.5345017213285
252,...6,7597.999999999996
253,Nenhum Automóvel,1042.7055555555562
253,1 Automóvel,477.10000000000014
253,2 Automóveis,42.19444444444444
253,3 Automóveis ou Mais,0
253,...6,1562.0000000000007
254,Nenhum Automóvel,4964.447368421053
254,1 Automóvel,5125.863157894741
254,2 Automóveis,1926.005263157894
254,3 Automóveis ou Mais,235.68421052631578
254,...6,12252.000000000004
255,Nenhum Automóvel,5601.449999999999
255,1 Automóvel,14145.23636363636
255,2 Automóveis,3172.313636363636
255,3 Automóveis ou Mais,0
255,...6,22918.999999999996
256,Nenhum Automóvel,3876.478341013825
256,1 Automóvel,5896.991705069123
256,2 Automóveis,498.5299539170507
256,3 Automóveis ou Mais,0
256,...6,10271.999999999998
257,Nenhum Automóvel,6835.554932423256
257,1 Automóvel,6945.346781225988
257,2 Automóveis,1368.0982863507602
257,3 Automóveis ou Mais,0
257,...6,15149.000000000004
258,Nenhum Automóvel,9280.225
258,1 Automóvel,14140.775000000001
258,2 Automóveis,567.25
258,3 Automóveis ou Mais,0
258,...6,23988.25
259,Nenhum Automóvel,6524.668109668111
259,1 Automóvel,4175.134199134199
259,2 Automóveis,1651.197691197691
259,3 Automóveis ou Mais,0
259,...6,12351.000000000002
260,Nenhum Automóvel,9546.470332480816
260,1 Automóvel,4539.581841432226
260,2 Automóveis,622.6478260869565
260,3 Automóveis ou Mais,239.3
260,...6,14947.999999999998
261,Nenhum Automóvel,8138.745723577889
261,1 Automóvel,7999.155197727581
261,2 Automóveis,2182.725021395753
261,3 Automóveis ou Mais,193.37405729877216
261,...6,18513.999999999996
262,Nenhum Automóvel,15360.348872180448
262,1 Automóvel,11595.251127819547
262,2 Automóveis,0
262,3 Automóveis ou Mais,300.4
262,...6,27255.999999999996
263,Nenhum Automóvel,10416.839766081872
263,1 Automóvel,7568.680701754387
263,2 Automóveis,1780.4795321637428
263,3 Automóveis ou Mais,0
263,...6,19766
264,Nenhum Automóvel,8854.960450715642
264,1 Automóvel,9687.825487662521
264,2 Automóveis,3359.271204478979
264,3 Automóveis ou Mais,0
264,...6,21902.057142857142
265,Nenhum Automóvel,6895.210526315791
265,1 Automóvel,6299.671052631581
265,2 Automóveis,1193.1184210526317
265,3 Automóveis ou Mais,0
265,...6,14388.000000000004
266,Nenhum Automóvel,3493.3268690658247
266,1 Automóvel,2025.71619502185
266,2 Automóveis,574.956935912323
266,3 Automóveis ou Mais,0
266,...6,6093.999999999998
267,Nenhum Automóvel,3116.2909090909093
267,1 Automóvel,4877.939393939395
267,2 Automóveis,38.8
267,3 Automóveis ou Mais,125.96969696969697
267,...6,8159.000000000002
268,Nenhum Automóvel,1349.5185804539267
268,1 Automóvel,2178.375429254324
268,2 Automóveis,1340.5525633142263
268,3 Automóveis ou Mais,133.1496601649362
268,...6,5001.5962331874125
269,Nenhum Automóvel,1349.3270629524022
269,1 Automóvel,4137.2139153323105
269,2 Automóveis,2909.670822548805
269,3 Automóveis ou Mais,129.78819916648388
269,...6,8526.000000000002
270,Nenhum Automóvel,521.7428488439642
270,1 Automóvel,2177.7977576391313
270,2 Automóveis,700.9238178227024
270,3 Automóveis ou Mais,267.5355756942024
270,...6,3668
271,Nenhum Automóvel,0
271,1 Automóvel,0
271,2 Automóveis,0
271,3 Automóveis ou Mais,0
271,...6,0
272,Nenhum Automóvel,1921.5061024164554
272,1 Automóvel,4659.46551815127
272,2 Automóveis,553.0283794322706
272,3 Automóveis ou Mais,0
272,...6,7133.999999999995
273,Nenhum Automóvel,7336.1078947368405
273,1 Automóvel,12452.26381578948
273,2 Automóveis,1977.6282894736842
273,3 Automóveis ou Mais,0
273,...6,21766.000000000004
274,Nenhum Automóvel,4493.72380952381
274,1 Automóvel,5623.393650793651
274,2 Automóveis,2740.1396825396823
274,3 Automóveis ou Mais,380.74285714285713
274,...6,13238.000000000002
275,Nenhum Automóvel,5171.477119450948
275,1 Automóvel,7068.917413813629
275,2 Automóveis,1971.1893521640816
275,3 Automóveis ou Mais,238.41611457134923
275,...6,14450.000000000007
276,Nenhum Automóvel,13251.431465086644
276,1 Automóvel,15264.069103310483
276,2 Automóveis,1937.361500568397
276,3 Automóveis ou Mais,0
276,...6,30452.86206896552
277,Nenhum Automóvel,5160.066666666666
277,1 Automóvel,13027.600000000011
277,2 Automóveis,2596.8999999999996
277,3 Automóveis ou Mais,0
277,...6,20784.56666666668
278,Nenhum Automóvel,26993.99523904205
278,1 Automóvel,15670.951812343174
278,2 Automóveis,2327.7953728571774
278,3 Automóveis ou Mais,0
278,...6,44992.7424242424
279,Nenhum Automóvel,20044.883771929817
279,1 Automóvel,7072.6951754385955
279,2 Automóveis,342
279,3 Automóveis ou Mais,0
279,...6,27459.578947368413
280,Nenhum Automóvel,3022.6728343524787
280,1 Automóvel,2193.6917002436758
280,2 Automóveis,1954.4783320306656
280,3 Automóveis ou Mais,129.15713337317965
280,...6,7299.999999999999
281,Nenhum Automóvel,3760.3470588235296
281,1 Automóvel,7617.1117647058845
281,2 Automóveis,2969.632352941176
281,3 Automóveis ou Mais,612.7088235294118
281,...6,14959.800000000003
282,Nenhum Automóvel,3943.537634408602
282,1 Automóvel,6525.487455197126
282,2 Automóveis,1280.4587813620071
282,3 Automóveis ou Mais,0
282,...6,11749.483870967735
283,Nenhum Automóvel,1469.7381664198679
283,1 Automóvel,1915.281031206088
283,2 Automóveis,401.9654583950331
283,3 Automóveis ou Mais,60.01534397901229
283,...6,3847.0000000000014
284,Nenhum Automóvel,8751.95320531839
284,1 Automóvel,6356.91101282679
284,2 Automóveis,1551.1357818548133
284,3 Automóveis ou Mais,0
284,...6,16659.999999999993
285,Nenhum Automóvel,22311.422584784035
285,1 Automóvel,11477.93173342386
285,2 Automóveis,341.64568179208493
285,3 Automóveis ou Mais,0
285,...6,34130.99999999998
286,Nenhum Automóvel,1657.425
286,1 Automóvel,1406.7
286,2 Automóveis,154.875
286,3 Automóveis ou Mais,133.75
286,...6,3352.75
287,Nenhum Automóvel,2493.8940430335224
287,1 Automóvel,5422.777444905223
287,2 Automóveis,1171.3415022012969
287,3 Automóveis ou Mais,268.83283469807594
287,...6,9356.84582483812
288,Nenhum Automóvel,4868.389348698904
288,1 Automóvel,1775.25311399482
288,2 Automóveis,343.7302711813311
288,3 Automóveis ou Mais,86.62726612494346
288,...6,7073.999999999998
289,Nenhum Automóvel,7351.20091977612
289,1 Automóvel,5017.612316653587
289,2 Automóveis,2428.7285453217128
289,3 Automóveis ou Mais,457.4582182485746
289,...6,15254.999999999995
290,Nenhum Automóvel,10299.643043698592
290,1 Automóvel,6617.525708494134
290,2 Automóveis,365.83124780727405
290,3 Automóveis ou Mais,0
290,...6,17283
291,Nenhum Automóvel,10550.153535353531
291,1 Automóvel,11448.64444444444
291,2 Automóveis,2260.2020202020203
291,3 Automóveis ou Mais,0
291,...6,24258.999999999993
292,Nenhum Automóvel,10567.861694003974
292,1 Automóvel,9618.991375415697
292,2 Automóveis,306.14693058033237
292,3 Automóveis ou Mais,0
292,...6,20493.000000000004
293,Nenhum Automóvel,12715.677580476839
293,1 Automóvel,13909.81411878091
293,2 Automóveis,1460.802418389311
293,3 Automóveis ou Mais,0
293,...6,28086.29411764706
294,Nenhum Automóvel,26625.814727716494
294,1 Automóvel,8707.18527228354
294,2 Automóveis,0
294,3 Automóveis ou Mais,0
294,...6,35333.00000000003
295,Nenhum Automóvel,17390.016895286884
295,1 Automóvel,16573.068919371588
295,2 Automóveis,1244.9310806284152
295,3 Automóveis ou Mais,836.4570926707652
295,...6,36044.47398795765
296,Nenhum Automóvel,1036.833333333333
296,1 Automóvel,248.16666666666669
296,2 Automóveis,0
296,3 Automóveis ou Mais,0
296,...6,1284.9999999999998
297,Nenhum Automóvel,169.59142212189616
297,1 Automóvel,397.79782117970353
297,2 Automóveis,383.6107566984003
297,3 Automóveis ou Mais,0
297,...6,951
298,Nenhum Automóvel,28599.551662652604
298,1 Automóvel,16525.606945266143
298,2 Automóveis,0
298,3 Automóveis ou Mais,261.34139208126317
298,...6,45386.50000000001
299,Nenhum Automóvel,1506.909090909091
299,1 Automóvel,668.4545454545454
299,2 Automóveis,371.3636363636363
299,3 Automóveis ou Mais,74.27272727272727
299,...6,2621.0000000000005
300,Nenhum Automóvel,2495.5961538461543
300,1 Automóvel,7463.352564102561
300,2 Automóveis,3480.134615384616
300,3 Automóveis ou Mais,0
300,...6,13439.083333333332
301,Nenhum Automóvel,376.4117647058824
301,1 Automóvel,2321.20588235294
301,2 Automóveis,1066.5000000000002
301,3 Automóveis ou Mais,501.88235294117646
301,...6,4265.999999999999
302,Nenhum Automóvel,1057.3881691136714
302,1 Automóvel,2950.1820696252566
302,2 Automóveis,1556.366354032359
302,3 Automóveis ou Mais,421.0634072287152
302,...6,5985.000000000002
303,Nenhum Automóvel,1426.4308126764977
303,1 Automóvel,1623.2766148191304
303,2 Automóveis,631.2925725043705
303,3 Automóveis ou Mais,0
303,...6,3680.9999999999986
304,Nenhum Automóvel,13766.902017745846
304,1 Automóvel,10821.714552114132
304,2 Automóveis,1108.8067777119838
304,3 Automóveis ou Mais,578.5766524280382
304,...6,26276
305,Nenhum Automóvel,25105.519241762104
305,1 Automóvel,17196.45089720505
305,2 Automóveis,1526.6299244325219
305,3 Automóveis ou Mais,197.15152854584954
305,...6,44025.751591945525
306,Nenhum Automóvel,21880.10297014441
306,1 Automóvel,5818.462653462166
306,2 Automóveis,0
306,3 Automóveis ou Mais,711.5707400297935
306,...6,28410.13636363637
307,Nenhum Automóvel,14901.201754385967
307,1 Automóvel,16328.926315789475
307,2 Automóveis,1009.1350877192982
307,3 Automóveis ou Mais,579.7368421052631
307,...6,32819.00000000001
308,Nenhum Automóvel,12285.481259370321
308,1 Automóvel,1284.9325337331334
308,2 Automóveis,185.58620689655172
308,3 Automóveis ou Mais,0
308,...6,13756.000000000007
309,Nenhum Automóvel,13284.035479294518
309,1 Automóvel,6158.770719998707
309,2 Automóveis,2108.5283737257905
309,3 Automóveis ou Mais,0
309,...6,21551.33457301902
310,Nenhum Automóvel,7119.611285266452
310,1 Automóvel,2403.388714733542
310,2 Automóveis,0
310,3 Automóveis ou Mais,0
310,...6,9522.999999999995
311,Nenhum Automóvel,18391.02692884327
311,1 Automóvel,11147.960310330669
311,2 Automóveis,119.01276082606469
311,3 Automóveis ou Mais,0
311,...6,29658.000000000004
312,Nenhum Automóvel,6879.2468555848645
312,1 Automóvel,4129.948949895772
312,2 Automóveis,1522.6226089402328
312,3 Automóveis ou Mais,586.1815855791281
312,...6,13117.999999999998
313,Nenhum Automóvel,4274.109021894549
313,1 Automóvel,3078.968882171335
313,2 Automóveis,528.1426258861519
313,3 Automóveis ou Mais,198.77947004796277
313,...6,8079.999999999998
314,Nenhum Automóvel,22886.171502172
314,1 Automóvel,10945.835573744132
314,2 Automóveis,857.9929240838653
314,3 Automóveis ou Mais,0
314,...6,34690
315,Nenhum Automóvel,26687.086365383635
