COD_ZONA,NUMERO_AUTOMOVEIS,QTD
315,1 Automóvel,11764.928014339846
315,2 Automóveis,1111.6532235767659
315,3 Automóveis ou Mais,300.34611006096355
315,...6,39864.01371336121
316,Nenhum Automóvel,554.7446301292064
316,1 Automóvel,2732.7212033224464
316,2 Automóveis,2114.347129774244
316,3 Automóveis ou Mais,309.18703677410195
316,...6,5710.999999999999
317,Nenhum Automóvel,65.84873949579831
317,1 Automóvel,603.6134453781513
317,2 Automóveis,449.96638655462164
317,3 Automóveis ou Mais,208.52100840336138
317,...6,1327.9495798319324
318,Nenhum Automóvel,3382.3822182393487
318,1 Automóvel,2382.729549428805
318,2 Automóveis,1705.4638571558853
318,3 Automóveis ou Mais,126.42437517595785
318,...6,7596.999999999996
319,Nenhum Automóvel,606.6597338013748
319,1 Automóvel,1628.5436448734845
319,2 Automóveis,495.7312417727073
319,3 Automóveis ou Mais,305.0653795524352
319,...6,3036.000000000002
320,Nenhum Automóvel,18623.242516090995
320,1 Automóvel,4929.268443926282
320,2 Automóveis,862.8231690343905
320,3 Automóveis ou Mais,368.66587094833363
320,...6,24784
321,Nenhum Automóvel,2191.984057971015
321,1 Automóvel,6426.240579710147
321,2 Automóveis,5157.565217391308
321,3 Automóveis ou Mais,2086.210144927536
321,...6,15862.000000000005
322,Nenhum Automóvel,3022.5008928101097
322,1 Automóvel,7021.776345164194
322,2 Automóveis,4762.579848830807
322,3 Automóveis ou Mais,131.14291319487967
322,...6,14937.999999999989
323,Nenhum Automóvel,10778.01570048309
323,1 Automóvel,7575.066425120774
323,2 Automóveis,3258.4830917874397
323,3 Automóveis ou Mais,0
323,...6,21611.565217391304
324,Nenhum Automóvel,15287.148733072778
324,1 Automóvel,6824.188251848246
324,2 Automóveis,951.6630150789675
324,3 Automóveis ou Mais,0
324,...6,23062.999999999993
325,Nenhum Automóvel,6692.688666287053
325,1 Automóvel,6175.297650008415
325,2 Automóveis,646.2507207415734
325,3 Automóveis ou Mais,0
325,...6,13514.23703703704
326,Nenhum Automóvel,8480.695187165775
326,1 Automóvel,7540.804812834226
326,2 Automóveis,852
326,3 Automóveis ou Mais,86.5
326,...6,16960
327,Nenhum Automóvel,1985.394056849463
327,1 Automóvel,2270.7011819524146
327,2 Automóveis,1469.0618725746986
327,3 Automóveis ou Mais,862.8428886234295
327,...6,6588.000000000006
328,Nenhum Automóvel,1375.652488058293
328,1 Automóvel,3882.942602951619
328,2 Automóveis,2399.2897359691024
328,3 Automóveis ou Mais,525.1151730209843
328,...6,8182.999999999998
329,Nenhum Automóvel,4518.411585365851
329,1 Automóvel,5074.190040650399
329,2 Automóveis,1624.676829268292
329,3 Automóveis ou Mais,685.7215447154472
329,...6,11902.99999999999
330,Nenhum Automóvel,5473.791304347825
330,1 Automóvel,6865.4521739130405
330,2 Automóveis,1066.0565217391306
330,3 Automóveis ou Mais,123.7
330,...6,13528.999999999996
331,Nenhum Automóvel,6591.232478632478
331,1 Automóvel,5364.4905982905975
331,2 Automóveis,1325.676923076923
331,3 Automóveis ou Mais,247.59999999999997
331,...6,13528.999999999998
332,Nenhum Automóvel,6560.88888888889
332,1 Automóvel,5704.555555555557
332,2 Automóveis,1037.5555555555557
332,3 Automóveis ou Mais,579.5555555555555
332,...6,13882.555555555555
333,Nenhum Automóvel,2860.5939393939393
333,1 Automóvel,3068.239393939393
333,2 Automóveis,761.1666666666666
333,3 Automóveis ou Mais,0
333,...6,6689.999999999999
334,Nenhum Automóvel,7222.530835673808
334,1 Automóvel,4235.160419860189
334,2 Automóveis,659.3087444660031
334,3 Automóveis ou Mais,0
334,...6,12117
335,Nenhum Automóvel,5160.033618233618
335,1 Automóvel,7073.753424996901
335,2 Automóveis,725.8872785829308
335,3 Automóveis ou Mais,438.3256781865478
335,...6,13397.999999999998
336,Nenhum Automóvel,6050.523809523809
336,1 Automóvel,7707.659523809525
336,2 Automóveis,1184.8166666666666
336,3 Automóveis ou Mais,0
336,...6,14943
337,Nenhum Automóvel,2823.6575659868035
337,1 Automóvel,4105.642561487704
337,2 Automóveis,1727.6998725254955
337,3 Automóveis ou Mais,0
337,...6,8657.000000000004
338,Nenhum Automóvel,6078.490730636254
338,1 Automóvel,3725.8648045451564
338,2 Automóveis,724.6444648185942
338,3 Automóveis ou Mais,0
338,...6,10529.000000000004
339,Nenhum Automóvel,0
339,1 Automóvel,0
339,2 Automóveis,0
339,3 Automóveis ou Mais,0
339,...6,0
340,Nenhum Automóvel,940.7783951698943
340,1 Automóvel,1347.9666132391105
340,2 Automóveis,633.5000967705181
340,3 Automóveis ou Mais,143.59391921072023
340,...6,3065.8390243902436
341,Nenhum Automóvel,905.2182752703976
341,1 Automóvel,2188.9150928466697
341,2 Automóveis,522.1901148342707
341,3 Automóveis ou Mais,249.6765170486644
341,...6,3866.0000000000023
342,Nenhum Automóvel,3921.1597733588433
342,1 Automóvel,6873.050060862024
342,2 Automóveis,1713.795947220454
342,3 Automóveis ou Mais,288.99421855867905
342,...6,12797
343,Nenhum Automóvel,316.04644842681375
343,1 Automóvel,668.5669756955033
343,2 Automóveis,196.3865758776834
343,3 Automóveis ou Mais,0
343,...6,1181.0000000000005
344,Nenhum Automóvel,7149.590048710594
344,1 Automóvel,8230.835542818291
344,2 Automóveis,1716.5853972131551
344,3 Automóveis ou Mais,111.98901125796334
344,...6,17209.000000000004
345,Nenhum Automóvel,7360.934065934068
345,1 Automóvel,5641.065934065935
345,2 Automóveis,0
345,3 Automóveis ou Mais,0
345,...6,13002.000000000004
346,Nenhum Automóvel,0
346,1 Automóvel,0
346,2 Automóveis,0
346,3 Automóveis ou Mais,0
346,...6,0
347,Nenhum Automóvel,8274.87619047619
347,1 Automóvel,11746.13904761905
347,2 Automóveis,3101.580317460317
347,3 Automóveis ou Mais,476.44444444444446
347,...6,23599.040000000005
348,Nenhum Automóvel,547.4666666666666
348,1 Automóvel,922.133333333333
348,2 Automóveis,230.6666666666667
348,3 Automóveis ou Mais,0
348,...6,1700.2666666666662
349,Nenhum Automóvel,0
349,1 Automóvel,0
349,2 Automóveis,0
349,3 Automóveis ou Mais,0
349,...6,0
350,Nenhum Automóvel,10803.74468043691
350,1 Automóvel,9891.572944995003
350,2 Automóveis,681.6823745680775
350,3 Automóveis ou Mais,0
350,...6,21376.99999999999
351,Nenhum Automóvel,12023.401069518712
351,1 Automóvel,13204.791443850261
351,2 Automóveis,0
351,3 Automóveis ou Mais,0
351,...6,25228.192513368973
352,Nenhum Automóvel,0
352,1 Automóvel,0
352,2 Automóveis,0
352,3 Automóveis ou Mais,0
352,...6,0
353,Nenhum Automóvel,0
353,1 Automóvel,0
353,2 Automóveis,0
353,3 Automóveis ou Mais,0
353,...6,0
354,Nenhum Automóvel,0
354,1 Automóvel,0
354,2 Automóveis,0
354,3 Automóveis ou Mais,0
354,...6,0
355,Nenhum Automóvel,9044.39298245614
355,1 Automóvel,10030.607017543862
355,2 Automóveis,0
355,3 Automóveis ou Mais,0
355,...6,19075
356,Nenhum Automóvel,22439.549549549527
356,1 Automóvel,10230.612612612604
356,2 Automóveis,717.8378378378378
356,3 Automóveis ou Mais,0
356,...6,33387.99999999997
357,Nenhum Automóvel,1188.733333333333
357,1 Automóvel,378.23333333333323
357,2 Automóveis,54.03333333333333
357,3 Automóveis ou Mais,0
357,...6,1620.9999999999995
358,Nenhum Automóvel,6809.958333333334
358,1 Automóvel,5767.473484848485
358,2 Automóveis,761.159090909091
358,3 Automóveis ou Mais,353.40909090909093
358,...6,13692.000000000002
359,Nenhum Automóvel,2754.907828282828
359,1 Automóvel,2374.3015572390577
359,2 Automóveis,499.79061447811443
359,3 Automóveis ou Mais,0
359,...6,5629.000000000001
360,Nenhum Automóvel,2062.587802722291
360,1 Automóvel,3653.8080254551874
360,2 Automóveis,0
360,3 Automóveis ou Mais,15.604171822520772
360,...6,5731.999999999999
361,Nenhum Automóvel,2177.3716232227484
361,1 Automóvel,1688.128376777251
361,2 Automóveis,429.5000000000001
361,3 Automóveis ou Mais,0
361,...6,4295
362,Nenhum Automóvel,1735.1666666666665
362,1 Automóvel,2440.2333333333327
362,2 Automóveis,799.4000000000001
362,3 Automóveis ou Mais,142.2
362,...6,5116.999999999999
363,Nenhum Automóvel,5869.383045746387
363,1 Automóvel,7839.305918940609
363,2 Automóveis,1053.0885634028891
363,3 Automóveis ou Mais,119.22247191011238
363,...6,14880.999999999998
364,Nenhum Automóvel,2465.7482517482504
364,1 Automóvel,1576.2027972027975
364,2 Automóveis,130.04895104895104
364,3 Automóveis ou Mais,0
364,...6,4171.999999999998
365,Nenhum Automóvel,637.6107646865771
365,1 Automóvel,819.3298326222512
365,2 Automóveis,129.6475221529373
365,3 Automóveis ou Mais,32.41188053823433
365,...6,1618.9999999999998
366,Nenhum Automóvel,3602.045830293542
366,1 Automóvel,5218.973251927495
366,2 Automóveis,1905.5208697401492
366,3 Automóveis ou Mais,244.4600480388189
366,...6,10971.000000000004
367,Nenhum Automóvel,2669.624676032976
367,1 Automóvel,5862.681730288155
367,2 Automóveis,1503.7185960452362
367,3 Automóveis ou Mais,164.9749976336322
367,...6,10201
368,Nenhum Automóvel,9003.715458370802
368,1 Automóvel,7501.793213514732
368,2 Automóveis,1266.4913281144961
368,3 Automóveis ou Mais,0
368,...6,17772.00000000003
369,Nenhum Automóvel,6323.090424175594
369,1 Automóvel,9113.653167899618
369,2 Automóveis,2706.8885114715454
369,3 Automóveis ou Mais,643.3678964532484
369,...6,18787.000000000007
370,Nenhum Automóvel,9625.141866259928
370,1 Automóvel,15195.80702544836
370,2 Automóveis,4039.2010452067752
370,3 Automóveis ou Mais,1115.6500630849418
370,...6,29975.800000000003
371,Nenhum Automóvel,7959.476399838612
371,1 Automóvel,13737.371564617755
371,2 Automóveis,2503.621429709527
371,3 Automóveis ou Mais,718.5306058341032
371,...6,24919
372,Nenhum Automóvel,10976.842857142863
372,1 Automóvel,10198.135714285718
372,2 Automóveis,1824.2714285714283
372,3 Automóveis ou Mais,0
372,...6,22999.25000000001
373,Nenhum Automóvel,9656.693567251461
373,1 Automóvel,9558.447173489278
373,2 Automóveis,2013.0444444444443
373,3 Automóveis ou Mais,550.8148148148148
373,...6,21778.999999999996
374,Nenhum Automóvel,0
374,1 Automóvel,0
374,2 Automóveis,0
374,3 Automóveis ou Mais,0
374,...6,0
375,Nenhum Automóvel,13182.559999999998
375,1 Automóvel,13386.56
375,2 Automóveis,749.88
375,3 Automóveis ou Mais,0
375,...6,27318.999999999996
376,Nenhum Automóvel,6036.475432597832
376,1 Automóvel,7891.304509928884
376,2 Automóveis,498.1876500658752
376,3 Automóveis ou Mais,0
376,...6,14425.96759259259
377,Nenhum Automóvel,28226.063829787214
377,1 Automóvel,24050.587801418427
377,2 Automóveis,5564.348368794326
377,3 Automóveis ou Mais,0
377,...6,57840.99999999997
378,Nenhum Automóvel,14638.630303030302
378,1 Automóvel,14359.927272727266
378,2 Automóveis,2064.442424242424
378,3 Automóveis ou Mais,0
378,...6,31062.999999999993
379,Nenhum Automóvel,7840.938541350323
379,1 Automóvel,10571.8080099365
379,2 Automóveis,615.2534487131803
379,3 Automóveis ou Mais,0
379,...6,19028.000000000004
380,Nenhum Automóvel,22161.21598015779
380,1 Automóvel,9175.937866005092
380,2 Automóveis,769.982517473482
380,3 Automóveis ou Mais,0
380,...6,32107.136363636364
381,Nenhum Automóvel,0
381,1 Automóvel,0
381,2 Automóveis,0
381,3 Automóveis ou Mais,0
381,...6,0
382,Nenhum Automóvel,17958.704647676168
382,1 Automóvel,14848.301849075462
382,2 Automóveis,110.66666666666667
382,3 Automóveis ou Mais,0
382,...6,32917.673163418294
383,Nenhum Automóvel,14534.363636363629
383,1 Automóvel,8275.386363636364
383,2 Automóveis,638.25
383,3 Automóveis ou Mais,0
383,...6,23447.999999999993
384,Nenhum Automóvel,5069.5071770334935
384,1 Automóvel,4179.913875598087
384,2 Automóveis,297.42105263157896
384,3 Automóveis ou Mais,0
384,...6,9546.842105263158
385,Nenhum Automóvel,0
385,1 Automóvel,0
385,2 Automóveis,0
385,3 Automóveis ou Mais,0
385,...6,0
386,Nenhum Automóvel,562.4137931034483
386,1 Automóvel,522.2413793103447
386,2 Automóveis,80.34482758620689
386,3 Automóveis ou Mais,0
386,...6,1165
387,Nenhum Automóvel,10192.087716695081
387,1 Automóvel,12948.986902393422
387,2 Automóveis,1062.259679456356
387,3 Automóveis ou Mais,0
387,...6,24203.33429854486
388,Nenhum Automóvel,1044.4666666666667
388,1 Automóvel,760.9499999999999
388,2 Automóveis,166.58333333333331
388,3 Automóveis ou Mais,0
388,...6,1971.9999999999998
389,Nenhum Automóvel,8161.38326585695
389,1 Automóvel,5503.072424651372
389,2 Automóveis,175.53846153846155
389,3 Automóveis ou Mais,0
389,...6,13839.994152046784
390,Nenhum Automóvel,2994.5165840595932
390,1 Automóvel,1982.198762723505
390,2 Automóveis,0
390,3 Automóveis ou Mais,0
390,...6,4976.7153467830985
391,Nenhum Automóvel,13320.15046348792
391,1 Automóvel,11771.627420473278
391,2 Automóveis,1252.3436079879978
391,3 Automóveis ou Mais,277.87850805079944
391,...6,26621.999999999996
392,Nenhum Automóvel,0
392,1 Automóvel,0
392,2 Automóveis,0
392,3 Automóveis ou Mais,0
392,...6,0
393,Nenhum Automóvel,18441.285061767565
393,1 Automóvel,12468.38785747446
393,2 Automóveis,2269.327080757968
393,3 Automóveis ou Mais,0
393,...6,33178.99999999999
394,Nenhum Automóvel,2710.8428680396646
394,1 Automóvel,3348.8769387236207
394,2 Automóveis,82.88888888888889
394,3 Automóveis ou Mais,0
394,...6,6142.608695652174
395,Nenhum Automóvel,18297.82926829269
395,1 Automóvel,10716.097560975613
395,2 Automóveis,540.0731707317074
395,3 Automóveis ou Mais,0
395,...6,29554.00000000001
396,Nenhum Automóvel,17869.05525344401
396,1 Automóvel,13180.309688265277
396,2 Automóveis,2358.6350582907153
396,3 Automóveis ou Mais,0
396,...6,33408.00000000001
397,Nenhum Automóvel,18000.592277459345
397,1 Automóvel,4801.464060568797
397,2 Automóveis,0
397,3 Automóveis ou Mais,0
397,...6,22802.056338028142
398,Nenhum Automóvel,17388.30355774769
398,1 Automóvel,15428.456032776712
398,2 Automóveis,1361.962516170357
398,3 Automóveis ou Mais,274.2778933052479
398,...6,34453.00000000001
399,Nenhum Automóvel,14166.172091388498
399,1 Automóvel,7437.718838752076
399,2 Automóveis,155.10906985939525
399,3 Automóveis ou Mais,0
399,...6,21758.999999999967
400,Nenhum Automóvel,21345.18620689655
400,1 Automóvel,11083.942528735633
400,2 Automóveis,1501.8712643678157
400,3 Automóveis ou Mais,0
400,...6,33931
401,Nenhum Automóvel,23687.241809984465
401,1 Automóvel,14933.543037685153
401,2 Automóveis,5151.2151523304065
401,3 Automóveis ou Mais,0
401,...6,43772.00000000002
402,Nenhum Automóvel,3088.577777777777
402,1 Automóvel,2127.666666666667
402,2 Automóveis,1079.4
402,3 Automóveis ou Mais,87.35555555555555
402,...6,6383
403,Nenhum Automóvel,2850.2285714285713
403,1 Automóvel,1505.0742857142861
403,2 Automóveis,432.69714285714286
403,3 Automóveis ou Mais,0
403,...6,4788.000000000001
404,Nenhum Automóvel,16732.984602538367
404,1 Automóvel,9380.43635262816
404,2 Automóveis,3828.497524198884
404,3 Automóveis ou Mais,290.08152063460057
404,...6,30232.00000000001
405,Nenhum Automóvel,4641.23382492746
405,1 Automóvel,5760.437009252943
405,2 Automóveis,1535.6276270279552
405,3 Automóveis ou Mais,524.7015387916404
405,...6,12462
406,Nenhum Automóvel,5568.188170408948
406,1 Automóvel,3735.9444634167166
406,2 Automóveis,2407.3389413472205
406,3 Automóveis ou Mais,135.32842482711516
406,...6,11846.800000000003
407,Nenhum Automóvel,14938.028583397552
407,1 Automóvel,17956.203255795263
407,2 Automóveis,2587.6177376260334
407,3 Automóveis ou Mais,353.15042318117037
407,...6,35835.000000000015
408,Nenhum Automóvel,8691.47943523634
408,1 Automóvel,5748.520564763658
408,2 Automóveis,0
408,3 Automóveis ou Mais,0
408,...6,14439.999999999998
409,Nenhum Automóvel,2879.799620801732
409,1 Automóvel,1920.7911159263267
409,2 Automóveis,320.4092632719394
409,3 Automóveis ou Mais,0
409,...6,5120.999999999998
410,Nenhum Automóvel,1819.7611111111105
410,1 Automóvel,1123.4240740740743
410,2 Automóveis,52.81481481481482
410,3 Automóveis ou Mais,0
410,...6,2995.9999999999995
411,Nenhum Automóvel,1949.7710495205563
411,1 Automóvel,2286.10422960725
411,2 Automóveis,486.12472087219226
411,3 Automóveis ou Mais,0
411,...6,4721.999999999999
412,Nenhum Automóvel,4604.477136752136
412,1 Automóvel,6388.918696581194
412,2 Automóveis,992.6041666666667
412,3 Automóveis ou Mais,0
412,...6,11985.999999999996
413,Nenhum Automóvel,3800.27149321267
413,1 Automóvel,3606.5791855203624
413,2 Automóveis,717.1493212669683
413,3 Automóveis ou Mais,0
413,...6,8124.000000000001
414,Nenhum Automóvel,5103.366666666669
414,1 Automóvel,4910.577777777777
414,2 Automóveis,560.5
414,3 Automóveis ou Mais,0
414,...6,10574.444444444445
415,Nenhum Automóvel,2396.7115631710117
415,1 Automóvel,2836.2884368289883
415,2 Automóveis,0
415,3 Automóveis ou Mais,0
415,...6,5233
416,Nenhum Automóvel,3250.647352647353
416,1 Automóvel,5027.2787212787225
416,2 Automóveis,653.1648351648353
416,3 Automóveis ou Mais,222.9090909090909
416,...6,9154
417,Nenhum Automóvel,6561.3079601922545
417,1 Automóvel,6401.89015401913
417,2 Automóveis,3017.280975570055
417,3 Automóveis ou Mais,200.52091021855676
417,...6,16180.999999999995
418,Nenhum Automóvel,7329.296370967739
418,1 Automóvel,8257.167338709676
418,2 Automóveis,2300.5362903225805
418,3 Automóveis ou Mais,0
418,...6,17886.999999999996
419,Nenhum Automóvel,6463.459280368852
419,1 Automóvel,4976.946946930578
419,2 Automóveis,1291.6945581318653
419,3 Automóveis ou Mais,189.8992145687079
419,...6,12922.000000000004
420,Nenhum Automóvel,763.3769937167712
420,1 Automóvel,633.9743837602707
420,2 Automóveis,93.60778153697439
420,3 Automóveis ou Mais,36.04084098598357
420,...6,1526.9999999999998
421,Nenhum Automóvel,1427.0577846854492
421,1 Automóvel,3237.4556919017596
421,2 Automóveis,317.8792619232644
421,3 Automóveis ou Mais,100.607261489527
421,...6,5083.000000000001
422,Nenhum Automóvel,5085.26896551724
422,1 Automóvel,11696.01551724139
422,2 Automóveis,3864.9310344827604
422,3 Automóveis ou Mais,1020.7844827586207
422,...6,21667.00000000001
423,Nenhum Automóvel,3312.798387846124
423,1 Automóvel,5162.912795019513
423,2 Automóveis,2600.252044229697
423,3 Automóveis ou Mais,229.03677290466453
423,...6,11305
424,Nenhum Automóvel,3645.3738095238105
424,1 Automóvel,4414.8880952381005
424,2 Automóveis,97.42857142857142
424,3 Automóveis ou Mais,139.3095238095238
424,...6,8297.000000000005
425,Nenhum Automóvel,5625.584289367917
425,1 Automóvel,2909.241797588599
425,2 Automóveis,218.17391304347825
425,3 Automóveis ou Mais,0
425,...6,8752.999999999995
426,Nenhum Automóvel,1117.3058823529414
426,1 Automóvel,4885.6352941176465
426,2 Automóveis,1216.058823529412
426,3 Automóveis ou Mais,0
426,...6,7218.999999999999
427,Nenhum Automóvel,6944.971859359103
427,1 Automóvel,5766.210055066406
427,2 Automóveis,2171.8180855744895
427,3 Automóveis ou Mais,0
427,...6,14883
428,Nenhum Automóvel,7806.476034908018
428,1 Automóvel,7194.615673988499
428,2 Automóveis,3258.028291103476
428,3 Automóveis ou Mais,0
428,...6,18259.119999999995
429,Nenhum Automóvel,4712.647619047619
429,1 Automóvel,10354.766666666668
429,2 Automóveis,4288.5
429,3 Automóveis ou Mais,396.08571428571435
429,...6,19752
430,Nenhum Automóvel,8711.981671582473
430,1 Automóvel,4601.173243832613
430,2 Automóveis,277.84508458491985
430,3 Automóveis ou Mais,0
430,...6,13591.000000000005
431,Nenhum Automóvel,10946.446428571428
431,1 Automóvel,18946.674107142855
431,2 Automóveis,5741.879464285714
431,3 Automóveis ou Mais,0
431,...6,35635
432,Nenhum Automóvel,10889.61575055756
432,1 Automóvel,22237.420422251816
432,2 Automóveis,4084.7656983981037
432,3 Automóveis ou Mais,617.19812879250685
432,...6,37828.99999999999
433,Nenhum Automóvel,20342.724427245364
433,1 Automóvel,15018.378973003179
433,2 Automóveis,1400.8965997514658
433,3 Automóveis ou Mais,0
433,...6,36762.00000000001
434,Nenhum Automóvel,396.11611133500185
434,1 Automóvel,482.26792244428873
434,2 Automóveis,34.187394792138285
434,3 Automóveis ou Mais,0
434,...6,912.5714285714289
435,Nenhum Automóvel,3900.9684412394636
435,1 Automóvel,6599.388854286325
435,2 Automóveis,908.7635366201197
435,3 Automóveis ou Mais,485.8791678540895
435,...6,11894.999999999996
436,Nenhum Automóvel,17192.575150655786
436,1 Automóvel,25111.822344322376
436,2 Automóveis,2184.60250502186
436,3 Automóveis ou Mais,0
436,...6,44489.00000000002
437,Nenhum Automóvel,30479.46490313628
437,1 Automóvel,21894.575339700576
437,2 Automóveis,933.9506794011551
437,3 Automóveis ou Mais,261.00907776199466
437,...6,53569
438,Nenhum Automóvel,18051.049999999996
438,1 Automóvel,9792.975
438,2 Automóveis,3250.3
438,3 Automóveis ou Mais,682.675
438,...6,31776.999999999993
439,Nenhum Automóvel,3110.6075783957217
439,1 Automóvel,4232.348105401069
439,2 Automóveis,673.044316203208
439,3 Automóveis ou Mais,0
439,...6,8015.999999999998
440,Nenhum Automóvel,15554.882608695645
440,1 Automóvel,8554.317391304347
440,2 Automóveis,2095.866666666667
440,3 Automóveis ou Mais,611.9333333333333
440,...6,26816.999999999993
441,Nenhum Automóvel,2745.678431372548
441,1 Automóvel,3513.486274509802
441,2 Automóveis,1131.835294117647
441,3 Automóveis ou Mais,0
441,...6,7390.999999999997
442,Nenhum Automóvel,1800.2275132275126
442,1 Automóvel,1832.2169312169306
442,2 Automóveis,810.5555555555554
442,3 Automóveis ou Mais,0
442,...6,4442.999999999999
443,Nenhum Automóvel,2693.5263176836843
443,1 Automóvel,1296.2280685969301
443,2 Automóveis,105.45028881970812
443,3 Automóveis ou Mais,153.7953248996779
443,...6,4249
444,Nenhum Automóvel,8407.95238095238
444,1 Automóvel,2926.8333333333335
444,2 Automóveis,646.2142857142857
444,3 Automóveis ou Mais,0
444,...6,11981
445,Nenhum Automóvel,10155.270149205418
445,1 Automóvel,15268.071042263387
445,2 Automóveis,6351.698483710407
445,3 Automóveis ou Mais,1088.9603248207868
445,...6,32864
446,Nenhum Automóvel,6150.99305090451
446,1 Automóvel,9498.964194952297
446,2 Automóveis,3638.0584801890577
446,3 Automóveis ou Mais,44.98427395413771
446,...6,19333.000000000004
447,Nenhum Automóvel,2666.7351793847993
447,1 Automóvel,11361.261847590979
447,2 Automóveis,2610.5787366159916
447,3 Automóveis ou Mais,286.4242364082335
447,...6,16925.000000000004
448,Nenhum Automóvel,4045.6973751015144
448,1 Automóvel,10944.717933198568
448,2 Automóveis,2120.1656349282935
448,3 Automóveis ou Mais,122.41905677162133
448,...6,17232.999999999996
449,Nenhum Automóvel,5151.474873399703
449,1 Automóvel,14011.370769449777
449,2 Automóveis,5393.352398288038
449,3 Automóveis ou Mais,959.8019588624876
449,...6,25516.000000000007
450,Nenhum Automóvel,28436.29262708361
450,1 Automóvel,25109.685320888373
450,2 Automóveis,980.4576829784072
450,3 Automóveis ou Mais,1659.5643690495988
450,...6,56185.99999999999
451,Nenhum Automóvel,15980.192602573907
451,1 Automóvel,12529.555882011626
451,2 Automóveis,4863.262894248432
451,3 Automóveis ou Mais,1241.9886211660391
451,...6,34615.00000000001
452,Nenhum Automóvel,4909.7555555555555
452,1 Automóvel,8542.00740740741
452,2 Automóveis,893.2370370370371
452,3 Automóveis ou Mais,0
452,...6,14345.000000000002
453,Nenhum Automóvel,3777.0406945650275
453,1 Automóvel,3994.1593054349705
453,2 Automóveis,1637.093217572495
453,3 Automóveis ou Mais,305.7067824275048
453,...6,9713.999999999998
454,Nenhum Automóvel,20713.88262077481
454,1 Automóvel,19962.27110665226
454,2 Automóveis,4332.688377836086
454,3 Automóveis ou Mais,424.1578947368421
454,...6,45432.99999999999
455,Nenhum Automóvel,11135.769001996387
455,1 Automóvel,7845.8393990162895
455,2 Automóveis,1153.3915989873256
455,3 Automóveis ou Mais,0
455,...6,20135
456,Nenhum Automóvel,16506.05526315789
456,1 Automóvel,14621.260526315788
456,2 Automóveis,2111.684210526316
456,3 Automóveis ou Mais,0
456,...6,33238.99999999999
457,Nenhum Automóvel,20062.538451712608
457,1 Automóvel,13008.698505658313
457,2 Automóveis,2047.7630426290832
457,3 Automóveis ou Mais,0
457,...6,35119.00000000001
458,Nenhum Automóvel,12386.976245210724
458,1 Automóvel,7461.245977011492
458,2 Automóveis,515.7777777777778
458,3 Automóveis ou Mais,0
458,...6,20363.999999999993
459,Nenhum Automóvel,17324.488392089435
459,1 Automóvel,6558.102983618388
459,2 Automóveis,441.408624292187
459,3 Automóveis ou Mais,0
459,...6,24324.00000000001
460,Nenhum Automóvel,6955.864418462017
460,1 Automóvel,9264.290424829976
460,2 Automóveis,3967.67129166516
460,3 Automóveis ou Mais,489.7390824341497
460,...6,20677.565217391304
461,Nenhum Automóvel,7215.664705882353
461,1 Automóvel,7924.647478991598
461,2 Automóveis,638.2878151260504
461,3 Automóveis ou Mais,70.4
461,...6,15849
462,Nenhum Automóvel,16519.834986672195
462,1 Automóvel,11825.78536681164
462,2 Automóveis,2975.3796465161704
462,3 Automóveis ou Mais,0
462,...6,31321.000000000007
463,Nenhum Automóvel,12893.666666666664
463,1 Automóvel,5938.149999999999
463,2 Automóveis,1787.1833333333332
463,3 Automóveis ou Mais,0
463,...6,20618.999999999996
464,Nenhum Automóvel,11364.078947368424
464,1 Automóvel,10443.736842105265
464,2 Automóveis,1327.1842105263158
464,3 Automóveis ou Mais,0
464,...6,23135.000000000004
465,Nenhum Automóvel,14994.433333333332
465,1 Automóvel,17849.266666666666
465,2 Automóveis,3273.499999999999
465,3 Automóveis ou Mais,1250.2333333333333
465,...6,37367.43333333333
466,Nenhum Automóvel,9975.549572649572
466,1 Automóvel,7337.3726495726505
466,2 Automóveis,223.07777777777775
466,3 Automóveis ou Mais,0
466,...6,17536
467,Nenhum Automóvel,2206.7935062608635
467,1 Automóvel,3268.0350781599095
467,2 Automóveis,548.2800205513023
467,3 Automóveis ou Mais,270.8913950279234
467,...6,6293.999999999998
468,Nenhum Automóvel,23701.91714010942
468,1 Automóvel,21817.018724794776
468,2 Automóveis,1158.0641350958329
468,3 Automóveis ou Mais,0
468,...6,46677.00000000003
469,Nenhum Automóvel,424.9499267220323
469,1 Automóvel,1001.0290669272107
469,2 Automóveis,288.03957010258915
469,3 Automóveis ou Mais,49.98143624816806
469,...6,1764.0000000000002
470,Nenhum Automóvel,1217.4999999999998
470,1 Automóvel,1125.9545454545453
470,2 Automóveis,91.54545454545455
470,3 Automóveis ou Mais,0
470,...6,2434.9999999999995
471,Nenhum Automóvel,2210.041794617144
471,1 Automóvel,2182.0552305056594
471,2 Automóveis,686.7259425349719
471,3 Automóveis ou Mais,134.21549388068567
471,...6,5213.038461538461
472,Nenhum Automóvel,4257.0500292340375
472,1 Automóvel,7415.205038131699
472,2 Automóveis,896.3130320076853
472,3 Automóveis ou Mais,151.4319006265802
472,...6,12720.000000000002
473,Nenhum Automóvel,2999.339690567762
473,1 Automóvel,3052.6969074337508
473,2 Automóveis,275.2018685352018
473,3 Automóveis ou Mais,192.76153346328786
473,...6,6520.000000000002
474,Nenhum Automóvel,691.8
474,1 Automóvel,983.1599999999997
474,2 Automóveis,206.36
474,3 Automóveis ou Mais,60.68
474,...6,1941.9999999999998
