COD_ZONA,MOTIVO_VIAGEM,QTD
80,Refeição,4251.349472678073
81,Trabalho Indústria,5646.871489982335
81,Trabalho Comércio,9712.768602494396
81,Trabalho Serviços,44915.78485642395
81,Educação,7413.493917672317
81,Compras,3722.343766538772
81,Saúde,3062.601019635721
81,Lazer,3398.767939567261
81,Procurar Emprego,0
81,Assuntos Pessoais,2472.598882732372
81,Refeição,7075.693619456402
82,Trabalho Indústria,8489.393807757533
82,Trabalho Comércio,19586.119731386134
82,Trabalho Serviços,76551.56019376416
82,Educação,18859.82593389686
82,Compras,5121.546145311427
82,Saúde,4038.662106104744
82,Lazer,11730.63656863083
82,Procurar Emprego,2380.072804183748
82,Assuntos Pessoais,5112.6060898773585
82,Refeição,11971.740084023804
83,Trabalho Indústria,4249.028174450828
83,Trabalho Comércio,4908.760811383203
83,Trabalho Serviços,38780.39408793186
83,Educação,18898.372110022025
83,Compras,2692.1281246108215
83,Saúde,1984.1724697650366
83,Lazer,5400.3148269454105
83,Procurar Emprego,0
83,Assuntos Pessoais,7134.173511552184
83,Refeição,6108.618462025611
84,Trabalho Indústria,988.4159506550134
84,Trabalho Comércio,2339.367622986272
84,Trabalho Serviços,19380.10805819769
84,Educação,17881.316180596386
84,Compras,3315.6964057096434
84,Saúde,1548.0503222074997
84,Lazer,2304.134351243434
84,Procurar Emprego,55.244963798585104
84,Assuntos Pessoais,4635.423807333062
84,Refeição,2140.5974875916695
85,Trabalho Indústria,159.74483444663963
85,Trabalho Comércio,239.18356079222755
85,Trabalho Serviços,7744.459593678065
85,Educação,5289.223457539055
85,Compras,1134.5330604350734
85,Saúde,1806.9996508138684
85,Lazer,1472.45553264186
85,Procurar Emprego,0
85,Assuntos Pessoais,1129.544591553457
85,Refeição,1390.6936707243983
86,Trabalho Indústria,342.6203777146584
86,Trabalho Comércio,752.655854423773
86,Trabalho Serviços,4147.769378897708
86,Educação,1995.6148773189902
86,Compras,303.4801829878991
86,Saúde,542.15378484567
86,Lazer,839.9858638420158
86,Procurar Emprego,0
86,Assuntos Pessoais,971.3347506244424
86,Refeição,432.3964725819987
87,Trabalho Indústria,3245.591770577023
87,Trabalho Comércio,1843.7070964990776
87,Trabalho Serviços,15194.03423714591
87,Educação,10608.64737861706
87,Compras,2308.960360920434
87,Saúde,2199.2518212673176
87,Lazer,3362.908654044394
87,Procurar Emprego,72.8510868478388
87,Assuntos Pessoais,5053.299280598998
87,Refeição,614.8766293055162
88,Trabalho Indústria,4559.575607461314
88,Trabalho Comércio,6207.838367269609
88,Trabalho Serviços,42042.21918190809
88,Educação,22854.374457967504
88,Compras,4710.64456564343
88,Saúde,5718.032210852221
88,Lazer,6471.662270463713
88,Procurar Emprego,0
88,Assuntos Pessoais,8995.116837346703
88,Refeição,2393.973091585885
89,Trabalho Indústria,1150.0911399348674
89,Trabalho Comércio,1128.2104297690921
89,Trabalho Serviços,7713.484018305042
89,Educação,4718.317156369538
89,Compras,974.5194172674346
89,Saúde,1584.722562850087
89,Lazer,671.8113623762248
89,Procurar Emprego,124.45640050737171
89,Assuntos Pessoais,2392.063268513624
89,Refeição,161.4974146220092
90,Trabalho Indústria,1677.881826556337
90,Trabalho Comércio,2476.157677957174
90,Trabalho Serviços,14797.837769380401
90,Educação,8066.299481245527
90,Compras,3039.896438641298
90,Saúde,2398.7964733400768
90,Lazer,6926.650868610258
90,Procurar Emprego,0
90,Assuntos Pessoais,3968.0372245517424
90,Refeição,1711.4006782224492
91,Trabalho Indústria,5080.904319130187
91,Trabalho Comércio,5164.355707483267
91,Trabalho Serviços,17304.40470663208
91,Educação,22462.80195572159
91,Compras,2397.4607997094254
91,Saúde,233.50083580889924
91,Lazer,2062.673262041843
91,Procurar Emprego,808.6381937965524
91,Assuntos Pessoais,3358.4126567031553
91,Refeição,2601.5275416206146
92,Trabalho Indústria,2274.3435253248817
92,Trabalho Comércio,992.9196786243255
92,Trabalho Serviços,17605.556040537656
92,Educação,1880.2880711302087
92,Compras,29.202699155956218
92,Saúde,593.0343207966498
92,Lazer,644.7605658969162
92,Procurar Emprego,108.17943335721846
92,Assuntos Pessoais,3944.6590445173524
92,Refeição,3443.86825033693
93,Trabalho Indústria,3915.655656410505
93,Trabalho Comércio,4551.685262488507
93,Trabalho Serviços,37704.45666490842
93,Educação,55230.312994933796
93,Compras,2882.4469932615352
93,Saúde,2496.3111016702305
93,Lazer,2849.701780789686
93,Procurar Emprego,362.3901471760976
93,Assuntos Pessoais,6799.251509939361
93,Refeição,3124.8027039633434
94,Trabalho Indústria,1280.2783029819698
94,Trabalho Comércio,3406.2803383624423
94,Trabalho Serviços,23811.93579975775
94,Educação,9841.410060194128
94,Compras,2565.828171105724
94,Saúde,1015.049812501227
94,Lazer,5316.383733205641
94,Procurar Emprego,0
94,Assuntos Pessoais,2636.8807048120493
94,Refeição,3948.714904937715
95,Trabalho Indústria,1851.439229604329
95,Trabalho Comércio,1162.760291286515
95,Trabalho Serviços,18265.925959401124
95,Educação,13715.073817301547
95,Compras,1305.968024862044
95,Saúde,1809.2588469275454
95,Lazer,1745.4904454688751
95,Procurar Emprego,0
95,Assuntos Pessoais,2028.5716042998945
95,Refeição,625.60791402297275
96,Trabalho Indústria,2297.786368097666
96,Trabalho Comércio,1165.0564623738333
96,Trabalho Serviços,12495.572350539363
96,Educação,10295.876067398149
96,Compras,1322.8053946739035
96,Saúde,1648.43358644497
96,Lazer,1905.4421728504074
96,Procurar Emprego,0
96,Assuntos Pessoais,1657.544495954143
96,Refeição,1138.7402255629165
97,Trabalho Indústria,977.827464586115
97,Trabalho Comércio,3137.3429661509376
97,Trabalho Serviços,17792.728741710565
97,Educação,6949.490509999958
97,Compras,1579.2731392492324
97,Saúde,5414.241684124243
97,Lazer,4172.682621189867
97,Procurar Emprego,0
97,Assuntos Pessoais,2401.911019757466
97,Refeição,1350.722744920945
98,Trabalho Indústria,3246.994628548751
98,Trabalho Comércio,1439.8208433596817
98,Trabalho Serviços,5466.068229889379
98,Educação,2473.4043424590873
98,Compras,1477.018129205791
98,Saúde,357.4172199219981
98,Lazer,769.6598731485152
98,Procurar Emprego,11.599957193131063
98,Assuntos Pessoais,369.43399555486616
98,Refeição,190.89547123258592
99,Trabalho Indústria,7704.40727157739
99,Trabalho Comércio,2437.5903708465817
99,Trabalho Serviços,19532.537779149334
99,Educação,2987.8930762154023
99,Compras,2080.1512807780023
99,Saúde,954.8601189367776
99,Lazer,2898.676007350479
99,Procurar Emprego,482.08051331819195
99,Assuntos Pessoais,2535.779200621707
99,Refeição,2021.7002403689382
100,Trabalho Indústria,4750.551393402963
100,Trabalho Comércio,12867.933239892765
100,Trabalho Serviços,46509.90134566246
100,Educação,30392.61303566024
100,Compras,10666.313529807392
100,Saúde,10596.325670227225
100,Lazer,10800.899656018246
100,Procurar Emprego,1709.2983987673908
100,Assuntos Pessoais,16253.448984784438
100,Refeição,5123.719887809961
101,Trabalho Indústria,746.0476520900843
101,Trabalho Comércio,1387.928647510003
101,Trabalho Serviços,19735.434454726106
101,Educação,10590.373041458328
101,Compras,1999.8898121751781
101,Saúde,3618.5126001728063
101,Lazer,3416.800878892513
101,Procurar Emprego,0
101,Assuntos Pessoais,5217.350445192338
101,Refeição,830.61521767579
102,Trabalho Indústria,369.36833031027004
102,Trabalho Comércio,1886.3882660366858
102,Trabalho Serviços,10685.3630417444
102,Educação,7153.421497565948
102,Compras,1338.8383678224998
102,Saúde,3442.515483253405
102,Lazer,2344.009180548013
102,Procurar Emprego,222.67977520774218
102,Assuntos Pessoais,3425.323382905629
102,Refeição,879.2156259101741
103,Trabalho Indústria,185.14715318800705
103,Trabalho Comércio,137.29468262823212
103,Trabalho Serviços,3639.0844586655544
103,Educação,2502.620589977967
103,Compras,414.1769024297759
103,Saúde,1346.3085067354987
103,Lazer,653.9134666072704
103,Procurar Emprego,10.47984036812841
103,Assuntos Pessoais,2600.339179550879
103,Refeição,0
104,Trabalho Indústria,1568.649914748081
104,Trabalho Comércio,584.9640061934379
104,Trabalho Serviços,3669.8646132886533
104,Educação,8322.79930805679
104,Compras,967.0706032191501
104,Saúde,392.53850274278994
104,Lazer,1173.9651497939135
104,Procurar Emprego,0
104,Assuntos Pessoais,912.2906330846926
104,Refeição,376.74486780263055
105,Trabalho Indústria,1227.3234495687923
105,Trabalho Comércio,4742.973015470834
105,Trabalho Serviços,20049.740494870486
105,Educação,13345.585899206415
105,Compras,1320.5879533233385
105,Saúde,2825.70195233574
105,Lazer,1181.439576999912
105,Procurar Emprego,242.02620696498406
105,Assuntos Pessoais,1249.3486586593338
105,Refeição,1519.8077938048773
106,Trabalho Indústria,567.2094389455101
106,Trabalho Comércio,13314.181899777692
106,Trabalho Serviços,9930.508830114055
106,Educação,2453.5708057544907
106,Compras,1332.7006151565026
106,Saúde,37.619716543055276
106,Lazer,0
106,Procurar Emprego,101.3424294518675
106,Assuntos Pessoais,1722.1292643799575
106,Refeição,1349.5471390491634
107,Trabalho Indústria,855.4699266001193
107,Trabalho Comércio,3437.2927423176807
107,Trabalho Serviços,21748.255797366714
107,Educação,19334.127269215245
107,Compras,632.5307897102025
107,Saúde,164.93803835807566
107,Lazer,1885.0096958347071
107,Procurar Emprego,0
107,Assuntos Pessoais,1251.4801555689132
107,Refeição,960.350912545632
108,Trabalho Indústria,446.278244203621
108,Trabalho Comércio,5858.969703923553
108,Trabalho Serviços,11694.413263815633
108,Educação,2530.6557446292
108,Compras,2899.2198008556566
108,Saúde,202.07028053384738
108,Lazer,527.4475905221046
108,Procurar Emprego,0
108,Assuntos Pessoais,1101.1922351660473
108,Refeição,569.3616771188974
109,Trabalho Indústria,12155.697836576112
109,Trabalho Comércio,17820.521551546823
109,Trabalho Serviços,57563.86691666796
109,Educação,67748.92250883805
109,Compras,7070.229981779928
109,Saúde,6969.516786695987
109,Lazer,4994.833210973768
109,Procurar Emprego,1109.0113785003125
109,Assuntos Pessoais,4868.054950379337
109,Refeição,325.38562382206504
110,Trabalho Indústria,3103.3984816357492
110,Trabalho Comércio,8422.407694837731
110,Trabalho Serviços,27933.220095252513
110,Educação,33053.170704577424
110,Compras,5184.248345310106
110,Saúde,2622.4514352277392
110,Lazer,2263.2507459455987
110,Procurar Emprego,0
110,Assuntos Pessoais,7239.156620720721
110,Refeição,770.4759244895856
111,Trabalho Indústria,2102.505494946725
111,Trabalho Comércio,10310.663009859454
111,Trabalho Serviços,25305.003547045664
111,Educação,29639.736495979047
111,Compras,4638.121463593832
111,Saúde,3057.1400755898385
111,Lazer,3245.413462869998
111,Procurar Emprego,0
111,Assuntos Pessoais,3551.7406470443243
111,Refeição,1574.1823058332652
112,Trabalho Indústria,3533.5170122751365
112,Trabalho Comércio,4366.332574279405
112,Trabalho Serviços,17352.453430600046
112,Educação,19267.71763485939
112,Compras,4057.4949189411313
112,Saúde,2663.5354373991972
112,Lazer,2519.203358538607
112,Procurar Emprego,0
112,Assuntos Pessoais,4688.108048943833
112,Refeição,173.95939985011864
113,Trabalho Indústria,5314.963035531534
113,Trabalho Comércio,4490.804842824425
113,Trabalho Serviços,20351.84598989726
113,Educação,18265.751687018084
113,Compras,1608.2031486700944
113,Saúde,3295.2428774725345
113,Lazer,1100.443218594955
113,Procurar Emprego,0
113,Assuntos Pessoais,2981.317201813273
113,Refeição,135.78926030808637
114,Trabalho Indústria,0
114,Trabalho Comércio,0
114,Trabalho Serviços,238.7222365598744
114,Educação,0
114,Compras,0
114,Saúde,0
114,Lazer,0
114,Procurar Emprego,0
114,Assuntos Pessoais,0
114,Refeição,0
115,Trabalho Indústria,5564.600249932506
115,Trabalho Comércio,3414.3774928344305
115,Trabalho Serviços,13018.815419642237
115,Educação,32417.229056088723
115,Compras,6756.324868550088
115,Saúde,1053.0877748770595
115,Lazer,1142.0967972878032
115,Procurar Emprego,0
115,Assuntos Pessoais,6312.972215309021
115,Refeição,312.1771097406652
116,Trabalho Indústria,12905.944081858568
116,Trabalho Comércio,18842.339760808078
116,Trabalho Serviços,60757.88167829603
116,Educação,109251.7853735479
116,Compras,9893.488740649702
116,Saúde,4497.723389675107
116,Lazer,9223.044575314649
116,Procurar Emprego,561.0715315769685
116,Assuntos Pessoais,14280.67703382428
116,Refeição,61.525915323659895
117,Trabalho Indústria,6021.58135481359
117,Trabalho Comércio,3322.8428561530964
117,Trabalho Serviços,16530.400606131836
117,Educação,28253.171636031035
117,Compras,717.9691446437661
117,Saúde,3069.3746162347293
117,Lazer,0
117,Procurar Emprego,1016.3352157707749
117,Assuntos Pessoais,925.9970416200199
117,Refeição,0
118,Trabalho Indústria,2080.705734275246
118,Trabalho Comércio,2339.280972095951
118,Trabalho Serviços,5853.338451619267
118,Educação,9557.878656849227
118,Compras,56.25823067710799
118,Saúde,284.196907613142
118,Lazer,427.36819891838525
118,Procurar Emprego,0
118,Assuntos Pessoais,1076.8869407289471
118,Refeição,0
119,Trabalho Indústria,7685.563868920415
119,Trabalho Comércio,7172.566614744757
119,Trabalho Serviços,21841.727848425413
119,Educação,48452.079631631044
119,Compras,6365.941609793923
119,Saúde,3310.0083306205015
119,Lazer,7544.190648427839
119,Procurar Emprego,0
119,Assuntos Pessoais,8541.159002521434
119,Refeição,0
120,Trabalho Indústria,0
120,Trabalho Comércio,0
120,Trabalho Serviços,0
120,Educação,0
120,Compras,0
120,Saúde,0
120,Lazer,0
120,Procurar Emprego,0
120,Assuntos Pessoais,0
120,Refeição,0
121,Trabalho Indústria,5521.656575800461
121,Trabalho Comércio,6348.389118406231
121,Trabalho Serviços,28988.06324002757
121,Educação,43065.427131366145
121,Compras,778.9669605565623
121,Saúde,1114.8647351189534
121,Lazer,2194.2406041393588
121,Procurar Emprego,0
121,Assuntos Pessoais,6571.509338930456
121,Refeição,73.64376187070066
122,Trabalho Indústria,1061.1853373008203
122,Trabalho Comércio,3816.3548198284248
122,Trabalho Serviços,17742.412582034514
122,Educação,32075.368714231416
122,Compras,3286.086409679645
122,Saúde,3881.912696940662
122,Lazer,4523.394946211327
122,Procurar Emprego,1339.8124443213458
122,Assuntos Pessoais,4667.005501213984
122,Refeição,0
123,Trabalho Indústria,506.9817410067238
123,Trabalho Comércio,5457.780845097956
123,Trabalho Serviços,20026.351285600766
123,Educação,36809.12508954476
123,Compras,3633.134140753439
123,Saúde,4427.523661939023
123,Lazer,4331.139795701898
123,Procurar Emprego,0
123,Assuntos Pessoais,9300.14952600786
123,Refeição,425.31815818438025
124,Trabalho Indústria,3489.197513112958
124,Trabalho Comércio,11080.54214223063
124,Trabalho Serviços,32316.273422814123
124,Educação,56222.905715503366
124,Compras,8272.8991577823
124,Saúde,7056.661230959172
124,Lazer,2384.4160811068205
124,Procurar Emprego,0
124,Assuntos Pessoais,7814.09626538893
124,Refeição,131.8033574571129
125,Trabalho Indústria,6456.505877582668
125,Trabalho Comércio,8133.282508543425
125,Trabalho Serviços,23862.113331573502
125,Educação,27076.63104245781
125,Compras,7928.221797190983
125,Saúde,705.2607419404885
125,Lazer,1730.2048386821548
125,Procurar Emprego,685.845285717037
125,Assuntos Pessoais,3462.781853687231
125,Refeição,94.06299374342751
126,Trabalho Indústria,3897.5558774390142
126,Trabalho Comércio,7935.008124795874
126,Trabalho Serviços,20426.447803592506
126,Educação,23897.76878078515
126,Compras,5846.713331866947
126,Saúde,2330.2020924904637
126,Lazer,3467.4353932020877
126,Procurar Emprego,341.38012708255934
126,Assuntos Pessoais,2602.7810699451484
126,Refeição,1182.4058716788772
127,Trabalho Indústria,7722.529751440274
127,Trabalho Comércio,14649.213503580157
127,Trabalho Serviços,30595.70896163335
127,Educação,37122.04850395198
127,Compras,15067.354676674935
127,Saúde,6320.418554095074
127,Lazer,5824.099503177744
127,Procurar Emprego,912.2389004935146
127,Assuntos Pessoais,9684.862692009827
127,Refeição,558.7240859919877
128,Trabalho Indústria,1297.8734205985274
128,Trabalho Comércio,3165.630200196658
128,Trabalho Serviços,12136.499933172981
128,Educação,7535.969690055478
128,Compras,2684.941545019447
128,Saúde,3796.3614007632764
128,Lazer,2833.6165407222256
128,Procurar Emprego,880.4398509206011
128,Assuntos Pessoais,1330.7888574792798
128,Refeição,236.99706749001123
129,Trabalho Indústria,1088.692086974911
129,Trabalho Comércio,5844.574711434118
129,Trabalho Serviços,19350.23117765349
129,Educação,11246.168856800634
129,Compras,2820.5552919262027
129,Saúde,8930.638613874635
129,Lazer,2802.499038567997
129,Procurar Emprego,446.3645268935807
129,Assuntos Pessoais,8606.800805297778
129,Refeição,1244.8875916711913
130,Trabalho Indústria,60.028372630325265
130,Trabalho Comércio,400.73646002758744
130,Trabalho Serviços,5692.768325914437
130,Educação,1321.9026313320833
130,Compras,464.6969706097409
130,Saúde,388.01223061485297
130,Lazer,275.58957011228057
130,Procurar Emprego,30.10992966158444
130,Assuntos Pessoais,754.644600877773
130,Refeição,280.8147083635286
131,Trabalho Indústria,536.2271568255144
131,Trabalho Comércio,1649.8062398547088
131,Trabalho Serviços,12486.123637518212
131,Educação,6442.475422282734
131,Compras,101.63845890214006
131,Saúde,576.7933018958619
131,Lazer,4113.465864953439
131,Procurar Emprego,0
131,Assuntos Pessoais,4292.025268495731
131,Refeição,2154.47208387097
132,Trabalho Indústria,240.83916705773018
132,Trabalho Comércio,428.3735376943657
132,Trabalho Serviços,5703.0482427840325
132,Educação,3506.55541437136
132,Compras,620.9920048755927
132,Saúde,2154.9219385378847
132,Lazer,1388.9260075988343
132,Procurar Emprego,0
132,Assuntos Pessoais,161.15276111415653
132,Refeição,447.5504149322284
133,Trabalho Indústria,2920.418279173107
133,Trabalho Comércio,8604.389685630305
133,Trabalho Serviços,31860.351321777052
133,Educação,26279.946456200025
133,Compras,4912.050296017684
133,Saúde,5642.861646989871
133,Lazer,3570.699031880806
133,Procurar Emprego,576.8930433173787
133,Assuntos Pessoais,6061.587639761267
133,Refeição,1034.5912345423226
134,Trabalho Indústria,2811.5895044858353
134,Trabalho Comércio,3721.1043638896103
134,Trabalho Serviços,22942.779597072673
134,Educação,25941.162619166833
134,Compras,3551.7497897572816
134,Saúde,2977.849601653184
134,Lazer,3085.2810144981518
134,Procurar Emprego,0
134,Assuntos Pessoais,7730.661178561282
134,Refeição,1255.7577363766527
135,Trabalho Indústria,3109.328831318251
135,Trabalho Comércio,4685.55800888482
135,Trabalho Serviços,31510.689658836134
135,Educação,23278.533648246314
135,Compras,3377.1122460609386
135,Saúde,5764.834242770627
135,Lazer,5806.183203479466
135,Procurar Emprego,0
135,Assuntos Pessoais,4570.8684489829575
135,Refeição,1752.3867845252666
136,Trabalho Indústria,5676.332953435846
136,Trabalho Comércio,5952.116719325271
136,Trabalho Serviços,28204.070216425065
136,Educação,30363.237277955483
136,Compras,2789.3797715526016
136,Saúde,2106.6884395013894
136,Lazer,5498.66597945725
136,Procurar Emprego,541.1877552827086
136,Assuntos Pessoais,6760.639901782991
136,Refeição,2356.9495514084006
137,Trabalho Indústria,6584.719251166196
137,Trabalho Comércio,13838.772196002798
137,Trabalho Serviços,27749.75299551193
137,Educação,38060.35640372619
137,Compras,2084.0628111569017
137,Saúde,3119.302016472818
137,Lazer,5065.649496113771
137,Procurar Emprego,0
137,Assuntos Pessoais,8582.550637824486
137,Refeição,1133.471131549966
138,Trabalho Indústria,3548.4109254384357
138,Trabalho Comércio,2726.917109621069
138,Trabalho Serviços,13400.17019027327
138,Educação,6189.7693746980085
138,Compras,3126.394668036273
138,Saúde,684.3781124086123
138,Lazer,893.8876462326866
138,Procurar Emprego,0
138,Assuntos Pessoais,1006.8792659635802
138,Refeição,1814.7431441457106
139,Trabalho Indústria,4215.0549950749
139,Trabalho Comércio,5236.562164580818
139,Trabalho Serviços,15191.879731680197
139,Educação,18669.447414230086
139,Compras,5046.859405957363
139,Saúde,3878.834089759949
139,Lazer,3208.5467045484825
139,Procurar Emprego,0
139,Assuntos Pessoais,3982.749270284344
139,Refeição,2664.3812360348925
140,Trabalho Indústria,3679.1682948729153
140,Trabalho Comércio,4927.7172191664995
140,Trabalho Serviços,23302.043319445034
140,Educação,45725.488837238634
140,Compras,4687.7256104836515
140,Saúde,1337.0153030348172
140,Lazer,2840.083511040338
140,Procurar Emprego,165.7865996830676
140,Assuntos Pessoais,3473.2505223272806
140,Refeição,718.65765843568
141,Trabalho Indústria,4344.647112587627
141,Trabalho Comércio,12211.817178982172
141,Trabalho Serviços,40780.72251600965
141,Educação,76179.01082470386
141,Compras,5535.632256367898
141,Saúde,5317.610529799806
141,Lazer,1143.1153170474415
141,Procurar Emprego,1487.6736391115696
141,Assuntos Pessoais,13060.052088652068
141,Refeição,437.7223296285905
142,Trabalho Indústria,2129.869129354491
142,Trabalho Comércio,8621.126499353797
142,Trabalho Serviços,29322.597649029958
142,Educação,42472.944548433465
142,Compras,6803.126294469129
142,Saúde,3150.397166947292
142,Lazer,1259.9650058123134
142,Procurar Emprego,297.5210328931256
142,Assuntos Pessoais,3804.626889865117
142,Refeição,0
143,Trabalho Indústria,0
143,Trabalho Comércio,0
143,Trabalho Serviços,0
143,Educação,0
143,Compras,0
143,Saúde,0
143,Lazer,0
143,Procurar Emprego,0
143,Assuntos Pessoais,0
143,Refeição,0
144,Trabalho Indústria,4955.559787224917
144,Trabalho Comércio,13375.626259200842
144,Trabalho Serviços,50736.16746948709
144,Educação,51231.40890955124
144,Compras,13714.08992083439
144,Saúde,6554.3085130812515
144,Lazer,9898.489278501838
144,Procurar Emprego,741.70146660168
144,Assuntos Pessoais,11766.120040795335
144,Refeição,882.0204821246971
145,Trabalho Indústria,1007.8181786587631
145,Trabalho Comércio,346.40746772980646
145,Trabalho Serviços,4288.077500638398
145,Educação,10619.816431184256
145,Compras,174.2513737751617
145,Saúde,246.32571956461828
145,Lazer,2742.459618903825
145,Procurar Emprego,0
145,Assuntos Pessoais,94.37235189798872
145,Refeição,10.827295231339187
146,Trabalho Indústria,0
146,Trabalho Comércio,0
146,Trabalho Serviços,0
146,Educação,0
146,Compras,0
146,Saúde,0
146,Lazer,0
146,Procurar Emprego,0
146,Assuntos Pessoais,0
146,Refeição,0
147,Trabalho Indústria,5094.05713986456
147,Trabalho Comércio,4347.806108102457
147,Trabalho Serviços,27171.966362948922
147,Educação,20916.665964508516
147,Compras,5870.939664320576
147,Saúde,119.26623211346528
147,Lazer,3666.762887240705
147,Procurar Emprego,0
147,Assuntos Pessoais,6239.769827323188
147,Refeição,61.525915323659895
148,Trabalho Indústria,3615.4439194339093
148,Trabalho Comércio,2055.2122262891953
148,Trabalho Serviços,9838.353113663123
148,Educação,25557.074960917405
148,Compras,615.4529176492997
148,Saúde,1171.6243353244354
148,Lazer,4967.296420224143
148,Procurar Emprego,0
148,Assuntos Pessoais,1004.0274566155691
148,Refeição,62.527318576269636
149,Trabalho Indústria,77.55974274935924
149,Trabalho Comércio,0
149,Trabalho Serviços,0
149,Educação,0
149,Compras,0
149,Saúde,0
149,Lazer,0
149,Procurar Emprego,0
149,Assuntos Pessoais,350.1069641131846
149,Refeição,0
150,Trabalho Indústria,5409.651963206551
150,Trabalho Comércio,5038.469206778929
150,Trabalho Serviços,13729.808140778978
150,Educação,26192.64947538625
150,Compras,2504.161377678851
150,Saúde,2889.3798639805445
150,Lazer,3982.5035644155555
150,Procurar Emprego,317.30576131949596
150,Assuntos Pessoais,2114.0266289683764
150,Refeição,0
151,Trabalho Indústria,11000.430316148771
151,Trabalho Comércio,7439.966229342598
151,Trabalho Serviços,45279.34757489342
151,Educação,75389.62996840259
151,Compras,11605.543922149105
151,Saúde,9767.52553190178
151,Lazer,5628.553766667053
151,Procurar Emprego,1590.978228885971
151,Assuntos Pessoais,10989.086308067022
151,Refeição,341.8299427264809
152,Trabalho Indústria,3518.249553780258
152,Trabalho Comércio,2512.471134582846
152,Trabalho Serviços,24973.447183690496
152,Educação,30669.053523265
152,Compras,5876.471304190524
152,Saúde,1291.6349692240592
152,Lazer,2966.59132698613
152,Procurar Emprego,0
152,Assuntos Pessoais,7902.712428337451
152,Refeição,271.65861143366993
153,Trabalho Indústria,1475.834847017311
153,Trabalho Comércio,1290.126560598947
153,Trabalho Serviços,15942.48095428581
153,Educação,12054.33496940963
153,Compras,3611.2326054191
153,Saúde,2058.2876205470993
153,Lazer,2390.096008307679
153,Procurar Emprego,0
153,Assuntos Pessoais,2292.81839021016
153,Refeição,0
154,Trabalho Indústria,6663.059025055776
154,Trabalho Comércio,4610.882912239248
154,Trabalho Serviços,27128.925664072394
154,Educação,28061.0993994575
154,Compras,11268.825528475389
154,Saúde,5105.011679965055
154,Lazer,4801.103242546821
154,Procurar Emprego,0
154,Assuntos Pessoais,11891.48861438535
154,Refeição,1555.1184006194244
155,Trabalho Indústria,1465.806876404306
155,Trabalho Comércio,4219.598066390514
155,Trabalho Serviços,8888.443693129966
155,Educação,17346.47601436581
155,Compras,1822.9059219019102
155,Saúde,1864.6830562631128
155,Lazer,3504.5268215761007
155,Procurar Emprego,886.1732246113947
155,Assuntos Pessoais,2431.030542691834
155,Refeição,168.2525753383873
156,Trabalho Indústria,4749.534197417148
156,Trabalho Comércio,6044.017088915183
156,Trabalho Serviços,20998.36956538754
156,Educação,36388.44248212654
156,Compras,10065.598318479659
156,Saúde,8081.994192943859
156,Lazer,302.5678084976416
156,Procurar Emprego,317.24289319327625
156,Assuntos Pessoais,1587.2459095540369
156,Refeição,72.60974776727292
157,Trabalho Indústria,1958.5951487336692
157,Trabalho Comércio,4217.359916733015
157,Trabalho Serviços,8549.707936009889
157,Educação,14970.128028517045
157,Compras,1548.1574563734357
157,Saúde,778.4829233842514
157,Lazer,806.7996550661669
157,Procurar Emprego,0
157,Assuntos Pessoais,1376.8075101879847
157,Refeição,0
158,Trabalho Indústria,3142.792306982019
158,Trabalho Comércio,5264.7557004166465
158,Trabalho Serviços,12378.187676354644
158,Educação,32525.71601516086
158,Compras,5720.271727215386
158,Saúde,6498.661317421245
158,Lazer,4456.022684675873
158,Procurar Emprego,0
158,Assuntos Pessoais,4861.4862776278305
158,Refeição,54.6658758332792
159,Trabalho Indústria,11254.408314522121
159,Trabalho Comércio,17127.594282731257
159,Trabalho Serviços,20904.69792390549
159,Educação,30930.969317949864
159,Compras,7981.377987458558
159,Saúde,3536.887876430314
159,Lazer,2103.7701547797897
159,Procurar Emprego,855.6978062441956
159,Assuntos Pessoais,6678.4800573191305
159,Refeição,580.3477482010775
160,Trabalho Indústria,3834.3856728426117
160,Trabalho Comércio,2452.578239083212
160,Trabalho Serviços,17571.546493735175
160,Educação,18366.090034777535
160,Compras,2371.4242494029727
160,Saúde,3384.0709019922306
160,Lazer,2477.575315735826
160,Procurar Emprego,0
160,Assuntos Pessoais,4408.646392069019
160,Refeição,606.9600044505846
161,Trabalho Indústria,10498.002016150826
161,Trabalho Comércio,13415.88158973436
161,Trabalho Serviços,38169.31616756318
161,Educação,31805.300474623793
161,Compras,3225.136294057114
161,Saúde,15664.798300977904
161,Lazer,3341.0608506042595
161,Procurar Emprego,1597.986364494304
161,Assuntos Pessoais,3557.7389679238213
161,Refeição,1299.556465809901
162,Trabalho Indústria,4842.552853646383
162,Trabalho Comércio,4035.5396762760947
162,Trabalho Serviços,20196.442082055157
162,Educação,27965.01337670861
162,Compras,1234.1698920773217
162,Saúde,1712.2271208082834
162,Lazer,1938.0644235858017
162,Procurar Emprego,541.5763970267914
162,Assuntos Pessoais,5499.727571757055
162,Refeição,295.4925117160018
163,Trabalho Indústria,2179.6636268354737
163,Trabalho Comércio,10534.829462708829
163,Trabalho Serviços,27853.241175136718
163,Educação,28725.772894658698
163,Compras,3237.6587077805134
163,Saúde,6644.303502784097
163,Lazer,6507.796276381792
163,Procurar Emprego,0
163,Assuntos Pessoais,9962.84371387504
163,Refeição,922.5983067812017
164,Trabalho Indústria,1939.553939137854
