COD_ZONA,GRAU_INSTRUCAO,QTD
99,Fundamental I Completo/ Fundamental II Incompleto,768.2691742004257
99,Fundamental II Completo/ Médio Incompleto,564.3181963063253
99,Médio Completo/ Superior Incompleto,2435.264982201846
99,Superior Completo,3025.0051554896913
100,Não Alfabetizado/ Fundamental I Incompleto,2819.535746506182
100,Fundamental I Completo/ Fundamental II Incompleto,503.3014101255694
100,Fundamental II Completo/ Médio Incompleto,1685.1350268965514
100,Médio Completo/ Superior Incompleto,5682.231802690955
100,Superior Completo,8663.799492658423
101,Não Alfabetizado/ Fundamental I Incompleto,2668.5650411249985
101,Fundamental I Completo/ Fundamental II Incompleto,1991.6851019374997
101,Fundamental II Completo/ Médio Incompleto,758.8103617499997
101,Médio Completo/ Superior Incompleto,5594.95345784821
101,Superior Completo,10843.985063901775
102,Não Alfabetizado/ Fundamental I Incompleto,1278.5241311648392
102,Fundamental I Completo/ Fundamental II Incompleto,970.97326989315
102,Fundamental II Completo/ Médio Incompleto,1333.392276422373
102,Médio Completo/ Superior Incompleto,2878.4739348149524
102,Superior Completo,6181.639303983104
103,Não Alfabetizado/ Fundamental I Incompleto,305.2878094203613
103,Fundamental I Completo/ Fundamental II Incompleto,113.00933972413796
103,Fundamental II Completo/ Médio Incompleto,191.40503162725784
103,Médio Completo/ Superior Incompleto,818.1888884466343
103,Superior Completo,1194.10867700821
104,Não Alfabetizado/ Fundamental I Incompleto,1098.9852686943993
104,Fundamental I Completo/ Fundamental II Incompleto,94.78754972164893
104,Fundamental II Completo/ Médio Incompleto,418.5115009922665
104,Médio Completo/ Superior Incompleto,1522.2310363648705
104,Superior Completo,3929.485642071778
105,Não Alfabetizado/ Fundamental I Incompleto,1832.2635880704643
105,Fundamental I Completo/ Fundamental II Incompleto,655.9580166006995
105,Fundamental II Completo/ Médio Incompleto,721.8695067831084
105,Médio Completo/ Superior Incompleto,3135.7435628450753
105,Superior Completo,8093.167894536736
106,Não Alfabetizado/ Fundamental I Incompleto,1159.1192452525943
106,Fundamental I Completo/ Fundamental II Incompleto,581.4791336040976
106,Fundamental II Completo/ Médio Incompleto,1004.3066286980263
106,Médio Completo/ Superior Incompleto,1100.5260445955405
106,Superior Completo,75.56957427201156
107,Não Alfabetizado/ Fundamental I Incompleto,1855.7900839524527
107,Fundamental I Completo/ Fundamental II Incompleto,630.4554568671864
107,Fundamental II Completo/ Médio Incompleto,521.9341222878897
107,Médio Completo/ Superior Incompleto,4340.175887693296
107,Superior Completo,7864.640231563662
108,Não Alfabetizado/ Fundamental I Incompleto,927.450594492307
108,Fundamental I Completo/ Fundamental II Incompleto,408.0567954951047
108,Fundamental II Completo/ Médio Incompleto,540.8661954146851
108,Médio Completo/ Superior Incompleto,1015.6082048601393
108,Superior Completo,559.0177486377622
109,Não Alfabetizado/ Fundamental I Incompleto,22665.0890876841
109,Fundamental I Completo/ Fundamental II Incompleto,19662.582862748823
109,Fundamental II Completo/ Médio Incompleto,22463.087413109344
109,Médio Completo/ Superior Incompleto,35587.26049795181
109,Superior Completo,19740.00702338631
110,Não Alfabetizado/ Fundamental I Incompleto,6753.144423725351
110,Fundamental I Completo/ Fundamental II Incompleto,6848.730187643022
110,Fundamental II Completo/ Médio Incompleto,6110.824625144051
110,Médio Completo/ Superior Incompleto,18684.83398278253
110,Superior Completo,12053.46875576617
111,Não Alfabetizado/ Fundamental I Incompleto,9812.550497360848
111,Fundamental I Completo/ Fundamental II Incompleto,5884.9258850291835
111,Fundamental II Completo/ Médio Incompleto,4512.054064669167
111,Médio Completo/ Superior Incompleto,20685.62573636001
111,Superior Completo,10027.842663809457
112,Não Alfabetizado/ Fundamental I Incompleto,8971.286357525982
112,Fundamental I Completo/ Fundamental II Incompleto,8430.350735934499
112,Fundamental II Completo/ Médio Incompleto,5672.509909980192
112,Médio Completo/ Superior Incompleto,10543.282050480386
112,Superior Completo,1534.5687594224664
113,Não Alfabetizado/ Fundamental I Incompleto,4903.211241980211
113,Fundamental I Completo/ Fundamental II Incompleto,2006.784507359448
113,Fundamental II Completo/ Médio Incompleto,2416.9525928811854
113,Médio Completo/ Superior Incompleto,9240.863237660142
113,Superior Completo,5586.191547247756
114,Não Alfabetizado/ Fundamental I Incompleto,0
114,Fundamental I Completo/ Fundamental II Incompleto,0
114,Fundamental II Completo/ Médio Incompleto,0
114,Médio Completo/ Superior Incompleto,0
114,Superior Completo,0
115,Não Alfabetizado/ Fundamental I Incompleto,9544.778720764316
115,Fundamental I Completo/ Fundamental II Incompleto,12461.544083392993
115,Fundamental II Completo/ Médio Incompleto,7879.63359668784
115,Médio Completo/ Superior Incompleto,16794.802053519506
115,Superior Completo,2413.253577971623
116,Não Alfabetizado/ Fundamental I Incompleto,32170.342001561232
116,Fundamental I Completo/ Fundamental II Incompleto,25986.458667216557
116,Fundamental II Completo/ Médio Incompleto,39919.84156710926
116,Médio Completo/ Superior Incompleto,46368.47696466128
116,Superior Completo,13461.89623603802
117,Não Alfabetizado/ Fundamental I Incompleto,13428.674296972553
117,Fundamental I Completo/ Fundamental II Incompleto,7503.664444156867
117,Fundamental II Completo/ Médio Incompleto,13923.581112607848
117,Médio Completo/ Superior Incompleto,22322.18154332549
117,Superior Completo,6916.883172952944
118,Não Alfabetizado/ Fundamental I Incompleto,4877.749476092495
118,Fundamental I Completo/ Fundamental II Incompleto,2214.1199387420893
118,Fundamental II Completo/ Médio Incompleto,2693.713539018051
118,Médio Completo/ Superior Incompleto,5668.569014555673
118,Superior Completo,1297.8505211764748
119,Não Alfabetizado/ Fundamental I Incompleto,18960.450647210222
119,Fundamental I Completo/ Fundamental II Incompleto,21462.77914523863
119,Fundamental II Completo/ Médio Incompleto,18621.681979488636
119,Médio Completo/ Superior Incompleto,24998.223025494317
119,Superior Completo,3202.857262505681
120,Não Alfabetizado/ Fundamental I Incompleto,0
120,Fundamental I Completo/ Fundamental II Incompleto,0
120,Fundamental II Completo/ Médio Incompleto,0
120,Médio Completo/ Superior Incompleto,0
120,Superior Completo,0
121,Não Alfabetizado/ Fundamental I Incompleto,24794.213726681242
121,Fundamental I Completo/ Fundamental II Incompleto,17471.54212744868
121,Fundamental II Completo/ Médio Incompleto,15672.883439332656
121,Médio Completo/ Superior Incompleto,27086.46704066607
121,Superior Completo,5247.877769613245
122,Não Alfabetizado/ Fundamental I Incompleto,12957.478568507398
122,Fundamental I Completo/ Fundamental II Incompleto,10647.931304074
122,Fundamental II Completo/ Médio Incompleto,7935.474311835094
122,Médio Completo/ Superior Incompleto,16989.357013458775
122,Superior Completo,1422.7501240718818
123,Não Alfabetizado/ Fundamental I Incompleto,15296.933229399985
123,Fundamental I Completo/ Fundamental II Incompleto,12178.830673266652
123,Fundamental II Completo/ Médio Incompleto,18376.326127366643
123,Médio Completo/ Superior Incompleto,21822.94734593332
123,Superior Completo,5390.970319533327
124,Não Alfabetizado/ Fundamental I Incompleto,16669.555215966495
124,Fundamental I Completo/ Fundamental II Incompleto,8938.500576033508
124,Fundamental II Completo/ Médio Incompleto,9545.747681264822
124,Médio Completo/ Superior Incompleto,23097.514963097306
124,Superior Completo,6614.685026414951
125,Não Alfabetizado/ Fundamental I Incompleto,9820.798661220064
125,Fundamental I Completo/ Fundamental II Incompleto,9715.224722771474
125,Fundamental II Completo/ Médio Incompleto,8402.775360780091
125,Médio Completo/ Superior Incompleto,19805.412567219093
125,Superior Completo,4855.799566656506
126,Não Alfabetizado/ Fundamental I Incompleto,8375.698900782845
126,Fundamental I Completo/ Fundamental II Incompleto,4065.032207827333
126,Fundamental II Completo/ Médio Incompleto,4199.144320178483
126,Médio Completo/ Superior Incompleto,12866.651944755115
126,Superior Completo,4572.477067736535
127,Não Alfabetizado/ Fundamental I Incompleto,8258.03724126915
127,Fundamental I Completo/ Fundamental II Incompleto,4383.166221627329
127,Fundamental II Completo/ Médio Incompleto,7482.190699590062
127,Médio Completo/ Superior Incompleto,19196.407755625256
127,Superior Completo,14621.211825697723
128,Não Alfabetizado/ Fundamental I Incompleto,206.82791488289286
128,Fundamental I Completo/ Fundamental II Incompleto,212.24502316891562
128,Fundamental II Completo/ Médio Incompleto,85.41434172477084
128,Médio Completo/ Superior Incompleto,662.3322558726393
128,Superior Completo,627.1801589552086
129,Não Alfabetizado/ Fundamental I Incompleto,384.55723256127715
129,Fundamental I Completo/ Fundamental II Incompleto,571.3317572364342
129,Fundamental II Completo/ Médio Incompleto,199.28936424880024
129,Médio Completo/ Superior Incompleto,1505.5122570334445
129,Superior Completo,1935.3099577396829
130,Não Alfabetizado/ Fundamental I Incompleto,1184.8342921969115
130,Fundamental I Completo/ Fundamental II Incompleto,407.8037285830117
130,Fundamental II Completo/ Médio Incompleto,557.7425940501932
130,Médio Completo/ Superior Incompleto,820.6950092123557
130,Superior Completo,302.924240598456
131,Não Alfabetizado/ Fundamental I Incompleto,154.14376249999998
131,Fundamental I Completo/ Fundamental II Incompleto,147.96968049999992
131,Fundamental II Completo/ Médio Incompleto,129.406338
131,Médio Completo/ Superior Incompleto,507.86215999999985
131,Superior Completo,287.6183045
132,Não Alfabetizado/ Fundamental I Incompleto,0
132,Fundamental I Completo/ Fundamental II Incompleto,0
132,Fundamental II Completo/ Médio Incompleto,0
132,Médio Completo/ Superior Incompleto,0
132,Superior Completo,0
133,Não Alfabetizado/ Fundamental I Incompleto,3753.268375151516
133,Fundamental I Completo/ Fundamental II Incompleto,3164.8134392424254
133,Fundamental II Completo/ Médio Incompleto,3020.073423151516
133,Médio Completo/ Superior Incompleto,11745.531905545471
133,Superior Completo,14758.310563242452
134,Não Alfabetizado/ Fundamental I Incompleto,4198.971943562498
134,Fundamental I Completo/ Fundamental II Incompleto,2425.276927687499
134,Fundamental II Completo/ Médio Incompleto,5040.143082374998
134,Médio Completo/ Superior Incompleto,8734.206508208328
134,Superior Completo,8428.405649187493
135,Não Alfabetizado/ Fundamental I Incompleto,5366.312891532246
135,Fundamental I Completo/ Fundamental II Incompleto,4415.930060227816
135,Fundamental II Completo/ Médio Incompleto,3415.8537682077726
135,Médio Completo/ Superior Incompleto,12397.596669713936
135,Superior Completo,12567.307583460064
136,Não Alfabetizado/ Fundamental I Incompleto,4217.051377943181
136,Fundamental I Completo/ Fundamental II Incompleto,4366.614644681818
136,Fundamental II Completo/ Médio Incompleto,4442.340511306817
136,Médio Completo/ Superior Incompleto,12075.040416939399
136,Superior Completo,7468.948783409086
137,Não Alfabetizado/ Fundamental I Incompleto,10099.395516334167
137,Fundamental I Completo/ Fundamental II Incompleto,3495.0968526616616
137,Fundamental II Completo/ Médio Incompleto,7029.4109850850255
137,Médio Completo/ Superior Incompleto,22776.086696200742
137,Superior Completo,10038.996175583987
138,Não Alfabetizado/ Fundamental I Incompleto,1782.7204654820516
138,Fundamental I Completo/ Fundamental II Incompleto,2088.2091044038457
138,Fundamental II Completo/ Médio Incompleto,1037.3159026352564
138,Médio Completo/ Superior Incompleto,2250.234255791666
138,Superior Completo,696.5218500012825
139,Não Alfabetizado/ Fundamental I Incompleto,4844.3279880659575
139,Fundamental I Completo/ Fundamental II Incompleto,2139.0286014566695
139,Fundamental II Completo/ Médio Incompleto,3169.5723537759554
139,Médio Completo/ Superior Incompleto,10130.872880481375
139,Superior Completo,4025.205928020261
140,Não Alfabetizado/ Fundamental I Incompleto,8154.809530383327
140,Fundamental I Completo/ Fundamental II Incompleto,9769.88779643077
140,Fundamental II Completo/ Médio Incompleto,4098.347308723075
140,Médio Completo/ Superior Incompleto,19156.68757931153
140,Superior Completo,6211.258229699995
141,Não Alfabetizado/ Fundamental I Incompleto,17432.700673854535
141,Fundamental I Completo/ Fundamental II Incompleto,9904.407055028782
141,Fundamental II Completo/ Médio Incompleto,12092.634378796964
141,Médio Completo/ Superior Incompleto,26108.51076736512
141,Superior Completo,13737.759637297728
142,Não Alfabetizado/ Fundamental I Incompleto,16761.63575522982
142,Fundamental I Completo/ Fundamental II Incompleto,11240.026550506605
142,Fundamental II Completo/ Médio Incompleto,10471.712123141766
142,Médio Completo/ Superior Incompleto,24701.895134955324
142,Superior Completo,3148.715495537571
143,Não Alfabetizado/ Fundamental I Incompleto,0
143,Fundamental I Completo/ Fundamental II Incompleto,0
143,Fundamental II Completo/ Médio Incompleto,0
143,Médio Completo/ Superior Incompleto,0
143,Superior Completo,0
144,Não Alfabetizado/ Fundamental I Incompleto,14835.070499164925
144,Fundamental I Completo/ Fundamental II Incompleto,8972.3733562905
144,Fundamental II Completo/ Médio Incompleto,8603.656496607962
144,Médio Completo/ Superior Incompleto,45673.37975776989
144,Superior Completo,26441.507201236
145,Não Alfabetizado/ Fundamental I Incompleto,673.1615067295592
145,Fundamental I Completo/ Fundamental II Incompleto,392.65503456603733
145,Fundamental II Completo/ Médio Incompleto,417.8881328396225
145,Médio Completo/ Superior Incompleto,1663.616372245283
145,Superior Completo,1332.6790313710687
146,Não Alfabetizado/ Fundamental I Incompleto,0
146,Fundamental I Completo/ Fundamental II Incompleto,0
146,Fundamental II Completo/ Médio Incompleto,0
146,Médio Completo/ Superior Incompleto,0
146,Superior Completo,0
147,Não Alfabetizado/ Fundamental I Incompleto,9406.74057141781
147,Fundamental I Completo/ Fundamental II Incompleto,3225.291970152954
147,Fundamental II Completo/ Médio Incompleto,4598.441547721683
147,Médio Completo/ Superior Incompleto,12678.071740067862
147,Superior Completo,3993.4605872547695
148,Não Alfabetizado/ Fundamental I Incompleto,3767.771470770775
148,Fundamental I Completo/ Fundamental II Incompleto,1020.8872293749992
148,Fundamental II Completo/ Médio Incompleto,4635.145365072113
148,Médio Completo/ Superior Incompleto,8988.959603943851
148,Superior Completo,4456.233849935951
149,Não Alfabetizado/ Fundamental I Incompleto,0
149,Fundamental I Completo/ Fundamental II Incompleto,0
149,Fundamental II Completo/ Médio Incompleto,0
149,Médio Completo/ Superior Incompleto,0
149,Superior Completo,0
150,Não Alfabetizado/ Fundamental I Incompleto,14196.01313889153
150,Fundamental I Completo/ Fundamental II Incompleto,9094.644580010257
150,Fundamental II Completo/ Médio Incompleto,7950.033000937253
150,Médio Completo/ Superior Incompleto,16865.099661540276
150,Superior Completo,3452.209365301741
151,Não Alfabetizado/ Fundamental I Incompleto,22704.101132715918
151,Fundamental I Completo/ Fundamental II Incompleto,22708.89499427642
151,Fundamental II Completo/ Médio Incompleto,18333.729794314764
151,Médio Completo/ Superior Incompleto,38429.470387890535
151,Superior Completo,7452.778762818053
152,Não Alfabetizado/ Fundamental I Incompleto,5092.243544001571
152,Fundamental I Completo/ Fundamental II Incompleto,5039.0309448497455
152,Fundamental II Completo/ Médio Incompleto,4514.907647940481
152,Médio Completo/ Superior Incompleto,13745.888060832536
152,Superior Completo,6776.928301718562
153,Não Alfabetizado/ Fundamental I Incompleto,1714.2493111740368
153,Fundamental I Completo/ Fundamental II Incompleto,1681.6895120135134
153,Fundamental II Completo/ Médio Incompleto,1289.4377997051595
153,Médio Completo/ Superior Incompleto,6307.7995391654385
153,Superior Completo,5290.821435500407
154,Não Alfabetizado/ Fundamental I Incompleto,6457.572178111915
154,Fundamental I Completo/ Fundamental II Incompleto,5260.811717614685
154,Fundamental II Completo/ Médio Incompleto,5324.454723390655
154,Médio Completo/ Superior Incompleto,16946.290564329414
154,Superior Completo,11475.870495011104
155,Não Alfabetizado/ Fundamental I Incompleto,7626.47773303932
155,Fundamental I Completo/ Fundamental II Incompleto,5889.547021157433
155,Fundamental II Completo/ Médio Incompleto,6229.167816612668
155,Médio Completo/ Superior Incompleto,10904.859016224877
155,Superior Completo,1591.9532664242975
156,Não Alfabetizado/ Fundamental I Incompleto,8823.514007482348
156,Fundamental I Completo/ Fundamental II Incompleto,2134.6255981647064
156,Fundamental II Completo/ Médio Incompleto,6427.044535796079
156,Médio Completo/ Superior Incompleto,22293.891950494108
156,Superior Completo,4230.9334971529415
157,Não Alfabetizado/ Fundamental I Incompleto,2918.2800309031695
157,Fundamental I Completo/ Fundamental II Incompleto,2727.7449364944655
157,Fundamental II Completo/ Médio Incompleto,3712.91259384858
157,Médio Completo/ Superior Incompleto,8418.908267585217
157,Superior Completo,1851.1584361684195
158,Não Alfabetizado/ Fundamental I Incompleto,11602.632749289109
158,Fundamental I Completo/ Fundamental II Incompleto,5462.84271189796
158,Fundamental II Completo/ Médio Incompleto,8093.258675743199
158,Médio Completo/ Superior Incompleto,21319.655965024664
158,Superior Completo,13980.60312886905
159,Não Alfabetizado/ Fundamental I Incompleto,9181.039864915952
159,Fundamental I Completo/ Fundamental II Incompleto,10932.173403062097
159,Fundamental II Completo/ Médio Incompleto,15314.765368875342
159,Médio Completo/ Superior Incompleto,26255.762553028257
159,Superior Completo,2487.2538789813225
160,Não Alfabetizado/ Fundamental I Incompleto,7717.486727528845
160,Fundamental I Completo/ Fundamental II Incompleto,5324.515453291669
160,Fundamental II Completo/ Médio Incompleto,4215.916730429489
160,Médio Completo/ Superior Incompleto,19719.620986521153
160,Superior Completo,13694.467952042949
161,Não Alfabetizado/ Fundamental I Incompleto,10636.468244279546
161,Fundamental I Completo/ Fundamental II Incompleto,10439.149719182577
161,Fundamental II Completo/ Médio Incompleto,10239.234639177273
161,Médio Completo/ Superior Incompleto,13345.58213769925
161,Superior Completo,2636.562491871213
162,Não Alfabetizado/ Fundamental I Incompleto,2917.441353928241
162,Fundamental I Completo/ Fundamental II Incompleto,1698.4883154177382
162,Fundamental II Completo/ Médio Incompleto,1348.1479210554744
162,Médio Completo/ Superior Incompleto,7448.405855589108
162,Superior Completo,2429.516516131103
163,Não Alfabetizado/ Fundamental I Incompleto,5497.195538819
163,Fundamental I Completo/ Fundamental II Incompleto,6768.527135631982
163,Fundamental II Completo/ Médio Incompleto,5500.061936583071
163,Médio Completo/ Superior Incompleto,15335.29067985351
163,Superior Completo,14417.930042362708
164,Não Alfabetizado/ Fundamental I Incompleto,986.6621585952386
164,Fundamental I Completo/ Fundamental II Incompleto,899.6673571309528
164,Fundamental II Completo/ Médio Incompleto,820.1639507380957
164,Médio Completo/ Superior Incompleto,2380.723441892858
164,Superior Completo,761.781024666667
165,Não Alfabetizado/ Fundamental I Incompleto,574.4729689247313
165,Fundamental I Completo/ Fundamental II Incompleto,492.7431126144395
165,Fundamental II Completo/ Médio Incompleto,251.59215443932413
165,Médio Completo/ Superior Incompleto,1202.8213801059917
165,Superior Completo,662.3696820138252
166,Não Alfabetizado/ Fundamental I Incompleto,3028.6989517505676
166,Fundamental I Completo/ Fundamental II Incompleto,3805.3806652985145
166,Fundamental II Completo/ Médio Incompleto,4139.054745093605
166,Médio Completo/ Superior Incompleto,9067.044288834473
166,Superior Completo,12835.81608755365
167,Não Alfabetizado/ Fundamental I Incompleto,2068.152085262657
167,Fundamental I Completo/ Fundamental II Incompleto,1073.8924561993665
167,Fundamental II Completo/ Médio Incompleto,1179.9830589240498
167,Médio Completo/ Superior Incompleto,6684.55829665347
167,Superior Completo,6433.412414830687
168,Não Alfabetizado/ Fundamental I Incompleto,1414.3015418701311
168,Fundamental I Completo/ Fundamental II Incompleto,3285.2774122597434
168,Fundamental II Completo/ Médio Incompleto,446.6322014025977
168,Médio Completo/ Superior Incompleto,8911.20347288312
168,Superior Completo,8444.583842129881
169,Não Alfabetizado/ Fundamental I Incompleto,3504.850614549775
169,Fundamental I Completo/ Fundamental II Incompleto,1841.9737307133134
169,Fundamental II Completo/ Médio Incompleto,1933.6504251460526
169,Médio Completo/ Superior Incompleto,7172.023879235316
169,Superior Completo,8007.4996610561175
170,Não Alfabetizado/ Fundamental I Incompleto,7142.160365724468
170,Fundamental I Completo/ Fundamental II Incompleto,5050.884578336388
170,Fundamental II Completo/ Médio Incompleto,3924.5318743389657
170,Médio Completo/ Superior Incompleto,11965.771308828906
170,Superior Completo,6609.651037431754
171,Não Alfabetizado/ Fundamental I Incompleto,5230.619027304076
171,Fundamental I Completo/ Fundamental II Incompleto,5527.522593862518
171,Fundamental II Completo/ Médio Incompleto,4861.94731100067
171,Médio Completo/ Superior Incompleto,17287.11051352775
171,Superior Completo,7758.804214268662
172,Não Alfabetizado/ Fundamental I Incompleto,5151.25007059927
172,Fundamental I Completo/ Fundamental II Incompleto,1640.219984628661
172,Fundamental II Completo/ Médio Incompleto,5457.023892068651
172,Médio Completo/ Superior Incompleto,9331.090550749757
172,Superior Completo,5208.42077315134
173,Não Alfabetizado/ Fundamental I Incompleto,5734.900225985116
173,Fundamental I Completo/ Fundamental II Incompleto,3110.531891934981
173,Fundamental II Completo/ Médio Incompleto,3118.527126871107
173,Médio Completo/ Superior Incompleto,9685.900403105992
173,Superior Completo,5168.1363320432665
174,Não Alfabetizado/ Fundamental I Incompleto,11769.756857074955
174,Fundamental I Completo/ Fundamental II Incompleto,6568.99591930223
174,Fundamental II Completo/ Médio Incompleto,3907.7992923179136
174,Médio Completo/ Superior Incompleto,21978.82754588595
174,Superior Completo,4660.622845022328
175,Não Alfabetizado/ Fundamental I Incompleto,5515.716392660318
175,Fundamental I Completo/ Fundamental II Incompleto,7114.662393336505
175,Fundamental II Completo/ Médio Incompleto,3926.6907555619046
175,Médio Completo/ Superior Incompleto,12588.230895625406
175,Superior Completo,2646.6959700666666
176,Não Alfabetizado/ Fundamental I Incompleto,7109.797987303385
176,Fundamental I Completo/ Fundamental II Incompleto,5587.506496268984
176,Fundamental II Completo/ Médio Incompleto,4441.845805975935
176,Médio Completo/ Superior Incompleto,21536.91191913475
176,Superior Completo,8151.93907877166
177,Não Alfabetizado/ Fundamental I Incompleto,2694.888801070885
177,Fundamental I Completo/ Fundamental II Incompleto,1974.4814993513532
177,Fundamental II Completo/ Médio Incompleto,1605.8849267934743
177,Médio Completo/ Superior Incompleto,3745.1647124946508
177,Superior Completo,163.5808879459462
178,Não Alfabetizado/ Fundamental I Incompleto,0
178,Fundamental I Completo/ Fundamental II Incompleto,0
178,Fundamental II Completo/ Médio Incompleto,0
178,Médio Completo/ Superior Incompleto,0
178,Superior Completo,0
179,Não Alfabetizado/ Fundamental I Incompleto,0
179,Fundamental I Completo/ Fundamental II Incompleto,0
179,Fundamental II Completo/ Médio Incompleto,0
179,Médio Completo/ Superior Incompleto,0
179,Superior Completo,0
180,Não Alfabetizado/ Fundamental I Incompleto,16601.82504168287
180,Fundamental I Completo/ Fundamental II Incompleto,10433.271625429155
180,Fundamental II Completo/ Médio Incompleto,11506.978148725599
180,Médio Completo/ Superior Incompleto,24133.91891369547
180,Superior Completo,8433.004082945568
181,Não Alfabetizado/ Fundamental I Incompleto,11329.194562737905
181,Fundamental I Completo/ Fundamental II Incompleto,5960.331599613095
181,Fundamental II Completo/ Médio Incompleto,5114.177643693444
181,Médio Completo/ Superior Incompleto,18712.169494881342
181,Superior Completo,5484.115411968143
182,Não Alfabetizado/ Fundamental I Incompleto,8610.606905230345
182,Fundamental I Completo/ Fundamental II Incompleto,4861.274665254559
182,Fundamental II Completo/ Médio Incompleto,4786.688218408824
182,Médio Completo/ Superior Incompleto,20264.604455061803
182,Superior Completo,8422.833724431439
183,Não Alfabetizado/ Fundamental I Incompleto,8377.981198651942
183,Fundamental I Completo/ Fundamental II Incompleto,5386.079678863633
183,Fundamental II Completo/ Médio Incompleto,7196.794672609086
183,Médio Completo/ Superior Incompleto,16901.50782465583
183,Superior Completo,5796.635362063634
184,Não Alfabetizado/ Fundamental I Incompleto,5679.717572816655
184,Fundamental I Completo/ Fundamental II Incompleto,3387.660418123379
184,Fundamental II Completo/ Médio Incompleto,4608.78799153629
184,Médio Completo/ Superior Incompleto,9953.136522601219
184,Superior Completo,1094.6944702207793
185,Não Alfabetizado/ Fundamental I Incompleto,10097.927243268005
185,Fundamental I Completo/ Fundamental II Incompleto,3117.645466850522
185,Fundamental II Completo/ Médio Incompleto,5536.257097803636
185,Médio Completo/ Superior Incompleto,9203.17427273379
185,Superior Completo,1173.9883531133225
186,Não Alfabetizado/ Fundamental I Incompleto,2154.038421424771
186,Fundamental I Completo/ Fundamental II Incompleto,1574.778565356238
186,Fundamental II Completo/ Médio Incompleto,1954.632462557186
186,Médio Completo/ Superior Incompleto,4412.379807776864
186,Superior Completo,1651.1693366357258
187,Não Alfabetizado/ Fundamental I Incompleto,14599.98513654348
187,Fundamental I Completo/ Fundamental II Incompleto,7946.728155381706
187,Fundamental II Completo/ Médio Incompleto,6493.497181773571
187,Médio Completo/ Superior Incompleto,18491.64231719717
187,Superior Completo,731.157666910115
188,Não Alfabetizado/ Fundamental I Incompleto,6679.286616972642
188,Fundamental I Completo/ Fundamental II Incompleto,3445.1488531680297
188,Fundamental II Completo/ Médio Incompleto,6354.001860733566
188,Médio Completo/ Superior Incompleto,11361.518712682206
188,Superior Completo,3242.03578071238
189,Não Alfabetizado/ Fundamental I Incompleto,13825.191228120264
189,Fundamental I Completo/ Fundamental II Incompleto,4187.754905442241
189,Fundamental II Completo/ Médio Incompleto,9115.012852064936
189,Médio Completo/ Superior Incompleto,16611.375316834812
189,Superior Completo,4985.665276471852
190,Não Alfabetizado/ Fundamental I Incompleto,5438.571963082727
190,Fundamental I Completo/ Fundamental II Incompleto,3665.6264304485003
190,Fundamental II Completo/ Médio Incompleto,3815.903225230767
190,Médio Completo/ Superior Incompleto,15930.866009298394
190,Superior Completo,4897.030463068877
191,Não Alfabetizado/ Fundamental I Incompleto,0
191,Fundamental I Completo/ Fundamental II Incompleto,0
191,Fundamental II Completo/ Médio Incompleto,0
191,Médio Completo/ Superior Incompleto,0
191,Superior Completo,0
192,Não Alfabetizado/ Fundamental I Incompleto,8198.072001481785
192,Fundamental I Completo/ Fundamental II Incompleto,6599.166872611634
192,Fundamental II Completo/ Médio Incompleto,6406.720122286134
192,Médio Completo/ Superior Incompleto,11965.99906627968
192,Superior Completo,5783.036255041129
193,Não Alfabetizado/ Fundamental I Incompleto,7948.3136782166575
193,Fundamental I Completo/ Fundamental II Incompleto,3633.3557990600025
193,Fundamental II Completo/ Médio Incompleto,3679.593126966893
193,Médio Completo/ Superior Incompleto,8337.431615715297
193,Superior Completo,2066.3043830458096
194,Não Alfabetizado/ Fundamental I Incompleto,7566.824115770133
194,Fundamental I Completo/ Fundamental II Incompleto,3422.55072614151
194,Fundamental II Completo/ Médio Incompleto,4018.48234573378
194,Médio Completo/ Superior Incompleto,9353.67662477635
194,Superior Completo,1483.4663660874369
195,Não Alfabetizado/ Fundamental I Incompleto,8111.726551860485
195,Fundamental I Completo/ Fundamental II Incompleto,3918.563473780415
195,Fundamental II Completo/ Médio Incompleto,6456.681235930244
195,Médio Completo/ Superior Incompleto,14755.108573553618
195,Superior Completo,3804.914193899314
196,Não Alfabetizado/ Fundamental I Incompleto,8129.62210495654
196,Fundamental I Completo/ Fundamental II Incompleto,8675.685970027203
196,Fundamental II Completo/ Médio Incompleto,8306.5023141996
196,Médio Completo/ Superior Incompleto,7534.5409272865445
196,Superior Completo,3343.640390965043
197,Não Alfabetizado/ Fundamental I Incompleto,6684.2415366057685
197,Fundamental I Completo/ Fundamental II Incompleto,2586.826225555288
197,Fundamental II Completo/ Médio Incompleto,2066.0360757179483
197,Médio Completo/ Superior Incompleto,7267.9711114382935
197,Superior Completo,5518.927832692304
198,Não Alfabetizado/ Fundamental I Incompleto,7781.790197742858
198,Fundamental I Completo/ Fundamental II Incompleto,4697.328908014288
198,Fundamental II Completo/ Médio Incompleto,3569.4536486428583
198,Médio Completo/ Superior Incompleto,10082.707761733349
198,Superior Completo,3353.7114690142857
199,Não Alfabetizado/ Fundamental I Incompleto,26108.206178117194
199,Fundamental I Completo/ Fundamental II Incompleto,21598.276935115387
199,Fundamental II Completo/ Médio Incompleto,16368.057193032966
199,Médio Completo/ Superior Incompleto,29956.78577575274
199,Superior Completo,7718.639678461541
200,Não Alfabetizado/ Fundamental I Incompleto,8386.257731613583
